Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,NK.cells,B.cells,fibroblasts
A1BG,56.93197743362316,131.23646148204878,86.0413971210857,44.96999333273817,41.96501141127738,1.6376596987499399,2.1839599499994566
A1BG-AS1,84.44743715000074,221.50187240019838,100.88961925990566,60.20847469787327,72.93515827889836,1.6134078271164354,2.5643793564205706
A1CF,9.004647981566741,11.736694282842494,9.466350702587802,10.437540597918705,8.836219842746761,0.480470779743043,0.28635900955397564
A2M,303.6988387767232,36.2178703590719,30.353424654180767,24.72929250007498,858.8925077263464,1.0749840693078638,0.790455998000099
A2M-AS1,276.79268728112135,18.173772912502997,15.185959314763286,11.751497110313364,1319.9026302723848,0.40324411953986966,1.1641922832917955
A2ML1,12.159865094251941,13.487636413093774,13.509093409092108,11.729418722048713,11.671657657087225,0.23554251625504177,0.5970474713082098
A4GALT,92.69250352624866,93.14368145920318,81.12675826767727,97.51356490810188,57.50146743778303,0.37606579568357895,1.1354680721878359
A4GNT,15.961635445155737,14.178727651887172,15.878007887875276,13.67220553226029,14.441573987005384,0.9363819370342985,0.9446132386800283
AA06,16.202999662943874,16.07511194257992,18.539452495331084,17.461628291510845,14.646784211155099,1.5849263925437256,0.4577113587504866
AAAS,98.86609439192668,234.73842519222688,126.73451818672827,89.78953399999244,93.02743142886341,1.4529166079729192,0.18819828678065417
AACS,53.94661453854447,191.06607286451336,65.09478495861514,55.670914489241866,52.07168962421638,0.5882225918691079,0.73697696389274
AACSP1,16.07138328616345,11.93862462414912,13.535183156957444,15.927550041200163,13.944424557502899,0.0687944790751481,0.2311550201482006
AADAC,12.76331508796923,16.219438907950895,12.110047947368342,14.964081745114305,12.063020679020463,4.222692228658528,0.703575718931007
AADACL2,8.481462798701358,8.442782544563666,8.680389068812298,8.003376255835247,7.588543879310947,0.34801702751262303,0.6515872368255615
AADACP1,8.517591113185684,8.869281158093774,8.338113236906496,8.941913128283124,8.47561596585339,1.2973410404097037,0.5182907316401774
AADAT,15.882185467257239,15.73256847446497,14.977077553353425,18.025770165824635,13.224067869947822,0.05180868227017132,2.3035354495110836
AAED1,73.3877330047997,41.98675159962115,178.74692982432984,81.48669252459892,161.38943459022218,1.6904978718045212,4.262051423596389
AAGAB,56.9490399107387,22.2441209243735,90.22696256349936,23.6374427032672,85.14002354639696,0.988353133799912,1.0246677928971357
AAK1,153.35806630109008,42.52568356248039,33.45907918660313,22.90113733041182,170.86958107751576,0.5255607531886156,0.47083605293547615
AAMDC,94.93924686009353,120.0713128708537,173.0217891539081,180.43664011804202,68.21456402624202,0.2503463801102389,0.9929407045469794
AAMP,158.9487620425458,180.13522399221713,169.99262720641042,98.02461701573446,98.4344682899062,0.9247898668029002,0.43391131122056886
AANAT,25.410023226478472,17.922319780409662,18.006646446856912,29.308587880905023,15.917995627552878,1.2126257387557033,0.6447423252610555
AAR2,49.902153655491794,84.93630946819542,152.55453431991933,59.96074797267532,124.38403210035041,1.2629626898555342,0.7263905806737334
AARS,117.47358671158463,178.5829887230451,127.9746336375393,46.41301570013158,114.0197630320666,0.5764437339668509,0.25541704319937397
AARS2,64.09286843164767,130.66320721801088,90.78377587986354,43.11675058490854,134.76305035054153,0.4476637796414087,0.30228275881817834
AARSD1,116.49601540606228,170.31411335413438,100.57060162488227,55.39869443554071,123.97652049560392,0.7244772288258424,0.538814496002887
AASDH,62.539953783014255,100.00569486705766,96.04673614325698,41.57018245579305,97.66539215674572,0.7223009985716285,0.7556579087911115
AASDHPPT,106.4860175146976,241.52384026715984,171.46562758330302,140.8274720226582,221.47071145780703,0.21607873439209793,0.5268703140538736
