gene,memory.CD8.T.cells,naive.CD8.T.cells
TADA1,122.73364880926627,129.3723947691317
TADA2A,77.07398728447302,215.58726606582752
TADA2B,339.62473032068925,345.8678150769699
TADA3,109.1817695670808,83.60903887082654
TAF1,246.56036906140127,163.0693628260724
TAF10,626.0419180855894,524.2754238188475
TAF11,444.9527234161323,318.83518208211274
TAF12,115.73785076785748,73.35678627085665
TAF13,471.05450561950505,81.60257093426594
TAF15,709.0834585482912,663.4322548647137
TAF1A,29.57286361427186,21.2784309711341
TAF1A-AS1,17.539853027662595,20.512135266574482
TAF1B,71.36591277089818,29.99752809976685
TAF1C,310.9240620566136,313.73816567059384
TAF1D,264.7146359199131,343.1496799660125
TAF1L,21.902036862742147,21.604801742507604
TAF2,201.76049914797588,169.69624551536995
TAF3,194.4349898586501,99.969788955416
TAF4,174.63178831610165,116.5840878975012
TAF4B,67.1167368016032,98.01495890426034
TAF5,75.93332355789195,29.389191705746526
TAF5L,224.35849202465042,133.19543752722
TAF6,105.12372684630029,143.89804219173803
TAF6L,46.925016851919715,40.880795071794424
TAF7,430.54768922952513,304.8395453688565
TAF7L,12.183817669828336,13.11570668821156
TAF8,109.9016281961481,205.4192856298587
TAF9B,364.9816610911988,254.65024532698652
TAGAP,273.51088575733104,410.36610393109225
TAGLN,77.43066864131478,83.2923615482425
TAGLN2,642.6158450046621,876.0589323918557
TAGLN3,32.56319594044472,25.847712465013245
TAL1,28.513476851705395,35.783025373838726
TAL2,25.47264262760573,22.185531187364138
TALDO1,306.21576098317496,479.0264849941965
TAMM41,108.14183108206197,130.0556792815419
TANC1,16.972581315411084,18.90063499707516
TANC2,44.3050768829213,35.55360705629248
TANGO2,307.35691541342794,203.11273250997183
TANGO6,62.29712270748821,57.39827162491449
TANK,222.67469737150515,113.15395221382063
TAOK1,313.2690114022842,251.93229039456997
TAOK2,76.10609144741014,101.00004368009559
TAOK3,363.7207507431368,230.04479228363778
TAP1,1155.0388012787062,1165.0087490314627
TAP2,358.07905082334094,319.6293459793865
TAPBP,1293.1535423450368,1301.0417365793935
TAPBPL,222.18965358157573,260.14483241124896
TAPT1,77.5884231947189,74.15649453892348
TAPT1-AS1,24.180665840904865,20.147547344950915
TARBP1,233.16101922334343,413.0594730198039
TARBP2,51.73556952185958,65.16596090698746
TARDBP,906.8145622131216,804.9625300625275
TARDBPP1,15.10998001467539,8.797880755247425
TARP,1840.5342248665856,456.25470750149304
TARS,87.03912232901084,89.09009929432251
TARSL2,130.5401473989227,187.45370660615404
TAS1R1,23.994102503651398,23.04258854387212
TAS1R2,11.81464739131307,12.04463754406993
TAS2R1,13.277104714449504,14.181563762502915
TAS2R10,13.077246993015022,10.942434930313173
TAS2R13,20.022420354415974,26.062053064779956
TAS2R14,38.46100755319469,39.86498712432364
TAS2R16,11.341375883779174,10.783980756517973
TAS2R19,14.9347973698253,17.769542469097125
TAS2R3,18.1009274134362,22.752272651229298
TAS2R38,13.943674338402841,13.938274639007219
TAS2R39,14.720524272240432,15.809461192467271
TAS2R4,9.975724356178173,9.789137805772814
TAS2R40,8.754704032813095,8.835665946543497
TAS2R41,11.695746874382596,13.404277149045157
TAS2R43,80.27805983678188,107.13242716622833
TAS2R45,32.809524976406095,43.991717980538525
TAS2R5,32.62870522394165,23.53629120177999
TAS2R50,13.494241313424828,42.84101612838607
TAS2R7,11.1186292487848,12.159250832002783
TAS2R8,12.87586096381271,11.356211125736525
TAS2R9,13.495598508233638,13.350762164694316
TASP1,83.98034247809481,85.7875082400679
TAT,16.10468478872533,17.926583128706664
TATDN1,595.2599950604342,676.6096587413565
TATDN2,199.89120844725994,368.4310114362458
TATDN3,103.65399365676089,137.95043237477293
TAX1BP1,737.1657916899419,345.7744753941962
TAZ,159.91903350386468,340.6621601542845
TBATA,27.524721260010303,23.151499893755002
TBC1D1,98.49373871360757,110.59598002116573
TBC1D10A,89.93295449837903,165.09732389917963
TBC1D10B,92.11191017517426,122.2767874573914
TBC1D10C,1029.5351460913173,1547.8383559927656
TBC1D12,9.908660638835197,11.407732965504266
TBC1D13,105.25128615237224,227.53941722167482
TBC1D14,275.65259548668155,156.6443528712881
TBC1D15,189.19409953335526,57.97672517515049
TBC1D16,41.79244323225303,42.10479281954086
TBC1D17,80.68158368056353,126.16670630228072
TBC1D19,114.75389580110155,48.23938475096766
TBC1D2,82.15328036666187,99.05012345322238
TBC1D20,390.2753212752623,217.31684289936305
TBC1D21,25.664329966466155,27.897994839990734
TBC1D22A,136.779204103829,113.78583664736648
TBC1D22B,69.32362130218131,77.93234485829609
TBC1D23,137.4513069844762,63.29631605521243
TBC1D24,75.70459515496341,38.287163261534
TBC1D25,189.8348660081964,155.2905731482351
TBC1D27,43.80007805221642,57.72792997702399
TBC1D28,13.746549943695392,11.522281408635454
TBC1D29,29.744403393482663,37.40112839382684
TBC1D2B,261.7009458907935,191.36592566753245
TBC1D30,13.21932458535959,14.375278429130134
TBC1D31,90.46572324796762,36.48409253373472
TBC1D32,20.052194229480452,17.5147446410621
TBC1D4,141.3383136420624,302.6543351184637
TBC1D5,261.62479927641107,292.7910254838116
TBC1D7,40.644338965913796,65.94196589431675
TBC1D8,23.43942318094576,28.84881331619699
TBC1D8B,11.610826849191767,15.061999149178067
TBC1D9,19.452510229961742,23.81176490561367
TBC1D9B,198.58586380703363,265.7651419067119
TBCA,834.9957303634883,560.9059891792815
TBCAP2,11.702404399536013,10.824502068179934
TBCB,632.7695082310415,461.8585177883368
TBCC,239.50454930790778,337.41405812390803
TBCCD1,83.01976780141194,69.89840064548358
TBCD,128.9112308948443,157.30137158716917
TBCE,184.6781047721479,112.8785609421396
TBCEL,37.30307780374126,42.01292697767359
TBCK,75.11167186385295,75.22291560791975
TBK1,339.6777488304177,49.72982952002023
TBKBP1,202.96995946351228,62.36341903665412
TBL1X,126.76683250737526,254.60491132508332
TBL1XR1,335.1252950622037,298.2147283668238
TBL1Y,18.16959447663782,19.98145342064516
TBL2,35.85156726681153,38.90808289992265
TBL3,95.91325832792839,125.65851670503459
TBP,658.608239388755,478.81737023441883
TBPL1,311.83527841971375,105.10724998373276
TBR1,11.932905507820806,10.38747378137373
TBRG1,278.07009177052413,312.61556324090964
TBRG4,18.673864801067502,18.52183480695406
TBX1,43.69299906502232,45.81869687831926
TBX10,29.028715491384585,30.53561132151955
TBX15,17.934268384410068,18.76422260800571
TBX18,11.388527141968975,10.852621774584595
TBX19,48.6238646935768,27.301120703710417
TBX2,37.279796593447045,44.780242827008635
TBX20,14.520288755986464,10.656611680046929
TBX21,795.7505375634587,29.587369480011105
TBX22,7.980865940073025,8.383653344211787
TBX3,21.38964831847499,27.21741642357172
TBX4,36.09493262924623,48.73601610506882
TBX5,20.747136288134335,24.40693251852642
TBX5-AS1,12.169653127203478,10.962399993894318
TBX6,22.513438657925988,20.9648400710795
TBXA2R,97.21852151032658,288.25485789536754
TBXAS1,22.76354307000107,22.613504882638036
TC2N,394.3726418112401,479.20664216363184
TCAIM,30.41815808074012,18.851440064227006
TCAM1P,10.363268489825593,9.325397484029121
TCAP,115.7098426364256,96.28140411938585
TCEA1,251.31021486719982,207.27245283005112
TCEA2,59.84469150241736,79.57368492300171
TCEA3,85.74548583950161,322.384736800164
TCEAL1,54.608063655644955,40.65637695717383
TCEAL2,18.380043271927022,52.4132203962868
TCEAL3,248.0270485561245,245.8062962189553
TCEAL4,497.6732302167313,301.97608365727524
TCEAL7,9.227298353576929,9.294641866161129
TCEAL8,73.59324804546608,51.41104449952644
TCEANC,20.03571300975669,14.939740238526895
TCEANC2,23.61324197204899,21.70530317651269
TCEB1,522.4120330276401,371.50369679865304
TCEB1P3,19.525662646857256,21.911519140482792
TCEB2,1396.750737211999,1184.0264183113104
TCEB3,97.04271109235643,90.73747834566704
TCEB3-AS1,168.86031864224492,90.42039725855211
TCEB3B,16.463456200382815,19.864719412953487
TCERG1,181.95732300130658,112.19066876377275
TCERG1L,21.349484668425127,16.86855726195969
