Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
BTF3P13,20.0,27.2,54.7,7.0,18.6,18.5
BTG1,482.2,568.6,356.9,427.0,365.6,647.6
BTG2,252.2,180.6,252.1,564.0,131.9,78.6
BTG3,2.9,2.4,5.9,13.2,10.1,1.2
BTG4,0.9,1.3,0.6,0.4,0.9,1.6
BTK,3.1,7.0,1092.7,632.9,1142.0,5.1
BTLA,179.5,134.0,11.3,52.8,863.8,8.7
BTN1A1,1.6,2.1,11.5,10.8,39.8,0.9
BTN2A1,22.5,24.2,10.3,24.8,5.4,18.6
BTN2A2,3.6,24.5,22.1,30.3,54.2,7.5
BTN2A3P,17.2,20.2,15.3,4.4,14.5,4.2
BTN3A1,407.2,386.7,83.5,303.9,251.7,332.3
BTN3A2,1410.0,1748.3,552.2,1105.4,763.7,1451.0
BTN3A3,886.5,1158.7,438.6,347.3,594.1,909.7
BTNL2,0.9,1.9,4.8,4.3,16.9,1.6
BTNL3,35.6,6.0,36.7,29.4,45.0,17.2
BTNL8,1.9,1.8,3.8,1132.5,1.8,2.5
BTNL9,1.3,3.8,1.3,3.0,16.2,1.0
BTRC,4.8,13.1,2.2,1.8,4.6,6.3
BUB1,0.9,1.1,0.8,0.8,1.8,1.3
BUB1B,13.6,17.5,8.3,15.5,98.0,35.5
BUB3,25.2,42.1,3.1,2.8,17.0,3.9
BUD13,190.4,155.8,212.7,147.8,127.5,162.0
BUD31,1.5,3.1,1.4,1.9,3.7,1.9
BV03S1J2.2,20.7,105.0,3.8,7.1,11.5,5.1
BVES,9.3,16.1,2.0,3.8,8.1,3.1
BVES-AS1,5.1,0.8,1.6,2.2,0.5,2.9
BX538226,4.8,11.8,1.3,4.4,11.5,28.4
BX647249,33.0,29.9,21.3,30.8,15.3,6.2
BX648501,1.7,1.7,2.3,1.7,2.0,1.5
BYSL,18.0,42.9,51.9,14.2,47.9,57.4
BZRAP1,82.8,228.9,14.2,33.2,28.5,568.1
BZRAP1-AS1,426.9,486.7,44.1,84.3,211.6,910.7
BZW1,547.2,697.8,844.6,764.2,330.6,1168.9
BZW2,838.5,718.9,757.1,117.9,808.9,598.9
C10orf10,1.9,3.5,3.9,4.0,3.7,1.6
C10orf107,0.3,0.9,3.2,0.7,0.6,1.6
C10orf11,4.3,3.1,326.6,11.6,2.7,1.7
C10orf113,2.3,4.3,3.5,7.1,23.0,3.3
C10orf12,7.9,14.3,11.2,13.0,15.8,7.8
C10orf126,0.8,6.3,10.0,1.1,0.5,5.5
C10orf128,29.2,42.0,19.6,30.3,15.1,24.1
C10orf2,132.0,116.4,86.0,8.7,116.5,90.4
C10orf25,2.3,3.8,1.2,2.2,1.3,4.3
C10orf32,906.6,969.0,1503.9,301.6,508.6,717.6
C10orf35,101.2,73.0,2.8,1.4,31.8,24.5
C10orf40,17.9,4.7,11.2,2.7,4.8,12.8
C10orf53,10.0,1.3,1.3,1.6,4.2,2.0
C10orf54,285.7,315.4,1742.9,2622.2,92.6,166.9
C10orf55,11.1,6.7,1.6,5.2,1.3,0.5
C10orf62,1.9,16.1,3.4,4.6,21.5,2.7
C10orf67,9.4,2.0,2.5,0.9,1.2,0.7
C10orf71,8.4,5.2,3.0,17.4,2.1,2.4
C10orf71-AS1,8.7,14.5,2.2,5.9,7.4,3.7
C10orf76,66.7,65.5,72.2,16.7,43.5,97.5
C10orf82,3.2,2.8,5.1,4.9,8.2,4.6
C10orf85,25.0,14.1,13.1,34.9,25.6,13.4
C10orf88,102.1,70.6,36.6,13.7,83.0,85.5
C10orf90,0.5,1.2,0.7,1.0,0.8,0.4
C10orf91,14.4,34.9,1.6,3.1,17.2,12.5
C10orf95,1.5,7.3,6.1,1.8,2.9,1.8
C10orf99,0.6,2.9,0.6,2.1,3.5,0.5
C11orf1,12.5,13.9,3.2,0.6,14.7,1.5
C11orf16,4.7,29.1,4.9,3.5,5.6,3.1
C11orf21,17.2,59.7,48.2,43.9,29.1,23.8
C11orf24,22.9,53.9,50.8,5.1,67.4,47.7
C11orf30,4.4,25.7,1.5,24.1,3.0,2.6
C11orf31,107.9,105.3,48.1,7.9,122.0,60.0
C11orf40,1.1,1.0,0.5,1.1,1.1,2.0
C11orf42,5.2,2.4,3.1,3.6,15.9,18.0
C11orf44,10.9,16.4,1.1,2.5,21.8,4.2
C11orf45,7.2,26.8,14.4,2.0,10.6,8.5
C11orf48,455.2,590.9,442.8,216.8,544.1,637.7
C11orf49,21.3,4.9,13.8,1.8,5.3,17.0
C11orf52,10.4,7.7,3.0,2.0,3.8,3.0
C11orf53,17.7,26.3,23.1,16.1,16.5,31.9
C11orf54,22.4,19.7,19.4,17.3,12.7,9.2
C11orf57,53.0,43.1,14.3,18.6,38.8,38.9
C11orf58,0.5,5.3,0.8,0.7,0.8,4.0
C11orf63,2.7,6.2,2.2,9.3,3.1,2.5
C11orf65,2.1,10.8,0.3,0.6,16.8,15.7
C11orf68,265.2,169.4,160.5,281.2,235.8,209.9
C11orf70,8.7,2.5,1.2,1.9,4.1,0.8
C11orf71,63.8,84.1,82.8,64.0,81.5,76.4
C11orf72,36.6,29.9,37.3,43.6,31.3,25.5
C11orf73,589.0,535.0,515.7,53.2,630.9,600.1
C11orf74,39.6,27.6,144.8,14.2,19.2,40.0
C11orf80,38.5,43.7,1.6,15.1,192.0,20.3
C11orf83,156.1,183.9,133.4,43.5,170.2,223.9
C11orf84,47.2,56.2,29.6,6.5,76.0,60.2
C11orf85,9.9,2.1,0.7,15.8,23.5,20.2
C11orf86,3.5,1.8,4.4,11.5,2.1,8.8
C11orf87,0.5,0.6,0.3,0.2,0.4,0.2
C11orf88,2.2,20.8,15.0,18.4,15.1,27.4
C11orf92,0.3,8.5,3.8,10.5,108.4,1.5
C11orf94,9.3,6.2,1.2,21.7,3.5,34.3
C11orf95,1.2,1.1,2.4,24.3,16.0,5.0
C11orf96,16.4,14.6,42.0,10.6,35.8,24.3
C11orf97,0.6,1.2,1.0,1.3,1.9,1.1
C12orf10,304.6,311.6,309.6,90.6,341.4,226.4
C12orf29,137.9,105.7,36.3,10.0,127.9,127.6
C12orf4,97.0,91.0,126.5,35.4,204.3,138.4
C12orf40,0.5,0.7,0.7,2.1,0.6,0.5
C12orf42,21.1,43.3,1.7,1.5,74.4,2.4
C12orf43,275.2,250.7,160.4,53.2,233.5,287.7
C12orf45,167.2,162.3,167.4,3.2,296.4,116.6
C12orf49,1.5,10.9,5.3,1.4,16.2,0.4
C12orf5,215.9,287.8,663.9,254.0,254.6,257.6
C12orf50,1.4,1.2,1.0,0.6,2.0,0.7
C12orf54,1.7,1.6,4.1,1.7,2.2,1.4
C12orf55,1.0,1.4,1.8,10.0,13.5,6.1
C12orf56,6.5,13.2,4.3,3.1,20.6,2.0
C12orf57,3716.6,3744.2,210.1,67.2,1520.9,1502.4
C12orf60,16.8,20.7,17.2,8.4,13.9,11.3
C12orf61,26.5,9.4,28.2,25.4,32.7,26.0
C12orf65,73.4,46.7,17.2,15.9,39.0,48.9
C12orf66,35.7,32.4,18.4,2.1,40.4,26.3
C12orf73,119.4,112.7,50.2,18.8,111.1,117.8
C12orf74,7.2,2.6,0.5,1.3,1.9,2.6
C12orf75,1311.1,2428.5,3.1,52.6,1185.5,2978.6
C12orf76,6.1,6.3,2.6,2.5,3.4,1.5
C12orf77,28.2,10.1,8.2,13.2,41.9,11.0
C12orf79,62.1,28.3,10.7,4.5,6.6,37.5
C12orf80,1.4,2.7,0.4,1.1,0.9,0.9
C14orf1,26.2,28.4,5.2,5.9,7.9,17.9
C14orf105,0.3,0.6,1.9,2.5,4.2,1.5
C14orf119,750.3,942.4,1012.6,597.8,582.6,772.0
C14orf132,25.7,4.1,3.8,6.6,1.1,1.8
C14orf142,363.1,326.9,347.2,95.7,326.4,337.6
C14orf159,79.2,51.9,42.2,183.8,81.2,65.4
C14orf166,3212.3,2843.6,2987.6,595.9,3163.6,2343.9
C14orf169,401.9,374.5,162.8,53.4,312.4,289.0
C14orf178,34.4,19.7,19.8,12.5,27.0,25.6
C14orf180,4.7,5.0,3.1,3.4,6.0,3.2
C14orf182,28.1,48.1,1.2,0.8,41.6,26.2
C14orf183,21.7,14.8,6.8,32.6,42.8,14.2
C14orf2,735.3,913.2,1344.2,257.2,760.2,560.9
C14orf23,11.6,1.9,23.5,23.9,4.2,19.3
C14orf28,89.6,98.5,51.1,55.4,95.5,86.3
C14orf37,25.2,14.5,11.8,12.9,25.6,10.8
C14orf39,3.3,0.9,9.2,8.7,12.2,4.7
C14orf64,39.4,44.6,1.5,2.2,3.7,9.2
C14orf79,20.1,3.2,16.6,5.8,24.1,3.9
C14orf80,43.5,47.0,61.5,20.1,41.4,63.4
C14orf93,66.9,70.8,79.8,64.7,85.5,83.5
C15orf26,2.9,2.0,1.7,25.7,6.6,0.6
C15orf27,16.7,26.3,20.3,32.3,31.9,18.5
C15orf32,2.1,2.7,2.0,2.3,4.1,1.1
C15orf37,115.5,66.3,291.4,519.2,87.6,66.8
C15orf38-AP3S2,37.6,73.0,94.2,48.0,38.9,65.1
C15orf39,22.3,17.9,198.3,259.0,20.1,37.6
C15orf40,98.8,71.6,15.9,33.6,41.3,38.4
C15orf41,2.0,3.5,0.6,1.4,1.6,3.1
C15orf43,0.4,1.2,7.1,1.1,5.6,1.7
C15orf45,1.0,2.3,1.0,15.7,1.3,2.2
C15orf48,3.4,4.5,44.7,24.9,11.0,8.2
C15orf49,0.9,1.0,0.8,2.5,1.4,1.0
C15orf52,4.3,6.2,26.3,2.9,21.1,23.5
C15orf54,7.2,6.7,13.1,12.2,1.8,18.3
C15orf56,0.8,1.6,1.2,2.5,1.9,2.7
C15orf57,43.5,41.8,12.6,34.3,53.0,23.7
C15orf59,0.7,2.2,0.9,1.1,4.4,1.5
C15orf61,795.1,819.4,669.0,71.6,524.1,720.2
C15orf62,2.3,3.8,0.4,0.9,1.3,16.6
C15orf65,12.1,27.2,15.8,20.5,65.6,16.1
C16orf13,2.5,6.2,14.8,6.9,3.4,17.0
C16orf3,0.8,1.4,2.4,1.1,6.9,2.6
C16orf45,3.4,11.4,4.0,17.3,13.3,26.1
C16orf46,2.7,3.7,1.1,2.2,4.4,2.3
C16orf52,53.5,59.5,53.6,22.5,37.2,60.6
C16orf54,4753.6,5501.7,3984.5,8059.2,4724.9,4483.3
C16orf58,30.7,14.2,7.3,11.4,33.3,7.5
C16orf59,3.7,2.0,2.5,2.5,2.9,6.0
C16orf62,13.9,16.4,4.9,1.4,17.1,14.1
C16orf70,15.8,29.9,6.4,2.8,4.0,11.2
C16orf71,5.9,3.6,2.0,1.8,1.5,1.9
C16orf72,192.4,238.6,243.3,1153.3,239.3,198.8
C16orf74,19.4,5.1,21.4,2.3,149.5,4.5
C16orf78,6.2,12.1,5.4,17.3,2.0,1.5
C16orf80,673.8,767.7,545.7,252.5,334.6,847.4
C16orf82,1.0,2.4,1.5,3.8,14.4,2.8
C16orf86,50.1,32.9,48.2,10.6,80.4,42.3
C16orf87,53.5,20.5,22.5,13.3,19.0,19.9
C16orf89,2.0,2.8,5.4,1.6,9.0,5.8
C16orf91,145.1,196.8,183.2,93.3,189.5,250.2
C16orf92,1.3,3.9,2.6,2.2,14.7,31.0
C16orf93,2.1,4.5,27.1,63.8,50.6,14.9
C16orf95,6.8,3.5,7.3,0.6,3.2,4.2
C17orf100,74.1,45.8,42.8,45.3,73.5,41.5
C17orf104,0.7,1.2,0.3,1.5,2.0,0.5
C17orf105,4.8,1.2,1.2,1.4,1.4,0.9
C17orf47,0.9,1.1,1.6,1.4,2.8,0.8
C17orf49,692.3,659.1,662.2,291.1,773.2,956.0
C17orf50,2.2,4.9,5.5,15.0,8.8,4.1
C17orf51,7.5,1.7,2.3,1.2,1.5,14.1
C17orf53,3.3,2.1,20.4,5.1,14.4,3.0
C17orf58,57.4,118.0,242.9,63.1,155.9,219.5
C17orf59,26.5,13.3,22.5,8.2,17.5,13.3
C17orf62,590.0,659.2,891.9,1632.3,901.6,673.2
C17orf64,8.1,2.6,2.1,3.5,22.7,3.2
C17orf67,71.7,56.2,11.4,25.7,70.0,27.8
C17orf70,4.4,2.6,4.7,3.8,2.6,3.1
C17orf74,1.0,1.4,1.4,1.6,1.2,0.5
C17orf75,245.1,157.9,80.9,16.1,159.0,223.8
C17orf77,12.7,9.1,3.6,11.7,14.0,5.4
C17orf78,3.3,2.2,3.7,0.5,0.9,1.9
C17orf80,41.8,24.3,28.8,2.9,23.8,23.0
C17orf82,33.9,18.3,25.2,17.0,32.2,18.9
C17orf85,68.8,106.3,48.2,44.2,89.8,85.3
C17orf89,1.9,3.5,4.5,13.7,2.2,2.7
C17orf96,2.4,8.9,2.0,2.2,2.8,13.3
C17orf97,4.1,3.4,2.9,9.6,5.6,1.8
C17orf98,15.7,14.5,12.8,26.7,3.1,10.9
C17orf99,3.7,8.1,2.5,7.1,6.0,1.8
C18orf12,20.3,5.2,3.4,4.6,2.3,15.8
C18orf15,12.7,1.7,0.9,0.8,2.0,9.7
C18orf21,22.4,7.3,1.9,14.0,0.3,4.6
C18orf25,35.9,22.2,19.1,18.6,11.1,11.4
C18orf32,986.4,1143.3,1657.9,1852.1,941.4,1076.9
C18orf42,8.8,0.9,1.0,23.8,2.9,8.1
C18orf49,51.6,44.3,51.3,176.1,43.1,48.1
C18orf54,6.6,11.0,0.5,0.2,5.5,1.6
C18orf61,7.1,9.4,5.5,4.8,1.0,6.1
C18orf8,1.1,1.9,0.7,0.8,1.2,34.6
C19orf10,300.1,394.4,628.9,69.1,1256.2,517.0
C19orf12,59.1,61.3,12.7,7.4,53.4,36.1
C19orf18,1.0,25.9,1.4,2.1,27.3,3.1
C19orf24,159.1,164.7,134.6,29.2,117.5,90.1
C19orf25,69.7,36.3,23.3,21.9,29.5,58.4
C19orf26,1.9,5.2,2.8,4.0,1.8,2.1
C19orf33,3.9,15.2,18.1,13.8,20.9,15.5
C19orf40,45.6,49.7,38.7,38.3,34.8,36.5
C19orf43,203.4,106.5,70.2,123.6,93.7,132.8
C19orf44,13.7,6.3,2.7,26.1,22.3,3.1
C19orf45,5.9,2.5,12.7,21.1,4.1,3.3
C19orf47,1.4,3.1,6.8,6.6,5.7,2.3
C19orf48,76.6,56.1,35.4,3.3,105.7,71.7
C19orf52,164.3,151.9,107.8,8.5,125.7,138.4
C19orf53,1599.8,1233.2,969.9,349.2,1314.3,1159.4
C19orf54,74.7,108.1,301.8,68.5,230.5,134.7
C19orf57,16.6,32.2,5.2,21.0,10.0,20.4
C19orf60,270.6,236.0,171.8,107.1,194.2,193.0
C19orf66,170.1,148.6,93.7,116.1,139.6,208.6
C19orf68,33.3,48.2,15.8,22.0,49.1,34.7
C19orf70,557.5,487.5,522.8,77.0,670.0,543.2
C19orf73,11.7,20.5,7.4,1.5,47.5,28.0
C19orf80,2.6,3.5,2.3,1.1,2.1,1.5
C19orf81,2.7,30.8,8.9,6.9,10.6,14.0
C19orf82,23.7,28.7,41.7,41.1,33.5,31.2
C19orf83,28.2,19.1,4.1,1.3,14.7,33.9
C19orf84,2.4,13.6,13.0,7.5,24.3,24.9
C1D,860.1,802.2,968.1,1085.2,1011.5,1115.8
C1GALT1,318.9,240.2,153.0,252.2,194.1,246.8
C1GALT1C1,63.0,43.2,29.3,86.2,26.4,27.7
C1QA,19.6,2.6,59.8,28.7,3.1,18.4
C1QB,11.0,2.6,44.7,18.0,2.1,17.1
C1QBP,1496.9,1404.7,1023.3,63.9,1891.3,893.7
C1QC,1.5,1.5,24.6,5.4,1.2,8.4
C1QL1,0.9,0.8,0.7,0.9,1.1,0.9
C1QTNF1,11.9,4.3,5.3,3.6,3.0,4.7
C1QTNF1-AS1,1.9,11.7,1.6,3.1,17.3,0.7
C1QTNF2,2.0,1.6,1.7,1.0,3.9,2.1
C1QTNF3,11.1,2.0,7.8,0.8,1.4,2.4
C1QTNF3-AMACR,27.7,26.5,27.9,49.7,31.9,54.3
C1QTNF4,4.2,1.5,1.3,2.7,5.8,3.2
C1QTNF5,10.1,14.5,6.4,5.4,13.7,15.5
C1QTNF6,1.4,1.8,1.2,2.3,2.8,1.4
C1QTNF7,8.7,0.9,2.3,2.1,1.1,11.2
C1QTNF9,0.3,11.8,11.3,4.3,13.6,14.2
C1QTNF9B,0.3,11.8,11.3,4.3,13.6,14.2
C1QTNF9B-AS1,1.0,2.5,12.6,0.9,2.4,23.9
C1R,14.3,43.1,21.6,56.3,1.9,47.9
C1RL,26.3,44.7,35.7,65.3,6.3,26.1
C1RL-AS1,28.7,31.4,27.7,36.7,65.4,40.1
C1S,1.0,1.1,0.9,0.9,0.6,1.4
C1orf100,8.1,1.0,8.8,20.7,22.1,6.8
C1orf101,2.7,17.2,0.8,10.5,19.3,13.9
C1orf105,8.9,23.9,3.8,5.1,2.0,11.5
C1orf106,11.2,21.4,5.5,10.7,37.7,3.8
C1orf109,273.3,268.8,104.6,27.5,218.1,241.0
C1orf110,9.8,0.7,3.8,0.8,5.0,2.8
C1orf111,3.3,2.5,12.2,2.3,0.8,1.1
C1orf112,35.3,35.4,20.3,0.8,28.0,27.0
C1orf115,0.8,2.1,1.9,0.7,1.9,3.4
C1orf116,0.6,1.2,1.5,1.1,1.2,1.0
C1orf122,312.9,376.2,430.2,250.4,420.3,446.1
C1orf123,374.7,399.7,380.1,115.4,311.3,378.4
C1orf127,3.0,4.3,5.9,6.7,11.8,2.1
C1orf131,592.0,562.6,674.9,416.3,471.9,469.5
C1orf145,0.7,1.0,1.8,0.8,1.3,11.0
C1orf158,12.4,0.8,3.7,5.7,13.5,8.3
C1orf159,43.8,61.4,50.4,40.6,61.4,42.9
C1orf162,822.3,837.1,3855.9,638.4,343.3,1832.6
C1orf167,48.0,25.5,22.6,42.7,19.3,39.7
C1orf168,0.8,3.7,10.6,6.3,11.5,2.8
C1orf174,142.7,181.7,143.4,61.4,90.8,197.8
C1orf177,30.7,55.2,10.6,8.9,5.5,50.8
C1orf180,14.3,14.7,9.8,7.9,21.9,14.9
C1orf186,2.1,1.5,1.9,1.9,41.3,5.8
C1orf192,10.7,3.1,0.9,1.1,1.8,7.4
C1orf194,2.9,9.3,3.2,2.9,3.6,2.4
C1orf198,49.3,47.7,59.5,18.8,42.8,38.7
C1orf200,20.5,22.3,13.2,4.2,21.3,17.2
C1orf204,44.1,55.9,19.3,51.0,18.3,33.7
C1orf21,1.9,1.7,1.5,4.3,1.6,1.6
C1orf210,8.4,11.6,1.9,4.7,5.5,7.6
C1orf213,22.0,33.3,30.2,11.6,32.2,21.0
C1orf216,166.9,223.9,121.0,45.7,125.0,169.0
C1orf220,0.8,8.5,1.9,9.7,9.6,0.3
C1orf226,1.4,4.7,27.4,13.9,15.0,10.5
C1orf228,8.8,2.0,2.7,2.2,1.9,0.6
C1orf233,44.0,32.3,28.5,55.0,25.9,34.3
C1orf234,5.1,16.5,0.7,16.4,2.0,8.5
C1orf27,42.5,68.7,48.2,46.2,43.1,69.1
C1orf35,159.7,133.3,128.3,49.4,122.2,138.4
C1orf43,45.2,35.6,9.6,80.9,50.9,41.9
C1orf50,207.3,214.6,195.2,87.6,184.0,187.0
C1orf52,62.1,66.3,38.3,53.1,58.2,45.6
C1orf53,1.1,1.3,1.7,0.9,1.4,1.7
C1orf54,96.9,48.6,274.7,31.5,73.3,42.4
C1orf56,1.7,23.2,1.9,7.5,1.0,1.5
C1orf61,1.9,1.6,1.4,2.6,4.3,2.9
C1orf64,4.1,24.4,12.3,35.0,6.2,20.5
C1orf68,11.3,5.0,7.2,1.7,3.2,2.7
C1orf74,9.5,20.0,12.3,11.4,22.5,20.7
C1orf85,93.5,95.2,159.3,48.8,54.2,84.6
C1orf86,6.3,5.5,1.7,1.5,2.7,3.2
C1orf87,1.6,8.7,0.5,0.6,4.7,0.7
C1orf94,13.3,4.5,3.6,3.1,28.7,7.1
C1orf95,2.3,10.7,4.4,8.5,3.6,18.3
C2,0.6,7.9,18.1,1.0,1.6,2.2
C20orf141,2.5,2.2,8.5,7.2,6.0,4.2
C20orf144,15.2,20.0,1.9,16.3,7.4,17.2
C20orf166,79.7,76.6,42.8,40.0,66.1,15.6
C20orf166-AS1,5.1,18.1,4.3,22.5,16.2,9.2
C20orf173,2.8,6.3,1.4,10.3,2.3,1.7
C20orf181,6.4,3.8,22.5,5.3,11.0,18.8
C20orf187,2.1,15.8,23.7,28.2,13.0,13.0
C20orf194,110.4,115.1,186.8,18.3,63.9,86.3
C20orf195,18.1,4.8,3.1,1.9,83.0,12.9
C20orf196,40.8,41.8,19.6,2.7,57.1,49.1
C20orf197,75.2,62.7,52.9,143.3,9.6,328.9
C20orf202,2.3,3.1,1.7,2.5,37.1,10.7
C20orf203,24.9,7.4,9.2,20.2,28.8,2.8
C20orf24,938.6,1412.5,3222.4,5160.5,1169.4,1495.7
C20orf26,0.6,3.0,1.2,1.6,1.3,1.1
C20orf27,54.3,52.6,98.4,18.7,62.2,58.0
C20orf57,23.2,2.5,2.6,1.4,13.4,1.9
C20orf62,2.7,2.3,2.5,1.8,15.1,7.2
C20orf78,17.3,12.4,2.1,20.6,29.2,12.3
C20orf85,1.3,2.3,6.5,5.3,21.5,5.1
C20orf96,1.5,1.4,16.2,1.7,1.5,2.1
C21orf119,82.1,102.3,101.4,46.0,107.2,93.7
C21orf128,9.7,0.6,12.0,32.7,15.1,12.6
C21orf15,8.8,17.0,10.3,3.5,15.3,12.6
C21orf2,1.3,2.6,1.8,2.0,2.2,1.2
C21orf33,195.9,128.9,164.5,39.1,177.7,134.1
C21orf37,21.5,15.1,9.2,17.7,11.0,15.9
C21orf49,12.2,18.1,6.7,29.8,3.2,18.8
C21orf58,1.2,1.6,1.0,1.2,0.9,2.3
C21orf59,1.3,2.1,1.4,1.5,10.2,5.7
C21orf62,11.9,5.2,0.7,14.9,0.8,5.7
C21orf67,5.7,11.5,14.1,5.8,5.7,12.8
C21orf88,1.7,31.0,3.7,9.1,14.8,14.9
C21orf90,3.5,11.2,2.9,11.1,2.4,2.2
C21orf91,250.6,267.9,177.1,318.1,156.7,140.8
C21orf91-OT1,18.2,12.6,2.3,2.6,11.3,15.3
C22orf15,5.3,7.0,12.3,6.0,3.3,7.6
C22orf23,5.7,2.2,12.8,6.8,3.0,0.9
C22orf24,14.6,3.0,27.8,26.1,39.2,24.4
C22orf29,35.4,28.0,21.5,33.6,31.1,31.0
C22orf31,1.2,25.4,26.4,22.3,25.2,10.8
C22orf34,18.8,5.2,15.9,3.3,19.9,9.1
C22orf39,89.6,126.6,109.7,92.6,102.6,107.0
C22orf42,3.0,1.7,14.9,10.3,1.2,2.4
C22orf46,28.7,47.4,21.6,4.6,36.0,17.4
C2CD2,77.2,69.5,153.4,14.6,99.1,41.0
C2CD2L,28.6,18.8,43.7,32.5,15.3,23.7
C2CD3,1.7,2.5,3.8,1.8,1.0,6.1
C2CD4A,1.9,8.9,1.4,2.9,1.6,1.5
C2CD4B,2.8,1.4,1.2,12.1,4.9,5.2
C2CD4C,38.7,46.1,6.8,54.6,33.2,26.8
C2CD5,1245.4,1122.9,1384.9,869.8,1515.9,1354.1
C2orf15,25.1,17.4,8.7,1.6,14.5,27.7
C2orf16,36.0,30.9,25.6,37.7,48.9,20.9
C2orf27A,25.7,22.8,19.0,1.6,4.4,1.4
C2orf40,73.1,79.2,1.2,1.7,1.4,8.4
C2orf42,198.3,250.3,126.4,109.1,219.5,248.0
C2orf43,138.8,103.2,44.2,0.9,119.4,115.9
C2orf44,43.6,52.4,8.1,1.7,50.0,35.3
C2orf47,307.2,344.5,258.6,76.5,341.5,245.1
C2orf49,19.3,19.2,23.7,16.0,15.4,20.2
C2orf50,1.1,2.0,1.2,0.9,2.4,1.0
C2orf54,7.2,8.1,11.9,9.4,22.1,9.5
C2orf57,8.9,33.6,19.3,34.9,5.8,12.7
C2orf61,2.3,2.0,15.3,15.7,6.2,1.2
C2orf68,222.8,171.7,122.3,191.3,188.8,187.0
C2orf69,503.2,536.3,341.1,170.5,465.7,423.7
C2orf70,4.3,3.9,4.6,19.0,34.5,9.5
C2orf71,1.1,1.4,0.9,1.3,0.9,0.8
C2orf72,9.7,7.7,2.1,20.5,1.7,2.0
C2orf73,1.9,3.6,14.7,19.4,19.0,9.7
C2orf74,359.6,317.3,190.3,67.2,279.3,285.8
C2orf76,166.5,269.0,299.0,238.5,165.1,296.8
C2orf80,13.7,6.3,1.5,18.2,2.4,1.2
C2orf81,22.8,6.2,39.8,10.1,44.8,16.5
C2orf82,1.8,3.5,1.8,4.3,2.0,1.1
C2orf83,4.2,2.3,5.8,0.8,2.7,2.1
C2orf88,1.7,0.7,1.2,2.1,37.4,0.8
C3,8.3,28.1,84.4,28.7,5.9,4.4
C3AR1,122.5,184.7,702.1,197.3,8.3,282.7
C3P1,20.6,4.3,3.6,2.0,30.8,18.3
C3orf14,10.9,28.8,10.7,13.9,11.4,22.6
C3orf17,54.1,31.7,35.2,25.4,55.9,44.0
C3orf18,121.3,156.9,27.7,5.6,110.8,83.9
C3orf20,4.1,1.3,1.4,2.1,2.1,2.6
C3orf22,2.5,3.2,2.3,25.0,2.5,3.0
C3orf27,1.7,4.0,2.8,1.8,6.3,1.3
C3orf30,15.5,9.3,0.7,2.9,8.5,0.4
C3orf33,42.6,32.9,9.4,7.5,19.3,36.1
C3orf35,3.4,2.2,1.7,1.2,5.1,13.4
C3orf36,5.7,21.6,1.4,3.0,1.9,11.3
C3orf38,49.7,32.5,31.6,7.2,49.2,22.0
C3orf43,2.7,10.2,1.0,2.8,8.3,8.1
C3orf49,25.5,14.6,14.3,4.5,14.9,29.2
C3orf52,2.1,3.1,2.1,18.2,3.2,1.8
C3orf55,7.6,8.7,0.2,9.5,0.8,2.8
C3orf56,2.2,3.5,1.3,0.7,10.3,3.6
C3orf58,1.7,2.0,4.8,2.8,3.7,2.2
C3orf62,43.2,16.5,25.9,128.1,34.0,8.4
C3orf65,0.9,0.6,3.4,1.4,2.1,0.8
C3orf67,1.8,9.1,16.7,0.7,7.3,1.7
C3orf70,1.0,7.0,1.2,6.5,9.6,6.1
C3orf79,10.5,7.2,12.1,1.0,11.4,7.9
C3orf80,0.3,0.9,0.6,2.4,1.9,0.3
C4A,6.2,1.5,18.7,3.2,4.0,11.0
C4B,6.2,1.5,18.7,3.2,4.0,11.0
C4BPA,14.6,19.8,4.4,91.2,35.3,7.8
C4BPB,16.0,19.1,2.3,26.0,5.4,2.1
C4B_2,6.2,1.5,18.7,3.2,4.0,11.0
C4orf17,6.2,2.1,1.6,2.3,12.9,3.0
C4orf19,0.9,1.5,0.6,1.2,1.0,0.4
C4orf22,0.6,0.6,2.2,1.2,2.0,1.6
C4orf26,8.4,2.1,1.3,13.4,16.2,6.3
C4orf27,14.8,18.3,11.9,3.5,14.4,13.5
C4orf29,201.4,161.0,57.3,107.6,119.5,182.7
C4orf3,1259.8,1117.7,1025.2,1022.7,516.3,737.9
C4orf32,34.2,8.8,10.5,22.4,2.4,2.3
C4orf33,0.4,0.2,0.4,2.9,1.5,0.6
C4orf36,1.0,1.2,1.7,4.0,1.9,1.7
C4orf45,12.8,0.5,0.6,2.9,7.6,1.7
C4orf46,39.6,63.7,41.0,27.9,60.2,108.6
C4orf47,1.2,1.2,2.1,11.8,2.0,0.5
C4orf48,234.1,344.8,550.1,179.6,307.1,74.4
C4orf6,10.6,8.2,1.3,1.3,0.4,0.3
C5,24.2,26.1,59.8,9.3,77.0,15.8
C5AR1,1.1,2.3,1965.3,7103.3,14.8,19.3
C5AR2,5.2,9.4,30.6,188.4,3.5,1.9
C5orf15,2.7,3.9,4.6,2.4,2.9,3.8
C5orf17,15.6,4.1,1.7,2.5,23.3,20.6
C5orf20,0.7,2.1,6.6,11.8,1.8,2.6
