Symbol,CD4.T.cells,CD8.T.cells,monocytic.lineage,neutrophils,B.cells,NK.cells
LINC01215,1280.7,720.9,40.0,129.1,1933.8,243.7
LINC01220,4.0,0.5,27.0,11.0,1.4,0.8
LINC01222,10.5,20.6,12.2,20.0,16.7,14.3
LINC01225,1.0,4.3,2.4,3.2,8.3,2.0
LINC01226,6.1,3.5,9.0,26.2,29.4,36.3
LINC01227,1.2,2.5,0.8,1.6,1.5,1.0
LINC01231,39.7,44.8,38.6,18.4,31.4,22.4
LINC01233,0.4,0.6,1.5,1.2,1.9,0.6
LINC01234,0.7,3.2,1.1,1.5,3.2,2.4
LINC01241,2.5,9.8,1.8,1.4,14.7,7.0
LINC01242,0.5,0.2,0.7,10.9,4.7,4.6
LINC01243,4.1,4.4,10.1,20.1,0.9,2.0
LINC01252,3.4,15.1,8.9,11.4,29.6,19.8
LINC01254,17.4,17.6,18.5,22.1,17.0,16.9
LINC01255,14.3,6.4,0.8,0.9,5.7,9.8
LINC01257,6.7,0.9,1.6,1.3,0.7,0.4
LINC01260,27.7,34.2,4.4,1.1,19.4,7.7
LINC01267,1.9,2.7,4.7,4.5,11.7,0.9
LINC01268,1.8,8.1,1.8,3.6,7.3,2.0
LINC01270,1.9,4.0,10.3,91.6,2.5,10.0
LINC01271,2.9,5.8,4.4,2.0,13.2,16.4
LINC01272,3.3,2.9,1.2,81.6,7.8,1.1
LINC01278,26.3,1.1,16.3,4.0,4.1,9.4
LINC01279,0.8,1.9,0.5,2.0,1.1,6.2
LINC01281,2.2,1.5,1.7,1.0,1.6,1.3
LINC01282,3.4,9.2,8.6,7.5,15.2,1.7
LINC01289,1.3,19.2,1.8,13.1,7.6,10.1
LINC01293,0.9,0.7,2.6,1.7,1.6,5.7
LINC01296,2.1,15.9,4.5,15.6,6.0,16.4
LINC01300,0.6,0.4,0.3,1.1,1.5,1.1
LINC01304,2.9,18.6,3.7,16.0,4.4,3.0
LINC01305,0.5,7.8,7.8,11.8,1.9,0.8
LINC01310,8.1,5.0,7.4,19.0,7.1,6.2
LINC01312,1.4,20.7,15.4,7.6,4.8,2.3
LINC01314,2.8,1.9,2.0,3.1,1.5,2.2
LINC01315,10.5,11.5,9.0,2.0,2.5,2.7
LINC01330,1.4,1.0,0.5,0.3,1.5,0.2
LINC01333,6.4,4.1,3.4,1.0,0.7,1.7
LINC01339,3.8,1.9,3.5,3.8,18.3,14.8
LINC01341,18.8,3.9,15.3,17.5,3.5,21.3
LINC01342,25.4,31.8,27.4,33.7,49.4,17.4
LINC01343,3.0,3.4,4.1,2.6,7.8,1.3
LINC01346,1.0,0.9,1.9,3.7,3.7,1.6
LINC01347,3.1,2.4,31.2,125.0,5.7,38.4
LINC01348,1.0,2.5,2.5,1.3,1.3,2.2
LINC01350,1.1,2.9,1.3,6.7,2.6,1.0
LINC01351,2.3,17.5,8.2,14.3,13.8,1.5
LINC01352,0.3,5.3,13.4,6.1,1.0,0.6
LINC01354,0.4,0.7,0.8,4.3,4.5,10.1
LINC01355,35.2,12.0,3.1,1.4,36.7,3.7
LINC01356,5.1,13.1,7.6,3.9,3.0,2.3
LINC01359,24.5,26.8,27.1,63.3,32.1,40.2
LINC01360,0.4,2.5,9.0,1.1,3.4,2.0
LINC01361,0.9,5.1,1.7,0.7,0.5,0.4
LINC01362,0.9,20.9,3.1,13.3,2.2,6.9
LINC01364,1.5,0.4,8.5,1.7,0.5,2.2
LINC01365,2.6,6.4,1.1,5.9,9.6,16.6
LINC01366,2.0,12.2,9.6,3.8,19.4,17.5
LINC01393,11.8,18.1,5.7,3.5,2.3,6.5
LINC01395,1.0,11.4,3.4,20.2,17.5,16.5
LINC01398,24.4,19.2,3.5,24.3,17.0,18.9
LINC01405,0.5,1.3,1.3,2.2,1.9,1.5
LINC01410,2.1,9.2,172.1,464.3,46.0,2.0
LINC01419,0.3,0.8,0.7,0.8,0.9,0.8
LINC01420,145.3,129.3,96.7,32.4,95.1,65.3
LINC01424,15.3,14.7,15.4,8.3,23.9,16.8
LINC01425,1.7,1.8,1.2,5.6,2.7,1.7
LINC01426,0.8,3.4,1.0,1.0,2.4,4.8
LINC01428,10.2,14.8,0.6,10.9,1.5,2.5
LINC01431,25.0,3.4,8.9,7.1,11.0,3.0
LINC01432,0.5,1.5,2.5,17.5,17.9,2.7
LINC01442,3.0,1.6,1.8,2.1,1.8,9.6
LINC01448,10.4,10.8,0.7,1.0,0.9,0.9
LINC01449,1.8,11.2,2.7,1.9,13.1,19.2
LINGO1,29.3,28.2,1.6,3.4,22.1,10.5
LINGO2,8.7,12.1,4.8,2.2,3.5,431.2
LINGO3,57.2,29.4,13.5,91.4,101.0,96.3
LINS,188.5,79.4,44.8,52.6,36.1,55.6
LIPA,1.0,0.7,4.4,43.4,0.8,7.8
LIPC,1.8,2.4,1.4,1.6,5.7,24.5
LIPE,2.2,1.3,6.4,27.1,4.6,13.9
LIPE-AS1,2.0,2.0,1.0,1.3,0.7,1.4
LIPF,6.7,16.4,9.9,9.5,20.3,18.4
LIPG,1.1,1.0,0.4,1.0,0.8,0.4
LIPH,13.8,4.3,4.0,5.0,2.8,11.8
LIPI,10.7,14.2,0.7,19.1,8.7,8.0
LIPJ,0.8,1.5,2.2,0.8,0.6,0.6
LIPT1,516.0,569.2,284.8,79.6,385.1,386.1
LITAF,0.4,0.5,0.9,52.9,11.9,16.7
LIX1,0.5,3.7,0.2,1.0,2.9,4.3
LIX1L,75.2,86.9,29.6,4.6,20.0,61.4
LKAAEAR1,12.1,34.4,33.5,26.6,41.7,17.4
LL0XNC01-116E7.2,2.7,1.2,8.3,4.2,8.8,23.0
LL0XNC01-7P3.1,25.0,35.6,3.0,1.7,19.7,14.3
LL22NC03-N14H11.1,11.5,4.4,2.2,3.7,2.3,25.1
LL22NC03-N27C7.1,50.3,60.5,28.8,13.4,35.7,84.6
LL22NC03-N64E9.1,13.1,20.2,10.9,12.1,12.5,25.7
LLGL1,12.5,7.1,16.1,4.4,17.4,16.8
LLGL2,105.5,145.0,14.7,9.2,64.0,304.0
LLNLR-246C6.1,7.5,11.3,7.3,1.3,12.9,7.4
LLPH,15.2,11.6,18.7,19.1,31.3,31.4
LMAN1,22.9,13.1,0.3,3.2,2.4,1.0
LMAN1L,5.1,6.6,5.1,3.9,11.1,4.9
LMAN2,15.3,18.8,1.4,22.3,15.6,14.8
LMAN2L,108.2,172.0,135.4,33.0,157.5,117.3
LMBR1,10.5,10.9,2.4,11.5,9.2,13.3
LMBR1L,243.4,249.4,183.7,199.1,207.0,213.7
LMBRD1,61.3,64.9,18.5,132.7,62.4,15.3
LMBRD2,13.9,19.2,13.3,5.8,4.3,5.1
LMCD1,1.9,7.0,0.9,2.3,1.1,2.1
LMF1,6.2,4.2,2.3,2.7,6.4,10.7
LMF2,146.6,117.6,98.2,109.5,184.5,109.2
LMLN,2.8,8.8,4.6,1.5,3.0,5.6
LMNA,8.8,6.1,7.3,2.7,11.9,2.5
LMNB1,403.4,310.9,1400.3,4422.6,700.1,344.6
LMNB2,85.0,96.9,40.2,2.4,80.3,74.3
LMNTD1,11.2,30.0,26.7,20.3,30.6,28.5
LMNTD2,41.2,26.6,39.6,20.7,58.4,23.3
LMO1,23.5,41.0,26.5,45.4,48.6,37.8
LMO2,1.8,1.2,3.3,22.7,1.6,0.5
LMO3,0.6,0.6,0.9,0.5,0.5,0.5
LMO4,4.1,16.3,22.2,4.5,38.2,22.2
LMO7,3.4,2.0,1.8,1.5,2.2,0.9
LMO7DN,0.6,1.2,3.1,4.1,5.3,2.1
LMOD1,6.4,7.5,4.9,6.4,17.7,17.6
LMOD2,1.7,2.5,1.7,1.5,2.0,1.1
LMOD3,0.6,5.9,1.3,0.6,0.5,3.2
LMTK2,23.1,17.1,13.9,21.8,10.8,21.1
LMTK3,13.4,5.7,2.8,6.2,7.7,2.4
LMX1A,0.4,2.7,0.6,3.2,1.7,9.0
LMX1B,18.4,15.4,6.4,18.7,4.3,1.4
LNP1,16.3,42.3,4.9,19.6,60.9,30.7
LNPEP,2.4,0.9,1.0,3.3,1.1,1.0
LNX1,28.7,15.8,16.1,21.8,18.5,13.6
LNX2,129.5,95.5,61.8,30.0,129.3,136.3
LOC100049716,13.1,22.8,28.3,37.1,29.4,33.9
LOC100093631,1090.4,783.7,1215.3,2815.4,868.7,928.3
LOC100101148,28.8,22.9,8.2,29.1,12.4,17.1
LOC100126784,1.0,3.0,2.3,1.9,1.2,1.2
LOC100127886,6.3,13.8,5.4,22.4,6.8,12.9
LOC100127940,15.4,12.0,9.3,1.7,12.2,5.3
LOC100127955,12.7,23.5,21.6,19.9,25.9,15.9
LOC100127972,364.8,122.3,42.8,44.6,108.0,266.0
LOC100127974,2.9,6.1,5.9,11.6,5.9,9.7
LOC100128079,1.2,3.6,0.9,1.3,5.1,1.4
LOC100128108,135.9,114.7,15.8,12.9,171.0,169.3
LOC100128164,6.0,4.3,1.0,1.0,2.7,2.7
LOC100128175,0.6,13.1,1.8,4.0,1.3,2.7
LOC100128176,0.2,0.4,0.5,4.3,4.9,0.7
LOC100128185,15.3,23.9,10.0,4.3,13.5,17.0
LOC100128198,4.6,2.4,4.0,1.1,9.9,2.2
LOC100128239,23.6,15.0,12.3,2.4,6.6,16.3
LOC100128281,1.9,1.9,10.8,20.5,2.8,12.9
LOC100128288,67.0,38.4,20.3,5.7,39.7,47.0
LOC100128325,25.9,34.8,19.8,4.0,27.7,23.5
LOC100128343,16.4,12.0,6.7,6.8,34.8,27.3
LOC100128361,37.3,46.5,46.1,23.4,18.8,29.0
LOC100128374,12.7,23.5,21.6,19.9,25.9,15.9
LOC100128554,1.0,0.5,7.9,3.4,0.6,0.4
LOC100128644,3.1,29.8,19.9,5.7,17.0,7.3
LOC100128653,11.8,38.3,33.3,24.4,42.7,48.4
LOC100128727,4.8,1.2,0.4,1.4,2.6,8.8
LOC100128751,144.8,99.1,6.6,52.4,258.0,82.4
LOC100128840,24.5,10.1,5.6,4.0,37.0,3.7
LOC100128843,5.8,18.8,5.6,23.4,17.2,16.4
LOC100128922,10.3,15.2,8.4,7.6,13.1,10.5
LOC100128988,18.2,20.2,25.6,30.9,13.4,24.9
LOC100128993,1.1,4.2,0.7,2.3,0.8,0.9
LOC100129029,26.8,6.4,3.0,6.5,14.4,2.4
LOC100129034,2.7,1.7,1.5,33.1,1.6,3.0
LOC100129069,0.8,1.4,0.7,1.8,2.2,1.7
LOC100129098,5.9,6.7,3.6,19.0,23.5,1.9
LOC100129112,24.5,22.3,5.0,10.5,13.0,15.5
LOC100129129,0.7,1.1,2.8,2.9,0.7,1.2
LOC100129175,14.2,2.0,4.0,10.8,26.7,0.9
LOC100129198,20.4,21.2,14.0,3.1,13.9,40.7
LOC100129361,31.0,30.0,10.1,1.2,8.1,45.3
LOC100129380,75.6,46.3,61.5,71.7,32.8,63.3
LOC100129406,3.4,1.4,8.1,7.0,21.1,7.1
LOC100129447,74.4,15.9,15.4,19.9,121.9,45.6
LOC100129449,1.2,2.8,2.1,1.6,1.5,0.7
LOC100129455,6.7,3.2,1.4,1.5,4.3,1.9
LOC100129461,2.4,21.4,25.3,1.9,15.5,11.1
LOC100129476,1.5,3.7,7.3,17.2,5.8,11.2
LOC100129516,10.5,35.2,6.0,2.5,8.1,16.5
LOC100129518,47.2,17.5,260.0,537.9,22.5,15.0
LOC100129550,137.9,143.9,291.1,306.3,133.3,177.5
LOC100129603,1.8,1.8,9.4,40.4,6.9,1.6
LOC100129617,20.8,40.8,38.7,29.1,28.1,21.0
LOC100129620,0.4,14.7,5.8,0.9,5.0,5.5
LOC100129637,154.8,206.9,36.0,18.5,87.0,222.4
LOC100129722,24.2,38.5,2.0,2.5,6.1,38.9
LOC100129884,26.5,29.9,19.2,31.7,21.2,17.2
LOC100129917,35.7,42.3,9.2,0.5,10.9,28.5
LOC100129924,260.4,219.4,195.2,90.2,216.5,221.4
LOC100129935,26.4,21.0,4.1,25.0,2.5,4.2
LOC100129973,19.2,7.3,0.2,0.5,121.2,14.9
LOC100130078,7.3,22.7,33.2,5.0,32.8,4.9
LOC100130093,413.6,435.9,250.3,87.8,634.3,357.1
LOC100130111,1.6,1.2,4.6,2.1,14.2,1.8
LOC100130175,20.8,2.7,7.4,27.0,8.9,7.9
LOC100130219,13.0,19.5,32.0,1.3,19.3,26.0
LOC100130232,14.3,3.6,11.9,3.5,5.6,2.3
LOC100130264,1.1,2.3,1.7,7.0,7.6,10.9
LOC100130278,3.6,5.9,10.8,16.1,3.2,13.2
LOC100130285,22.1,31.5,4.4,21.0,44.8,29.0
LOC100130331,11.3,2.5,15.0,1.9,11.2,21.4
LOC100130357,16.7,19.9,24.5,62.5,50.5,28.9
LOC100130370,1.6,2.8,5.2,3.7,3.0,2.1
LOC100130417,1.4,1.0,2.9,1.4,2.0,1.8
LOC100130428,70.7,26.8,22.9,17.5,32.0,45.9
LOC100130429,109.5,22.3,10.9,63.7,43.5,96.9
LOC100130452,2.4,1.2,2.3,0.6,1.5,3.8
LOC100130456,5.9,9.5,3.3,23.8,4.7,6.2
LOC100130458,1.3,7.6,0.7,7.2,178.1,3.0
LOC100130468,10.6,14.1,16.4,5.9,18.0,6.5
LOC100130476,42.0,26.1,13.7,1.4,18.2,39.0
LOC100130502,5.0,4.2,2.9,27.3,3.3,2.4
LOC100130548,38.0,30.7,14.6,31.2,23.3,33.7
LOC100130642,0.4,1.3,1.4,12.5,1.5,4.3
LOC100130654,4.3,2.5,5.7,6.8,3.6,0.9
LOC100130691,39.7,38.6,37.1,18.9,28.9,38.0
LOC100130700,15.9,6.2,12.1,2.7,14.2,11.9
LOC100130705,1.2,27.3,11.6,12.7,20.3,18.3
LOC100130741,16.5,12.2,5.3,17.1,22.4,14.6
LOC100130744,79.4,68.3,27.6,36.1,61.2,71.1
LOC100130815,1.6,1.2,5.0,3.7,13.5,1.6
LOC100130856,52.5,49.4,50.2,40.7,29.8,42.3
LOC100130872,112.0,242.5,25.9,55.7,58.4,496.2
LOC100130938,1.9,7.2,13.6,2.7,4.0,15.6
LOC100130950,10.9,5.5,7.9,15.4,10.7,18.4
LOC100130964,0.4,4.8,13.1,11.2,1.3,2.0
LOC100130987,58.3,28.6,8.7,27.0,87.9,7.1
LOC100130992,16.8,20.8,1.6,17.5,14.9,9.3
LOC100131043,1.2,10.4,7.1,21.3,461.2,25.9
LOC100131053,10.1,13.9,25.9,29.4,20.1,10.1
LOC100131170,2.3,1.1,2.1,89.6,1.8,8.7
LOC100131180,10.9,1.9,5.9,3.6,6.4,3.7
LOC100131262,30.5,27.6,70.2,32.5,47.0,46.0
LOC100131270,26.8,6.4,3.0,6.5,14.4,2.4
LOC100131303,1.4,4.4,1.0,3.0,3.6,3.2
LOC100131347,1.2,2.5,0.8,1.1,0.9,2.4
LOC100131496,0.8,1.8,1.1,2.5,3.7,1.5
LOC100131508,2.3,0.4,3.4,4.1,12.5,1.2
LOC100131510,26.2,6.4,7.4,2.7,17.9,41.0
LOC100131532,3.3,13.0,3.5,7.8,20.2,1.9
LOC100131541,203.8,223.1,28.3,108.6,163.2,79.1
LOC100131564,15.2,1.8,1.8,5.8,2.6,9.7
LOC100131581,18.3,32.9,24.4,11.1,6.1,13.5
LOC100131655,15.2,0.8,2.6,0.7,1.9,1.3
LOC100131662,86.9,30.8,2.8,3.0,2.8,8.8
LOC100131691,20.3,20.6,8.0,11.8,2.5,30.4
LOC100131756,2.5,6.1,4.3,5.3,13.5,6.8
LOC100131763,1.9,4.4,3.2,6.6,1.5,6.7
LOC100131860,17.1,1.2,0.8,1.1,7.9,3.8
LOC100131864,1.9,3.8,3.1,30.5,14.3,5.5
LOC100132004,7.6,13.8,17.9,5.3,12.6,2.7
LOC100132005,1.7,3.1,2.5,16.4,3.0,3.3
LOC100132057,20.2,5.5,7.3,15.6,22.7,23.2
LOC100132062,377.4,397.1,1292.0,6519.9,446.9,353.5
LOC100132077,12.9,14.1,9.7,14.0,9.3,10.1
LOC100132078,1.3,8.7,1.3,1.6,1.4,0.5
LOC100132154,7.6,13.8,17.9,5.3,12.6,2.7
LOC100132167,30.2,37.1,20.3,4.0,28.0,22.0
LOC100132207,13.4,9.6,29.2,22.9,1.5,20.3
LOC100132304,2.1,2.1,2.0,1.5,1.4,3.5
LOC100132319,7.8,25.9,8.0,20.1,8.1,14.1
LOC100132352,288.9,165.7,116.8,150.7,269.9,234.6
LOC100132354,1.0,1.6,4.1,1.5,48.3,9.0
LOC100132356,91.6,61.1,39.4,12.0,23.4,62.4
LOC100132661,8.2,14.7,1.8,19.7,12.7,19.7
LOC100132686,3.0,14.8,15.3,10.7,16.0,7.0
LOC100132705,31.8,28.6,23.3,7.6,13.1,15.0
LOC100132731,2.3,2.4,4.2,50.7,1.5,2.8
LOC100132735,0.3,2.1,6.8,1.7,1.1,7.3
LOC100132891,32.9,67.0,0.9,13.0,53.6,8.5
LOC100133039,45.0,48.2,20.3,29.7,49.5,36.3
LOC100133089,19.0,94.0,28.4,60.2,94.7,62.8
LOC100133130,123.7,66.2,54.1,3.2,96.6,161.0
LOC100133131,10.5,0.9,0.3,1.1,11.1,5.9
LOC100133182,377.4,397.1,1292.0,6519.9,446.9,353.5
LOC100133315,48.1,51.5,15.7,5.3,50.0,55.6
LOC100133331,377.4,397.1,1292.0,6519.9,446.9,353.5
LOC100133400,2.9,3.3,8.5,15.9,14.8,8.1
LOC100133445,55.9,78.3,21.7,78.7,72.2,103.2
LOC100133461,3.9,16.6,3.5,16.5,3.3,6.8
LOC100133669,14.4,18.2,2.7,38.5,5.3,10.3
LOC100133920,1.5,3.9,0.7,0.8,1.9,6.5
LOC100133985,8.8,5.6,1.6,4.1,12.7,0.7
LOC100134040,2.4,2.9,5.4,6.6,2.6,2.5
LOC100134091,263.4,258.3,133.6,77.9,69.0,50.5
LOC100134317,16.1,40.3,0.5,3.8,3.5,19.9
LOC100134368,18.9,2.9,12.5,7.5,2.1,25.7
LOC100134445,2.3,2.7,4.9,6.4,2.7,2.5
LOC100134822,7.0,4.0,59.9,180.4,4.2,24.2
LOC100134937,82.0,71.8,37.9,53.4,113.6,49.2
LOC100147773,28.6,21.6,10.7,3.4,15.9,21.5
LOC100190986,169.0,116.2,58.7,57.5,199.7,197.2
LOC100233156,2.2,2.8,13.6,4.3,48.0,22.1
LOC100240728,2.2,2.5,1.0,7.3,1.0,6.7
LOC100240734,7.1,4.6,12.4,20.8,31.6,14.8
LOC100268168,7.6,15.4,2.2,6.5,5.5,1.3
LOC100270804,80.4,69.4,27.7,14.7,75.3,84.2
LOC100271832,27.4,21.5,8.6,29.6,21.2,25.5
LOC100271840,0.4,11.6,0.3,1.9,1.2,2.6
LOC100272216,425.4,394.4,140.7,94.4,623.8,711.3
LOC100272217,2.3,8.1,1.5,1.4,4.8,9.2
LOC100286922,1.6,8.0,2.7,3.6,6.0,2.3
LOC100286925,7.7,21.6,34.8,22.1,2.8,17.3
LOC100287015,0.6,0.4,0.7,5.0,2.7,9.9
LOC100287098,6.2,32.3,5.5,3.5,6.4,18.1
LOC100287166,10.7,29.1,18.2,26.8,47.7,21.4
LOC100287210,28.5,11.2,28.2,22.8,13.0,19.9
LOC100287221,2.2,0.8,0.9,10.1,9.4,2.9
LOC100287290,1.0,6.3,0.3,8.7,1.1,0.9
LOC100287387,0.9,16.2,4.5,1.8,0.6,11.9
LOC100287413,1.8,1.1,5.1,1.5,1.8,3.8
LOC100287497,22.8,23.6,25.5,10.1,90.5,41.6
LOC100287525,4.3,3.7,9.9,13.3,31.5,16.4
LOC100287576,7.0,1.0,10.2,5.7,3.1,11.9
LOC100287590,42.7,37.1,28.2,8.8,47.3,25.9
LOC100287610,1.1,0.6,2.0,1.7,3.6,2.9
LOC100287704,2.9,3.5,3.3,5.0,4.1,1.5
LOC100287728,1.2,1.9,1.6,1.4,3.3,2.2
LOC100287808,15.0,6.7,12.5,3.9,2.8,3.5
LOC100287823,2.9,3.3,8.5,15.9,14.8,8.1
LOC100287834,2.9,3.5,3.8,5.0,4.1,1.5
LOC100287852,391.6,476.0,421.9,71.1,593.0,612.7
LOC100287877,1.4,15.2,2.8,1.8,2.4,12.0
LOC100287896,140.9,124.4,60.4,19.6,113.9,105.8
LOC100288069,7.0,4.0,59.9,180.4,4.2,38.2
LOC100288123,2.5,2.3,1.0,12.4,1.2,7.6
LOC100288152,93.2,91.9,62.0,37.2,200.0,141.3
LOC100288175,2.1,19.1,1.6,3.7,3.2,6.4
LOC100288181,1.2,0.9,5.9,2.1,1.2,1.7
LOC100288238,8.6,7.7,0.4,0.9,5.6,2.2
LOC100288289,2.3,2.9,8.5,14.6,3.7,1.7
LOC100288310,3.7,2.2,10.6,11.6,3.7,1.6
LOC100288490,10.4,9.4,15.6,11.5,36.3,31.0
LOC100288570,1.3,1.2,1.1,1.7,2.0,0.5
LOC100288637,42.9,29.1,9.9,11.5,58.2,22.2
LOC100288675,153.0,208.3,203.6,314.0,129.9,170.9
LOC100288721,10.8,1.4,5.2,1.1,1.9,0.7
LOC100288778,2.3,2.7,4.9,6.4,2.7,2.5
LOC100288798,9.3,9.6,1.8,9.8,15.6,19.1
LOC100288860,12.5,12.8,17.6,4.5,4.9,13.1
LOC100288893,60.1,48.7,37.0,89.3,69.3,40.6
LOC100288911,1.9,4.9,1.8,1.1,1.3,2.1
LOC100288966,0.5,4.4,1.5,8.4,4.1,0.2
LOC100288974,12.8,2.4,2.8,1.4,1.9,5.7
LOC100289019,300.8,154.1,80.1,29.3,152.4,164.8
LOC100289045,3.8,1.8,2.8,12.7,0.6,4.2
LOC100289058,57.6,62.8,62.7,53.3,92.9,90.0
LOC100289061,7.8,15.9,16.2,470.7,7.6,4.8
LOC100289090,30.4,48.3,2.1,6.3,23.7,11.7
LOC100289092,9.0,10.4,1.9,2.3,17.4,26.8
LOC100289094,1.6,2.5,2.4,13.9,3.5,0.7
LOC100289097,97.2,197.1,32.8,15.6,65.9,50.5
LOC100289098,55.9,113.7,49.8,22.4,103.0,55.2
LOC100289230,133.9,112.0,95.8,152.3,83.2,95.4
LOC100289283,26.8,28.0,48.7,22.8,10.6,45.7
LOC100289333,331.5,248.1,113.6,285.8,221.9,370.9
LOC100289361,16.3,31.1,27.7,6.6,50.6,37.3
LOC100289473,33.3,12.5,3.4,4.5,6.7,5.9
LOC100289495,3.1,27.8,27.0,5.1,8.1,12.8
LOC100289561,162.1,168.7,84.6,119.8,179.5,157.7
LOC100291323,123.8,70.4,5.9,17.9,41.6,33.3
LOC100291626,2.3,2.9,8.5,14.6,3.7,1.7
LOC100291666,15.9,24.0,30.9,2.6,54.9,9.5
LOC100293211,1.2,1.7,0.6,1.0,77.9,1.6
LOC100293704,15.8,12.4,20.0,9.5,21.4,7.3
LOC100294033,77.7,70.9,44.3,19.3,39.2,41.1
LOC100294145,23.6,14.8,19.8,8.7,34.0,19.4
LOC100294341,1.2,6.4,3.6,14.3,11.0,14.4
LOC100294362,1.3,12.1,3.0,11.3,0.5,2.0
LOC100310756,103.0,100.7,108.6,101.0,135.4,59.8
LOC100379224,13.2,13.7,8.6,9.5,24.9,16.8
LOC100422212,3.2,0.5,0.8,1.6,6.4,7.2
LOC100422737,9.4,1.5,1.4,0.8,4.6,9.5
LOC100422781,20.7,8.1,8.7,37.7,43.0,13.3
LOC100499194,2.8,1.6,4.2,2.5,2.3,5.6
LOC100499221,10.3,55.2,19.4,11.3,15.2,64.0
LOC100499484-C9ORF174,28.8,8.7,1.4,1.3,27.4,30.6
LOC100499489,3.0,30.3,4.8,2.3,31.6,33.4
LOC100505474,4.3,5.4,3.2,4.6,1.2,2.6
LOC100505478,14.9,4.3,13.6,4.3,13.5,1.2
LOC100505498,0.7,1.8,0.8,0.8,2.0,9.6
LOC100505501,204.1,395.9,1.6,33.3,116.4,697.2
LOC100505515,2.9,23.6,12.9,5.0,33.8,10.8
LOC100505534,1.0,13.8,0.7,0.9,4.1,0.7
LOC100505540,11.2,11.9,15.2,11.3,8.7,5.9
LOC100505549,178.2,188.4,157.9,16.5,282.5,134.6
LOC100505555,4.3,2.4,4.1,2.5,2.5,3.5
LOC100505564,18.9,21.3,108.3,24.4,496.2,30.3
LOC100505570,13.6,19.8,3.9,25.0,15.4,18.6
LOC100505585,418.2,333.6,185.6,339.9,287.0,369.8
LOC100505592,4.3,14.4,4.0,4.4,5.5,2.2
LOC100505609,0.6,1.3,0.7,0.8,0.8,3.5
LOC100505622,14.5,33.3,76.3,21.6,45.5,10.1
LOC100505635,5.9,1.6,11.4,37.3,14.0,16.6
LOC100505650,2.1,1.5,1.9,1.9,41.3,6.1
LOC100505658,1.7,2.5,0.4,0.6,1.3,0.7
LOC100505664,1.3,2.4,2.3,2.2,2.2,1.7
LOC100505666,7.5,6.7,1.3,1.8,3.7,6.4
LOC100505685,0.6,1.1,1.6,9.5,10.5,11.4
LOC100505710,4.4,17.8,3.7,23.7,5.1,1.9
LOC100505711,32.0,50.5,10.2,13.9,32.7,15.0
LOC100505715,141.3,113.9,49.1,5.5,122.4,120.4
LOC100505716,2.4,1.9,5.1,12.4,2.5,2.0
LOC100505718,9.3,15.7,1.9,0.9,5.7,1.4
LOC100505727,15.0,2.8,8.2,1.4,13.0,9.0
LOC100505774,7.0,1.6,2.8,4.5,5.4,4.1
LOC100505776,3.7,1.3,3.8,0.5,0.2,0.3
LOC100505782,6.4,1.1,0.9,4.3,0.4,6.3
LOC100505784,10.3,1.3,10.3,3.2,3.4,5.4
LOC100505797,1.2,25.2,9.8,6.5,29.7,13.6
LOC100505811,0.4,0.5,2.3,1.4,0.4,0.3
LOC100505812,71.4,78.8,265.6,506.5,46.1,77.1
LOC100505817,2.4,12.4,0.6,0.6,0.9,1.2
LOC100505824,16.6,0.9,4.3,11.3,4.4,0.9
LOC100505835,1.8,19.5,20.3,16.7,10.9,13.9
LOC100505841,13.0,12.7,2.5,12.6,7.4,13.8
LOC100505851,0.8,3.9,0.5,0.5,5.3,2.5
LOC100505853,4.2,9.8,4.2,2.1,3.0,2.6
LOC100505874,8.1,3.5,6.9,1.8,12.4,10.8
LOC100505878,0.8,0.6,0.3,8.1,1.1,1.0
LOC100505902,1.3,1.0,1.6,2.8,1.2,0.8
LOC100505912,0.5,14.4,0.6,1.1,1.1,1.2
LOC100505915,109.1,108.7,31.2,35.1,197.5,120.1
LOC100505918,30.5,18.3,21.5,19.2,34.0,46.8
LOC100505920,2.3,3.4,6.5,2.9,1.0,11.2
LOC100505938,0.8,2.6,7.4,1.4,1.7,8.8
LOC100505942,7.4,2.9,7.9,19.3,6.0,11.0
LOC100505978,2.2,17.6,19.6,5.7,12.0,2.3
LOC100505984,0.2,1.6,0.7,1.2,1.0,0.7
LOC100505985,4.0,3.3,1.6,4.9,0.7,1.3
LOC100506014,8.1,17.1,7.0,4.6,11.2,30.6
LOC100506016,0.4,0.7,0.2,0.5,0.6,5.2
LOC100506022,12.6,18.5,22.6,2.8,7.2,5.9
LOC100506047,29.3,87.4,5.7,31.8,5.0,33.0
LOC100506071,11.7,26.7,7.1,9.5,23.2,20.4
LOC100506076,339.2,340.5,5.4,10.2,384.1,359.3
LOC100506082,1.2,1.6,0.5,0.5,0.4,8.4
LOC100506083,7.0,1.4,1.3,16.8,14.4,19.0
LOC100506098,3.2,17.1,0.9,3.4,145.5,45.0
LOC100506100,223.7,151.3,116.7,70.8,91.2,120.7
LOC100506107,3.8,1.2,0.6,2.1,1.9,2.0
LOC100506113,20.7,29.0,11.7,17.8,24.7,14.5
LOC100506114,1.2,2.5,6.1,19.3,2.8,0.8
LOC100506119,2.5,1.0,161.3,61.4,3.5,1.6
LOC100506122,6.6,12.7,1.2,8.9,2.0,1.2
LOC100506123,339.2,340.5,5.4,10.2,384.1,359.3
