gene,endothelial.cells,fibroblasts,macrophages,NK.cells,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,monocytes,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells
KLRC1,1.49,0,19.125,337.03538,5.377874875,4.277245,48.14724154,5.05914618,3.39700525,5.402416,3.54187675,7.823245475,6.72084575,5.8716345
SMIM5,1.6225,0.79,5.3725,0.39295585,1.321067963,0.31635095,0.712397995,1.039384142,1.291395,1.63798125,0.85403685,1.3389235,0.3567407,0.43821025
LGALS9B,0,0,0,83.836185,1.540310587,0.13996775,1.75794325,1.45232773,1.188899025,1.809000625,0,0,2.3323825,1.341029762
CYTH3,21.4525,0,111.0425,12.84968205,2.144772375,10.20528441,10.84272593,3.941697168,4.288581427,3.326774233,2.769588025,2.206179,1.676473623,5.176694208
CSF1R,0,0,32.1775,6.37241125,25.63970458,1.621534175,2.338814187,1121.598784,357.9416155,31.01663713,2.0624301,3.287449833,51.794644,2.9026655
CACNA1E,0,0,0,0.001519498,0.653959299,0.012595825,0.007086321,0.094070799,0,0.625961274,0.003470225,0.005535575,13.22471292,0
MERTK,0.3625,0,21.2175,0.14963825,0.5612534,0.019541075,0.0382212,26.36781192,0.007952,1.3603203,0.258741,1.016857,0.659779,0.189811075
S1PR3,4.565,0,6.7775,0.35292925,0.74426975,0.372754,0.27641025,11.22567908,0.7592875,1.176185,0.37013595,0.3512015,0.2459833,0.38360425
DGKK,0,0,0,5.3818925,0,0,0,0.035081333,0,0.204151625,0,0,0,0.007136275
CDKN2AIP,0,45.7125,18.2175,54.37096475,29.30217613,58.4675845,58.41655088,19.659059,16.5163995,28.1410005,62.06408,59.9142615,10.30643725,50.697135
C8G,25.7825,0,0,11.20237975,0.703105875,0.391850525,7.221559426,0.34411325,1.718396846,0.231120625,0.42101625,0.2040615,0,1.415616165
COL6A3,0,38.5825,0,0.210916275,0.147564263,0.7906053,1.0372578,0.10251475,0.144956575,0.23812055,0.999214425,4.458094944,0.183810075,1.16941988
FPR3,0,0,3.4325,0.363251,0.947801575,0.05361225,0.117516963,5.993232338,30.36881353,0.7420368,0.0700771,0.0447032,0.074785225,0.112959425
GCC1,47.0675,0,16.1925,21.926056,15.6809335,30.39127225,24.08416415,15.49761383,11.92965,13.71926738,15.1506625,14.7714875,23.54531175,20.4206655
CLIC2,2.6775,26.5375,16.8825,1.6679805,1.664426912,1.1804845,1.049338207,11.33511575,89.00144,1.854586675,0.34535825,0.8133643,1.680262476,0.657067525
CNR1,0,0,0,0,4.0701097,0.02556525,0,0,0.004236775,3.188436154,0,0,0.435325,0
KY,0,0,0,0.271907625,0.146091413,0.3863885,0.043510013,0.341064667,0.049141397,0.102081475,0.264049225,0.1010675,47.47948,0.089352075
DKK2,0,0,0,0.5350795,0,0.193244,0.383008275,0.018988775,0,0,0,0,0,0
MKNK1,18.1875,73.2975,76.1925,77.10466535,45.80507488,83.50434495,76.9576785,90.13225466,40.630396,49.23498525,47.88540718,55.36648744,160.9378212,53.779927
DEFB126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CKB,0,0,0,2.427783,1.477354425,0.432982271,0.678722875,104.1164652,4.663337133,2.04782825,1.233346,0,1.419453,0.67990595
SLPI,0,0,0,0,0.1894025,0,0,0.321432333,0.13122775,0.144104,0,0,42.649875,0
PPWD1,12.1275,34.48,86.985,102.8842469,83.62545112,145.3397325,138.9706219,54.96022654,43.09570185,77.68645331,149.1005528,163.5164827,23.14929375,131.27239
POU2AF1,5.4575,11.1525,51.6175,1.20507595,135.7525889,1.73068775,0.96422125,0.858278583,0.788958,101.8794685,1.304962575,1.22819725,0.9853115,2.29276435
TTC39A,21.515,0,0,0.228916,0.21428135,0.863081725,0.3912334,0.443961442,0.284574375,0.179925862,0.297846,0.20919025,0.936144425,0.298119625
FLJ27354,0,0,0,2.565651,7.33389125,11.96847275,12.68561287,4.14025975,7.74798375,7.454759625,32.171325,21.41562275,0.19836275,23.24301675
FZD2,1.78,4.07,1.5825,0,0.026165,0.0127959,0,0.368288917,3.4049,0.028017875,0,0,0,0
TRMU,0,21.1875,25.7775,65.2885344,42.60641777,60.79788587,67.61744785,30.58006116,28.51863468,48.05530479,68.985386,68.8920125,8.429640536,75.94506681
KRT23,0,0,14.1575,0.45546025,0.201582738,0.44808325,0.104714625,1.434342959,0.17894635,0.928287375,0,0,180.7690079,0.090851
PCNT,20.275,3.125,12.56,53.8320005,27.05617071,32.08583425,39.90562077,24.26152825,17.94847524,21.5767644,32.97812953,44.20950208,2.03043035,28.29097502
PODN,0,57.34,0,11.21754425,0.253966713,0.608237525,1.668256063,0.262462675,0.265253275,0.156087925,0.1746146,0.1687907,0.130594125,0.55961375
MME,2.8425,0,0,1.841835905,2.243681273,1.589403393,1.768082241,1.771682493,0.661783024,5.518011805,1.785651595,2.134399472,687.9693335,1.052690628
NYNRIN,0,0,0,0,0.0215345,0.317003875,0.032435675,0.021983358,0.33614355,0.002856504,0.04269495,0.999892125,0.003997175,0
FAM198B,73.9375,11.5925,0,0.229358375,4.298258391,0.00616145,0.061483849,62.2023834,17.63850013,5.651130537,0,0.020103725,0.537182727,0
ANO5,2.93,0,0,0,0.266858275,0,0.010513775,0.955277608,1.41545,0.11077635,0.003642325,0,0.00412645,0.012113325
CD2,53.4975,0,288.4025,305.3120925,2.496099063,457.6040225,534.4841563,3.0297185,61.8534475,3.486696388,234.6869175,208.9390298,0.887469375,339.0885725
NRG1,0,0,0,0.359622925,3.1572842,0.54107,0.667459875,31.11272344,9.218893225,6.200801743,0.78415675,0.307013,1.204137075,1.0677575
DYSF,2.1625,0,0,7.090654288,2.650342395,0.27747815,3.930946327,23.40667704,2.957896173,3.338548562,0.004151779,1.855246222,265.9032155,0.0248638
KIF22,0,41.595,26.6125,109.1865298,53.72740175,112.2490002,154.8604453,25.1760128,21.605634,45.01025213,101.6209273,96.04869163,5.343642,114.405259
GOLM1,30.3875,3.655,9.7475,39.22674125,6.261790181,5.105418038,9.397519246,18.06756161,5.745051372,4.58879468,5.28195411,7.638103204,3.018894091,3.730733392
GNLY,0,0,438.8025,5416.879083,24.76806988,99.19578701,577.1027457,46.40940242,2.77763635,29.71846488,52.99970875,5.63157709,10.69083163,48.9722985
GZMM,2.2775,0,62.805,161.27438,1.4886596,65.9595975,112.0699975,1.515873208,0.118170175,2.463415875,56.96798,73.6181825,0.6693133,41.1078725
MMP2,56.6625,46.645,0,0,0,0,0,0.03370575,0,0,0,0,0,0
WNT5B,0,0,0,0,0.011527788,0,0,3.629162067,5.0032035,0.458530625,0.0432295,0,0,0.17056465
SLC45A4,0,0,0,0.611241803,0.14007525,0.924107,0.5875072,0.658506508,0.8992145,0.329271019,0.5699535,0.75077025,19.50537325,0.867668675
TCEA3,0,0,0,0.192214925,0.1563315,9.09471325,7.55916175,0.748327775,10.19058525,0.2841956,42.2864985,38.40915375,0.02706425,24.2639295
PTGER3,21.8425,0,0,0.35745275,0.073405838,0.0035755,0.055783475,0.031792892,0.6895856,0.392104875,0.128969075,0.0927025,0.188936675,0.1686564
FAM153A,0,0,0,0.761960525,1.121073975,15.4017737,8.702665897,0.54441595,1.059198125,2.100373541,40.480017,44.5681576,0.5001701,30.8245569
ERG,42.12,0,1.8275,0,0.094304555,0,0,0.324691151,1.954472416,0.199759382,0,0,0.0066873,0.005861525
ZNF276,19.69,3.9675,57.2675,167.3043235,28.64227363,89.76116325,106.2525936,24.95913633,26.37423291,27.96001988,88.150361,92.598336,27.74428187,82.2993265
PNMA3,0,0,0,0.78124341,0.9090454,3.527671825,1.702100062,0.212209067,0.03315225,0.564096925,1.66054575,2.607585,0,1.946883125
GTF3C1,0.2675,1.9625,5.7475,119.7275352,13.98540114,26.6032495,43.11652388,17.05647326,20.7802101,15.5039047,18.9194565,20.52379225,8.7875035,23.82090404
HRH4,1.4025,10.3275,14.25,0.40536825,0.58853075,0.7968175,0.824764875,0.41655925,0.35804825,0.467761353,0.41344975,0.4177655,0.8018275,1.085853
HPSE,22.6675,6.57,9.405,2.600602328,4.158976966,6.386488165,5.333077899,33.29416398,6.321873344,7.743655425,4.420441067,4.477120399,25.50375711,8.973949783
MDGA2,0,0,0,0.0330575,0.015615781,0.038574625,0.018547763,0.051547717,0.039671875,0.0471237,0.0203092,0.008067125,0,0.0154953
ADAM6,0,0,0,0,0.031769875,0,0,0,0,0,0,0,0,0
KLHL33,0,0,0,1.263965,1.017556925,0.91018325,1.207066375,0.737336875,0.78779075,1.297989875,1.097291,1.771826375,0.98578975,0.94871275
CD19,0,0,0,0.82136575,384.2746591,0.215980201,0.055799601,0.865874169,0.893229511,425.8131581,0.084539152,0.59586976,0.37843735,0.111934101
TMTC1,15.495,0.3,1.285,0.3698699,0.318592837,0.357000775,0.44994205,5.920654128,0.349778175,0.298779037,0.346575825,0.4653401,0.820821825,0.300623
CTNNA2,0,2.9025,0,0.1143715,0.295947688,0.170074475,0.18410355,0.092502567,0.1020694,0.16038605,0.189505,0.23789025,0.112668075,0.172076575
ZNF696,0.6325,5.455,7.365,8.02294825,4.65965875,4.32329,4.353331875,2.747308205,2.55195585,5.727169675,6.785803,10.607546,0.587119975,8.37785425
UNC45B,0,0.1225,0,2.2430135,0.043048866,1.328228685,2.113931103,0.142776452,0.038821286,0.022164233,0.399387028,0.37884423,0.024960544,0.64711312
IFNG,0,0,14.5375,39.76925,2.868327125,10.113145,46.7216125,0.230588283,0.021940525,1.741941125,2.11786125,0.330849,0.428894,3.4986625
SLC6A7,0,0,0,0,0.003340787,0,0,0.195274442,0.31871215,0,0,0,0,0
FYCO1,6.39,20.265,12.7025,15.0792648,4.653086507,18.86953588,18.94464842,7.033931779,2.983965575,6.889047839,7.29963775,8.386561042,1.543547102,14.35913297
AP3M2,0,30.9675,7.145,22.54324619,14.97002279,88.58159137,61.41229763,6.770979,7.713974,15.10328809,83.06881177,29.138289,2.9121104,64.22705825
HSD3B7,72.44,3.3775,4.39,2.456035001,1.917032525,1.325082528,1.47949234,2.281804256,3.29273225,1.412964768,1.749835012,1.893842526,4.00204751,1.106439529
KIF19,4.3325,0,2.36,8.0639785,0.6846028,3.708605168,11.073669,0.61300265,0.457076325,0.433657775,2.014409375,0.8659246,0.29333845,2.21139735
SHB,0.4325,0,0,0.0811295,0,0.10454725,0.0480865,0.094517333,0.100049575,0.03738775,0,0,0,0.030416
CALML4,2.68,0,9.1425,1.04859925,3.191146125,2.4267062,1.47907925,32.38893158,7.1897078,2.752607155,0.37230975,3.19003245,6.458814881,2.318710323
PPFIA4,0,0,0,0.491850775,2.30169555,0.110830251,0.476346663,9.637734733,22.65619925,1.834490366,0.624601925,0.227050975,0.110290096,0.44818455
CUX2,0,0,0,0.0041716,0.024244913,0,0.006292488,0.002861217,0.058552675,0.019939875,0.1365595,0.15775855,0,0
MPP3,6.38,0,0,0.050450025,0.0233546,1.039708075,0.174577,0.75091745,10.65634232,0.249945112,0.679732075,0.29382265,0.05862975,0.316707925
COL6A2,12.235,73.69,17.395,20.66471129,0.279936863,3.586502325,26.36030214,0.270242192,0.0393255,0.908787838,6.603500508,8.68649515,0.05404475,3.507695875
GOLGA4,107.805,0.295,40.5825,98.096066,51.44361252,98.67314625,96.1040019,35.65137839,34.63219114,43.12849689,58.33765101,71.0993785,15.00248342,62.10459177
TLR1,0.2325,0,20.59,18.33603011,24.08937217,9.717049233,5.68030953,82.24953263,47.37551156,28.50979917,11.89956879,8.423970447,360.9165148,8.50305765
MLC1,0,0,4.7775,105.9201325,1.59326425,0.84657245,4.824529675,14.37236683,0.99305425,1.33508995,0.68609875,0.24534455,0.203834675,0.650792475
CHI3L1,1427.9225,401.97,16.67,0.800934,1.68750115,0.5230855,0.438975,0.550993075,0.25879335,2.786178125,0.455958,0.514372,554.5931575,0.190517
SNX30,0,0,0,3.84399525,4.908199875,4.57299775,5.15130525,17.16224583,29.740135,4.882278,4.572864,5.30513,5.357014,3.82088125
MSLN,0,0,19.85,0,0.253058679,0,0,1.872711374,5.966838387,0.028062625,0,0.027983,0,0
CD1D,10.3925,0.185,3.2825,1.2056935,37.1540125,0.025789325,0,81.96834167,219.3545,23.663825,0.012926375,0.01165875,5.436855,0.06283525
PAX5,0,0,0,0.154691825,114.6794982,0.159219425,0.112511425,0.199163792,0.205584475,116.7776323,0.2114821,0.133332275,1.09866075,0.178031
LGR6,0,0,2.8325,92.9018795,1.260799756,3.512408737,29.858163,1.020514501,0.1519115,0.683189775,3.469332021,0.328030896,0.15111025,0.388695418
CCR4,0,0,46.53,1.10910425,0.904104125,18.36706,26.3534125,0.541338,0.46975475,1.04857275,2.55405,1.47701325,0.91768575,54.757125
S100B,584.8475,692.09,1009.3975,9.1597225,0.476695625,0.6450025,1.7133965,1.890605,5.46310975,0.48578525,1.172735901,51.277795,0.25661925,0.561075
CD248,0,49.7575,11.8,0,0.150862375,0.2462778,5.713144875,0.046199867,0.011097525,0,5.76136,57.7028,0,0.769921
TNFSF8,18.5875,0,64.93,10.3747595,9.860439462,146.220425,97.78172875,50.91820508,51.4709825,11.4393625,109.6575425,129.972245,24.705695,101.5705213
GZMB,0,0,504.65,1873.53542,18.29725969,15.59055525,315.9454927,18.81737886,0.91411275,20.50854283,24.8088535,2.402180197,5.738444073,13.6907105
ALK,0,0,0,0.660518575,0.0797382,0.23379475,0.519270265,0.529888983,0.0141021,0.139421163,0.63443725,0.825129075,0,0.2682769
CD28,0.285,0.125,24.8625,0.42125425,0.600981625,130.9203023,80.38866575,4.346998167,2.23582,0.6884095,91.71606275,52.35846175,8.0209225,119.2494925
ZNF385D,8.95,0,0,0.4144976,0.07290415,0.05776005,0.078978875,0.130101675,1.075685475,0.8340353,0.069914825,0.077549275,0.088744575,0.1038224
SDS,0,0,0,1.23399725,1.378947275,0.86461025,1.1972315,1.533706417,14.9190265,1.090795875,0.9501045,1.55311025,1.902855,0.693478475
FAM129B,0.765,10.8525,0,0.38379525,0.417317438,0.7407795,0.561161013,4.054111333,8.7271295,0.581720602,0.373650125,0.42393005,0,0.61303925
LTK,0,0,0,0.494963375,3.08095055,13.32182175,2.249160276,0.060142833,0.5716495,3.271368088,1.08587475,0,0.223009,2.242216988
PATL2,11.04,0,0,289.6400172,94.00561327,73.021194,268.3290692,20.00918791,8.34473925,95.10965153,72.7903565,68.62272,46.9783085,80.9062264
IL1R2,0,0,24.245,0.3169449,0.810508125,0,0.133186125,3.769717725,68.84886929,0.708951813,0,0.10097075,521.418815,1.56393575
CDH23,2.545,7.45,41.295,1.635299837,1.536352103,7.754278917,3.893025988,67.85839232,12.22956503,2.281665616,6.777225565,14.04977864,23.09184258,6.498349054
LRP1,5.5,10.695,31.4175,0.965767975,6.117585625,1.55600675,1.78174525,62.61779337,38.7455909,6.403545525,2.21891825,2.2122203,0.98774555,0.951855725
COPB1,25.035,4.18,50.08,114.9623,69.859397,89.53068591,100.0244088,91.02937558,88.83677475,65.29816737,72.83148325,81.2557088,41.77823675,77.60048575
GPKOW,27.08,7.4075,40.9975,26.043225,12.85945875,17.652175,19.532425,21.93094167,17.9924,10.6426825,19.38225,16.15857,9.40193,21.51315
FAM177B,0,0,0,0.29173925,18.07400476,0.149852,0.13076525,0.223680083,0,28.68010425,0.589044,0.88596325,0.72107185,0.14865475
CYP4F3,0,0,0,2.516453,2.6605135,2.49108825,2.172934,2.753911931,1.87609755,4.554994088,1.7394675,4.48172325,235.890521,2.76096475
CYP2J2,0,6.19,4.68,0.1668131,1.23864245,0,1.09495525,0,0.048877,1.246845059,2.63175075,4.68787005,0,0.77717575
CXCL3,9.1475,10.3075,84.0425,0.078095,3.022026063,0.0643866,0.03287825,45.29618475,16.18381075,4.30916175,0.0273845,0,1.3339942,0
OXCT2,10,0,0,0.0690585,0.55841875,0,0.076209,0.0335831,0.9116635,0.937498625,0,0,0,0
RGS17,0,0,5.9625,5.5876345,0.37809475,0.6802555,1.138706875,0.327769083,0.37769125,0.316652625,0.76634225,0.495195125,0.5557815,0.42833925
PGLYRP1,0,0,0,0.9353395,0.6485935,0.33302825,0.407568,0.119510833,0,1.230187625,0.07740625,0,101.08935,0.695016
BTN2A1,41.805,13.615,14.6175,59.623253,39.57395069,57.74855067,52.81367234,37.94223802,30.388725,38.65640941,34.10202725,42.1810485,123.4685275,45.03155765
SLC35F3,0,0,0,0,0.101801625,0,0.03394775,0.037863658,0.1241685,0.07513725,0.11368525,0,0,0.1251255
FLT3,0,0,10.7225,1.405772488,1.009351125,0.007805925,0.013544213,6.500932583,120.3868973,1.59175375,0,0.00694035,0.4038655,0
CLEC4D,0,0,0,0.02837075,3.136574125,0,0,22.45217706,2.2987815,3.338195875,0,0.0253775,60.650355,0.143858
SRPX2,40.23,3.285,0,0.1385372,0.305896475,0.16736825,0.1582953,0.110513425,0.0693266,0.716287825,0.136046375,0.158390475,0.08015155,0.082882475
RPN2,398.6875,561.8225,383.115,310.447519,169.6236059,262.6301948,286.109621,218.0102123,277.144626,171.81728,202.1436218,204.397967,21.24367225,240.6835738
C1QC,0,0,97.28,0,0.49754375,0,0,14.18706867,1.68045275,0.261275,0,0,0,0
TNRC6B,10.475,9.8775,42.055,84.70019,75.28976493,86.8726395,92.4775845,33.93035548,31.69586843,77.96941104,91.96455289,111.65548,67.32013525,75.78620175
PLVAP,594.5675,0,0,0,0.669723025,0.012648,0.211065875,2.008636408,0.96196175,0.887940375,0.014861,0,0.0142488,0
ZNF318,0,1.45,8.7725,9.95647425,10.08118925,7.51874825,7.065846363,3.945505475,11.20018925,41.79708591,7.25374125,6.49879825,1.4066314,10.038355
NELL2,25.015,0,5.365,3.289860075,0.162884475,156.0347882,212.995149,0.077879075,0.184584975,0.795876312,245.6470208,617.8034063,0.18963725,29.75998391
PLEKHF1,0,0,22.665,114.1392675,2.850138334,15.11499175,25.42024188,1.1613217,0.61045,3.853163856,13.42016425,6.92434975,0.11668875,18.13558031
BNC2,17.455,19.9775,0.66,20.05317424,0.32729916,0.127708623,0.588070866,0.274570992,0.115394715,0.700202619,0.256599233,0.1899627,0.15669405,0.080312203
KLRC4,0,0,0,120.4992,0.188767625,0.9918715,69.5669375,0.805319833,0.60821,0.727360375,1.2599075,71.36795,0.257957,1.11299275
NCAM1,0,5.5775,6.16,163.7804076,0.693726213,1.464867956,4.412361958,2.291777062,1.904350957,0.555829363,0.8247157,0.239691025,0.98152475,0.507349375
CDK14,0,0,0,0,85.73675357,0.32645101,0.28466825,3.221833692,8.631919059,68.70123139,0.062275475,1.230362,14.00870533,2.767717616
GYG1,93.5375,51.5625,114.0975,97.4715984,38.99918388,79.76498175,83.26449415,120.5481155,86.78973248,32.01093925,23.11139225,23.118554,47.691441,39.08728875
PI16,0,0,0,3.00745475,0.61724125,24.410545,13.77726158,0,0.036422,3.358092835,5.8714955,1.5992635,0.251799875,46.1039775
TRIM51,0,7.12,0,0,0.076950375,0,0,0.008427,0,0,0,0,0,0
SLC38A11,0,0,0,0.150012,16.10622753,0.1682175,0.135687225,0.1018742,0.1169092,18.71661011,0.203005825,0.04990075,0.058108825,0.10512825
DPP4,1.515,2.865,28.765,3.5654835,0.6824889,208.52904,57.16695787,0.9062413,5.976335797,0.860660137,79.6524415,59.46631275,0.491754025,57.024495
FASLG,0,0,77.95,98.006934,1.221345375,4.1767125,20.33773988,1.097957833,0.553861,1.310650375,0.95749575,0.82465625,0.564414,2.5960975
DIAPH1,10.5525,0,15.21,148.1581129,42.73884283,91.29542141,113.3673825,80.92479582,99.30833884,42.23860798,47.63473872,65.50681251,56.91159819,70.17069623
MAPK13,14.47,22.45,30.6875,47.046633,14.87625338,26.50592225,32.12642088,1.431715008,1.854313544,23.48136113,26.6336275,28.47692075,25.5975285,41.989668
GNA14,7.2175,59.96,0,0.03672525,0.2957375,0.0374105,0,0.016213283,0.0283876,0.273875975,0,0.0926,0,0.04551075
ZNF549,27.8725,0.4525,8.32,11.19098625,10.18132071,9.678574,14.14239771,3.808590274,4.535168496,11.06353386,15.24395675,14.310203,1.31830075,12.61188225
GK5,9.6375,13.4925,19.42,124.407237,11.08098345,20.9074165,31.41606058,16.68673214,9.362581,11.53395377,15.26377582,12.53298953,4.129691,12.17053325
CCSER1,0,0,0,1.3167005,24.40946348,2.89556405,0.423047225,1.020364492,37.86548498,15.94711754,0.082812025,0.349646,0.7694935,0.649997025
SLC24A4,18.5775,7.3225,5.8175,0.54456,2.453391125,0.54199355,0.55846085,45.06695683,10.78718528,2.0546682,0.476020975,0.48521855,7.09021175,0.47563055
PYHIN1,0,0,61.1375,411.9852055,37.6813336,99.40100869,227.1469329,5.12561045,1.048351675,22.71571166,41.1648875,8.538826379,4.58365875,159.1338776
C2orf42,26.37,101.1725,11.965,27.56823325,21.35915643,22.35089625,28.67011987,13.67212312,9.8161365,22.371821,28.6305775,28.7552805,5.41508475,25.434694
SLC38A1,22.32,1.355,46.965,293.1757633,194.7599209,328.5440865,360.3131423,5.137205857,112.3141825,230.4198701,304.1591633,384.064981,3.922247736,328.7729455
ABCD2,0,0,8.02,3.934295,1.705542875,17.5515,21.8432875,0.088491125,0.70877475,1.784371875,13.6677125,31.449925,0.00440965,15.075675
CEP19,6.6825,16.625,0,5.31130225,4.822860375,5.948625,6.914067625,4.014266583,4.05830825,3.5136921,7.53189,7.44888475,62.56235,7.799905
CDK10,150.4625,0,32.08,168.7077675,103.8495156,149.2986697,156.1654726,94.30054812,104.8685882,105.2135042,180.4658163,166.4784715,17.03757064,164.9174832
KLHL4,0,0,0,4.72371075,0.010499775,0.01422565,0.07229455,0.0124891,0.007817175,0.00582825,0.03549735,0.0392598,0.00529065,0.4133694
BIN3,31.345,12.45,35.2275,62.12460878,52.36968563,82.8872575,76.56620153,66.32293337,45.19604503,55.8943986,86.10624701,64.07006075,122.6454532,74.78112075
ADCYAP1R1,0,0,0,0.048930702,0.022029914,0.021047225,0.020424077,0.015548951,0.014262826,0.022024238,0.012190903,0.053343152,0.02134403,0.015882601
PTX4,0,0,0,0,0.10947225,0,0,3.206286761,0,0.040758413,0,0,0,0
LINC00092,8.3375,7.0925,0,14.00821,0.669374925,1.41994825,3.1857975,0.779473167,0.347178175,0.382823887,1.48771475,6.21852175,0.47351925,2.10940625
KIF21A,19.045,16.3275,5.28,44.04968901,2.660681306,20.6870799,36.95323279,0.415812708,0.239033975,1.620805013,8.56197125,6.371339613,0.0706243,11.74002082
SBK1,0.71,0.14,0,4.2902825,0.3655416,1.66657275,3.696735,0.418439667,0.3058325,0.396389625,1.8190915,2.49425,0.24324975,1.85495075
DGAT2,11.775,0,0,0.491305495,14.51169348,0.317043,0.466443885,12.51809642,10.31668058,9.861227236,0.3119239,0.493363025,390.9349665,0.488204325
PREB,46.015,5.2725,255.73,132.809911,57.40947232,84.20443575,89.20160869,77.68217842,87.3927955,71.79339588,74.29236175,74.67791163,17.90585816,96.65978125
COL4A4,0.8125,4.7775,0,0.3366185,11.280145,0.10028535,0.065279063,0.0912148,0.2167505,4.885269125,0.17780775,0.229509525,0,0.11399775
ANAPC2,8.195,26.8275,0,30.206492,17.95488198,24.787292,24.66860875,16.50614318,16.94655375,17.21018201,26.3845445,30.3490995,4.279357725,24.82512515
NRCAM,17.0825,0,6.485,0,0.624682353,0.41657226,0.206090563,0.051891667,0.12728725,1.968162213,4.282858216,27.21335895,0,1.024301161
CPNE7,0,0,0,0.224975075,0.1578645,7.80351275,2.00982285,0,0.011856725,0.004314588,0.31122965,0,0,1.250925
SAMD3,13.675,0,36.28,534.6891842,10.40384649,175.3871178,351.875925,5.538045746,1.841472803,14.88012144,106.2307872,129.1406648,1.472596825,89.32409475
PTRF,201.3875,177.99,38.135,0.31639425,0.305365525,0.443771,0.373517,0.381302,0.25678,0.480761462,0.381157675,0.37804475,0.4441855,0.55067175
PUF60,56.5725,109.755,100.1675,193.8376562,141.641311,164.1123693,180.914102,147.5398322,159.299518,121.3382301,161.0421117,167.4142993,39.69644877,168.3991638
GPR68,0,0.5,6.13,43.4640225,2.471855608,11.58356525,21.069092,0.490049508,0.406447875,1.340795237,2.261700755,1.684776736,6.888442632,10.3040793
LILRA4,0,0,0,7.291661,44.25903325,0,0.100096875,4.45209825,12.0381265,9.37621525,0.113622,0.021725,3.20085,0.2979984
PLOD2,41.5125,5.59,7.4575,0.8411785,0.389692875,0.67432775,0.53549725,0.585175917,0.578327825,0.654569875,0.55702825,0.641769,0.783344825,0.57942625
CLEC17A,0,0,4.2275,0.306236319,88.4739515,0.33720475,0.170236875,1.898183167,25.273065,97.44263875,0.2203262,0.34718375,14.697445,0.371527875
MRAS,0,0.9375,0,0.30806445,0.3088767,0.139255625,0.1987385,22.12531616,4.87829325,1.111616425,0.365488775,0.28956425,0.2887795,0.115583475
NOV,0,0,0,0,0.216705375,0,0,1.114184583,2.00644125,0,0,0,33.5579,0
RIPK1,0.51,0,75.8225,34.352915,11.77120737,27.5425025,29.53368375,17.19420083,15.28189725,11.12929937,12.77363975,15.1246975,26.99754,19.5135325
MARK3,0,77.0175,2.65,71.39496188,48.31536002,49.85466507,64.00103969,44.73187834,44.20630052,43.05434092,49.46660181,59.20231134,54.91279744,46.57089253
GAS7,20.79,17.22,24.705,22.85853211,5.212113516,1.783666777,6.631572361,51.99164406,30.41913346,8.493935719,0.792403357,0.341273275,25.86012671,0.682973885
LGALS2,0,0,0,0.88102375,3.68720625,0,0,42.65406583,134.04021,5.31891,0,0,0.099742,0
RHOBTB3,26.4,4.7275,20.83,20.715298,3.057564352,3.65248235,4.310300525,3.610460358,2.92050925,1.0255687,4.98853025,2.38783275,3.037489319,3.6847433
GPA33,0,0,0,9.93299,0.908864875,15.4223965,14.88919,5.860777167,2.9145025,2.829553252,64.6641625,11.2821495,0.02549875,78.2870135
NMUR1,0.9825,38.1475,4.3725,79.4123,0.670472875,1.426579,9.6742425,1.147484667,0.360435,0.956343875,0.967871,0.34778075,0.748713,1.628556
UPK3A,0,0,0,0.4162815,0.33759495,0,0,9.001348333,20.50845,0.53137785,0,0,1.2350085,0
CDK2AP1,21.1675,77.91,56.6975,1.12872575,1.951332125,0.5008095,1.208950322,62.47660433,27.5402965,3.042694127,0.40478805,0.81476225,2.092500001,0.990612
USP47,8.9925,3.195,46.8025,135.333312,66.59215778,98.24378725,105.6248299,50.14428604,42.59521225,57.46578339,102.0677326,112.6998315,15.999563,97.54433428
CD160,0,0,0,254.817065,2.52548819,3.011578475,17.93095258,3.07703905,0.470766,2.870292,2.11061925,1.3366474,0.675512,1.85819175
CFB,85.255,37.375,15.82,0.20016625,0.8182055,5.30717675,0.655115425,5.754605717,1.397335025,0.99935802,6.816966425,0.58217125,0.805425375,2.0699955
TBC1D2,4.4075,0,0,6.436221226,5.471291108,6.598863427,6.055751651,44.27020003,12.14400301,6.187951005,5.317586008,4.391337864,13.49853294,11.13698704
BTNL8,0,0,0,0.446707,0.527420425,0.12312575,0.22268475,0.609561833,0.49362525,0.21549,0.030762,0.17064775,128.125648,0.080404
SFXN1,36.1275,49.985,48.315,46.05482175,33.52063102,94.93251935,100.0615735,12.35271658,17.15877605,30.304575,98.58897595,114.8304495,3.3187623,94.922144
UBN1,0,0,8.2825,13.11247075,7.925479065,12.85282378,14.46874457,11.73637159,10.7066385,7.586095565,9.669625,10.19888728,80.97390065,11.004994
PPP1CA,255.965,52.2,193.9475,436.2833698,304.2240775,266.4707843,372.904373,322.2861558,293.2000123,235.7711878,169.55684,149.0485639,208.7943573,296.4675053
CCL4,0,0,906.45,199.7622525,55.31595875,3.8297815,77.66657612,741.8569658,51.179861,67.86688988,3.85694775,0.456622,181.23634,3.7137545
EPHX2,65.425,0,0,9.4959284,7.545757975,50.40623075,39.01478055,2.310104658,2.841179186,6.646300887,194.825573,152.1932336,3.75427895,75.69815951
