Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
HS3ST6,6.855756674,7.135053508,6.674135714,6.999483881,6.956746653,7.041300388,7.041157724,6.928688447,7.179453489,7.07165008
HS6ST1,6.77793865,6.810231254,6.601020501,6.441530549,6.739623237,6.864677277,6.65548453,6.494876415,6.540154077,6.739629945
HS6ST2,7.273358211,7.208701828,7.982767657,7.043276865,7.487503292,7.344068857,7.218009741,7.838564387,7.0179829,7.34046812
HS6ST3,4.445113197,4.482363044,4.608548387,4.406099428,4.545329379,4.436581333,4.540425943,4.537119572,4.454624503,4.495841396
HSBP1,10.94870482,11.04122705,10.9073008,10.76602553,10.97705554,10.88869306,10.9104468,10.84766492,10.82840552,11.10431148
HSBP1L1,6.894671214,6.989096706,6.674135714,7.040643942,7.199994309,6.975876124,7.004550081,6.882532709,6.918428712,6.682370516
HSCB,7.95931595,8.054387803,8.083651449,7.973183724,7.944568056,8.063335098,7.615867588,7.699536442,7.555059344,8.289638922
HSD11B1,4.48255835,4.69919881,4.55413496,4.54333667,4.816845765,4.409904667,4.768764812,4.592303215,4.527453003,4.839403932
HSD11B1L,6.783501451,6.976244927,6.935238728,6.959396494,6.800578635,6.904549075,6.912390978,6.948510709,6.901246709,6.859899267
HSD11B2,5.557393013,6.200491669,5.487234189,5.390657724,5.863185905,6.131749943,5.748526088,5.71622294,5.589841145,5.551030507
HSD17B1,6.782007285,6.736474412,6.943958172,6.696896508,6.608515728,6.869231775,6.747893753,6.979984179,6.587434203,6.700428133
HSD17B10,9.116658157,8.93417908,8.276022234,8.635711374,9.084982777,8.851353844,8.665409373,8.397571056,8.778474335,8.997058274
HSD17B11,10.20666217,10.09367681,11.15205247,10.51287503,10.58015702,10.08283275,10.48934924,11.26323682,10.09026896,10.49480981
HSD17B12,5.704965685,6.023434076,5.936229578,6.395500309,5.93483649,5.786516183,6.011011545,6.185222153,6.034538453,6.099596472
HSD17B14,5.561544893,5.783512967,5.638949615,5.766123996,5.69407966,5.655794878,5.882877093,5.919130262,5.964627092,5.867248823
HSD17B2,3.990431368,3.888238667,3.46264539,3.576611353,3.705846176,3.739850307,3.796329208,3.774106879,3.762640983,3.635619654
HSD17B3,4.606667608,4.733909611,4.768942346,4.713963749,4.776733417,4.905932778,4.806468442,4.719837055,4.624558553,4.771273867
HSD17B4,7.458520866,7.606867814,7.724085317,7.430682721,7.571624923,7.4473515,7.424189027,7.461430165,7.443902921,7.502847002
HSD17B6,4.089169515,4.150294139,4.000968665,4.241358722,4.217944542,4.300600515,4.038529884,4.061658785,4.061786558,3.904821148
HSD17B7,8.518964738,8.742582131,8.679204588,8.874493736,8.560825233,8.583261749,8.724484435,8.798151208,8.833799479,8.514418529
HSD17B7P2,4.539455529,5.186122332,4.070890905,4.384802345,4.503755654,4.890877511,4.517030779,4.282702578,4.410155394,4.597446728
HSD17B8,7.953810029,7.427130834,7.186073453,7.659902818,7.242511966,7.665602754,7.617903171,7.633640162,7.903075356,7.364588708
HSD3B1,3.718297146,3.672385383,3.652282938,3.691051478,3.724771483,3.673060574,3.621432958,3.75044682,3.78498014,3.743524716
HSD3B2,3.664517122,3.588974508,3.632024965,3.532338128,3.612036487,3.512565039,3.576878946,3.686301539,3.570380527,3.572278343
HSD3B7,5.098280157,5.328706369,5.241631139,5.051465374,5.416017698,5.107891402,5.254607743,5.632943555,5.310532903,5.362216403
HSD3BP1,3.634747416,3.617320353,3.730259003,3.69696391,3.58314915,3.553302964,3.795621371,3.859022688,3.74652754,3.663739217
HSDL1,8.827461957,8.666207081,8.86284027,8.444713716,8.637701301,8.500202771,8.55732047,8.615461235,8.584664893,8.520274483
HSDL2,6.699624772,6.401233068,7.737432101,7.119010588,6.721963807,6.973782889,7.367201927,7.616442465,6.201181992,6.438063377
HSF1,7.727782815,7.675716907,7.212901968,7.200886526,7.609919317,7.627376577,7.487734576,6.953442284,7.472400366,7.743958506
HSF2,8.374583762,8.320186408,8.210926622,9.068071702,8.337517098,8.233511793,8.389600551,8.682889,8.935691767,8.08847593
HSF2BP,4.69513431,4.549832185,4.480945169,4.838217768,4.85966764,4.711743362,4.660306069,4.669780278,4.571566257,4.507218153
HSF4,5.480675164,5.502770782,5.307123826,5.769914191,5.439326473,5.581612382,5.366000998,5.427879508,5.525186244,5.650057151
HSF5,4.476329848,4.171650503,3.922847953,4.669962956,4.031814128,4.446817815,5.040346226,4.010069474,4.535561315,4.031814128
HSFX1,5.829023898,5.945898381,5.863255248,5.839089738,5.543334561,5.941313102,5.779867618,6.091583687,5.593347171,5.807987884
HSFY1,4.080254222,4.047384514,4.232896675,3.963120292,4.084166123,3.928648175,3.923491547,4.081515942,3.975797535,3.881417965
HSH2D,7.359660459,7.331025871,8.595254377,7.250141644,7.326766973,8.04654487,7.881881699,8.088830318,6.670038904,7.286035369
HSP90AA1,12.72077504,12.72912758,12.65658724,12.65819681,12.63059329,12.73050278,12.67055383,12.61413397,12.79569068,12.71116422
HSP90AB1,12.68284169,12.77482791,12.22728431,12.48259548,12.60202895,12.70246418,12.58787563,11.97806772,12.75502479,12.7012891
HSP90B1,12.10379451,12.17689569,11.92575926,11.88716223,11.99625462,12.14569769,12.0241547,11.72465288,12.11239711,12.09016881
HSPA12A,6.142006931,6.449913435,6.390431707,6.112667667,6.232906496,6.173757795,6.211398584,6.504076042,6.314134443,6.163780873
HSPA12B,5.869423735,5.706019725,5.604326829,5.715485155,5.684893449,5.823560295,5.785980091,5.724021759,5.909958357,6.215784538
HSPA13,8.278910067,8.223618699,8.805819639,8.06271046,8.155779347,8.522457388,8.403421845,8.98332624,7.925544482,8.220304539
HSPA14,8.222917494,8.278371376,8.291331124,7.877721797,7.96526493,8.15924354,7.922237018,8.158459942,8.114322914,8.111395643
HSPA1A,11.29624161,11.08082728,11.78829229,11.47115133,11.51345514,11.28439811,11.55486109,11.75415996,11.26594056,11.53255373
HSPA1L,6.791624337,6.305664678,6.751784787,7.000981232,6.964609109,6.726424404,6.703934328,6.996195777,6.75048105,6.420148448
HSPA2,5.981875189,5.70233156,5.857248128,6.25756846,6.218700923,5.911382553,6.019084311,7.190198079,5.728306232,6.505219663
HSPA4,9.980079262,10.05202243,9.824016706,9.66906412,9.857158708,9.915825317,9.69320281,9.509391039,9.875092959,9.949525985
HSPA4L,5.865581818,5.85359979,6.301764413,5.792034624,5.818555932,5.858669214,5.935852941,6.391550585,5.741181183,5.787426793
HSPA5,9.981868225,9.851491731,10.11647802,9.846061652,10.0015589,9.860452843,9.754398446,10.07301478,9.883600828,10.11182372
HSPA6,9.466950223,8.950614386,10.79882606,10.0273426,10.29798245,9.35765115,10.12197629,10.62903452,9.20902629,10.12841934
HSPA8,12.82794218,12.80835295,12.37534907,12.61515938,12.63075548,12.79241892,12.56548458,12.39910677,12.84059925,12.75035145
HSPA9,8.970798783,8.875576957,8.991379969,8.898220895,8.95312565,9.027855322,8.949099487,9.036134751,8.936097634,8.990673635
HSPB1,10.25353683,10.51096098,9.860114412,10.2682081,10.25141033,10.2819285,10.33868538,9.747387902,10.10355562,10.29863624
HSPB11,8.580762225,8.518155928,8.693931205,8.741174614,8.352385761,8.596069841,8.76533167,8.692718049,8.582576915,8.381567322
HSPB2,3.698098631,3.762307735,3.755877497,3.883822915,3.77363555,3.709650654,3.722484075,3.694759478,3.880371148,3.712325087
HSPB3,4.595002921,4.801104923,4.479688629,4.639314351,4.728529337,4.801129103,4.637956468,4.607366026,4.78094239,4.581928106
HSPB6,4.669302754,4.775204657,4.617314822,4.625684739,4.901380805,4.742109819,4.697515512,4.827482681,4.633216043,4.627014466
HSPB7,5.117765303,5.276009021,4.989267855,5.03096914,5.153487156,5.244008859,5.204679902,5.205896589,4.99000316,5.249696012
HSPB8,4.677327177,4.635337663,4.795441557,4.713698645,4.728640125,4.826946732,4.722650307,4.560200474,4.66789845,4.672175579
HSPB9,5.401890682,5.286852836,5.180584829,5.182156574,5.341814203,5.445662635,5.559796986,5.205307743,5.343437322,5.263300146
HSPBAP1,9.092508582,8.933863354,10.37161106,9.965269381,9.802627738,9.154466893,9.529991807,10.47784252,9.441625557,9.474340908
HSPBP1,7.291132777,6.976164299,6.841440815,6.905082023,6.744342313,7.095567895,6.959707722,6.644384821,6.877572362,7.211570182
HSPC081,7.382104757,7.103513492,8.46432328,7.513463579,7.689546122,7.640319616,8.175531872,7.145041039,6.797668453,7.690379633
HSPD1,8.958448904,9.049774671,9.156175695,9.101677501,8.933102628,9.019638646,9.058542789,9.025199204,8.980153655,8.99845956
HSPE1,12.68264903,12.77905786,12.75331362,12.72614621,12.6174861,12.68622832,12.80817631,12.76264637,12.71593422,12.69844165
HSPE1-MOB4,9.386506765,9.39115991,9.555459993,9.122765164,9.143567583,9.434209359,9.221393241,9.441003163,9.08468674,9.187796776
HSPG2,5.79967548,6.02064658,5.643401601,5.763898854,5.905821335,5.917223705,5.761016455,5.802538797,6.034665443,5.924157003
HSPH1,8.712327906,8.844717872,8.865628702,8.676221266,8.348714803,8.743499455,8.559018605,8.633105872,8.642222283,8.618781945
HTATIP2,8.224153426,8.065131852,8.606171802,8.207851499,8.284190727,8.143784606,8.299498736,8.72345214,8.110096544,8.081112349
HTATSF1,10.67108036,10.50285057,10.26423649,10.49263662,10.39735759,10.70768088,10.37212714,10.33689233,10.52881107,10.48469169
HTATSF1P2,7.845074827,7.26626753,8.346052435,7.570353964,8.166376202,7.129076475,7.332292893,8.7801865,7.30697103,8.312637108
HTN1,3.018483467,3.177627758,3.121002884,3.16255119,3.163556949,2.941530261,2.979096783,3.254074935,3.047752923,3.011590134
HTN3,3.543339009,3.402667786,3.484253408,3.452619017,3.481271591,3.351510871,3.263987373,3.348835659,3.28849157,3.545937196
HTR1A,5.040189291,4.993093207,4.922613908,4.814017559,5.061668744,5.070475699,5.065409187,4.8274744,4.773117677,5.248000137
HTR1B,4.499164503,4.910462744,4.602062632,4.893462326,4.756564826,4.636240562,4.698987348,4.56036007,4.769300936,4.839403932
HTR1D,4.506492953,4.337783347,4.250797195,4.28466418,4.295633428,4.324966017,4.238643042,4.358756201,4.001522149,4.360084606
HTR1E,5.016549335,5.226490839,5.109673518,5.396210321,5.060969943,5.004163714,5.124306938,5.086270325,4.846128521,4.914825379
HTR1F,4.780391332,5.058442549,4.740410553,5.028898119,5.305402968,4.994475273,4.912339668,4.925668608,4.905493778,4.85413536
HTR2A,3.806271235,3.842193833,4.000324593,3.940047843,3.940252674,3.859208643,3.836347994,3.92881896,3.888370574,3.849484186
HTR2B,5.517455861,5.264460048,4.839034935,5.512255167,5.620024425,4.888079807,5.111690115,5.162799357,5.50376829,5.409212399
HTR2C,3.526160844,3.47709805,3.705275394,3.623190852,3.524106567,3.504611532,3.628997901,3.755294387,3.559030811,3.454354084
HTR3A,4.958337621,5.330866238,4.955408604,5.072004491,5.025879115,5.059923423,5.217185324,4.872139586,5.103888896,5.136347475
HTR3B,5.371029834,5.396996818,5.290343781,5.554218372,5.31611094,5.337593569,5.397370546,5.386559363,5.527945897,5.427422916
HTR3C,5.21795043,5.522069818,5.333718097,5.224982947,5.586234307,5.391516511,5.449189122,5.378405568,5.331103469,5.401852963
HTR4,4.635295567,4.706453153,4.65972557,4.717017437,4.72101295,4.593506512,4.798989961,4.580682753,4.725459936,4.685959454
HTR5A,5.607875555,5.785446147,5.472073195,5.618795755,5.605835603,5.7355794,5.846385846,5.59318543,5.619694517,5.832909223
HTR6,5.566111412,5.722922523,5.727109311,5.66163942,5.749437205,5.778812459,5.739300292,5.646446957,5.746973947,5.647807403
HTR7,5.752236444,6.005006724,5.728364214,5.667999797,5.871885958,5.842320647,5.448841538,5.738097234,5.751650011,5.944635312
HTR7P1,5.318119166,5.076878079,4.834550894,4.984204933,5.505238349,5.063221935,4.974863813,5.113842353,5.234957937,5.450667166
HTRA1,4.702461467,4.846847786,4.159114201,4.366633646,5.117102115,4.417901558,4.275559012,4.260321819,4.709384873,4.749657276
HTRA2,7.672729731,7.861580609,8.158446346,7.956724778,7.519693659,7.735593818,7.96375686,7.836381712,7.798915926,8.060949929
HTRA3,5.493592145,5.629521224,5.576025183,5.515355057,5.648496278,5.601296383,5.673449374,5.565317533,5.547853889,5.582304769
HTRA4,3.873598121,4.361054013,5.135840566,4.223656919,3.911226634,4.202914971,4.407140709,4.131964283,4.148783947,4.19901116
HTT,7.069656945,6.945219508,6.916188869,6.813463458,7.01530048,7.143729697,6.622499021,6.459966608,6.847407886,7.049234181
HUNK,4.771294535,4.828289027,4.973519712,4.914805836,4.728029225,4.969708203,4.953692819,4.945004932,4.904950212,4.75361528
HUS1,8.488150155,8.252126854,7.514591805,8.151915082,8.227890938,8.316822277,8.159069702,7.927603109,8.502927177,8.387856288
HUS1B,5.41316871,5.159413981,5.31411603,5.256036839,5.075064345,5.067640251,5.102013918,5.162281964,5.093289149,5.763064109
HUWE1,9.184242435,9.194947581,8.843086873,9.145654062,9.222034841,9.198354833,9.126269945,8.808771799,9.350730183,9.175675413
HVCN1,8.91112264,10.13623506,9.711731579,9.119479084,9.49566379,9.680132478,10.22640123,9.074411517,8.91053003,9.745901836
HYAL1,6.701775115,6.757600838,7.027936827,6.646974356,6.92529534,6.645175212,6.50587085,6.782799146,6.717170548,6.684802647
HYAL2,7.582073824,7.645113574,7.569824268,7.311480419,7.265825688,7.525020719,7.711852662,7.494795667,7.707770709,7.812871711
HYAL3,6.330208463,6.229670765,6.111778163,5.892729757,6.363562068,5.858622255,5.885189122,6.222438687,5.593945948,6.394032953
HYAL4,3.324923074,3.472923857,3.20387432,3.338078464,3.369357173,3.328074295,3.279942558,3.34741667,3.324346907,3.382437904
HYALP1,3.536531517,3.556953627,3.919019127,3.485338696,3.536531517,3.465146823,3.58518392,3.565977373,3.338925224,3.492492776
HYDIN,4.054306779,4.070149447,4.055299142,4.156148541,4.210480652,4.004314377,4.083065462,4.087976332,4.095691296,4.073276956
HYDIN2,3.759186568,3.752738556,3.665207586,3.752317583,3.592642382,3.743787863,3.654319215,3.830459957,3.542538486,3.6968649
HYI,7.603572134,7.518161205,6.937810327,7.74111676,7.453519879,7.36963546,7.570452965,7.355155439,7.558352962,7.432556656
HYI-AS1,3.799097672,3.581011195,3.809730179,3.585494067,3.665784235,3.823666937,3.618270169,3.539153078,3.477064809,3.972717416
HYKK,5.429636304,5.033843013,4.604478302,4.93487104,4.926196294,4.764875327,4.816305389,4.767852873,4.749985386,4.428509218
HYLS1,8.148099827,8.242606472,7.893759294,7.849379347,7.916174325,8.284635915,7.737453389,8.088865477,7.749579765,7.946638563
HYMAI,6.731240113,6.457240251,8.917291422,7.76695003,6.947010618,7.298751477,8.301473338,8.678272662,5.963593819,7.470310985
HYOU1,8.528059276,8.560869669,8.262786008,8.367806005,8.322327264,8.544698429,8.354835204,8.212881619,8.249614394,8.621655593
HYPK,10.62725309,10.60779001,10.24621047,10.23914493,10.57818518,10.58334731,10.49342106,10.04485566,10.52878967,10.63339037
HYPM,5.118236212,5.201045444,4.905147411,5.00731139,4.98879596,5.054299202,4.886258803,5.227105385,5.059750751,5.050257582
IAH1,8.904505958,8.69730862,8.780216677,8.95680526,8.868436566,8.755252477,8.669292328,8.793978,9.118926621,8.801505584
IAPP,4.745877274,4.81406119,4.661323725,4.889372697,4.75708768,4.665535981,4.568533945,4.685786476,4.573277893,4.654410089
IARS,10.72221813,10.8390102,10.7986034,10.83701482,10.61477884,10.81776706,10.8743117,10.71279401,10.86295977,10.75098262
IARS2,10.37050186,10.40934427,10.184612,10.13559179,10.25654785,10.18800339,10.06344868,10.11942217,10.34516992,10.187627
IBA57,6.642798343,6.652255324,6.516576444,6.508840113,6.598299164,6.539042372,6.545058257,6.578934106,6.55301446,6.541336692
IBA57-AS1,5.068629173,4.940487808,4.827991858,5.038488231,5.351663727,5.247281713,5.474042392,5.358379297,5.092603272,5.339628659
IBSP,5.112372766,5.144784927,5.218903462,5.184323703,5.39101475,5.24555545,5.33178371,5.183062777,5.282624677,5.159259273
IBTK,6.814254209,6.674026288,6.66131414,6.83384924,6.671867603,6.686288424,6.710466154,6.722805136,6.78904166,7.261815878
ICA1,5.413304,5.480281748,5.464558845,5.415758347,5.567965187,5.471502045,5.559752805,5.610300249,5.599941653,5.556617704
ICA1L,5.971429606,5.898164196,5.756484394,6.181859491,5.685378331,5.711996431,5.83491584,6.036243616,6.186332952,5.908244591
ICAM1,7.935746612,7.5011488,8.657946095,7.668316767,8.263229346,7.90348233,8.16518795,8.338168676,7.266403548,8.289598815
ICAM2,8.617814796,8.351977144,7.540088033,8.212893569,8.203411207,8.597750411,8.061027661,7.625461768,8.223537259,8.378423919
ICAM3,11.24461538,11.14326281,12.47315502,11.93778938,11.56203796,11.61972242,11.90590328,12.29517425,11.15216731,11.46093343
ICAM4,5.15940587,5.148747892,5.337155546,5.126309665,5.522053306,5.012965194,5.4190043,5.307123826,5.235753062,5.283470345
ICAM5,7.166016164,7.259654429,7.045145126,7.007668611,7.283206069,7.087753921,7.139032749,6.927464868,7.02175744,7.17625125
ICE1,9.538893064,9.363403476,9.216360107,9.629148445,9.164907847,9.546487683,9.348193169,9.335101972,9.488417699,9.206986248
ICE2,7.431431915,7.36852828,7.055805302,7.485974408,7.309970119,7.317691023,7.35747269,7.088428895,7.473504399,7.332712588
ICK,5.748059327,5.707877004,5.611242959,5.704027453,5.544033226,5.693801064,5.623736135,5.594175496,5.648832246,5.633340324
ICMT,8.305723533,8.185171651,7.941971926,7.825064928,8.145492061,8.288452115,8.242073662,7.78666659,8.111061346,8.096785915
ICOS,7.045320942,6.464438259,6.107534366,8.575036759,7.560963215,6.212139582,7.237049396,8.245428555,8.566196967,4.993248903
ICOSLG,6.329756523,6.910082138,6.394522894,6.299213951,6.384655315,6.460333989,6.592032912,6.19486876,6.282848876,6.527500317
ICT1,10.44087361,10.49566285,10.11411828,10.10493969,10.22472039,10.32739166,10.2741142,9.814879996,10.28451825,10.23167823
ID1,8.055056626,8.695728814,7.13481184,7.087016715,8.088072256,8.413358547,8.007227446,6.503010701,7.883004234,8.684304033
ID2,10.70975753,10.1338838,9.541195471,9.674425334,10.20148636,10.52981138,9.497583242,9.615622999,10.32746355,10.55553865
ID2B,3.775171134,3.519284994,3.578220156,3.477425425,3.598286065,3.706563587,3.393734951,3.691445927,3.499205467,3.738136273
ID3,7.016015086,7.476957405,7.314780175,7.240627376,7.084727382,7.212722983,7.434078632,7.061356044,6.893335641,7.094034212
ID4,4.466764187,4.662122248,4.641976686,4.557307992,4.56927785,4.582832793,4.666761288,4.603767468,4.413602162,4.60093535
IDE,8.540880157,8.566633169,8.397798841,8.182488989,8.491235552,8.374575167,8.317851299,8.196857774,8.39387724,8.535490546
IDH1,8.00368658,7.597301257,8.038139116,7.793006204,7.793264408,7.467543179,7.811039986,7.730030614,7.899749681,8.237318982
IDH1-AS1,5.835680807,6.034408924,5.916032779,6.207279614,5.609840954,5.849769584,5.769921962,5.957985482,5.692712463,5.890096987
IDH2,7.782544579,7.540350222,7.14276551,7.112396375,7.450674766,7.909286857,7.254386521,6.886040128,7.296455071,7.567358943
IDH3A,7.554387187,7.632714907,7.275445695,7.403445487,7.591234531,7.385621418,7.458437768,7.532628302,7.578028716,7.634514859
IDH3B,9.295076577,9.240252008,8.87940653,9.087784166,9.223281179,9.183136853,9.072054072,9.057422443,9.159857348,9.28040474
IDH3G,8.316090989,8.236269476,7.650914662,7.551186894,8.208439567,7.960396393,7.759732276,7.682544749,8.005020378,8.281940179
IDI1,9.249391294,9.138189471,9.670426761,9.371742516,9.172270238,9.334816343,9.447755184,9.677667108,9.048651478,9.174801578
IDI2,5.870167006,6.086002119,5.606230329,5.861605307,5.569425008,5.83515778,5.83515778,5.671862776,5.930072897,5.824528152
IDI2-AS1,8.684979675,8.314564589,9.570721303,8.892886153,8.770847564,9.082852576,9.291065266,9.461044629,8.464667339,8.568541116
IDNK,7.998121771,8.069708521,7.94603855,8.576591774,8.028377273,8.128739413,7.876225748,8.169225703,8.339367988,7.604660244
IDO1,4.890831886,4.954811232,4.774720629,4.894933009,4.877983829,5.070475699,4.81463062,4.690481704,4.748409448,4.939130412
IDO2,3.73820717,3.726906691,3.672363097,3.635979235,3.576101896,3.675376223,3.636833093,3.607025307,3.709997985,3.726906691
IDS,8.660077929,8.302310712,8.935571067,8.524307979,8.384806337,8.758738289,8.699201085,8.90139107,8.316007929,8.59792609
IDUA,7.065798516,7.097556575,6.43123426,6.92452696,7.025702182,7.011679525,6.897954916,6.664203458,7.104465156,7.060373929
IER2,11.70857149,11.53874686,11.65340394,11.47997053,11.8440157,11.66785843,11.73491213,11.51591186,11.67915789,11.99909017
IER3,12.6918898,12.72215439,12.60438038,12.69712672,12.68702274,12.61927665,12.71784898,12.56985093,12.62842562,12.70420716
IER3IP1,9.908511143,9.980226799,9.706943236,9.790729657,9.727429583,9.971885781,9.601165079,9.812941559,9.820355052,9.895684877
IER5,9.724069674,9.650226886,10.07306502,9.732361205,10.03849973,9.540626273,9.882082863,9.915599093,9.43444573,9.830750033
IER5L,7.793938491,7.741125461,8.146825307,7.558080301,7.679876894,7.500823607,7.798318551,7.745922671,7.600105178,7.871339745
IFFO1,8.887817249,8.638154758,9.255349883,9.25380557,9.285272948,8.636732242,8.621376873,9.508277014,9.085286407,9.138785214
IFFO2,8.160337296,7.382072278,7.610144998,8.206790777,7.386688989,7.971501858,7.697561669,7.960689365,7.902843551,7.672903249
IFI16,11.18050425,11.15883081,11.12446154,10.90341398,11.06718026,11.18590877,11.12075156,11.02986953,10.99019487,11.12428036
IFI27,6.244801901,6.124308931,6.42651276,6.322235463,6.330346827,6.019118042,6.193378206,6.299206514,6.283822946,6.353821702
IFI27L1,8.101414611,8.058186998,8.663974226,7.993966233,7.724409888,8.07058262,8.411150699,8.297065726,7.825419907,7.851094701
IFI27L2,8.56786519,8.499664701,7.91859027,8.120312753,8.4144413,8.46888311,8.334140734,8.133394155,8.290491149,8.604846803
IFI30,11.81708194,11.46066709,10.51668753,10.27181154,12.28474175,10.56188641,11.04641902,10.85663105,11.69012352,12.45451043
IFI35,8.402586656,8.167054372,7.22607393,7.506346868,8.028995235,8.162207133,7.582528018,7.432025591,7.620663447,8.297852698
IFI44,7.195046456,6.591537459,6.782017241,7.175359642,7.820710795,6.491868191,6.395470557,7.399027716,7.538212523,7.426577964
IFI44L,7.166948676,6.788268517,6.310909062,6.571887106,7.314734735,6.65018327,6.91228638,6.506170936,7.155772052,7.825837387
IFI6,8.838499107,8.579561497,8.617456003,8.418596686,8.963377683,8.611349066,8.482890008,8.500844524,8.483047751,9.023627447
IFIH1,6.978092579,6.707890654,7.424788936,6.74659838,6.848964254,6.725634105,7.119359535,7.371300192,6.63290616,7.059092015
IFIT1,7.385657237,6.862311752,8.974630303,7.860479288,7.598835533,7.475109538,8.126014885,8.654318025,6.677663225,7.451520638
IFIT2,7.545582676,7.520089379,9.362234751,8.174013842,8.109215416,8.028328266,8.561766986,8.930055022,6.911381089,7.749030924
IFIT3,6.887970387,6.655561446,8.895181242,7.587121261,7.466807189,7.648771359,7.902726599,8.69296431,6.265454817,7.354540261
IFIT5,8.395029949,8.247206806,8.247768811,8.199297086,8.096758971,8.34733805,8.718001776,8.568689043,8.176281198,8.179962249
IFITM1,11.99967708,11.37677294,11.54092068,11.51028791,10.8899481,12.18239946,11.30127232,11.6161209,11.28021322,11.27650299
IFITM10,5.968147753,6.017116018,5.964500037,5.862283182,6.006780654,5.907465482,5.917423224,5.741401356,5.856986175,6.115710679
IFITM2,12.77728582,12.49887324,13.0682406,12.9717278,12.81169915,13.12085643,13.21328275,13.12589034,12.24063164,12.75131516
IFITM3,11.82146454,11.75059071,12.122183,11.90648993,11.89482493,12.10364351,12.09770065,12.06178453,11.44885579,11.9065934
IFNA1,3.423902213,3.564178385,3.36429542,3.29132084,3.573196662,3.542825283,3.593530299,3.377209061,3.453858779,3.366568796
IFNA10,3.247141218,3.167370804,3.159542327,3.029733927,3.121531394,3.030883678,3.050790799,2.959352196,3.103258089,3.035251875
IFNA14,3.945025631,4.105201246,4.034038956,4.010938782,3.957992421,3.979626287,4.290237135,3.911272532,4.182126978,3.998575601
IFNA16,3.362657262,3.447151095,3.389676672,3.376005657,3.489681477,3.457329098,3.550506649,3.424951609,3.422971766,3.397158932
IFNA17,4.474100043,4.551306208,4.402980092,4.430789432,4.59637127,4.482175323,4.591279826,4.458040679,4.660661471,4.548337152
IFNA2,3.654319215,3.65656922,3.743618231,3.829989047,3.830327206,3.616308891,3.674071584,3.81265931,3.606121988,3.69457632
IFNA21,3.945933748,3.970310681,4.037631395,4.019274926,4.198443921,3.961898061,4.013715747,3.692179894,4.075262939,4.275559012
IFNA4,4.157069112,3.953893075,3.622474237,3.730617971,4.000867041,3.964313029,3.888985654,3.867920416,4.072704784,3.820877276
IFNA5,3.30947495,3.381542223,3.505795409,3.452265157,3.264635357,3.486740371,3.344275542,3.514432337,3.559651595,3.305205889
IFNA7,3.952639528,3.739902418,3.788568823,3.766906515,3.91166296,3.792855566,3.845944039,3.774439255,3.876716886,3.769037134
IFNA8,3.843578408,3.853608583,4.018774633,3.868853044,3.89723581,3.83930201,3.861871615,4.236610922,3.803830247,3.865362329
IFNAR1,7.294488577,7.40759677,8.04785877,7.339513188,7.42461676,7.327508285,7.554351245,7.812809801,7.095669837,7.322757377
IFNAR2,9.862648136,9.617420159,10.05806406,9.892074443,9.679908734,9.814877657,9.81352741,9.972281553,9.589562442,9.611938833
IFNB1,3.655381865,3.694913806,3.691101265,3.608951408,3.549330423,3.651999833,3.615508754,3.720348281,3.610221506,3.571655624
IFNE,3.591609748,3.42547042,3.648802421,3.703223871,3.666894873,3.51592176,3.533974943,3.591837097,3.674148823,3.629948428
IFNG,7.007406896,6.476638775,6.027020977,6.598242678,6.335387947,7.065204276,5.84380284,6.05612674,6.651005037,6.012155868
IFNGR1,9.273797523,9.066552686,10.45747164,9.832373481,10.03084778,9.460243915,9.922525383,10.47918221,9.33131438,9.904786735
IFNGR2,8.889934505,9.172521393,9.732825965,8.887259414,9.476732999,8.734210812,9.411009834,9.69501867,8.692116628,9.75364626
IFNK,4.932968045,4.922371461,5.210645056,4.869282406,5.404573505,4.800144883,4.96331284,4.960637628,4.83793047,5.239214712
IFNL1,6.38153997,5.337876934,5.297322073,4.613386885,4.79251712,5.726829132,5.01813139,4.575582598,4.950397652,5.221428708
IFNL2,4.244047506,4.356581896,4.37643171,4.238386241,4.279105572,4.40616278,4.21648042,5.066914478,4.356762648,4.241543288
IFNLR1,6.642640695,7.164475247,7.166389544,6.69729473,6.568811525,6.920277756,7.014041645,6.701586377,6.272226255,6.889363896
IFNW1,4.124967222,3.992124546,4.243040237,3.939579837,4.065831763,3.963842569,3.929292258,4.193668144,3.837659633,3.927770732
IFRD1,8.772116959,8.489684819,11.12583621,10.3061317,9.630925859,9.453430772,10.35158358,11.09613661,8.563597451,9.318636436
IFRD2,7.540862693,7.80842688,7.386513932,7.400035748,7.628166416,7.741684692,7.845544956,7.18980489,7.408769666,7.543665899
IFT122,5.668397368,5.734015115,5.523846162,5.855105604,5.743163719,5.646994721,5.605346075,5.503486131,5.677694605,5.686519582
IFT140,5.321671753,5.375416912,5.189564463,5.503254063,5.423212635,5.508359798,5.30384532,5.515054136,5.594643565,5.256994397
IFT172,6.535597615,6.345885941,6.241511341,6.625651927,5.943304035,6.343495904,6.093373396,6.043344428,5.79466393,6.266442941
IFT20,9.596899198,9.667186813,9.583387623,9.478002842,9.819440748,9.490090882,9.352861971,9.553393931,9.484015326,9.699236538
IFT22,6.546947774,6.659552127,6.57754687,6.513549705,6.624297404,6.456907511,7.002146361,6.416878883,6.483604086,6.400913439
