Gene Symbol,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9
STARD3NL,9.796911697,9.396576519,9.464178956,8.68697131,8.937232793,9.782650266,8.847541561,9.484502809,8.609995614,9.535823295
STARD4,8.221699774,8.196370986,7.971823777,8.413451555,7.780198952,8.078583299,7.839493312,7.991837488,8.165530501,7.949239768
STARD5,7.107173996,7.219156696,6.868452492,7.138477542,7.127092062,7.118475234,7.330920333,6.699805533,7.207608018,7.151187192
STARD6,3.94851645,3.911181305,3.67442358,3.759011399,3.868135154,3.745160259,3.797319142,3.912364244,3.831488078,3.823290312
STARD7,12.10818558,12.10282452,11.94138966,11.85351326,12.10723084,12.04131728,12.00713961,11.77755338,11.97647667,12.10090814
STARD7-AS1,7.326044587,7.48961839,8.02881562,7.327563738,7.853424438,7.475041811,8.035343282,7.820824977,7.297824587,7.473334102
STARD8,6.062638369,6.141813233,6.139125138,6.065385435,6.445453449,5.87864736,6.161170561,5.991908388,6.004677388,6.256889481
STARD9,8.497972582,7.985692551,7.820687435,8.344345718,7.603979843,8.595721545,8.046469983,8.361293514,7.797268954,7.793682315
STAT1,9.367400117,9.030438325,9.423690754,9.332917921,9.513714385,9.172699953,9.192926889,9.47584133,9.557034602,9.404980439
STAT2,8.727209185,8.878447023,8.319085405,8.394365154,9.046867839,8.433929019,8.658435454,8.420128718,8.863891024,9.015182859
STAT3,9.660238439,9.429370864,10.341542,9.947418572,9.95279411,9.85292162,10.11208589,10.22846645,9.502661545,9.7836435
STAT4,10.00747539,8.992959716,8.372723812,9.757558001,8.533139378,9.724973215,8.032338063,9.087390032,9.479163684,8.739703285
STAT5A,9.892185593,9.456271125,9.794166303,10.07396767,9.931234405,9.686958827,9.725877034,9.862775864,9.689044388,9.834736557
STAT5B,8.106447291,7.705341921,8.478463513,8.457272972,8.286256477,8.120754355,8.379625214,8.36898134,8.149411975,8.085930567
STAT6,9.593788014,9.560409904,9.874983206,9.578228841,9.82889843,9.562033682,9.696646824,9.802518756,9.40021718,9.874257206
STATH,3.577150635,3.821556931,3.628372073,3.606997327,3.543137809,3.641316156,3.614684755,3.559410864,3.594378545,3.719482063
STAU1,9.767857511,9.744089429,10.13797136,9.665262199,9.643879371,9.639989307,9.660245809,10.07504137,9.658464845,9.802553841
STAU2,6.398778231,6.068925684,6.318219247,6.176725464,6.122252723,6.365704489,5.778586418,6.259173613,6.142684472,6.041713381
STAU2-AS1,3.736826077,3.749935846,3.635270288,3.544467277,3.702962484,3.732784786,3.682542278,3.583355,3.696986008,3.503934819
STBD1,4.393205531,4.27004428,4.14242108,4.281924088,4.395698541,4.248266627,4.382142894,4.344238085,4.296313876,4.454125775
STC1,4.220343547,4.37023945,4.241089968,4.16486487,4.247154113,4.229869484,4.387263195,4.182910878,4.184296718,4.192290426
STC2,6.290486462,6.338195902,6.254448897,6.246222958,6.265359309,6.266391551,6.403480503,6.924929238,5.73143531,6.331320906
STEAP1,7.899540642,8.214172462,8.68558359,7.782465992,7.739747384,8.219222654,8.110477415,8.132369268,8.046005897,8.058419268
STEAP1B,5.59355679,6.477714574,5.949851881,6.07438627,6.146473877,6.071970242,6.457342554,5.430939843,6.280593709,5.769672702
STEAP2,5.879852305,6.352778438,6.797487918,5.624938555,5.799898665,6.10339407,5.959159888,6.14080613,5.792007946,6.032311227
STEAP3,7.494038224,7.514933492,7.455664936,6.933066229,7.218134321,7.357694215,6.77599076,7.398149656,6.974083379,7.58727727
STEAP4,7.878582391,7.307243423,9.840327247,8.658873825,8.785635839,8.159517031,9.21239287,9.660021597,7.438826268,8.621772484
STGC3,5.46144031,5.294970053,5.980107356,5.699608815,5.660789002,5.54109383,5.688288378,5.592144037,5.464688355,5.567103153
STH,4.864601289,5.261611741,4.930544674,5.163136447,5.255378837,5.145888461,5.274195323,4.975320223,5.176939095,5.161606539
STIL,7.42867464,7.603151266,7.946750478,7.694388414,7.149085111,7.492821646,7.573931531,8.027102542,7.104061948,7.152011498
STIM1,7.664120127,7.018951599,7.944970119,8.088789606,7.653468932,7.838462759,8.126559585,7.875954338,8.030292712,7.293078929
STIM2,8.564383971,8.479112581,8.304046359,8.470224915,8.274739484,8.590821856,8.337275761,8.294842644,8.524170745,8.314444585
STIP1,10.69220659,10.86672697,10.27502409,10.18164358,10.59917527,10.73679708,10.57964216,9.858014651,10.7157094,10.72768064
STK10,9.631180345,9.127076721,9.368986878,9.292501439,9.224357175,9.628090098,9.075302592,9.380433855,9.145685468,9.32110048
STK11,7.667774282,7.730432783,7.43752932,7.65734261,7.710820532,7.674398894,7.686592873,7.566741312,7.662107263,7.656842934
STK11IP,7.666595787,7.548594241,8.048991977,7.681638083,7.660628989,7.614540275,7.380963985,7.709917012,7.578000859,8.071430414
STK16,7.16620713,7.270769972,7.629497058,7.445953208,7.386057727,7.551164316,7.385051819,7.559030948,7.213870929,7.50912975
STK17A,9.118657658,8.929816162,9.020278425,9.320073394,8.642195679,9.180962237,8.839333536,9.063711964,9.039599704,8.661910173
STK17B,10.1722322,10.13290992,10.41889113,10.16483648,10.3657814,10.11800153,10.3931049,10.37866707,10.27208814,10.38126482
STK19,7.135344859,7.16159414,7.544654691,7.456641991,7.418370729,7.277858466,7.215673098,7.548433013,7.063284501,7.301981989
STK24,7.897074777,8.009557299,7.707137577,8.123566977,7.935356824,7.797506074,7.927827447,7.879320797,8.111201931,7.846441389
STK24-AS1,4.065158043,4.032549716,4.202394502,3.816744861,4.2533553,3.809673171,4.101937544,3.981244611,4.036679839,3.869139039
STK25,6.866538922,6.786761491,6.55010651,6.727297893,6.606667032,6.769837329,6.646899544,6.442309632,6.430539843,6.657577372
STK3,8.093320982,8.013957299,8.470523223,7.905802857,8.153593892,8.069900947,8.17117054,8.407186897,7.796680028,8.335089408
STK31,3.668602021,3.774688051,3.748717743,3.639031594,3.688679677,3.873891712,3.677580738,3.534198164,3.538033133,3.775862272
STK32A,4.552219947,4.621224195,4.659672314,4.672500136,4.545229193,4.492589316,4.638234659,4.577114162,4.621323668,4.526203729
STK32B,5.205565491,5.092276349,5.128468423,4.867286266,5.179982605,4.844262135,5.013030148,5.06817147,4.797479431,4.979610906
STK32C,5.372760019,5.460529664,5.055978243,5.274828312,5.383548662,5.35967576,5.20607317,5.13178011,5.309316531,5.443678641
STK33,4.765728881,4.975656116,5.194677485,4.976721501,4.953509026,4.992565345,4.924059668,5.228957673,4.903493431,5.00562496
STK35,7.834231449,7.844573973,7.925170395,7.749197137,7.692864394,7.76432024,7.778796791,7.841965248,7.87890731,7.886020967
STK36,6.316453377,6.481913908,6.097733275,6.020425633,6.327784808,6.170686006,6.060713446,6.316312565,5.843962525,6.361644754
STK38,8.880560694,8.479397802,8.325932148,9.027745394,8.990172774,8.580219179,8.69711565,8.603003376,9.295075161,8.640597173
STK38L,7.626105617,6.979222934,8.017973605,7.515406437,7.371644009,7.393603692,7.44030424,8.168646331,7.141829336,7.55305456
STK39,9.879768373,9.731749979,9.86887953,9.869523236,9.478677042,9.935436305,9.88434406,9.802775205,9.675813968,9.737280072
STK4,9.030652902,8.817872358,9.580394793,9.412216869,9.204688367,9.258472401,9.334940312,9.296235357,9.413564533,8.808523784
STK4-AS1,4.470089279,4.629487456,4.507631567,4.293985545,4.536098811,4.199685941,4.347862763,4.188174924,4.383828967,4.515464835
STK40,8.059649038,7.960591278,8.918982252,8.119007697,8.146933975,8.219218995,8.427537191,8.289392843,7.641520924,8.080105073
STKLD1,4.71479422,4.504122781,4.307447132,4.544562219,4.505773569,4.445674815,4.616818528,4.418547582,4.889790375,4.456922534
STL,3.276292908,3.19283575,3.711766603,3.301294333,3.276009057,3.247033562,3.240096333,3.552080203,3.279020083,3.317735324
STMN1,6.102939086,6.022658586,6.591213296,6.186601202,6.177248785,6.041200514,6.125879333,6.213607723,5.865556496,6.011341135
STMN2,4.648621514,4.776865488,4.743266359,4.694407932,4.76313946,4.600962958,4.615552085,4.669394272,4.664462517,4.675628956
STMN3,7.562054138,7.763491367,7.433409921,8.030088627,7.854759523,7.72482738,7.879554253,7.60571141,7.888696567,7.534519038
STMN4,5.175700964,5.219965526,5.131144125,5.14782309,5.264619609,5.271818515,5.291593969,5.120972012,5.39487475,5.319587328
STOM,9.060958112,8.4602407,8.10466989,8.055136506,7.861373675,9.065678758,7.599738821,7.880197171,8.358925906,8.563884708
STOML1,6.479274323,6.364361724,6.366424561,6.481069219,6.259433012,6.573311372,6.388545327,6.30989925,6.449756136,6.12593408
STOML2,9.601123079,9.672049679,9.299048515,9.305477119,9.484116182,9.499838409,9.479201991,9.111897879,9.088870885,9.473565002
STOML3,4.793855758,4.704525241,4.593159007,4.628904428,4.692858071,4.770542773,4.792560637,4.727372601,4.696082653,4.882933795
STON1,3.937310257,4.168207662,4.325406805,4.207616568,3.971956778,4.00985489,3.852150319,4.325381941,3.897563989,3.96395969
STON2,5.172753563,5.166342155,5.099039141,4.712449886,5.278031003,5.020854464,4.693818303,4.682605589,4.821848352,5.155473501
STOX1,4.800237832,4.859278582,4.990078709,4.874328618,4.904869403,4.58380802,4.753192995,5.005596903,4.69429952,4.699570362
STOX2,5.324046172,5.479338782,5.49078841,5.31593682,5.406277548,5.273590334,5.319598028,5.450125424,5.231239263,5.234104431
STPG1,5.923540875,6.069873714,5.951163393,6.005165086,5.988432565,5.889126522,6.048651642,5.959354896,5.964553884,5.621437317
STPG2,4.626115769,4.602842496,4.841743459,4.688414704,4.519081546,4.78362852,4.627416219,5.010331166,4.762991881,4.681747781
STRA13,9.618831382,9.999558834,9.419829135,9.41474364,9.554247196,9.764503372,9.516745434,9.191068369,9.418337131,9.598127753
STRA6,4.823358259,5.018722897,4.882506005,4.842894395,4.883522583,4.927649249,4.974884159,4.803671736,4.941782755,4.943438605
STRADA,7.931324351,7.829510478,7.735094714,7.787142798,7.741421912,7.897161802,7.841112031,7.613124132,7.817285735,7.968070388
STRADB,7.734941823,7.566969232,7.646140092,7.365192825,7.205572042,7.575266801,7.724837752,7.521967306,7.357149194,7.430872814
STRAP,9.631309854,9.559690497,10.1542447,9.89614581,9.883017519,9.630078264,9.968759071,10.06287144,9.75835163,9.736439316
STRBP,7.223812503,8.568363273,8.187907964,7.935407563,7.30737183,8.108439684,8.625723169,7.428511276,7.448914727,7.64378506
STRIP1,8.056720702,8.105539025,7.837979856,8.139957193,7.901648812,8.080059726,7.761140755,8.09653228,7.942378309,8.205657144
STRIP2,4.919667252,4.843117274,5.051393473,4.884982905,4.828055165,4.863435745,5.014328477,5.033681957,4.711515641,4.989660121
STRN,6.655625536,6.62550294,6.882173142,6.726326542,6.596361469,6.826025031,6.615644141,6.851656526,6.624666312,6.606454214
STRN3,6.82888765,6.939067549,6.864318084,6.7260635,6.675062465,6.637681268,6.912175799,6.640822522,6.959333128,6.914919892
STRN4,6.841988928,6.850745439,7.113348565,6.725776867,6.902325492,6.861931365,6.891677189,7.041157724,6.545179718,7.206686854
STS,6.194461548,5.410652233,5.65151431,5.174498647,6.027616452,5.573705955,5.141820944,5.45347248,5.466035991,6.232908135
STT3A,9.683398536,9.699948501,9.497198501,9.401506054,9.547895695,9.768252394,9.61347649,9.416349029,9.503237842,9.68213708
STT3B,10.37748804,10.15621442,10.37126433,10.47113843,10.35471924,10.30392888,10.3362773,10.4693015,10.61682812,10.27213559
STUB1,9.558621292,9.624732252,8.802004522,9.159078833,9.391399454,9.61356032,9.135689523,8.885531551,9.328622906,9.494338466
STX10,8.159360139,8.087308845,7.81612171,7.398564521,8.286364554,8.026729683,8.044143902,7.68523632,7.832515196,8.496331507
STX11,8.452338917,7.745410393,8.194991647,7.589203948,8.722208349,7.755200518,8.02436596,7.960573824,8.041670833,8.958931153
STX12,8.88465111,8.706739647,8.754152652,8.531886462,9.109773609,8.246492785,8.539576801,8.835540637,8.640688012,9.144320759
STX16,9.602730554,9.415079423,9.64266104,9.963151626,9.914639151,9.554415306,9.643477921,9.691886538,10.03671062,9.698811252
STX17,8.064094653,7.848430385,7.517313781,8.163391141,7.767057933,7.963227858,7.78077752,7.651011265,8.121992632,7.774922532
STX18,9.056998112,8.890005919,8.372892521,8.764795078,8.729978601,8.870900973,8.335795268,8.547390286,8.87421915,8.876136508
STX18-AS1,5.080089024,5.13178011,5.024431685,6.457672311,5.226407793,5.447831703,5.002147013,5.712279069,5.772269366,5.104018138
STX19,3.733397594,4.102298568,3.821416998,4.238343346,3.724317446,4.077037424,3.898742187,4.013009763,4.260797751,3.736227712
STX1A,6.106235593,6.133577935,5.942483779,5.953915752,6.059487013,5.803146612,6.122969979,6.294307375,5.95377109,5.737978197
STX1B,4.597862479,4.62818911,4.690695592,4.665232656,4.917642791,4.568858032,4.708733294,4.753462236,4.48718326,4.497090265
STX2,7.770696241,7.689530061,7.526253831,7.890056256,7.738562439,7.587868394,7.584947502,7.828865721,8.130993487,7.663049024
STX3,7.701838869,7.542211896,9.589124443,8.521099406,8.377750633,8.181355412,8.819657341,9.271561619,7.419547913,8.214472241
STX4,8.222704046,8.001856566,8.672752731,8.321618404,8.222684982,8.015050859,8.293727233,8.32431717,7.75354985,8.133845014
STX5,7.10566084,7.261292804,6.883347063,6.689103372,6.867735847,7.141639358,7.003300388,6.925276032,6.906238651,7.209689206
STX6,7.492330362,7.199444509,7.312670678,7.210712711,7.419097424,7.326065431,7.23188726,7.423544569,7.339342187,7.467686645
STX7,8.881564131,9.818602915,9.726168801,9.112150656,9.361542763,9.41955294,9.897511812,9.174471474,9.066363883,9.550563459
STX8,7.340751425,7.250851831,7.201914493,6.943264164,7.013044997,7.409221592,6.958303337,6.955689435,7.194186428,7.202287197
STXBP1,7.313553318,7.474988398,7.481985134,7.53806255,7.051841679,7.311219165,7.430132444,7.458334822,7.215420583,7.107391443
STXBP2,8.546233688,8.391080827,8.433985591,8.312996685,8.841231393,8.577174972,8.649887461,8.393471158,8.503160084,8.880963375
STXBP3,6.48737121,6.156013772,6.867851714,6.364844519,6.505880588,6.32520242,6.440753919,7.187002521,6.160206916,6.924105152
STXBP4,4.713350111,4.71355784,4.52122366,4.663800782,4.545508903,4.623397469,4.619960004,4.953162695,4.55562722,4.672450991
STXBP5,6.62268132,6.090093618,7.219125915,6.72498453,6.279011759,6.613669552,6.429812942,7.163233895,6.586671634,6.286566445
STXBP5-AS1,4.59169788,4.581463827,4.739084619,4.638913518,4.51525069,4.568411266,4.541947876,4.632317236,4.705687974,4.608244244
STXBP5L,3.264460354,3.466422783,3.358271691,3.192675969,3.285558494,3.337910534,3.35916872,3.307433865,3.240278301,3.317589517
STXBP6,4.040424604,4.130459651,4.142875611,3.995908556,3.973377116,4.149103589,4.072822105,3.991942873,3.996731512,4.090645699
STYK1,6.928953395,6.131968154,5.86923839,6.24023738,5.632488461,6.677242585,5.508252399,6.149999869,5.78928918,6.000262634
STYX,8.98977106,8.80820589,8.502019471,9.027292921,8.878194773,9.020052134,8.956915157,8.558671861,9.208142403,8.89880663
STYXL1,7.966281153,7.96652639,7.566964999,7.484389967,8.020048997,7.777192409,7.62041255,7.676235433,7.554568808,8.108748916
SUB1,10.15516781,10.11524605,10.31987389,10.23512776,10.17442667,10.1549241,10.30799887,10.35143429,10.1926968,10.23967518
SUCLA2,8.941390454,8.506453988,8.872915345,8.68816584,8.473569976,8.635696315,8.331935222,9.141713139,8.607012824,8.583120717
SUCLG1,7.660562966,7.369084357,7.296540984,7.229121292,7.453168771,7.432816929,7.331899813,7.441692066,7.468841709,7.439884459
SUCLG2,8.373433152,8.033203966,8.015342324,8.29520231,8.023239622,8.42285505,8.012299377,8.296213607,8.271927296,8.206319569
SUCLG2-AS1,4.391942556,4.671976858,4.400231586,4.751769438,4.82372706,4.631974662,4.621906789,4.7658195,4.787153063,4.486010427
SUCNR1,4.209017436,4.387809011,4.262161997,4.45838837,4.323190688,4.27433677,4.22950216,4.37971281,4.196743296,4.314261948
SUCO,8.964628077,8.614227658,9.366645791,9.30840404,8.988184608,9.058358319,9.04304835,9.778984031,9.069097873,8.94596952
SUDS3,9.282912784,9.380902132,9.641430824,9.638160689,9.397896604,9.470294345,9.547819804,9.863394264,9.275606187,9.435109458
SUFU,6.341582358,6.556895796,6.136473245,6.554753132,6.545246313,6.388659107,6.663290629,6.240163277,6.587196627,6.385391671
SUGCT,5.339842018,5.443701693,5.210712406,4.860479341,4.685294574,5.069705593,5.384404528,5.442694263,4.724672526,5.01561345
SUGP1,7.832925755,7.732082985,7.922828688,7.898872923,7.772087295,7.700686368,7.737936604,7.956199549,7.661159136,7.830528076
SUGP2,8.332482154,8.547342533,7.919973034,8.4752015,8.53402811,8.25893456,8.137963637,8.10298769,8.727877561,8.432090486
SUGT1,8.821386886,8.595156128,8.700193832,8.814270799,8.659492956,8.74682758,8.694730477,8.644687627,8.686954902,8.750842523
SUGT1P1,5.067655145,5.069322189,5.193041834,5.039713338,4.942795238,5.275317678,5.103035778,5.349262318,5.074429427,5.059822028
SUGT1P3,4.017515936,3.86877656,3.671799164,4.367049715,3.722700799,3.841594033,3.930704229,3.723544323,4.383776983,3.838466716
SULF1,4.037176974,4.109341659,4.043149437,4.116360872,4.088258931,4.042919118,4.079880969,4.075535913,4.091133619,3.986140409
SULF2,8.979838958,8.557586345,9.371949288,8.384851667,9.653025024,8.272303038,8.855149617,9.322884065,8.909169183,9.817913312
SULT1A1,9.167813775,8.954342556,8.816932226,8.924386855,9.548373645,8.530394419,8.966265629,9.05745103,9.182005052,9.458556801
SULT1A2,9.385903897,9.190518737,9.218162585,9.190578027,9.967725744,8.793988021,9.24295174,9.414369548,9.450745914,9.909174605
SULT1B1,7.269648639,6.778330133,7.731399571,7.207270565,7.491795957,7.072437814,7.065373358,7.452111346,7.396334813,7.508101563
SULT1C2,4.324931882,4.466054327,4.472550352,4.398953398,4.372839642,4.334576029,4.355015575,4.588940766,4.373250368,4.429327525
SULT1C4,2.912031179,2.972828488,2.914968431,2.935868597,2.931603764,2.733464564,2.891648857,2.959152603,2.885189689,2.911434447
SULT1E1,4.11746061,4.022408223,4.179428946,4.199599832,4.046825365,4.050275017,4.119853319,4.196484896,4.051932994,4.030139599
SULT2A1,3.387023734,3.352147128,3.356993912,3.262189394,3.339715197,3.371067767,3.380923976,3.408008405,3.398213225,3.351001524
SULT2B1,6.748270111,6.715906355,6.797005197,6.646749781,6.873132438,6.607539907,6.903330187,6.663826628,6.881793979,6.729982659
SULT4A1,6.636396362,6.784284919,6.79877623,6.606657026,6.655490811,6.672676651,6.764454916,6.915332284,6.672126856,6.786683422
SUMF1,8.549690688,8.261042852,8.790670701,8.133743464,8.741266016,8.173031879,8.173532928,8.25243578,8.183864051,8.825819468
SUMF2,10.35265825,10.24665976,10.0894383,10.14550034,9.962822724,10.20967107,10.05195671,10.06529746,10.21250459,10.05993349
SUMO1,9.233603551,9.177257102,9.739574735,9.267081997,9.031469702,9.336911831,9.444992103,9.803314121,9.214007865,9.273362738
SUMO1P2,7.03518692,7.147447504,6.935265567,6.729907586,6.922970796,7.055006854,7.103999794,6.915332284,6.992268934,6.912408047
SUMO3,9.233392398,9.160611569,8.841671781,8.589968983,9.188331002,9.051716802,8.945969637,8.840434514,8.918530634,9.149139933
SUMO4,8.792268166,8.801125838,8.695070024,8.809150181,8.847004859,8.837960991,8.900027655,8.742856954,8.872767883,8.776336895
SUN1,6.783544916,6.972999223,6.381714702,6.994121282,6.898523289,6.831744373,6.743471975,6.684974371,7.04118286,6.919547869
