Symbol,naive.B.cells,endothelial.cells,fibroblasts,memory.B.cells,memory.CD8.T.cells,monocytes,naive.CD4.T.cells,naive.CD8.T.cells,neutrophils,regulatory.T.cells,NK.cells,memory.CD4.T.cells,myeloid.dendritic.cells,macrophages
BCL2A1,243.3963195,150.1292299,47.8955406,605.5235278,1497.214197,4075.113685,1171.554368,1053.076179,14026.95042,1288.462721,1532.668342,1819.83029,6711.174591,9024.301393
PPP1R3C,76.52825134,207.4708309,4318.016618,81.60439928,40.16368989,147.4039694,167.4654207,220.801079,100.450086,83.57982069,120.2992661,153.4853384,108.2662171,108.9335603
CRYBB1,21.33790773,26.79799255,23.28770218,20.05650066,1.173579365,21.57116978,19.50037038,20.72958345,19.97237229,18.45559204,18.81892256,21.43075657,20.52640882,22.60394563
RSAD2,391.8873258,72.67672493,62.34375847,402.9397652,397.521372,1062.499552,228.9775931,301.3176761,945.348474,321.8309648,4800.824661,282.0527731,11863.80826,221.6003929
ATXN8OS,262.9857382,396.5419921,149.1367909,166.1824767,40.41748712,122.6675216,232.0916078,205.5180754,278.9577557,127.7659115,155.7038717,46.53781754,174.20294,141.8853418
VNN2,551.750142,31.85176753,19.58695636,573.1776713,275.1159175,4367.568823,548.2566298,612.5974814,30147.8253,1433.70388,727.5263787,211.4867388,64.54687256,744.2031237
HK3,30.53092065,37.78457701,38.92053056,23.04745621,1.070031746,5500.239568,403.8639419,45.10962092,1578.175568,2434.408567,381.3430147,36.76956475,1570.294554,5817.391109
TRPM6,196.5035137,622.7173631,51.94378153,93.41943004,0.831634921,164.8843624,65.71981576,85.34667264,459.4504729,120.4921197,126.1010079,138.3372131,85.23642606,105.8376411
CXCR6,132.2252727,58.83251558,54.74790184,124.1354516,145.8393413,86.77760531,142.2013315,393.143109,89.7448048,228.8084551,226.6124677,1220.878152,92.25207824,86.53405182
MGAM,19.48687696,13.15023337,12.31132257,15.6441733,1.074269841,274.9728305,16.87016128,11.99443503,6784.261191,142.6467895,501.8110004,19.21020471,29.63283099,44.51163372
UGT2B17,67.14590313,21.7463878,15.3193215,48.57957629,0.879087302,16.08595412,14.75393005,14.01665685,51.24451147,58.40628069,17.61577082,17.51158556,16.57131592,15.33733768
CRLF1,18.69788809,34.75160437,628.6762929,23.16432648,2.886896825,21.53966752,22.17373125,22.66237434,28.35821818,39.91573988,21.19027904,27.77662501,20.97056078,19.94715906
P2RY10,608.3878129,109.203922,54.60245002,494.9437558,921.2567066,78.913293,505.4360609,365.1857155,698.4484757,250.1408066,254.2197928,501.6626274,217.9616337,64.27999618
NLRP3,16.37651723,19.10575069,13.101642,17.7453496,0.667214286,366.3847488,20.97056078,15.07200646,19.50037038,29.82644763,25.46222745,11.25986057,14.92337198,19.13957926
SAMSN1,290.2166684,152.2809784,24.28028765,859.2680171,327.3834087,2807.412452,1223.939915,1238.576946,1897.226128,1473.459707,4164.931764,3643.482247,10821.24877,1149.101965
CLIC2,19.0155884,312.5070075,36.94601426,17.43631069,1.162555556,232.1797935,18.77451464,18.86372808,22.05931968,243.5247885,116.8765025,27.83746124,5355.428439,741.8209528
FRMD8,96.11070474,142.9026615,151.4155745,71.6375398,164.6524324,179.4097029,65.03724587,111.6577871,181.067263,138.3990192,119.4240358,195.1076394,158.9620185,98.81447079
C1S,52.6990183,247.4639661,2754.221298,41.80695876,0.361595238,40.7303237,35.77574178,40.54434762,55.09786869,32.59779552,49.23029691,25.04008445,274.4655632,344.8115509
LRMP,1626.391396,25.82805054,29.25451433,2847.350791,788.4123377,1275.554117,782.8618486,738.8547136,4136.560065,1211.760915,795.3288356,298.7334161,606.8230048,186.629693
RGS13,93.2919211,80.75090273,25.04008445,121.3825625,0.406920635,33.71960123,27.70243452,37.35376806,57.24201542,34.47944275,58.71987651,29.61781128,48.99745248,35.24996859
IRF8,12204.37707,880.7882393,180.135606,10216.56064,213.2426354,3726.282898,1224.335583,676.1609726,620.9881096,3576.980168,4261.952814,687.3641141,4103.941613,2977.244996
COPZ2,146.2550703,180.7749276,2772.886118,141.3994071,1.990619048,126.8798792,113.137443,92.73927632,138.5867169,174.7669739,296.3396137,109.2470524,100.2174668,265.5904899
KLRC3,57.88249771,27.41231965,28.85079825,93.07473298,1.237944444,41.40914133,317.4651694,1143.834134,53.9765881,471.4334825,2003.764629,46.36359799,37.84177439,27.41231965
ISLR,220.9853827,173.3920882,3002.513667,191.8950788,2.646079365,142.6902382,184.6876026,168.4809505,317.9339519,119.3995509,124.4217545,167.6653854,144.3297295,177.7972284
APOL6,917.8751895,231.2897303,251.2552088,735.8381613,271.1248468,597.6354662,525.3016157,450.5823503,1135.630249,552.96173,1733.443394,603.2986564,893.9821859,897.2290195
VNN3,74.50919429,54.05982028,65.58601073,86.05492595,0.690269841,365.0420033,55.51032014,37.05301584,2821.471605,144.3297295,59.74436488,48.10588604,55.8350496,61.56770242
HTR2B,25.91302683,433.0393208,38.2772296,39.79218542,1.904111111,40.5925269,31.44448168,45.07470743,23.28001347,72.67672493,56.8812253,28.72451369,642.3080926,34.70625599
ZNF324,54.53874542,73.28680662,72.06567767,46.00683139,492.0572325,60.6156096,78.33208778,70.61435934,56.06315659,535.8581332,73.5145999,52.96531111,46.42842164,60.16507265
STAP1,5665.98962,92.6329601,37.60603122,3058.93447,111.9765186,56.51083778,405.0692606,175.5725376,100.9589017,570.1321425,788.7283879,155.7038717,168.2008956,65.18179548
TNFRSF4,62.38236675,38.00550953,31.52230613,37.28369846,44.27501393,49.58860822,99.30095603,46.79977579,90.03229176,108.4319612,82.1966864,151.722101,41.9611272,48.24142418
MYL9,19.92130856,337.4449423,10492.73911,16.66416751,0.933674603,24.22872127,20.94891289,23.64650587,19.54277721,489.2692745,19.57768135,21.57116978,317.0776794,270.2515725
ADAMTS3,248.3329301,154.5927094,147.9326757,213.5199932,2.671063492,92.25207824,45.32230884,88.29654908,249.9006725,94.65282219,82.47910573,86.84335644,81.4315154,93.69739339
MEFV,3659.787574,518.1330732,230.2491897,2912.3841,214.1314677,638.1568069,204.3230989,130.7491045,4019.842622,287.169747,174.6669564,442.8097955,182.9460285,246.9490332
CD69,11043.47086,91.64728995,52.85511996,7010.986947,8651.122806,135.8555852,6743.913791,5442.968948,512.0301992,1159.262435,6991.573238,5872.612746,139.2408328,72.02986422
CCL13,68.05775646,86.66902549,37.02811902,95.0901856,1.085579365,47.02606852,47.86866804,46.20058171,80.97291967,22.27753398,57.95317932,43.13645482,118.9700981,56.49128785
DEPDC5,50.23695118,43.00959093,45.86527001,116.5923515,206.9949641,108.6552769,125.8592564,91.37614347,45.35390751,348.9943182,193.0779198,99.47790111,184.6473292,200.9801405
CXCR1,132.9862675,89.51727264,50.03521057,101.0671706,2.24631746,54.93652597,65.18179548,83.32798086,11275.11645,93.93962456,365.8637161,70.81518512,36.21890126,56.94519715
SMPD3,101.6672263,157.8810011,53.02756804,251.6713671,61.13655414,83.61534828,104.2407794,121.6904287,844.0787183,213.4576579,240.411775,86.63991586,96.14274772,96.40595822
SNAI2,162.7866124,154.8897334,4249.12394,132.7280486,1.902563492,58.44131288,53.49012748,79.30938326,152.8613609,54.89549852,45.0452414,95.0901856,57.84972479,54.4370259
BRSK2,23.55307867,39.44553053,56.70884002,18.53122993,1.033277778,23.61543799,28.17127791,20.62835404,16.76251326,28.0949878,26.1347646,46.33904206,35.8111682,27.47561975
LAG3,344.2443935,43.02522345,38.00550953,176.606337,462.8685639,47.50328961,265.7649386,730.0968976,134.279618,263.2303733,389.4927348,1363.107402,505.6982069,48.25637167
REPS2,66.21462501,42.00600575,40.88283221,61.09766391,0.701793651,211.5613664,52.42137956,40.51588916,2102.799161,258.8730743,47.80452804,54.23590695,127.0390935,36.69818111
APOL3,343.8446173,559.3585888,250.1059828,879.8983852,2317.981776,1552.013279,1506.764673,1771.964196,162.5303501,1056.188741,1493.005961,1885.898996,1083.86236,454.510291
CCL4,159.9509638,496.2328471,50.8746757,101.2512492,162.0913632,4273.663786,843.4796706,1590.504745,1379.908238,2099.384314,32418.42596,9893.125979,3154.28021,2011.725
CRISP3,45.65614855,28.91532403,17.5233856,43.8680211,0.94781746,16.04948117,11.36233726,20.15628551,64.23624781,71.66287696,592.0338153,38.31778891,20.93913096,31.3984659
FFAR2,29.65818224,34.66695858,36.38120716,30.07041943,0.624142857,191.7473767,33.21654794,28.56882551,5817.391109,140.8504717,321.3359932,48.69119156,43.39290523,61.67825409
BST1,36.38120716,74.83387548,712.7020318,34.99019345,0.98968254,2368.141349,97.17031214,47.93006635,2319.640886,517.2982176,141.0505578,50.7594639,227.4452911,663.98006
CST7,114.3049952,233.8786297,64.16218621,137.758298,1425.131757,251.1807655,3576.980168,5578.396058,4132.346995,6607.139816,12249.73655,1664.421716,5907.494876,545.2406919
BANK1,10432.40264,25.28095975,35.90883035,11342.05059,1.607912698,167.9563975,162.5303501,94.10314841,116.7183051,964.1211427,76.79053206,55.08264703,76.27638957,24.47970236
BHLHE41,91.9706437,43.79688616,506.6341717,439.5226363,0.631079365,210.7547072,61.29006392,51.7654898,62.21581424,177.2017784,42.34303961,48.8385339,942.7936173,7249.267433
C1orf54,335.6785356,3681.945913,519.8176346,362.3330002,501.0849271,681.9120063,572.2254962,461.7364213,356.6293507,516.7743601,245.8284651,401.3477789,4641.870619,2223.074707
HOXA1,29.83926022,60.83875754,137.9575887,24.57038446,29.02826582,25.4241674,21.5815156,28.89109239,24.2956697,121.4919713,35.20746555,20.21398761,26.50927509,30.93844719
SLC2A6,293.7714899,336.6065327,304.4095018,519.348347,2.792603175,1194.643301,216.1057238,123.6050202,49.20086915,1248.245743,367.0736797,58.25642742,2340.019194,634.1003578
P2RY13,54.77451401,62.80287489,20.91929261,90.051188,0.665595238,4222.960495,42.88630996,18.72308769,11863.80826,1311.617262,151.7870742,15.37644122,103.5218836,259.2285681
CCR6,670.3293898,54.401197,64.67463116,620.4192791,1682.867132,55.26700094,180.7749276,335.2591433,83.71387236,419.2284535,171.7408717,680.3696352,65.06665961,39.03458622
PMCH,35.38886327,48.99745248,37.8284598,31.42343301,1.410904762,25.20563899,38.48012578,21.35966239,32.60868142,73.36976139,24.44453124,237.6679335,25.72409387,25.32953348
TNFSF14,26.36903456,20.04098998,24.63771863,22.30629059,155.1919424,133.6717538,25.01100568,182.7088382,978.8786104,364.9383871,2279.075443,543.7887595,114.1677094,1428.292467
DUSP2,71.98736372,49.93507035,161.2619223,348.422015,1469.691946,666.8006963,3061.886513,5226.116336,70.51299439,980.9251653,800.4683455,2790.090719,671.1720598,806.1182478
CDH12,145.9583754,137.3249908,41.42778192,115.4091786,1.080238095,51.83739533,42.68673334,34.91209532,118.7934974,21.61749243,47.56924091,44.49398707,81.162675,77.50678589
UPK3A,31.0202394,35.85654918,24.35058251,31.72302734,0.903484127,259.0712893,23.91495468,22.46192567,37.6983983,130.0120165,21.27736037,37.29684713,35.70970216,27.67717947
RNASE2,331.0494335,181.7702357,157.4129851,291.5476048,39.71435095,5084.479305,467.5057901,468.5632738,3940.965028,1230.110168,1353.509643,150.4128202,269.3892314,272.2866645
SCN9A,22.98902793,111.8313259,50.92380414,18.5609943,0.720865079,21.85747489,52.45696219,15.91984179,21.33790773,54.04603896,26.62858028,28.56882551,495.2676938,18.54029861
CXCR2,21.51510313,33.69413655,22.03765484,14.7872014,1.067880952,443.5346155,60.57718186,67.42804122,22578.74586,543.542051,470.997334,53.32555594,384.2786404,138.6568049
CGB7,22.56245337,33.31205102,659.3001073,25.72409387,0.931611111,36.83410453,46.36359799,30.9882515,56.80846098,29.94518041,44.40577771,42.85322372,31.60338564,31.92317305
FPR2,214.0733215,45.58152045,75.60503369,237.1782959,1.467904762,1322.387866,43.54078336,65.61374041,5226.116336,276.804957,138.1078422,47.59087132,134.6545223,350.512009
EBI3,25.52855228,37.6983983,21.21826905,48.88604014,0.752007937,896.1398093,35.70970216,29.2413296,28.56882551,37.8284598,309.5987085,189.5363704,6991.573238,126.0048468
CHI3L2,818.7640182,495.9228673,191.7473767,604.8562959,391.7151494,281.6490107,649.5757928,609.2981998,506.358303,507.8410483,596.9460953,311.4786833,250.7634637,298.2079246
CCND1,113.3057495,680.3696352,3838.016964,96.25559749,2.807738095,75.75032057,79.0181064,53.76085543,173.0160622,39.59164246,95.44098543,59.52657567,110.8362792,348.1411576
LTC4S,18.95589795,75.02859237,71.79932975,13.5201596,70.28879676,33.63136405,32.18304514,81.29674718,22.22611465,38.09350442,30.89605455,89.19179444,100.9923786,28.006465
IFNG,374.5278988,228.4898042,163.8481015,281.2715944,315.8990753,189.9764621,221.7351835,410.2347953,410.8019234,283.1015683,12317.39655,7759.130611,150.9604306,195.3490406
IL12B,163.6400914,95.49884969,70.15709616,156.867016,2.413777778,394.9265381,88.88632485,85.11204885,223.8972683,75.63672458,804.9905829,105.0009221,3676.276348,105.1880551
TRAV21,144.5655133,135.4607611,83.29528028,127.4367808,894.7563498,77.80023965,551.5934216,474.5993077,167.3198666,302.3054578,75.77317497,690.1966451,64.37757043,86.1351438
CXCL12,120.0435067,41.80695876,2492.669561,83.75953528,1.622420635,46.26169234,80.73121272,44.76487004,103.976212,41.82111444,59.04342039,72.64318594,35.30852636,61.65233184
NIPSNAP3B,2119.319131,305.7678359,159.9509638,1280.003687,3.479968254,168.4809505,236.0916781,219.1481366,871.6068517,122.9819917,239.5332094,196.9508637,177.5707016,166.9694791
MBL2,142.8276158,20.1206782,29.54971415,253.8075481,1.340333333,19.93831704,30.07041943,35.92654399,114.9845844,49.45545753,29.19556115,32.19629425,29.36848247,23.85779915
DPEP2,893.4664395,26.61328884,22.65182537,595.1648803,1332.850792,1935.864282,1380.616059,690.9705114,7153.425655,1715.460107,899.4043565,652.7550216,538.0105855,190.2859168
NTN3,30.91527798,17.1863394,23.233599,59.63653545,3.602150794,26.51987033,18.38514799,23.88398205,68.70824352,76.55853714,26.77011951,35.5421592,27.83746124,19.52706297
MARCH3,1057.84794,643.07484,346.5712815,534.1934517,3.003111111,255.905275,215.3685003,184.8753156,397.6205045,226.1903546,319.4062925,181.7978976,237.6679335,339.6226457
CEACAM8,134.523943,30.97842545,18.35176037,123.5297562,2.021952381,17.69209683,349.7097932,345.9049279,228.1682793,171.8201832,1861.548167,75.63672458,29.15004947,21.68271402
PLA2G7,244.71263,94.19152242,70.44512557,184.9421457,2.433984127,3656.139991,100.9310757,64.94581509,176.954539,692.0915843,210.7547072,89.60805575,7520.65961,23727.37437
LOC645166,18.5531311,219.6778688,2690.895514,22.00723872,1.210238095,40.69862301,44.59653088,27.51500371,36.75235143,58.78972023,74.26013053,49.48100023,53.16990299,136.3014271
RRP9,28.20292639,92.798378,265.9905158,50.64381469,370.428764,89.95116835,98.07720753,196.0655968,19.27281505,180.8479638,310.6222092,652.2474379,58.56513985,236.9731124
OLFML3,397.3342676,449.5575304,5395.100323,216.3550092,29.77600032,182.5168306,71.23037839,143.2695145,225.1289032,48.13114407,82.31136473,118.3168359,266.2030902,188.9866172
NFE2,18.74128453,35.17477205,40.92552192,17.6268154,0.997253968,2153.660798,163.7416881,152.7656404,6651.573498,1312.598287,219.0760172,57.48995745,122.3199216,76.79053206
SEPT5,19.87305847,32.99408103,73.04570775,17.13828905,0.570785714,25.31929754,20.21398761,21.16241356,35.04356112,225.6254379,22.62568088,30.09901763,19.57768135,20.04098998
OSM,15.80082426,25.40092917,16.17207036,15.30314364,1.108015873,91.48491067,52.1724759,65.48791809,182.6465682,53.27485151,299.9490517,200.3857916,17.69209683,20.42081528
CCR10,98.65308429,93.21379533,171.2930178,177.0392,633.374145,126.2597919,287.860281,210.8634125,122.5803027,284.6063233,125.328315,377.7462794,121.0266729,121.7621131
SLC7A10,89.66686915,77.33864547,53.39055208,107.8384658,2.306769841,61.62480091,33.430609,58.47569842,103.3392347,20.43457125,51.65415158,117.2123014,90.08114789,107.6606689
FES,27.99606594,44.16174789,57.7198544,30.96092504,0.910253968,1431.85763,23.15257429,23.73804748,902.1930532,751.44496,639.1001643,20.1206782,653.4956578,224.5480848
HDC,369.404985,243.3963195,190.7029957,320.1484421,150.0594334,210.5537132,467.9160161,215.5229375,258.401026,232.0420604,305.1208803,165.1817044,231.6561603,213.8100818
CCR7,6309.237035,284.8174479,147.596567,2932.192259,6727.670706,1016.581491,8982.958345,7239.188573,946.9712081,4311.375945,901.118212,3726.282898,25802.39919,620.4192791
ASGR2,51.62577536,49.27001477,38.67610291,55.76840912,2.463150794,2340.019194,76.32154068,63.82250936,79.82918763,1007.132006,48.82144414,74.71218808,116.0961055,74.19229214
CD1D,400.4655542,67.79608802,41.66431999,822.6444102,1.71047619,3973.31122,53.91408543,37.68554148,220.6680193,2502.824599,41.70514312,32.70258979,209.2181414,107.4710714
P2RX1,244.2646306,213.8846063,206.7448034,74.46541059,63.35065349,1133.185091,516.3859728,265.160313,1418.47448,509.3854136,201.9029644,148.9306858,263.1751707,355.3838054
NMBR,824.3802812,194.2826531,130.1880803,905.8841672,1.027325397,148.8338449,102.888889,95.06083786,559.9981322,45.86527001,96.47867244,148.2948514,134.7780652,122.9819917
NAALADL1,26.91903319,19.14747271,46.44142021,34.15517436,490.7045438,55.4670302,205.4816505,200.9446187,30.79402454,271.8306124,441.5501479,162.4083552,26.55185436,28.73327565
CCL22,76.09359497,117.1780752,67.8982869,66.9842134,1.046460317,419.3275646,58.89976936,81.78603162,209.9232624,38.97268888,167.6653854,105.8777061,49368.74865,4150.800239
TRPM4,17.84932326,73.33925412,96.07808735,16.30753377,0.543595238,27.60936922,26.32778609,18.68478196,20.36251368,26.04586559,15.77402881,18.50094922,30.42070486,26.95145718
PSG5,370.9469653,448.1201381,6743.913791,130.6159229,2.740246032,206.0694076,136.3754199,204.0707921,118.0297403,30.07041943,186.1389554,106.9447601,199.4570289,174.6186693
IL17A,23.05257547,17.60535653,10.02761052,27.444733,0.376920635,10.75256562,23.89785195,10.08725422,18.92055612,8.071110558,14.79382617,91.09358893,17.45819166,10.91134188
KLRF1,267.1315504,37.49306215,50.8498978,322.1988316,154.4482506,158.3136806,2125.998308,1752.426653,263.538539,3484.296094,10821.24877,152.6785436,96.73238247,92.6329601
COL6A3,80.07459625,108.2258351,31059.91763,65.08234412,296.7592681,37.91127124,255.4598476,294.452703,119.8194134,246.3299381,92.1448577,1295.802493,125.2781044,131.7368986
IL5,29.15004947,29.01891821,58.94013296,36.55211568,1.908539683,45.5925666,72.71462047,49.78393433,24.07270442,42.40287934,49.99397116,643.9257597,43.25600728,45.2684947
KRT34,53.8126463,91.99212171,1197.062353,44.81641647,0.47118254,22.8723615,26.96228451,22.84345975,53.18537168,35.32936819,21.48129154,23.08673184,26.60282828,34.23779114
RGS4,14.79382617,120.538553,1041.337741,15.81120584,0.620190476,15.3193215,12.22992196,15.33733768,18.94186354,16.58344031,14.7872014,13.25357817,14.10907577,14.75393005
APOBEC3A,127.0390935,67.69754639,108.9988373,115.7404141,14.42800108,2257.133566,271.2990775,108.0061285,6677.060528,1502.758606,850.306842,74.07399436,2127.54355,131.1368925
MAK,43.52953848,23.82593579,37.91127124,40.91169037,0.370674603,108.5055654,63.15567005,20.93913096,1545.19483,151.3721234,56.1422981,65.03724587,88.07328088,30.00403472
ALOX5,467.1712788,16.99133222,32.18304514,450.7114031,31.11376715,279.1196182,111.959205,49.27001477,557.0066508,134.097966,91.48491067,68.48864692,116.1575547,269.6011664
CCL5,23.48099644,82.47910573,46.26169234,40.94908922,4267.43423,313.5834916,6695.072502,11930.2346,202.9730325,11342.05059,21467.9536,3779.260267,8746.864912,152.9486255
CYP27A1,54.41482868,106.116312,79.64066066,53.91408543,36.82170457,1221.383194,68.53089698,70.63689794,88.50370914,1005.61708,53.20398408,39.47012801,3808.430544,19831.49603
LOX,92.73927632,652.0909542,3040.230529,93.69739339,0.687166667,39.56466909,42.80874427,44.45005945,97.48872207,48.96937457,41.54646468,37.38733399,35.96841555,42.83634052
CD244,116.6316427,54.92285945,76.76068878,79.64066066,1.323611111,1229.016896,507.8410483,844.4715804,146.7509479,1490.491593,2317.981776,126.1010079,57.59655724,50.30660545
IGFBP3,174.8784713,850.9424596,28477.37098,148.5583091,365.1857155,88.34559827,144.8164404,204.4677909,191.6369988,189.9764621,56.96830378,151.5031742,222.2934516,56.85532179
CLCA3P,49.01344479,39.75275088,20.82797701,75.97903818,0.658738095,17.10397099,41.94705266,28.35821818,21.7463878,22.34010772,19.66752348,10.44995781,12.48171575,22.09574333
RPL10L,193.4778812,336.4943832,241.5779411,192.170021,1054.275185,228.1682793,308.2541069,462.1729564,65.40528012,277.7436165,170.8888444,673.9811353,122.0252214,148.1897168
MYB,110.1204853,29.08556662,39.16383223,83.0912725,1.641492063,72.64318594,71.20455893,88.83999615,129.4257033,73.28680662,44.59653088,49.10686739,55.78161197,51.07809307
CD300A,9.507077359,12.50420637,13.6053152,10.31794077,101.9500467,140.2201501,91.9706437,132.8539054,259.5347515,123.0154056,92.19903871,202.5136058,31.20682078,141.5656658
COL16A1,47.04603378,47.35021489,1418.47448,50.67853954,3.27002381,30.08292619,75.95052377,70.71225209,81.68418836,109.9066905,63.45924818,57.45313272,43.55713248,29.78812277
HHEX,5037.616413,1617.259548,137.1458761,3423.629422,24.67716285,2427.049459,383.4707362,196.6997413,1834.238763,773.2872263,352.2275792,141.7344064,1117.395687,784.7660775
DENND5B,74.83387548,37.74286798,96.66075434,168.5343418,0.264587302,23.32661602,27.51500371,25.69081765,22.36253749,69.16466066,55.92628945,31.12940766,66.32171555,47.60288236
TAGLN,782.4655065,842.3582232,23727.37437,494.5260446,33.8972429,560.6087619,303.2187653,149.672319,172.9769142,453.5227619,115.8471916,162.0002478,311.3141235,183.9266149
CCDC102B,26.84885187,13.231797,23.93898677,24.24944656,0.37665873,17.51158556,15.55223847,43.41482193,12.34152785,27.76659544,36.03783272,26.95145718,208.5840261,379.3714903
CCL23,48.05898751,67.46185527,38.29801957,38.18964332,1.014857143,66.9577048,59.06206799,35.26359744,66.53944727,39.97371874,62.00724041,33.64388427,501.493542,427.3625521
CSF3R,158.0738644,58.15149003,95.46657216,74.64336697,2.747198413,3635.822172,96.56641707,68.99308151,18002.47485,1079.506367,245.1250486,55.05160975,184.733907,395.0060008
TEC,23.89785195,36.78926229,23.49712072,24.90497865,0.877849206,32.97596288,29.78812277,28.45282227,25.04008445,19.2461912,35.95784215,20.48424344,31.46390146,40.88283221
ORC1,76.49927315,92.05154851,261.7552787,104.8804052,2.912825397,86.73974298,61.09766391,105.0009221,43.63927949,61.67825409,303.8491139,703.7497901,100.1169844,110.5221305
KLRC4,119.4240358,33.24274654,32.70258979,126.0048468,1.812412698,42.46830423,92.02413056,671.4253751,105.2793471,253.8495605,453.9634759,40.41748712,22.46192567,41.61042918
CDHR1,70.71225209,23.88398205,25.8936061,41.34435475,1.609571429,24.61463478,70.94478446,66.78869411,40.5925269,161.3619059,298.7334161,98.98920362,19.21020471,24.50629368
NPIPB15,161.7087981,50.08789752,123.4113565,90.23283356,390.1744436,81.76869052,209.0120519,184.5539815,69.94167385,140.2201501,215.3685003,78.00876261,110.6876008,83.85723998
CRTAM,118.8796097,91.09358893,35.14711749,113.6976783,65.00506209,349.8211553,282.1090576,2396.692277,168.8567114,670.9226423,1138.165454,879.3321163,234.6178826,1227.006498
IGKC,15.55223847,10.16103359,15.74487263,20.02072095,0.328055556,16.57131592,16.13167171,20.31617224,17.59309099,17.08707179,14.08354014,15.42379197,14.87368463,15.15248828
FGF5,17.89998328,30.35678977,1350.535656,17.42320911,0.462595238,18.77451464,18.60035759,22.16354157,20.02072095,17.14754652,16.44056637,14.87368463,17.78882371,17.11811039
HNMT,82.82695943,41.08931693,40.31740203,60.87859017,0.613198413,122.4407878,23.26694564,21.59591274,42.83634052,42.86610004,24.74753568,27.01346886,128.8324704,128.2630036
TRAV13-2,87.85650666,58.08337237,61.00161304,100.9310757,738.7090917,82.15440231,459.0594662,550.6484522,94.65282219,286.4658114,72.22018858,599.5698197,86.66902549,72.26391474
CGB5,22.56245337,33.31205102,659.3001073,25.72409387,2.038619048,36.83410453,46.36359799,30.9882515,56.80846098,29.94518041,44.40577771,42.85322372,31.60338564,31.92317305
TRAV9-2,276.1577093,139.513523,82.13569989,222.1768108,1224.335583,138.2682388,735.8381613,455.3831207,254.7323306,336.3584843,92.95903127,917.8751895,88.16728197,79.95272954
EMR3,142.9026615,40.34030436,68.48864692,259.2875863,57.88249771,574.285802,143.5703929,141.2715592,4304.397644,294.7242609,99.26453274,139.0420964,35.4660663,146.4952919
FAIM3,10134.15565,188.872484,83.41143562,7163.857407,6607.139816,102.3335762,5665.98962,4828.785192,316.9775958,2336.271136,1509.296365,3092.346888,82.15440231,307.3870323
SEPT8,21.39606113,333.2421503,758.5081773,22.94045435,19.88297716,22.55329935,23.01482933,24.93588267,25.69081765,28.97678831,24.36296296,162.8242369,20.49883627,22.3789164
GPR97,292.5941609,214.5575516,213.0355446,277.4938416,2.098420635,137.758298,266.9860688,187.6916486,2702.667532,204.5361446,783.1518581,180.0491375,186.4740262,194.8909986
IL7,465.6694179,57.10855287,75.99487445,1148.198538,189.3223612,138.5196909,43.52953848,84.24017517,37.24311206,134.1771977,48.19466751,110.4271526,196.1733546,177.5229662
BFSP1,24.41517355,91.68809436,48.57957629,38.95649927,2.771730159,52.33842423,83.48756465,55.94486108,31.94733302,113.3057495,59.31059695,36.43586446,52.09740038,47.3846008
CGB,22.56245337,33.31205102,659.3001073,25.72409387,2.038619048,36.83410453,46.36359799,30.9882515,56.80846098,29.94518041,44.40577771,42.85322372,31.60338564,31.92317305
HAPLN1,14.9819145,50.20626014,1093.785287,30.55716084,0.50165873,20.27040683,24.06126799,12.53759323,19.81047809,27.64945784,18.29436423,27.03070447,17.84932326,25.97068767
CD79B,8442.725953,132.1896164,45.50003511,6486.745026,33.05780626,270.3858077,553.8981607,337.732713,331.5280435,1360.199697,361.3904326,405.9986597,119.7094139,133.799019
SPOCK2,1023.606523,183.4746525,247.2031388,966.051609,2244.788902,338.6111039,2504.445471,2328.458663,441.7768045,787.2791295,810.6122224,1867.155705,252.9908477,284.8602622
CXorf57,61.84233217,13.57379712,13.99929841,31.35848255,1.701992063,13.91383135,19.34874301,74.76808588,22.47700838,27.75452968,40.77809239,64.75396776,15.65674553,18.50094922
C11orf80,166.5302981,177.9697619,57.48995745,154.7711073,198.848755,20.2468662,148.7586257,43.29983969,21.85747489,154.3785496,60.92776576,94.58618346,70.73616068,43.62171778
MS4A3,192.0216135,121.4919713,45.70524947,119.1793824,2.207642857,50.59260474,367.692221,248.9567374,381.3430147,385.5985185,1249.676154,61.23322068,40.01850358,34.75160437
MAP9,20.7724569,9.717303983,92.42614808,18.35176037,68.29493185,7.93134935,22.90961978,172.3458605,15.77402881,199.7860942,44.76487004,71.00750156,9.921631314,8.616766762
FPR3,487.8195455,291.1836814,127.3006117,407.9557023,2.841753968,385.4593261,180.2408505,189.3756403,727.3435476,184.4889707,178.9838523,170.4542091,6084.474588,4425.227638
STMN2,28.64713249,21.04407963,939.3118563,29.41451912,1.070253968,32.18304514,31.97180851,26.1347646,43.10972182,35.50428526,19.11853178,26.99090111,24.16828385,26.76220684
CCL20,59.75654515,438.7809798,21.15366928,42.87542053,37.78457701,1382.341471,25.63601685,55.16574454,34.21418212,31.2182789,134.8089642,1752.426653,2243.180469,193.9506
PAX7,76.79053206,47.75806748,62.35606746,133.8649394,2.12831746,43.66298482,42.58791516,44.65426298,49.33840845,54.36288532,47.75806748,54.83941553,34.46158633,39.23817715
VILL,130.1880803,39.7727951,98.6328601,125.305705,890.4959246,357.5968162,783.3725706,879.6270923,58.36350027,564.5428293,368.001451,603.7016217,103.565114,147.2906027
