,mix0,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10,mix11,mix12,mix13,mix14,mix15,mix16,mix17,mix18,mix19
FASTKD2,33.3796446104233,17.871168785160318,20.852338854498857,26.961789794187002,22.594593389531383,28.48466030466689,35.520030482772086,19.855542371200862,13.527492368927536,17.65571539086602,20.515997232818794,21.850881853631712,20.385463505786277,21.03786404235978,47.5384886962249,24.584710701330664,12.899763266916455,33.34943652217224,24.095332112431592,20.926171889846785
FASTKD3,72.2509098018241,52.0611378237213,59.65639279132712,38.28786288919089,49.28415073074446,67.58151171610936,63.57988459627142,61.46278677385606,64.25624853138844,73.65268482877306,85.62553063725662,91.74906531218335,74.55180321612497,61.32765885335516,64.54315400343648,49.502553163259385,67.44065230224746,63.28203997030339,55.9172906683844,54.1024386299355
FAXDC2,47.48533837772595,64.87978115798862,59.2008156252813,47.08566191903549,53.911222799548014,55.94881089953551,63.816265364260666,69.2955613801588,67.1567469838027,65.16322764717107,62.7899977191113,60.428190707850945,50.05512400151273,54.69218140096411,56.37385889646293,61.07460908200267,77.0464941447879,69.27460125017588,48.838645308668546,53.415888821377806
FBF1,30.92836349515629,34.75653541875842,31.769281594159587,46.091180582246494,30.208615400753686,33.49780996108285,31.29484911018195,42.08825539014772,31.10077304615868,30.278861899374668,39.00571660762254,35.79975988980878,26.56754606200358,39.59665041262139,31.026743634215343,31.013415009308076,38.058720421723145,34.52042116677636,28.860659974326516,34.43338762738326
FBL,497.2079232641196,422.54286105641927,465.49457302411366,436.82274736410403,685.3999079796578,705.0763451446035,785.9211511787877,484.945468342561,568.8320127599819,442.83500045680603,468.5858385101422,826.8426052885384,481.7019870820437,491.9368236152145,799.6003416676979,477.7907530983792,409.41639176811344,772.1811141181881,544.1993352957419,402.9412500088719
FBLL1,26.397776995058262,34.193014302193035,31.19914836606697,33.171013148935415,29.16711891266446,31.534800571572177,24.952076414306454,35.61121625511975,28.280809847441443,25.6993979318423,36.57973153239102,27.10077377593889,29.784484406880786,29.232462767463097,28.047177684725305,33.09433938769738,29.501123782039038,31.57068993533417,31.278870288658457,34.04320509024126
FBLN7,11.849519270457089,16.214066074207004,18.770252281312697,18.961042442158863,16.917100219031454,13.358434091124396,15.150079459720391,17.527200035428404,17.515423036495008,13.003654715715998,18.39491470689038,16.086924109049903,15.787602219142894,15.77305562323673,18.506336210858535,11.369985089904247,14.126505644562455,17.10695205198373,15.9331741065631,17.290758326884266
FBN2,67.21474431698732,55.33308093851896,54.451691863593126,43.31518885955521,38.965040974532116,38.71923886804201,56.413392399923,51.35630254213923,77.67361889031056,63.28037049783232,55.12227310665578,40.21099377581728,44.88631451255832,37.50887447050037,39.29406495443931,52.94340628242672,56.823353627954205,37.69330351751854,75.05995986017166,65.27100543315338
FBN3,29.726969949874494,25.249733099164317,30.084406414758295,28.194204437858254,20.697839603187568,30.898471796047158,31.822212546406682,29.763643218293538,35.09963772858726,29.53743890191629,21.038352805420253,18.997565086336493,28.3531068303793,27.587300148198572,26.654447265621844,27.551848424404135,24.741365773171097,28.084843896127612,26.213203443096734,26.23716626932792
FBP1,68.457680287378,119.63186691276044,49.610222939196845,27.24384064837449,35.375730164277854,30.735428891587837,47.02880936027397,44.44167873592991,37.180588329319434,30.643739608636835,52.44035060655512,62.06199495461295,50.80817321439445,73.841334029829,31.569215361687895,34.886528245982376,54.8118361461766,36.900356085844194,76.49956254186239,106.37903247584012
FBP2,22.647325950080596,23.20579535333631,28.1563685191662,18.224026783688785,21.942767679312084,19.848894304914523,28.55755187378676,23.970357616123266,23.05120912579197,21.405185530510693,17.854451000387424,19.37597114394963,22.80652238232145,20.623734579185648,18.674510425751585,23.812401287305732,18.158653676747996,24.556354526554365,24.279694767204994,20.34110419491487
FBRS,71.11661364830951,67.91554354570508,85.30705881368627,77.72752447141359,56.468759435064115,68.00649435338696,80.19266968298135,90.11294085756066,90.30139884239895,84.58737201644756,86.66455763968159,88.68421529140025,77.66204808898212,72.55167704535381,79.87825780914991,91.86112817841426,72.18969436356093,74.41921195749394,81.72284368017505,84.8071645247654
FBRSL1,98.98917670405623,74.41206711770599,78.78489485252848,62.61493719840831,92.65719593116992,88.06049518324721,82.39697268547815,93.76763713063633,69.73594386954865,98.77008980448967,107.70416899809337,80.59378989966538,95.62246152650265,143.31500751101717,78.14231131494402,64.59534499460523,52.09457315043782,70.54565731808233,98.27393879317015,76.11565690046696
FBXL12,109.95502115046884,103.98383976871344,134.89701626851792,136.43437155442876,169.52968939979428,116.08630995702416,118.0015363090929,152.30119433621894,102.65368089853145,113.01435087968666,124.32726651753595,140.45877493083617,153.66654730116983,132.05483252112947,119.31908004818646,90.88758049407824,91.8898409507028,131.14443139978687,138.08266174471618,106.86214986037302
FBXL14,145.06984648996826,111.9808679957418,131.7224487167926,103.18081865851121,148.1603405286238,113.40756150709666,149.91201282839188,123.02162100856992,122.5282868907642,129.06258258045446,164.34599993897697,138.24812014946238,208.07006462916888,206.03924852226743,140.98745588597657,125.09423107735645,92.15177609124058,145.18449108143665,113.3096538993974,108.91164521022041
FBXL15,59.21099193372699,57.49590576560429,34.09490147097951,26.387243095088756,50.860495766199506,50.32253781237578,43.09662107656058,44.40020979056638,56.04197484462629,39.98611406886835,58.78158966089836,60.3856242822637,47.90480552968091,53.494413805880804,44.33746594945925,41.461821593383206,46.538149943576194,36.965174153791914,51.23465299612304,57.9402042468517
FBXL16,50.79671879478451,84.53156498158067,44.398532471869174,52.87812479435128,104.40699768753646,85.96286640143282,55.86507288197217,54.019960894276615,26.37967520762725,36.22488231820654,85.60731328040364,181.4407435978101,116.00432539084017,84.61832269820802,80.45371872618198,43.33955331463275,37.44807719407701,88.18787611365197,85.90987626034584,65.45869866564475
FBXL17,19.07273103022765,15.447632434754182,24.878429341172883,23.384345800812888,25.505532035482197,26.2091173065213,24.292240420484397,17.68913491099495,14.360324191166873,17.37233520506929,15.188542646472598,15.455428995763974,16.375889287369592,15.173885670575652,26.140786856159046,21.86204479923818,14.100840376460436,29.92832924001986,24.49826402894175,15.89869803700807
FBXL18,31.429736256621013,26.921859674367777,30.97896216490333,30.831781930527313,21.863899190903002,26.960018822092973,27.98783481379421,28.70572462435844,22.861386591723722,30.119793612741073,22.64483742589276,19.602945311317438,21.247546727614978,20.152687994366534,26.986527905197264,30.643100594741668,20.326033144580453,27.352004373861405,27.946211627280967,24.053411871786775
FBXL19,41.560008231123064,42.144799199644766,33.86575061199207,36.79444751871334,43.01825233960512,35.473587480497194,39.7316106243943,39.75079799708211,39.16716425217765,38.024687917010105,33.6089318861062,40.58058610123565,44.13058113077197,44.96695153456263,40.78964795205265,38.05093703087681,34.247909649020656,42.77424545299904,37.06309588639525,41.47943675862925
FBXL19-AS1,23.543410820859524,28.300991986952187,30.009943988617504,27.06484961860749,26.386057287249212,24.831299383020205,29.574723383225184,24.39983092255671,22.83578065905037,22.822771812485897,23.95415820324302,20.861632514908745,18.36605655224327,21.377179384724524,30.509582351316364,25.44477483598991,27.275884745559377,26.95259556045201,26.090389992024615,25.308998832417156
FBXL20,27.446939549224926,38.059866130300854,26.262646154505248,25.491421045972764,28.116365776331886,27.647580975258457,34.5861659703102,42.60907439497397,32.18215663871037,46.96716127849333,44.097276348022056,41.45968180599031,32.056452576078335,48.24004192431451,29.901595110805783,34.03124212317335,27.572315185163074,30.026909264903544,37.6396336779107,41.161169599047376
FBXL21,32.56171682014359,23.556708481566634,37.8076579712947,43.86929406825786,30.766172055713653,18.637915480847,42.85573104150738,23.858353210591744,22.92781382090188,25.715361044364506,15.209731925908127,20.957626480919238,17.42715692640313,15.068207808251985,26.513363034570382,28.216722602286858,30.008384088225334,27.808559306986766,29.790701010341113,23.17841130658303
FBXL3,353.990520490997,220.4146454267549,291.7245257559355,200.6538531892371,280.7133031219573,296.89691213425135,291.514555947012,255.81022763115098,171.55875777523067,295.75687854928213,234.54991555438022,209.59440029046993,254.9699789760786,230.60913470083386,339.32584947494547,256.99396919054794,205.5327409972808,250.27025925611534,299.85173847112515,272.37276282781323
FBXL4,44.10334723951148,34.72077297209866,59.55015571038195,69.0369842175059,49.373759519991395,47.830563544581736,42.74565990025202,44.422055148287015,45.412127998735194,36.18344753864818,24.59883993946473,36.55850662218417,51.48316864811617,40.890412677012364,55.87202116896776,47.51848155984284,40.8360630654027,59.23359943351111,47.24199211794787,41.737078392176656
FBXL5,144.32742277231347,137.43338896634168,195.46380114754035,196.12487392877333,116.78750043317115,68.61146346187607,90.01675883313791,181.56559315702918,164.34031532081562,183.90532174518674,109.64910555023275,107.6834674429,128.26900305092772,127.67212688329987,63.76918187297241,193.81753874066874,189.4671428059212,127.16271564627988,115.73334840181252,187.9643109105591
FBXO10,32.009702395173676,25.576348634422196,28.322600521727693,26.427366637683036,34.17751185224588,39.42791178501071,30.629053207724972,38.975221998449236,32.47133251441281,35.08546691282441,40.220499738164605,27.42530222539909,52.716818819799855,25.663146414021515,28.401153028836035,34.176197491673214,30.611302652601427,30.02780615228197,27.738336290896378,25.271653990199443
FBXO11,256.03898079596075,210.1112919577615,227.5424807835429,191.61761087331,210.13602137726124,226.9109250058889,210.4900901448773,218.85306089871287,203.53072643333306,178.3433008650924,203.40903435908157,200.4943752361736,255.12713780554392,252.70841641043182,216.53531093431775,176.94680547339487,215.40267205301402,167.7757920035716,199.49359171207007,222.5579922092854
FBXO16,124.71324068526317,117.00855538346778,88.74239556293668,59.85015833567749,122.82363005921897,138.34825881604957,90.45007208471021,121.11373268907066,55.41945757910707,135.83776078088485,191.2496606742009,129.9014843236885,180.92333766620285,202.28675534269777,120.74714507140757,77.6600294312773,67.6674744082981,72.37523229750212,121.73128877608058,98.90377933687728
FBXO18,25.197099295903335,25.13454716690657,31.848330421046164,34.70972504880107,27.83028891414724,29.442103658079617,29.67199591831903,27.549320892092773,28.747026234800384,27.761082323831413,25.629640733366152,26.812240428419525,26.37916883373284,26.50861526591209,34.03505846751394,27.863912021588334,27.14065109949295,27.06889765889895,26.910998221244707,17.6244807027325
FBXO21,102.39050776319596,84.16627007499685,67.05956052936143,67.38959112368192,130.45706737745047,94.68962782166881,101.55971575887106,94.42289230025112,44.27367795027402,108.73984229118635,80.11567545050225,101.41630726075358,125.7842103220251,88.76259820081765,117.97599788163325,91.92182118820139,55.772382007496844,109.76641293739586,90.15849420775577,63.169571759900016
FBXO25,99.2688914037573,54.572210255846,46.65505678566104,69.07336287423566,74.8846545430197,70.26805535231662,68.4562514542032,86.83591908950008,70.26937878128889,74.12741730551372,67.6266429155022,61.86670913826369,75.52813018820476,97.3915549032434,99.67089789948706,66.36603580344729,55.81459889412974,79.098204489657,73.61058568818498,73.20371664077197
FBXO28,44.18374177375324,41.42167443176503,38.84315495811484,38.836316050321486,40.873668024997336,45.266337255034216,49.88849142876765,48.11279619671238,44.30543566599954,46.20962097541835,53.55453174168656,46.61027439337447,45.291517967463726,46.92811622695832,54.17726368164509,40.128064681632836,46.22139275737506,46.225341186339605,41.35907024075518,38.758490234500634
FBXO3,27.288225232651335,29.813742879385593,27.741998544678065,25.503671984320256,30.31360824819894,29.92058764398461,33.76617622819554,23.859695857270207,30.30043328540956,16.666148957126893,30.68625351148658,32.732612451412315,23.96440424776334,21.798769443076797,37.866315606640576,28.8298236475816,27.71564347813648,39.76401457217453,25.089889283331736,23.121588553695073
FBXO30,43.08713533336491,29.846269464429067,32.73440617137223,35.032721711773796,32.36855730365387,34.542565983028545,30.68249268335874,39.56212400711617,28.36628992013502,35.232588833250595,34.47909758019727,45.75890974163756,37.02598466913859,34.374560145039354,30.619333008612386,41.680070066028286,36.68811449723002,35.62914687288376,28.03648906242771,41.99432960435354
FBXO31,36.81776142132861,40.26354834918126,31.191604101108446,35.08246654115223,62.544428637746336,77.8101210797235,45.872366099738585,43.425138001584116,82.52923050128234,54.27921806976457,77.09687124903222,61.19526234722151,61.01719996767197,53.75191768717909,65.078531095182,39.53063861711021,46.905789504127995,50.716447776225536,47.48783883883033,46.988641237184964
FBXO32,39.94548050577187,18.238864379184808,48.69357835165572,44.95754998038047,47.24463687454912,31.67953845597487,51.001611276285864,17.741099936620806,14.947992582767029,18.981131683457985,14.569554351610218,24.280827062335426,18.94734099030692,15.956413315560836,48.642235620159,39.739959759186476,17.892665895836988,34.13131038667099,27.308129230137702,19.52366683308683
FBXO33,148.31788159808954,128.4680329998222,175.45878592542246,224.6409802016935,162.87382386345118,135.8820911134154,173.19364622953714,155.08064006079368,131.92722583371796,131.3141192579077,95.62906496682554,116.60394668986245,142.80391928362766,106.67834825611784,196.00356758659962,130.89713457323293,103.81978396499224,201.11540443417658,146.18468297071183,155.40757762616192
FBXO34,160.19405684100656,163.66990154210086,184.62107669712353,191.20857936729445,186.83175920776458,213.89966714861657,157.30757180101094,152.98594918597752,175.89471181171433,177.2950121998734,231.19774178990312,156.42749537771329,187.26628896365773,185.5207658332263,202.47020140478242,140.23639207407814,145.1884693653795,189.03387790441292,141.23137250341335,140.9663938497962
FBXO38,83.99030252518521,80.30058787295056,141.64081086800135,132.30912505755808,87.58157219635967,84.62457252854757,96.90595591173157,99.19439207779003,121.66082368834218,111.4026346912234,127.01720567487287,111.89754680403308,109.44156653137449,96.34207749804354,74.64950854979432,137.3936556217422,100.5395194472425,104.86113323168735,100.67269815592242,133.1995762060765
FBXO4,41.4160683082646,36.75207416281251,41.61395629546458,36.918304589581716,53.46729190024148,61.40328290333401,49.24372938951342,52.46639605772953,47.372100827401496,57.75146065638015,60.433237868462996,49.00283829305225,66.28322141139603,59.560738207315616,60.781546991691116,43.592425879246655,39.6394367749367,49.50691970209618,52.97688074966821,47.73557693970418
FBXO41,29.005715686611396,30.06941757063654,24.98128919120534,20.317682665126156,29.424905460521067,27.098227229206156,28.63978278024566,36.33385137035419,31.62088583373348,28.95451803521095,35.68435595614582,33.27090933475836,24.65278328931078,33.30265895448329,27.126469590054242,33.23667992313316,24.454136637096376,29.057762731945367,33.46253600742998,28.236470450291012
FBXO42,59.11785532622925,58.954465141245436,47.386923379292355,45.760045396337446,52.03305534489272,53.509264183084994,41.03305042035136,44.8754349693735,49.837669185426876,73.5235878470697,66.32474254166924,51.92982089895785,51.649174796839404,73.59099150944846,48.86185406210987,44.4646024761592,60.237092501290796,55.37705563314096,57.278794042179136,45.30376391624003
FBXO44,34.401885871271816,31.156351423601652,31.504680884897997,39.048191417013584,32.327184412945485,36.153888002843416,32.57175610605209,33.547194645615285,28.733985932804295,26.71652265785605,28.3795917008992,30.648979853098716,24.012709744379304,28.02523189449542,30.29245319677442,37.18091322960706,37.655486241405825,34.34813755704801,32.301527473090566,29.752642387348892
FBXO45,23.653294508815737,34.1208816909052,34.735090342345316,32.080856015817574,31.936373643576857,36.24909369847524,36.14051673416847,32.14261647146036,49.73254180237516,34.72867017184389,30.86633281615957,37.74760121617603,35.85729332171803,37.9465514700365,41.29723089420752,26.209725857471796,45.412723439932016,34.07040282841352,31.070034176373156,30.64173955160039
FBXO46,61.785560508584666,50.77237952980687,41.540800671216715,51.993621796017884,54.99018849434721,62.053519982663964,58.167197499431964,57.386280803098344,50.14527106281847,79.8462135438124,79.23301708758267,58.535273291136875,53.25413225364533,68.3654635839706,59.82562805554724,38.94156824923601,50.929285927492394,58.85154899262016,61.74813224092255,59.528310109852434
FBXO5,14.970276769688525,14.274010842011785,16.968217056533934,17.118749745808536,18.89900714153469,19.36371812277765,21.108512542024783,15.65831303873342,6.761839517654116,14.716799581486976,15.013866268559697,11.343970154234196,12.351409997223847,17.29293992364016,26.339052321027438,15.600577242641886,14.218391327794807,14.045828678161845,13.675042773532692,12.066317820902565
FBXO6,43.11789044137961,45.90694286494743,31.54714640569715,36.979612293916354,20.183422764237662,49.29851746568565,32.92113017703328,34.96164691942438,97.05072305457588,40.78909476584271,35.9356404996646,36.316812971250805,33.508796831201316,23.841287855988178,48.714624501874376,39.0179197503966,52.789958706136474,55.907730398391735,40.3020153158004,43.30617475742124
FBXO7,100.29330350782692,35.48672261539647,113.5145561142033,147.77856917456845,80.77278987234207,49.27241127337473,128.33745194397457,30.51687142037393,21.713291536618083,44.07153806262113,23.51506186587566,33.933154321411095,25.026821099417937,24.33052840974432,116.21264929747215,102.3365830741522,39.86182033654591,108.00847689118892,68.76039134710152,31.153410541296402
FBXO8,25.058072460492056,23.368625624886217,32.33707744191088,22.739279591001402,28.8417261808721,35.149806818385635,27.216896294125323,30.002988996061745,23.779945047988743,32.223384083321235,27.7356956510898,30.177829300753555,26.010163553189027,31.648105245010495,28.862999075307627,32.6383757794116,21.43599593246075,29.138868486878813,32.46389088112281,21.087254526954105
FBXO9,27.408498597825258,23.624266101588876,22.08025468798771,20.646833760652193,22.24253166469964,30.499433958100273,22.77805146739083,25.47369310901262,21.9380106339195,29.028331107811052,23.466048297037528,21.805051872882032,25.34535901483414,28.553415739970934,29.014431796785253,25.468140591466174,24.484340644260772,32.7343250699306,30.562431231341122,30.098814791405108
FBXW2,49.193199391658524,60.78730686037446,45.48879545126476,42.73878141444571,43.60041987591577,54.316419732382045,53.04768578025288,49.321996948334565,56.32867493116409,57.18158900772644,52.16028986744392,53.727516753780954,58.26378402713941,65.81575873611513,52.4226503019957,51.74184428871327,60.623608799018506,58.207898137673084,63.96461750619215,56.068190867876574
FBXW4,84.52953510109,72.99717315855462,71.38844957483283,86.41966929592145,93.50784299513568,95.24707263858802,92.32795649251088,71.93452597979972,50.606311505839884,89.74437031302786,132.14292910716497,70.91645606972556,116.6772521426435,103.08237177267979,88.52870359115235,77.98186122884053,67.83561918231753,85.38397636297853,65.97663710004576,64.61161614810595
FBXW4P1,25.915831543887904,32.759855814857175,25.841713394655365,22.35965900097746,34.163500407991535,32.01599849464801,26.421079678450486,25.63900680571813,26.49470491568969,22.93067297742519,25.58687095174589,34.259997808707354,20.459012969844505,18.97687828827577,30.505103763246154,28.922743089204577,26.383282644199905,35.04821994670992,21.26350199996919,22.553537193507186
FBXW5,72.23318476027431,80.41894084953681,45.32474930682119,65.44722006732087,56.47358979267503,60.50543330218693,48.31725551270623,69.41568449252892,57.04715289988029,60.817233909487726,69.51473835270272,66.34965540868906,62.574494954233174,79.14758519911082,50.19948196274282,64.69481935249476,65.51009901503583,66.98107891581283,54.444455796312084,72.56397739739579
FBXW7,96.22391739825822,95.96146138539997,68.78055006790527,64.63179683429628,80.03648587874716,77.4723037252222,66.84390482104033,69.2490151634337,83.97657506673167,87.20789937247253,99.91748323208941,92.29005460122342,80.33580762241742,109.28420032472819,65.43136873402315,68.73487296664243,82.53005668721036,55.670672086683155,114.5249655699949,112.70211012526937
FCAR,12.836791952722937,20.33342619513098,25.415175027377444,25.841147931369836,14.440897310353005,6.525039764110938,12.783254685072611,19.194427959038645,14.077469752417432,18.59584620500723,11.74302853814581,13.634202937783883,11.51545562655532,8.433263970364353,9.355830031916529,34.299134883786174,22.89009205477417,16.754419660367137,12.793688204002242,13.037492327179557
FCER1A,56.25663934790938,77.22631123941501,42.279648830240404,20.551043504742086,126.29211050861073,46.18754105819427,50.98089864799059,54.13934607478083,57.48498325699534,45.61484545536064,80.40311409640697,171.44810520671436,89.84498023876615,91.56392659906925,54.469668492785104,21.367401058713813,53.0054256285182,58.37848414872159,92.67659718181629,78.97551748332006
FCER1G,604.1040725752914,695.8984657576535,492.04927073883096,580.450923881595,191.70656928525082,354.27599069207974,397.9765089308742,414.51823968578714,715.456295508856,593.1405331531993,442.4002106102625,405.5809948301824,500.62478456570386,351.10332111324993,309.2002897246878,647.0544762351094,920.5230273191959,436.9682476829335,467.11544071048957,825.9685401315182
FCER2,40.998324454461994,32.18556816243628,29.879490923076574,15.230496583098114,50.33312459103332,69.25012220601322,20.2315046261956,67.9967165891046,12.067537837300002,61.10394775661276,71.43017641731952,37.33187127316999,63.8647732936813,60.31114025619797,43.125401005710145,57.38004748598697,22.267071503905225,15.600483833315986,34.76084766443383,31.005907955497893
FCF1,22.449061655513272,15.971285671505898,30.353079786800926,25.202645174794437,20.859185793356193,22.66088749799564,21.312857527259805,16.06574031976557,11.76136199666375,17.858961889400334,19.167985150843972,17.761559807792878,14.370130468354121,21.64854323325281,21.49947787525882,22.688684635548547,15.620937196366295,22.03107008765202,20.79894236142863,16.676934683676656
FCGBP,36.23278755104571,25.979702712884112,39.814156964245626,38.11661365689169,34.54041607893291,32.37810966158769,41.762488719078426,30.518749160897503,19.350150047853607,27.32746056950449,25.21658920982221,28.128301281301077,38.05914830907777,23.608711008401002,40.00292342991112,35.723124068239485,26.482425736705242,49.9481128282957,37.49077174103468,26.950648389199564
FCGRT,326.89768108903183,322.1043787630556,303.78215763597444,307.2812716244694,174.25099660044862,75.12870201278979,161.28011197201573,365.04231222817083,259.6123864681259,307.5140659707615,180.57150432608094,293.4325554275451,224.05817562683146,191.4508355065049,96.81774542429173,407.62695597493445,346.1585528994279,190.04274677213593,223.83619201929534,416.7183135344353
FCHO1,96.06653161354818,86.04415681285172,85.07851780388228,61.14252648323789,73.39903554460041,64.5459028592427,64.82614295052582,84.57372766195402,64.24983024621027,66.381656225318,92.90215498085041,93.72477585487336,86.75517892848579,62.0826728709342,64.6268395739056,66.376960347874,54.16432270034133,56.820169590501514,80.13020476562272,65.29339215777948
FCHO2,81.2607810199288,118.26887188609167,105.74046271969004,173.60454208700256,86.31697214670051,67.89023913077067,80.35478000881,153.69202414057696,145.96662916118018,116.76876589848129,90.3926133938821,86.10545762372591,77.17606975656946,74.7135440110327,50.23228884524564,176.15470880562034,147.0085926071461,120.31088816944366,70.67416536310182,153.42749312396816
FCHSD1,21.629752141122673,27.740812694834716,31.093091305498568,28.945586634800165,31.912766598383634,36.148425739632486,30.66210628159015,38.27689160380641,43.643543366377514,34.68492148907664,28.721008262257662,35.15586131798538,39.070856086685666,34.25141421233307,28.858920428586018,35.177673269524455,39.77397541774755,30.099947596911257,27.96894584342548,29.246191425285307
FCHSD2,31.22855421180735,17.295763588874358,31.09304585155861,42.360717095864516,22.452218958411137,25.02234168871678,34.9090740579133,20.816453574306443,16.755240423845763,19.158643236703963,19.689666775388044,21.026777364998658,19.2562344834051,13.98934863308385,50.449425382165884,29.290161655314073,19.112806756489583,26.081876773715813,31.85000525333891,20.222692388898793
FCN1,2013.305783853335,1582.723362621532,1001.7476419657825,512.941051219677,411.1610487161481,438.0747609937345,698.4103642976238,973.0390310163268,1661.334518668295,1474.2822089033784,908.8036310786515,1783.9822154151882,781.5781122757307,1677.3280777512218,447.79142463558657,815.6702522991379,918.3457295425903,344.0828730530545,1281.760785143318,1584.5428992993973
FCN2,33.09756293126705,26.832223182107487,40.061320227734626,33.15840239674877,18.145600961499976,27.18940956629949,32.657710549896095,27.41638095224781,19.88911786050435,22.979042626466796,20.85430957275187,20.900167715821016,23.53125726016325,20.241796128156984,24.96130430740516,25.450149236306412,22.2823079603626,28.05818685594329,21.54744484364007,20.48812770045809
FCRL1,106.91979539378679,74.27302011833007,97.20126176162528,19.533168816641698,169.42387176825352,263.05656538768477,44.149437602817045,163.54960440110835,18.691103613539045,147.96804729383032,121.431414321576,86.93951148620117,285.73466750928367,174.76373610936776,141.65176125713865,126.21441803264145,47.695095690543766,27.46815172562097,135.06526973578647,105.46252082983145
FCRL2,12.135868279973252,14.230039780710625,15.46884165769847,11.47980479791153,15.471495727394965,15.133265840585096,13.83371982032103,24.237232048073928,8.18453351418189,20.517913122474468,11.776281070584918,19.993048670605525,18.3663507870948,15.723522789810056,17.35024683769788,12.221223296784732,9.31244033848819,12.756444110250769,11.988332343023016,14.364123560785293
FCRL3,75.36705314986253,46.01175757960294,55.03371225652926,40.88854627788587,83.95607589951788,108.85732872778613,59.6936115388138,47.554856720549715,30.658655309122533,114.38212999343087,122.36807018612187,64.38567846676808,110.31457385935411,123.96192703565994,99.75769828141914,103.65231240087512,41.5702781290685,39.08666855321016,69.68595310982775,38.63967629190478
FCRL5,14.808259811198273,14.937227067884542,12.074386567828174,6.72355333721435,19.298351799258235,27.03281113031015,9.688101604937696,10.17317467376129,7.649770862325551,35.76132059465804,32.568647737099646,16.152275698352366,48.932443872143736,44.302489393220895,15.428770178105552,23.955604680565475,9.473287150405575,7.667001069623124,20.273642526274653,11.531786957652892
FCRLA,93.08341842655392,33.935411847412226,58.36612000805797,13.295403036595776,55.035917801353605,157.07263285098082,25.817865311397398,115.53696777395832,11.503713173014079,133.9573219133344,184.01059817896999,91.57409011278936,185.9221030005422,172.52502775337913,29.826225876892117,64.87278476028233,35.278352311892334,14.188422981769886,86.31882069774488,35.69059544456778
FDFT1,31.096309622108155,39.517020730835,32.23759016933502,27.85449671131013,48.87130058379693,35.98484826952549,37.47845831612763,35.932796401436306,22.3362563149641,45.22600442202145,57.07563435251922,43.0394942876581,42.584488443322336,44.45726484733896,32.835249089609974,30.115734503898814,37.41971322967051,29.94695092379803,38.937075318803736,32.632969753218504
FDPS,94.47833745745568,101.2800191022247,79.25037314591299,56.34755415678857,78.38401686748047,109.86481794689779,67.30710821450145,109.12667813625319,140.20510889516842,110.15211774775463,110.81363903017963,104.07789695825544,91.68173073089136,117.36936318749507,96.12627428838724,73.75263159192713,70.34014140226604,104.30594134103595,113.85793408064737,96.49102147113864
FDX1L,33.956619684229764,38.971606194134466,37.14804944968355,35.39411936289359,42.20514019589303,40.56280049687444,35.19005085953654,42.79261041493855,39.17517018948592,40.00441088610797,48.98151406908669,49.13715250391229,37.71505312441845,54.353472490061826,35.40207015877082,42.563761237685775,44.636285310513514,33.076001229027284,37.46166082428975,39.97627487208649
FECH,21.531724413634947,22.86152057688563,20.086759873829635,30.478577097638137,22.73546982027095,24.17524973089005,30.397382355272345,20.234406193185965,18.74862291230761,18.301635728952817,17.034978517855997,21.4969995426642,25.269427494440563,21.07764176278263,30.4930165423024,20.203526016460614,17.044590881966435,20.373212988640645,26.369822508254913,22.31329165289489
FEM1B,36.8494484415665,35.231722973975096,34.36707684871866,27.734031596552683,37.50676030949797,28.867768057406366,30.497770382235565,25.49655153234778,23.77519165993447,38.518851661303096,37.55323625821599,47.54641728134202,26.815483010845018,36.22730876157225,32.932113531504605,28.51386809238019,30.810880174492144,31.536661292645263,37.961446701119144,36.81283912809096
FER1L4,29.93047473727689,27.587291202487776,30.83412623991309,26.973242769951742,24.486613301200435,24.280957563075027,27.52646830453517,20.460674582717612,27.6233128705759,24.534690111219838,22.02047859881165,24.672967689630774,28.509445463634247,21.81443496630991,25.523945821008674,25.04095241855893,27.976913853398717,28.2448279086598,29.51800219351844,29.656130203977284
FERMT1,22.642736363059143,21.423998545985917,19.229728188298264,36.76456983432328,23.937065271756097,26.83855946942981,27.973839994383248,23.292104969802132,23.82646903847212,19.451378887050645,16.434585803238036,17.085557304153127,19.979317674392266,20.794472418690145,29.36299475277376,22.906440391767262,21.92664635741369,27.511509205242433,22.47714214958362,19.770023056486764
FERMT3,276.71313426221195,326.79965209988023,238.81588057586123,208.14990735574344,219.4482537571567,146.8457391691784,202.30538176969276,233.81262013485386,325.69398701624687,316.47325140628845,263.97850586768374,361.5739387126602,212.3965354687007,253.63426781201503,159.8310780768695,215.30614350497936,273.64442389270613,215.50873193714023,320.123461719652,323.76638815409376
FES,164.57264773266604,145.02230557345737,120.00664607391157,66.45796335595546,45.70016853615357,52.632992856556385,58.701547848356604,103.42496733957377,84.05449256753354,98.14509661820645,63.94599869568469,103.31475069279837,73.75948823442053,117.15666623792553,44.992798168445404,71.12709381076864,122.17614802515418,59.28878550087103,94.00686437396288,121.806386511508
FEZ1,19.61421149770948,54.883291192361426,17.831456743574698,23.92679136041707,12.636355836605784,54.471946429697454,52.633271135124126,15.85920011046275,89.8113383525388,50.90339727266243,19.459812888889545,17.22576132415642,43.164170828669874,11.100015842294257,57.6118149898441,31.15508743802563,49.94168965057645,57.217836271689436,34.00516057107048,27.668525249393163
