,Tregs,memory.B.cells,naive.B.cells,naive.CD4.T.cells,memory.CD4.T.cells,monocytes,naive.CD8.T.cells,endothelial.cells
LINC01388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01389,0.0,4.777155415,6.482164442,0.0,0.0,0.0,0.0,0.0
LINC01391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01393,0.0,0.7565134640000001,0.7332284370000001,0.0,0.0,0.69,0.0,0.0
LINC01395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01400,0.0,1.218250298,0.708451974,0.0,0.0,0.0,0.0,0.0
LINC01402,0.0,1.654025853,4.8093478119999995,0.0,0.0,0.0,0.0,0.0
LINC01405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01410,0.0,61.82343572,17.44615456,0.0,0.0,5.07,1.38,0.0
LINC01411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01412,0.0,1.274787881,0.0,0.0,0.0,0.0,0.0,0.0
LINC01413,0.0,1.195526459,2.8968221919999997,0.0,0.0,0.0,0.0,0.0
LINC01415,0.0,1.4511736259999999,1.731086005,0.0,0.0,0.0,0.0,0.0
LINC01416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01419,0.0,0.0,0.147031343,0.0,0.0,7.36,10.17,0.0
LINC01420,0.0,0.0,0.0,0.0,0.0,22.82,33.33,0.0
LINC01422,0.0,14.14268872,7.9081069070000005,0.0,0.0,0.0,0.0,0.0
LINC01423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01424,0.0,2.237988424,1.735283595,0.0,0.0,0.76,0.0,0.0
LINC01425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01426,0.0,0.0,0.0,0.0,0.0,3.28,5.74,0.0
LINC01427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01429,0.0,0.0,0.0,0.0,0.0,1.64,4.06,0.0
LINC01430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01431,0.0,8.230794525,5.318303763,0.0,0.0,2.86,3.57,0.0
LINC01432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01441,0.0,0.0,0.0,0.0,0.0,2.82,5.3,0.0
LINC01442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01443,0.0,0.0,0.0,0.0,0.0,5.18,9.2,0.0
LINC01444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01446,0.0,0.0,0.7702686790000001,0.0,0.0,0.08,0.46,0.0
LINC01447,0.0,0.167139882,0.0,0.0,0.0,12.35,16.53,0.0
LINC01448,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0
LINC01449,0.0,0.0,0.0,0.0,0.0,3.45,4.01,0.0
LINC01450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01451,0.0,0.135488319,0.13131807,0.0,0.0,0.0,0.0,0.0
LINC01452,0.0,0.0,0.0,0.0,0.0,0.19,0.65,0.0
LINC01455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01465,0.0,0.47574558,2.65133891,0.0,0.0,14.05,9.27,0.0
LINC01467,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0
LINC01468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01470,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
LINC01471,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0
LINC01473,0.0,4.773860825,5.860770747,0.0,0.0,1.02,1.27,0.0
LINC01474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01478,0.0,0.407122376,0.394591395,0.0,0.0,0.0,0.0,0.0
LINC01479,0.0,0.6454170810000001,0.625551534,0.0,0.0,0.0,0.0,0.0
LINC01480,0.0,105.58678629999999,131.94705459999997,0.0,0.0,0.0,0.0,0.0
LINC01481,0.0,15.86155373,13.77268752,0.0,0.0,16.65,15.01,0.0
LINC01482,0.0,0.0,0.0,0.0,0.0,2.25,6.06,0.0
LINC01483,0.0,0.110585481,0.10718172699999999,0.0,0.0,0.0,0.0,0.0
LINC01484,0.0,1.96720375,0.0,0.0,0.0,0.0,0.0,0.0
LINC01485,0.0,0.7528111140000001,0.0,0.0,0.0,0.0,0.0,0.0
LINC01486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01489,0.0,0.0,0.0,0.0,0.0,4.88,11.18,0.0
LINC01490,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0
LINC01491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01492,0.0,0.0,0.0,0.0,0.0,1.38,4.3,0.0
LINC01493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01494,0.0,0.0,0.884805829,0.0,0.0,1.72,1.41,0.0
LINC01495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01496,0.0,0.0,0.0,0.0,0.0,0.58,1.44,0.0
LINC01497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01498,0.0,0.146825712,0.0,0.0,0.0,0.0,0.0,0.0
LINC01499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01500,0.0,0.0,0.394765531,0.0,0.0,0.0,0.0,0.0
LINC01501,0.0,0.0,1.137125457,0.0,0.0,3.52,12.4,0.0
LINC01502,0.0,0.0,0.0,0.0,0.0,0.67,2.74,0.0
LINC01503,0.0,4.632102515,0.280595575,0.0,0.0,25.5,15.34,0.0
LINC01504,0.0,9.762655443,8.734307824,0.0,0.0,20.21,6.61,0.0
LINC01505,0.0,0.0,0.04086891,0.0,0.0,0.0,0.0,0.0
LINC01506,0.0,0.0,0.0,0.0,0.0,38.73,0.0,0.0
LINC01507,0.0,20.69386606,0.0,0.0,0.0,0.0,0.0,0.0
LINC01508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01511,0.0,0.27273830600000004,0.0,0.0,0.0,0.0,0.36,0.0
LINC01512,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
LINC01513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01514,0.0,0.0,0.0,0.0,0.0,0.63,1.32,0.0
LINC01515,0.0,0.0,0.0,0.0,0.0,0.44,1.1,0.0
LINC01516,0.0,0.462707099,0.0,0.0,0.0,0.19,0.23,0.0
LINC01517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01518,0.0,0.0,0.0,0.0,0.0,0.31,0.78,0.0
LINC01519,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0
LINC01520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01521,0.0,7.12516541,5.064295225,0.0,0.0,5.07,7.68,0.0
LINC01522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01524,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0
LINC01525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01527,0.0,0.23108323100000003,0.0,0.0,0.0,0.0,0.0,0.0
LINC01529,0.0,5.531058707000001,3.5204099189999996,0.0,0.0,0.0,0.0,0.0
LINC01530,0.0,0.0,0.0,0.0,0.0,6.98,12.29,0.0
LINC01531,0.0,0.0,0.0,0.0,0.0,2.02,4.86,0.0
LINC01532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01534,0.0,33.25202414,29.47732951,0.0,0.0,1.12,2.22,0.0
LINC01535,0.0,8.334792828,5.62410015,0.0,0.0,0.0,1.56,0.0
LINC01537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01539,0.0,0.40035270100000003,0.0,0.0,0.0,0.0,0.0,0.0
LINC01540,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0
LINC01541,0.0,0.0,0.0,0.0,0.0,5.04,10.38,0.0
LINC01543,0.0,0.512748015,0.496965941,0.0,0.0,0.0,0.0,0.0
LINC01544,0.0,0.0,0.0,0.0,0.0,1.79,2.76,0.0
LINC01545,0.0,0.867430852,1.681463709,0.0,0.0,1.7,0.0,0.0
LINC01546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01547,0.0,91.73865079,80.83180961,0.0,0.0,1.98,3.22,0.0
LINC01548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01549,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0
LINC01550,0.0,0.631074479,0.0,0.0,0.0,0.57,7.56,0.0
LINC01551,0.0,0.0,0.0,0.0,0.0,1.25,2.16,0.0
LINC01552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01554,0.0,0.44781486,0.0,0.0,0.0,5.44,7.99,0.0
LINC01555,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
LINC01556,0.0,0.990285865,0.0,0.0,0.0,0.0,0.0,0.0
LINC01558,0.0,0.0,0.0,0.0,0.0,2.74,4.39,0.0
LINC01559,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0
LINC01560,0.0,16.57325985,22.13144412,0.0,0.0,2.38,1.95,0.0
LINC01561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01562,0.0,0.0,0.189040299,0.0,0.0,0.0,0.0,0.0
LINC01563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01567,0.0,0.31749103100000003,0.0,0.0,0.0,0.0,0.0,0.0
LINC01568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01569,0.0,15.65349665,12.61023708,0.0,0.0,0.0,0.0,0.0
LINC01570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01572,0.0,2.7919517839999997,2.447180768,0.0,0.0,0.0,0.0,0.0
LINC01574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01578,0.0,74.75951589,74.06128196,0.0,0.0,0.0,0.0,0.0
LINC01579,0.0,0.06791364400000001,0.0,0.0,0.0,0.0,0.0,0.0
LINC01580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01585,0.0,0.0,0.6907634690000001,0.0,0.0,0.0,0.0,0.0
LINC01586,0.0,0.210718362,0.0,0.0,0.0,0.0,0.0,0.0
LINC01587,0.0,0.39645465,0.0,0.0,0.0,0.0,0.0,0.0
LINC01588,0.0,38.29980724,31.41004504,0.0,0.0,0.0,0.0,0.0
LINC01589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01597,0.0,2.270217059,2.900449698,0.0,0.0,0.0,0.0,0.0
LINC01598,0.0,0.676855878,1.035825258,0.0,0.0,0.0,0.0,0.0
LINC01600,0.0,0.0,0.18375897600000002,0.0,0.0,0.0,0.0,0.0
LINC01602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01605,0.0,1.516009241,0.293869479,0.0,0.0,0.0,0.0,0.0
LINC01606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01607,0.0,0.584883667,0.566881301,0.0,0.0,0.0,0.0,0.0
LINC01608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01609,0.0,0.512748015,0.0,0.0,0.0,0.0,0.0,0.0
LINC01611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01618,0.0,1.2695274090000002,0.0,0.0,0.0,0.0,0.0,0.0
LINC01619,0.0,2.8509465389999997,4.850944313,0.0,0.0,0.0,0.0,0.0
LINC01620,0.0,0.536908916,0.0,0.0,0.0,0.0,0.0,0.0
LINC01621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01624,0.0,3.897793685,8.484616515,0.0,0.0,0.0,0.0,0.0
LINC01625,0.0,2.1844885830000003,0.529312836,0.0,0.0,0.0,0.0,0.0
LINC01626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01627,0.0,0.0,1.840614595,0.0,0.0,0.0,0.0,0.0
LINC01628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01629,0.0,0.794274033,0.0,0.0,0.0,0.0,0.0,0.0
LINC01630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01635,0.0,2.663921745,3.37636718,0.0,0.0,0.0,0.0,0.0
LINC01637,0.0,3.3733422010000003,0.0,0.0,0.0,0.0,0.0,0.0
LINC01638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01651,0.0,0.0,0.6389562089999999,0.0,0.0,0.0,0.0,0.0
LINC01653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01655,0.0,1.090953222,0.0,0.0,0.0,0.0,0.0,0.0
LINC01656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01657,0.0,0.255098515,0.0,0.0,0.0,0.0,0.0,0.0
LINC01658,0.0,0.0,0.28344065,0.0,0.0,0.0,0.0,0.0
LINC01659,0.0,2.5566382990000003,0.412991086,0.0,0.0,0.0,0.0,0.0
LINC01660,0.0,0.0,0.048552903,0.0,0.0,0.0,0.0,0.0
LINC01661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01664,0.0,0.6816443320000001,0.9909955979999999,0.0,0.0,0.0,0.0,0.0
LINC01665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01666,0.0,1.3653053640000001,1.32328209,0.0,0.0,0.0,0.0,0.0
LINC01667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01670,0.0,1.40151124,0.132524251,0.0,0.0,0.0,0.0,0.0
LINC01671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01675,0.0,1.4811907690000001,2.233156509,0.0,0.0,0.0,0.0,0.0
LINC01676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01678,0.0,40.98435687,70.15989749,0.0,0.0,0.0,0.0,0.0
LINC01679,0.0,12.20479548,7.353248727,0.0,0.0,0.0,0.0,0.0
LINC01680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01684,0.0,2.599849088,5.1296484410000005,0.0,0.0,0.0,0.0,0.0
LINC01685,0.0,7.090102806,7.170650845,0.0,0.0,0.0,0.0,0.0
LINC01686,0.0,1.341491898,1.9503023830000001,0.0,0.0,0.0,0.0,0.0
LINC01687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01691,0.0,1.083270453,1.049928043,0.0,0.0,0.0,0.0,0.0
LINC01692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01694,0.0,1.9651575890000001,0.19703495399999998,0.0,0.0,0.0,0.0,0.0
LINC01695,0.0,0.388363739,0.470512673,0.0,0.0,0.0,0.0,0.0
LINC01696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01703,0.0,0.562086739,0.0,0.0,0.0,0.0,0.0,0.0
LINC01704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01709,0.0,3.249128339,4.864688668,0.0,0.0,0.0,0.0,0.0
LINC01710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01711,0.0,0.954443047,0.462532933,0.0,0.0,0.0,0.0,0.0
LINC01712,0.0,0.221012075,0.0,0.0,0.0,0.0,0.0,0.0
LINC01713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01715,0.0,1.887416004,1.21954832,0.0,0.0,0.0,0.0,0.0
LINC01716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01719,0.0,2.440663861,2.729471195,0.0,0.0,0.0,0.0,0.0
LINC01720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01724,0.0,1.486226129,0.0,0.0,0.0,0.0,0.0,0.0
LINC01725,0.0,0.25519256,0.082445962,0.0,0.0,0.0,0.0,0.0
LINC01726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01730,0.0,0.547417809,0.53056862,0.0,0.0,0.0,0.0,0.0
LINC01731,0.0,1.098745745,0.0,0.0,0.0,0.0,0.0,0.0
LINC01732,0.0,0.691863888,0.670568735,0.0,0.0,0.0,0.0,0.0
LINC01733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01739,0.0,0.0,0.223076981,0.0,0.0,0.0,0.0,0.0
LINC01740,0.0,0.0,1.3471968269999999,0.0,0.0,0.0,0.0,0.0
LINC01741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01747,0.0,0.743284052,1.029151741,0.0,0.0,0.0,0.0,0.0
LINC01748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01750,0.0,0.12854407,0.0,0.0,0.0,0.0,0.0,0.0
LINC01751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01754,0.0,9.844761878,15.50533734,0.0,0.0,0.0,0.0,0.0
LINC01755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01759,0.0,0.13883069,0.26911513,0.0,0.0,0.0,0.0,0.0
LINC01760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01762,0.0,2.712952458,0.0,0.0,0.0,0.0,0.0,0.0
LINC01763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01764,0.0,0.344897768,0.668564046,0.0,0.0,0.0,0.0,0.0
LINC01765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01770,0.0,0.542271696,1.051161801,0.0,0.0,0.0,0.0,0.0
LINC01771,0.0,33.36931523,4.733008958,0.0,0.0,0.0,0.0,0.0
LINC01772,0.0,9.172580044,12.64621342,0.0,0.0,0.0,0.0,0.0
LINC01773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01775,0.0,1.243863108,0.0,0.0,0.0,0.0,0.0,0.0
LINC01776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01781,0.0,24.73340211,5.046762725,0.0,0.0,0.0,0.0,0.0
LINC01782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01783,0.0,6.136611876,3.568638403,0.0,0.0,0.0,0.0,0.0
LINC01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01786,0.0,14.84270568,10.46244085,0.0,0.0,0.0,0.0,0.0
LINC01787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
