,Tregs,memory.B.cells,naive.B.cells,naive.CD4.T.cells,memory.CD4.T.cells,monocytes,naive.CD8.T.cells,endothelial.cells
AC093151.3,0.0,0.943065149,0.0,0.0,0.0,0.0,0.0,0.0
AC093155.1,0.0,0.0,0.541488313,0.0,0.0,0.0,0.0,0.0
AC093155.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093155.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093156.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093157.1,0.0,44.68490619,84.53233159,0.0,0.0,0.0,0.0,0.0
AC093157.2,0.0,11.69157172,8.887617417000001,0.0,0.0,0.0,0.0,0.0
AC093158.1,0.0,0.983252585,1.164763923,0.0,0.0,0.0,0.0,0.0
AC093159.1,0.0,2.176760439,0.0,0.0,0.0,0.0,0.0,0.0
AC093159.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093162.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093162.2,0.0,131.1003446,114.9939655,0.0,0.0,0.0,0.0,0.0
AC093166.1,0.0,0.0,1.355361656,0.0,0.0,0.0,0.0,0.0
AC093166.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093166.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093166.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093206.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093214.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093225.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093227.1,0.0,26.46684604,26.63883608,0.0,0.0,0.0,0.0,0.0
AC093227.2,0.0,3.238408513,0.0,0.0,0.0,0.0,0.0,0.0
AC093227.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046098942999999996
AC093248.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093249.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093249.2,0.0,1.91482661,2.7838341069999997,0.0,0.0,0.0,0.0,0.0
AC093249.3,0.0,1.088380219,1.054880534,0.0,0.0,0.0,0.0,0.0
AC093249.4,0.0,8.908749287000001,1.7269086740000001,0.0,0.0,0.0,0.0,0.0
AC093249.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093249.6,0.0,17.45263821,16.33104539,0.0,0.0,0.0,0.0,0.0
AC093259.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093267.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093270.1,0.0,0.0,0.920307297,0.0,0.0,0.0,0.0,0.0
AC093270.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093274.1,0.0,0.084611884,0.0,0.0,0.0,0.0,0.0,0.0
AC093277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093278.1,0.0,1.538244044,3.727244554,0.0,0.0,0.0,0.0,0.0
AC093278.2,0.0,4.642587656,1.079925987,0.0,0.0,0.0,0.0,0.0
AC093281.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093281.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093283.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093286.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093292.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093297.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093297.2,0.0,1.043584833,0.404585569,0.0,0.0,0.0,0.0,0.0
AC093297.3,0.0,31.71826216,35.89527532,0.0,0.0,0.0,0.0,0.0
AC093300.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093303.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093305.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093311.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093323.1,0.0,38.64860371,40.98964361,0.0,0.0,0.0,0.0,0.0
AC093323.2,0.0,1.418462745,0.458267773,0.0,0.0,0.0,0.0,0.0
AC093323.3,0.0,0.972546287,1.41391785,0.0,0.0,0.0,0.0,0.0
AC093325.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093326.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093326.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093330.1,0.0,2.793421387,1.353720782,0.0,0.0,0.0,0.0,0.0
AC093330.2,0.0,0.346278049,0.559366366,0.0,0.0,0.0,0.0,0.0
AC093331.1,0.0,9.557137548,13.2328209,0.0,0.0,0.0,0.0,0.0
AC093331.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093334.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093367.1,0.0,2.197491491,2.129854031,0.0,0.0,0.0,0.0,0.0
AC093382.1,0.0,2.435214845,0.0,0.0,0.0,0.0,0.0,0.0
AC093388.1,0.0,4.292774075,5.200806355,0.0,0.0,0.0,0.0,0.0
AC093390.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093390.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093392.1,0.0,2.714548312,2.630996156,0.0,0.0,0.0,0.0,0.0
AC093392.2,0.0,3.423391788,1.327208743,0.0,0.0,0.0,0.0,0.0
AC093414.1,0.0,0.8978078070000001,1.7403476519999999,0.0,0.0,0.0,0.0,0.0
AC093422.1,0.0,0.0,0.810270555,0.0,0.0,0.0,0.0,0.0
AC093422.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093422.3,0.0,1.5130269280000002,0.0,0.0,0.0,0.0,0.0,0.0
AC093423.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093423.2,0.0,9.504024982999999,18.42299368,0.0,0.0,0.0,0.0,0.0
AC093423.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093424.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093426.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093433.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093458.1,0.0,1.0393540829999999,0.503681696,0.0,0.0,0.0,0.0,0.0
AC093458.2,0.0,1.100492559,1.244390074,0.0,0.0,0.0,0.0,0.0
AC093459.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093462.1,0.0,5.552485184,3.986357812,0.0,0.0,0.0,0.0,0.0
AC093484.1,0.0,27.00795359,25.47341142,0.0,0.0,0.0,0.0,0.0
AC093484.2,0.0,2.237058512,2.030539508,0.0,0.0,0.0,0.0,0.0
AC093484.3,0.0,1.027779985,0.0,0.0,0.0,0.0,0.0,0.0
AC093484.4,0.0,368.4611681,385.90321600000004,0.0,0.0,0.0,0.0,0.0
AC093484.5,0.0,4.554011971,10.29896522,0.0,0.0,0.0,0.0,0.0
AC093495.1,0.0,32.21117508,29.40949128,0.0,0.0,0.0,0.0,0.0
AC093496.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093503.1,0.0,0.546122146,1.32328209,0.0,0.0,0.0,0.0,0.0
AC093503.2,0.0,173.8319705,165.45943730000002,0.0,0.0,0.0,0.0,0.0
AC093503.3,0.0,2.550659766,5.704966154,0.0,0.0,0.0,0.0,0.0
AC093510.1,0.0,0.68876599,1.335132378,0.0,0.0,0.0,0.0,0.0
AC093510.2,0.0,1.0300741359999999,0.0,0.0,0.0,0.0,0.0,0.0
AC093512.1,0.0,26.17973036,36.19727884,0.0,0.0,0.0,0.0,0.0
AC093515.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093519.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093520.1,0.0,0.979357413,0.0,0.0,0.0,0.0,0.0,0.0
AC093520.2,0.0,37.87868215,1.343151191,0.0,0.0,0.0,0.0,0.0
AC093523.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093525.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093525.10,0.0,11.47065348,11.68772671,0.0,0.0,0.0,0.0,0.0
AC093525.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11783471699999999
AC093525.3,0.0,20.90296784,17.14272757,0.0,0.0,0.0,0.0,0.0
AC093525.4,0.0,39.21014229,40.92660687,0.0,0.0,0.0,0.0,0.0
AC093525.5,0.0,8.269406352999999,10.16521242,0.0,0.0,0.0,0.0,0.0
AC093525.6,0.0,25.42599787,21.01115371,0.0,0.0,0.0,0.0,0.0
AC093525.7,0.0,29.52083767,26.13491252,0.0,0.0,0.0,0.0,0.0
AC093525.8,0.0,29.22892929,30.99556574,0.0,0.0,0.0,0.0,0.0
AC093525.9,0.0,11.76148796,11.78372849,0.0,0.0,0.0,0.0,0.0
AC093534.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093534.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093535.1,0.0,3.210367231,1.522675395,0.0,0.0,0.0,0.0,0.0
AC093535.2,0.0,1.041588293,0.38458241299999996,0.0,0.0,0.0,0.0,0.0
AC093536.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093536.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093567.1,0.0,1.578585677,0.0,0.0,0.0,0.0,0.0,0.0
AC093578.1,0.0,0.0,1.215405833,0.0,0.0,0.0,0.0,0.0
AC093579.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093581.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093582.1,0.0,2.397263444,0.0,0.0,0.0,0.0,0.0,0.0
AC093583.1,0.0,0.38617005299999996,0.374283972,0.0,0.0,0.0,0.0,0.0
AC093585.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093591.1,0.0,36.74763902,41.80170633,0.0,0.0,0.0,0.0,0.0
AC093591.2,0.0,0.12008150199999999,0.465541865,0.0,0.0,0.0,0.0,0.0
AC093591.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093599.1,0.0,0.821126714,0.0,0.0,0.0,0.0,0.0,0.0
AC093607.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093609.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093616.1,0.0,29.09814389,30.08838181,0.0,0.0,0.0,0.0,0.0
AC093620.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.4,0.0,1.433981629,2.866554367,0.0,0.0,0.0,0.0,0.0
AC093627.5,0.0,4.964887343,8.864341522,0.0,0.0,0.0,0.0,0.0
AC093627.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093627.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093635.1,0.0,0.8314832670000001,4.0294535719999995,0.0,0.0,0.0,0.0,0.0
AC093639.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093642.1,0.0,0.0,2.374881486,0.0,0.0,0.0,0.0,0.0
AC093642.2,0.0,24.01005271,21.78169138,0.0,0.0,0.0,0.0,0.0
AC093648.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093655.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093655.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093663.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093663.2,0.0,1.4743553130000002,0.0,0.0,0.0,0.0,0.0,0.0
AC093664.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093668.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.45139393
AC093671.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093673.1,0.0,19.22805054,11.73391804,0.0,0.0,0.0,0.0,0.0
AC093673.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093677.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093677.2,0.0,1.1559536559999999,2.66088849,0.0,0.0,0.0,0.0,0.0
AC093689.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093690.1,0.0,4.592861362,4.451495866,0.0,0.0,0.0,0.0,0.0
AC093698.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093698.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093700.1,0.0,0.643616755,0.0,0.0,0.0,0.0,0.0,0.0
AC093702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093714.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093714.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093716.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093719.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093720.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093722.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093724.1,0.0,2.696046035,7.403679542999999,0.0,0.0,0.0,0.0,0.0
AC093725.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093725.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093726.1,0.0,50.7955977,64.09467271,0.0,0.0,0.0,0.0,0.0
AC093726.2,0.0,18.35018668,23.71383869,0.0,0.0,0.0,0.0,0.0
AC093726.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093729.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093730.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093732.1,0.0,4.578107272,6.212074257,0.0,0.0,0.0,0.0,0.0
AC093732.2,0.0,32.42101953,29.382657799999997,0.0,0.0,0.0,0.0,0.0
AC093734.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093752.1,0.0,26.49933593,26.08469696,0.0,0.0,0.0,0.0,0.0
AC093752.2,0.0,19.73140265,13.26977119,0.0,0.0,0.0,0.0,0.0
AC093752.3,0.0,35.57489138,25.98453436,0.0,0.0,0.0,0.0,0.0
AC093755.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093762.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093762.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093762.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093763.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093763.2,0.0,0.377328874,0.0,0.0,0.0,0.0,0.0,0.0
AC093765.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093766.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093767.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093768.1,0.0,9.344142372,9.87985671,0.0,0.0,0.0,0.0,0.0
AC093770.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093772.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093775.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093783.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093787.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093788.1,0.0,59.73763276,61.27638296,0.0,0.0,0.0,0.0,0.0
AC093789.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093797.1,0.0,0.257950371,0.0,0.0,0.0,0.0,0.0,0.0
AC093799.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093799.2,0.0,0.0,1.547644798,0.0,0.0,0.0,0.0,0.0
AC093801.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093801.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093802.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093810.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093813.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093815.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093816.1,0.0,0.252723556,0.489889755,0.0,0.0,0.0,0.0,0.0
AC093817.1,0.0,0.0,0.550824318,0.0,0.0,0.0,0.0,0.0
AC093821.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093824.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093826.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093826.2,0.0,0.0,4.141382838,0.0,0.0,0.0,0.0,0.0
AC093827.1,0.0,1.0719470690000001,0.0,0.0,0.0,0.0,0.0,0.0
AC093827.2,0.0,0.0,0.709951344,0.0,0.0,0.0,0.0,0.0
AC093827.3,0.0,1.6629665340000002,0.805890714,0.0,0.0,0.0,0.0,0.0
AC093829.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093831.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093831.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093833.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093835.1,0.0,0.81245284,0.0,0.0,0.0,0.0,0.0,0.0
AC093838.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093840.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093843.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093844.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093849.1,0.0,0.0,0.202475938,0.0,0.0,0.0,0.0,0.0
AC093850.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093852.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093853.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093857.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093864.1,0.0,5.110273836,3.301988464,0.0,0.0,0.0,0.0,0.0
AC093865.1,0.0,1.065757998,1.0329546109999999,0.0,0.0,0.0,0.0,0.0
AC093870.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093871.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093875.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093878.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093879.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093879.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093890.1,0.0,90.58548256,81.58524191,0.0,0.0,0.0,0.0,0.0
AC093893.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093895.1,0.0,0.0,0.245079094,0.0,0.0,0.0,0.0,0.0
AC093899.1,0.0,2.45464475,0.0,0.0,0.0,0.0,0.0,0.0
AC093899.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7674116240000001
AC093901.1,0.0,0.471372026,0.45686348,0.0,0.0,0.0,0.0,0.0
AC093903.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093904.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093904.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093904.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093904.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093908.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093909.1,0.0,8.225903976,7.574079842000001,0.0,0.0,0.0,0.0,0.0
AC093909.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093909.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093909.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093909.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093909.6,0.0,30.66563932,35.20442598,0.0,0.0,0.0,0.0,0.0
AC093911.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093913.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC094019.1,0.0,6.843882397000001,9.476045476,0.0,0.0,0.0,0.0,0.0
AC094085.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC094103.1,0.0,6.0806655570000006,7.061588685,0.0,0.0,0.0,0.0,0.0
AC094104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC094104.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC094105.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC094108.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095030.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095031.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095032.1,0.0,0.723312246,0.0,0.0,0.0,0.0,0.0,0.0
AC095032.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095033.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095038.1,0.0,0.725130756,0.281124668,0.0,0.0,0.0,0.0,0.0
AC095038.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095038.3,0.0,1.183264649,0.0,0.0,0.0,0.0,0.0,0.0
AC095040.1,0.0,0.0,0.33131062699999997,0.0,0.0,0.0,0.0,0.0
AC095041.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095050.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095050.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095052.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095055.1,0.0,2.487726216,3.61673326,0.0,0.0,0.0,0.0,0.0
AC095056.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095057.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095057.2,0.0,1.668980879,0.8088053279999999,0.0,0.0,0.0,0.0,0.0
AC095057.3,0.0,25.52660816,17.39595557,0.0,0.0,0.0,0.0,0.0
AC095059.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095059.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095060.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095350.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC095350.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096531.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096533.1,0.0,4.902335833,13.30404572,0.0,0.0,0.0,0.0,0.0
AC096536.1,0.0,0.0,0.292332906,0.0,0.0,0.0,0.0,0.0
AC096536.2,0.0,4.036208861,0.0,0.0,0.0,0.0,0.0,0.0
AC096536.3,0.0,8.226261624,3.305903865,0.0,0.0,0.0,0.0,0.0
AC096537.1,0.0,0.0,0.653902553,0.0,0.0,0.0,0.0,0.0
AC096537.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096540.1,0.0,4.188864263999999,4.059933554,0.0,0.0,0.0,0.0,0.0
AC096541.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096543.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096543.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096553.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096558.1,0.0,4.470676983,8.184692024,0.0,0.0,0.0,0.0,0.0
AC096558.2,0.0,1.824004795,4.4196575739999995,0.0,0.0,0.0,0.0,0.0
AC096559.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096564.1,0.0,1.302965671,2.02057788,0.0,0.0,0.0,0.0,0.0
AC096564.2,0.0,4.252533581000001,4.9033341130000005,0.0,0.0,0.0,0.0,0.0
AC096570.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096571.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096576.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096576.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096576.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096577.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096577.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096582.1,0.0,1.619259489,1.188507371,0.0,0.0,0.0,0.0,0.0
AC096582.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096582.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09610206199999999
AC096586.1,0.0,7.403313578,5.182265155,0.0,0.0,0.0,0.0,0.0
AC096586.2,0.0,33.48558462,23.83408082,0.0,0.0,0.0,0.0,0.0
AC096588.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096631.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096631.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096632.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096632.2,0.0,0.0,0.360992209,0.0,0.0,0.0,0.0,0.0
AC096633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096636.1,0.0,0.510197029,0.12362336800000001,0.0,0.0,0.0,0.0,0.0
AC096637.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096637.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096638.1,0.0,0.0,2.070691419,0.0,0.0,0.0,0.0,0.0
AC096638.2,0.0,0.0,0.6290708110000001,0.0,0.0,0.0,0.0,0.0
AC096639.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096642.1,0.0,6.178868576,5.988686736,0.0,0.0,0.0,0.0,0.0
AC096644.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096644.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096644.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096644.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096649.1,0.0,7.42814025,7.424491164,0.0,0.0,0.0,0.0,0.0
AC096649.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC096659.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
