,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
AC159540.1,0.009762006,0,0,0.012520997,0.009071406,0.009762006,0,0,0.012520997,0
COX5B,3.452074158,4.438364569,3.624601872,3.788350914,4.569923365,3.452074158,4.438364569,3.624601872,3.788350914,3.800723493
ACTR1B,0.348271111,0.285634512,0.356175382,0.385543545,0.533246052,0.348271111,0.285634512,0.356175382,0.385543545,0.456221758
ZAP70,0.620645352,0.354176132,0.371934663,0.969119905,0.677005244,0.620645352,0.354176132,0.371934663,0.969119905,0.556272388
TMEM131,0.048574919,0.080565738,0.113064913,0.049972598,0.066362897,0.048574919,0.080565738,0.113064913,0.049972598,0.074508567
INPP4A,0.209516348,0.242685612,0.137708371,0.217406603,0.205713202,0.209516348,0.242685612,0.137708371,0.217406603,0.185427363
COA5,0.275530064,0.293260911,0.299405744,0.331467264,0.270181052,0.275530064,0.293260911,0.299405744,0.331467264,0.295155954
UNC50,0.35666442,0.338527519,0.362014463,0.39165865,0.432288402,0.35666442,0.338527519,0.362014463,0.39165865,0.33011399
MGAT4A,0.636565779,0.262281597,0.356448577,0.588944682,0.440396361,0.636565779,0.262281597,0.356448577,0.588944682,0.471541787
AC109826.1,0.048088638,0.029091906,0.030433193,0.048216574,0.047495382,0.048088638,0.029091906,0.030433193,0.048216574,0.044970886
KIAA1211L,0,0.010896273,0.012840481,0.019155287,0.017189308,0,0.010896273,0.012840481,0.019155287,0.004815283
TSGA10,0.088037337,0.039255345,0.059076735,0.055451433,0.032859171,0.088037337,0.039255345,0.059076735,0.055451433,0.067341261
C2ORF15,0.025168337,0.00980684,0.005883216,0.012849577,0.007875749,0.025168337,0.00980684,0.005883216,0.012849577,0.007752795
LIPT1,0.091768758,0.056438242,0.077122296,0.077342176,0.051963906,0.091768758,0.056438242,0.077122296,0.077342176,0.110116595
MRPL30,0.00445236,0.004798062,0,0.010842342,0,0.00445236,0.004798062,0,0.010842342,0.004633049
MITD1,0.417861103,0.308626659,0.528225583,0.414859056,0.352815203,0.417861103,0.308626659,0.528225583,0.414859056,0.409282787
LYG1,0.003883495,0.00438813,0,0.008442024,0,0.003883495,0.00438813,0,0.008442024,0.010585643
TXNDC9,0.363103634,0.243034517,0.264905426,0.313831672,0.269421699,0.363103634,0.243034517,0.264905426,0.313831672,0.287025685
EIF5B,0.747932107,0.599863346,0.960764652,0.646990181,0.577489449,0.747932107,0.599863346,0.960764652,0.646990181,0.600585069
REV1,0.172588594,0.143289727,0.194696166,0.156126214,0.149073916,0.172588594,0.143289727,0.194696166,0.156126214,0.17604251
AFF3,0.110578437,0.119751337,0.380678236,0.09686787,0.106328707,0.110578437,0.119751337,0.380678236,0.09686787,0.195930023
AC092667.2,0.006027728,0.006810992,0.008026268,0.008115368,0.010777093,0.006027728,0.006810992,0.008026268,0.008115368,0.00629131
CHST10,0.011958889,0.009750153,0.011489861,0.017582763,0.006432808,0.011958889,0.009750153,0.011489861,0.017582763,0.012444213
PDCL3,0.560769448,0.463714895,0.451394969,0.529231258,0.57232204,0.560769448,0.463714895,0.451394969,0.529231258,0.55557864
NPAS2,0.004712535,0,0,0,0,0.004712535,0,0,0,0
RPL31,36.18597912,23.12748969,29.97291333,29.02124323,26.3683607,36.18597912,23.12748969,29.97291333,29.02124323,28.44843583
TBC1D8,0.033807871,0.065697691,0.059596764,0.065857453,0.117383199,0.033807871,0.065697691,0.059596764,0.065857453,0.054085243
CNOT11,0.07689944,0.078969575,0.090775976,0.092527392,0.070771841,0.07689944,0.078969575,0.090775976,0.092527392,0.091626823
RNF149,0.811915613,0.891916631,0.703149465,0.873765829,0.99289447,0.811915613,0.891916631,0.703149465,0.873765829,0.787074707
MAP4K4,0.199864227,0.191695146,0.224495329,0.153682198,0.154486516,0.199864227,0.191695146,0.224495329,0.153682198,0.198870405
IL1R2,0,0.006318287,0,0,0,0,0.006318287,0,0,0
IL1RL2,0,0.008716552,0.003832924,0.003863794,0.009845507,0,0.008716552,0.003832924,0.003863794,0.005747481
IL18R1,0.068671287,0.044252247,0.052650137,0.080553139,0.035974215,0.068671287,0.044252247,0.052650137,0.080553139,0.082733127
IL18RAP,0.033716344,0.027109801,0.031946969,0.155357122,0.058463469,0.033716344,0.027109801,0.031946969,0.155357122,0.070028629
MFSD9,0.013999765,0.029634921,0.043918817,0.027268716,0.008758683,0.013999765,0.029634921,0.043918817,0.027268716,0.035141905
TMEM182,0.037828095,0.017655191,0.036463482,0.02220608,0.011879883,0.037828095,0.017655191,0.036463482,0.02220608,0.021122735
MRPS9,0.310632925,0.23098218,0.270361007,0.328497989,0.334307195,0.310632925,0.23098218,0.270361007,0.328497989,0.310102151
AC104655.3,0.006329114,0.007151541,0.021059001,0,0,0.006329114,0.007151541,0.021059001,0,0.016457138
TGFBRAP1,0.036722573,0.020834006,0.022575423,0.173224092,0.027932323,0.036722573,0.020834006,0.022575423,0.173224092,0.03917239
AC012360.4,0.006287702,0.005119817,0,0.007001992,0,0.006287702,0.005119817,0,0.007001992,0.002436391
RP11-332H14.2,0.0485879,0.034943218,0.070942286,0.03978646,0.029006736,0.0485879,0.034943218,0.070942286,0.03978646,0.047998025
C2orf49,0.130747795,0.157171313,0.122194052,0.128176719,0.142326001,0.130747795,0.157171313,0.122194052,0.128176719,0.149016445
NCK2,0.279429645,0.135561899,0.264090498,0.269009951,0.209245402,0.279429645,0.135561899,0.264090498,0.269009951,0.167498416
C2orf40,0.052606489,0.036373743,0.042863865,0.043209078,0.057381039,0.052606489,0.036373743,0.042863865,0.043209078,0.040517537
UXS1,0.466699624,0.235730347,0.311218665,0.319654277,0.328049903,0.466699624,0.235730347,0.311218665,0.319654277,0.349499245
GCC2,0.698888997,0.430090097,0.556961072,0.517157608,0.416504692,0.698888997,0.430090097,0.556961072,0.517157608,0.478385951
LIMS1,0.895549787,0.740308367,0.611644109,0.685481312,0.829216789,0.895549787,0.740308367,0.611644109,0.685481312,0.721164066
RANBP2,0.104672592,0.114771846,0.145019303,0.144242474,0.135623102,0.104672592,0.114771846,0.145019303,0.144242474,0.16193655
CCDC138,0.018766332,0.021204895,0.040465323,0.025189707,0.033451572,0.018766332,0.021204895,0.040465323,0.025189707,0.015122406
SEPT10,0.011819786,0.005398636,0.007494954,0.002539315,0.011959857,0.011819786,0.005398636,0.007494954,0.002539315,0.010688868
NPHP1,0.002350729,0,0.002677575,0,0,0.002350729,0,0.002677575,0,0.002092465
LINC00116,0.404217412,0.325666547,0.243359473,0.308664588,0.249364487,0.404217412,0.325666547,0.243359473,0.308664588,0.253335546
BCL2L11,0.071418275,0.14104289,0.116281934,0.141545099,0.139316593,0.071418275,0.14104289,0.116281934,0.141545099,0.139519375
MIR4435-1HG,0.190694797,0.444211422,0.228568073,0.39664866,0.288336656,0.190694797,0.444211422,0.228568073,0.39664866,0.357026466
RP11-803D5.4,0.006917508,0.007816394,0,0.012125401,0,0.006917508,0.007816394,0,0.012125401,0.009400025
AC017002.1,0.001939864,0,0,0.006858875,0,0.001939864,0,0,0.006858875,0.005317234
ANAPC1,0.082018824,0.057665046,0.066522476,0.075055375,0.061348287,0.082018824,0.057665046,0.066522476,0.075055375,0.056558234
MERTK,0.007320137,0.015514821,0.007068534,0.007125462,0.014923698,0.007320137,0.015514821,0.007068534,0.007125462,0.014080852
TMEM87B,0.04959513,0.030991118,0.09615484,0.078789159,0.080301044,0.04959513,0.030991118,0.09615484,0.078789159,0.08855249
FBLN7,0.074854523,0.030570138,0.033451455,0.028334499,0.037627811,0.074854523,0.030570138,0.033451455,0.028334499,0.036137903
ZC3H8,0.218588145,0.112533712,0.155302588,0.152637888,0.105447546,0.218588145,0.112533712,0.155302588,0.152637888,0.183718622
ZC3H6,0.172268258,0.120169347,0.209751935,0.14369738,0.154819486,0.172268258,0.120169347,0.209751935,0.14369738,0.153750066
TTL,0.055649611,0.068840015,0.053311217,0.048935209,0.060853371,0.055649611,0.068840015,0.053311217,0.048935209,0.040419574
POLR1B,0.060110536,0.062332132,0.065676656,0.069026118,0.075606861,0.060110536,0.062332132,0.065676656,0.069026118,0.074841078
CHCHD5,0.62413316,0.949447974,0.687711889,0.816339244,0.793947003,0.62413316,0.949447974,0.687711889,0.816339244,0.817234503
AC079922.3,0.043572528,0.023914685,0.02608079,0.051821247,0.039183392,0.043572528,0.023914685,0.02608079,0.051821247,0.035973616
SLC20A1,0.268983639,0.279123638,0.302559244,0.361983002,0.235212386,0.268983639,0.279123638,0.302559244,0.361983002,0.332299164
CKAP2L,0.004533092,0.005122137,0,0.002244243,0,0.004533092,0.005122137,0,0.002244243,0.001739814
IL1B,0.414019549,1.453705054,0.336717736,0.338723541,0.484939333,0.414019549,1.453705054,0.336717736,0.338723541,0.618105288
IL1RN,0.045007516,0.236494713,0.04933963,0.049736996,0.066050022,0.045007516,0.236494713,0.04933963,0.049736996,0.098167864
PSD4,0.179389165,0.155520172,0.218589101,0.251099032,0.25240367,0.179389165,0.155520172,0.218589101,0.251099032,0.178040451
AC016683.5,0,0,0.018032157,0.006191337,0,0,0,0.018032157,0.006191337,0.011700152
PAX8,0.010042134,0.031059581,0.023915937,0.024108549,0.032015809,0.010042134,0.031059581,0.023915937,0.024108549,0.012780725
RP11-65I12.1,0.061306589,0.058551908,0.035637436,0.051630049,0.042622088,0.061306589,0.058551908,0.035637436,0.051630049,0.063493246
CBWD2,0.175995472,0.261429296,0.241075034,0.204863959,0.279038333,0.175995472,0.261429296,0.241075034,0.204863959,0.204658798
RABL2A,0.085546073,0.064306484,0.109615109,0.064619504,0.059721422,0.085546073,0.064306484,0.109615109,0.064619504,0.099846813
SLC35F5,0.046033113,0.03792242,0.042189442,0.041899931,0.038976821,0.046033113,0.03792242,0.042189442,0.041899931,0.025502157
RP11-141B14.1,0.119558847,0.007124486,0.008395699,0.008463316,0,0.119558847,0.007124486,0.008395699,0.008463316,0
ACTR3,2.475350132,2.160337602,2.434191283,2.518488686,2.467362645,2.475350132,2.160337602,2.434191283,2.518488686,2.574383459
DDX18,1.025500845,0.641528524,0.934851489,0.856533772,0.875858686,1.025500845,0.641528524,0.934851489,0.856533772,0.798170438
AC009404.2,0.012855108,0.011411038,0.013447096,0,0,0.012855108,0.011411038,0.013447096,0,0.003510738
CCDC93,0.080065614,0.086620532,0.113750727,0.102945714,0.079588472,0.080065614,0.086620532,0.113750727,0.102945714,0.102683506
INSIG2,0.127670649,0.09577283,0.138272976,0.160872723,0.208872149,0.127670649,0.09577283,0.138272976,0.160872723,0.122105137
MARCO,0.11748887,0.456883646,0.100854096,0.101666344,0.167103383,0.11748887,0.456883646,0.100854096,0.101666344,0.262872946
STEAP3,0.004065041,0.016710367,0.007437228,0.007497125,0.009956076,0.004065041,0.016710367,0.007437228,0.007497125,0.015388839
C2orf76,0.164743823,0.186044759,0.184009424,0.188301066,0.22709367,0.164743823,0.186044759,0.184009424,0.188301066,0.053797121
DBI,1.761705668,2.221333473,2.490889403,2.211450435,2.386444529,1.761705668,2.221333473,2.490889403,2.211450435,2.196776289
TMEM177,0.077521831,0.008724084,0.026170424,0.038244119,0.036414902,0.077521831,0.008724084,0.026170424,0.038244119,0.015833682
PTPN4,0.342784564,0.184705238,0.265407617,0.499587648,0.284446134,0.342784564,0.184705238,0.265407617,0.499587648,0.338648816
EPB41L5,0.025153864,0.017685565,0.029549863,0.011835287,0,0.025153864,0.017685565,0.029549863,0.011835287,0.021842615
TMEM185B,0.067901235,0.073379019,0.098325948,0.088094314,0.083711891,0.067901235,0.073379019,0.098325948,0.088094314,0.06313247
RALB,0.374198442,0.512686557,0.539557129,0.466952813,0.550314047,0.374198442,0.512686557,0.539557129,0.466952813,0.538356524
CLASP1,0.057310953,0.080656067,0.06265669,0.041936186,0.044727328,0.057310953,0.080656067,0.06265669,0.041936186,0.048437646
NIFK-AS1,0.149103301,0.111144732,0.172250811,0.150500464,0.192014762,0.149103301,0.111144732,0.172250811,0.150500464,0.133031332
NIFK,0.48378016,0.301338334,0.415614842,0.421449137,0.386100984,0.48378016,0.301338334,0.415614842,0.421449137,0.405394394
TSN,0.43780547,0.324470699,0.435331299,0.359678631,0.398488539,0.43780547,0.324470699,0.435331299,0.359678631,0.368707431
GYPC,1.926421684,0.996016222,1.318433676,1.473269491,1.20779553,1.926421684,0.996016222,1.318433676,1.473269491,1.362079246
BIN1,1.467766754,0.794716222,1.373418287,1.530756176,1.244107455,1.467766754,0.794716222,1.373418287,1.530756176,1.067535227
ERCC3,0.126574514,0.103877253,0.109403613,0.104522229,0.084771891,0.126574514,0.103877253,0.109403613,0.104522229,0.103285057
MAP3K2,0.090487408,0.10086286,0.113178098,0.124543522,0.139776346,0.090487408,0.10086286,0.113178098,0.124543522,0.112942118
PROC,0,0.003767734,0,0,0,0,0.003767734,0,0,0
IWS1,0.176945201,0.146932818,0.159231364,0.236104211,0.165735273,0.176945201,0.146932818,0.159231364,0.236104211,0.179009524
MYO7B,0.034210731,0.056000516,0.11394143,0.04765129,0.063280233,0.034210731,0.056000516,0.11394143,0.04765129,0.043569352
LIMS2,0.055975131,0.030771563,0.115058061,0.042677486,0.039912035,0.055975131,0.030771563,0.115058061,0.042677486,0.062639132
WDR33,0.486778515,0.502372085,0.516376407,0.575180324,0.462863376,0.486778515,0.502372085,0.516376407,0.575180324,0.579507965
SFT2D3,0.072017534,0.05500681,0.080455759,0.09104205,0.082816046,0.072017534,0.05500681,0.080455759,0.09104205,0.085848837
RP5-935K16.1,0.008526253,0.02013345,0.013784514,0.008107337,0.010766428,0.008526253,0.02013345,0.013784514,0.008107337,0.021256302
POLR2D,0.134823616,0.112838975,0.13034285,0.143558052,0.110258405,0.134823616,0.112838975,0.13034285,0.143558052,0.089835607
AMMECR1L,0.021636997,0.026554761,0.012888561,0.041453366,0.009619704,0.021636997,0.026554761,0.012888561,0.041453366,0.031631956
RP11-395A13.2,0.033968191,0.100428137,0.068172292,0.043340916,0.053913069,0.033968191,0.100428137,0.068172292,0.043340916,0.077370278
SAP130,0.057870503,0.050046871,0.051553315,0.050623631,0.064290178,0.057870503,0.050046871,0.051553315,0.050623631,0.045786712
UGGT1,0.061806844,0.0459288,0.055936661,0.022613524,0.023864019,0.061806844,0.0459288,0.055936661,0.022613524,0.06992574
HS6ST1,0.02118292,0.043804185,0.027696517,0.012479604,0.021675889,0.02118292,0.043804185,0.027696517,0.012479604,0.032764965
SMPD4,0.036834957,0.028662722,0.028972254,0.03371714,0.018055994,0.036834957,0.028662722,0.028972254,0.03371714,0.028520769
MZT2B,2.394658629,1.800696817,1.867098823,2.122451288,1.874478985,2.394658629,1.800696817,1.867098823,2.122451288,2.030315629
CCDC115,0.7636642,0.718801421,0.84270269,0.85593495,0.894280068,0.7636642,0.718801421,0.84270269,0.85593495,0.919365256
IMP4,0.553918605,0.529728463,0.579112725,0.568138804,0.53966363,0.553918605,0.529728463,0.579112725,0.568138804,0.550680402
PTPN18,0.547035669,0.867891801,0.734888034,0.630043722,0.793482143,0.547035669,0.867891801,0.734888034,0.630043722,0.783494703
ARHGEF4,0.005650785,0,0,0.015340364,0.020371785,0.005650785,0,0,0.015340364,0.013854627
FAM168B,0.088401105,0.095917162,0.077833338,0.105062049,0.110039862,0.088401105,0.095917162,0.077833338,0.105062049,0.084621281
PLEKHB2,0.264345178,0.305932085,0.260906144,0.285519177,0.305119244,0.264345178,0.305932085,0.260906144,0.285519177,0.280370919
MZT2A,1.534578449,0.913868539,1.099543181,1.551156422,1.053181485,1.534578449,0.913868539,1.099543181,1.551156422,1.253187779
C2orf27A,0,0.003777812,0.004451882,0.004487736,0.011420836,0,0.003777812,0.004451882,0.004487736,0.00318806
MGAT5,0.069755134,0.067338476,0.105709933,0.09877597,0.091186905,0.069755134,0.067338476,0.105709933,0.09877597,0.095362635
TMEM163,0,0,0.008945748,0.006313649,0,0,0,0.008945748,0.006313649,0.010411962
CCNT2-AS1,0,0,0.016843107,0.006557313,0.008708018,0,0,0.016843107,0.006557313,0.013162511
CCNT2,0.071350585,0.061931688,0.067078215,0.101370195,0.117543297,0.071350585,0.061931688,0.067078215,0.101370195,0.069530389
RAB3GAP1,0.16863171,0.182888586,0.210140402,0.138799028,0.173901591,0.16863171,0.182888586,0.210140402,0.138799028,0.166178647
ZRANB3,0.086063623,0.037869682,0.050319574,0.027552489,0.04453673,0.086063623,0.037869682,0.050319574,0.027552489,0.081501766
R3HDM1,0.113717208,0.232609248,0.096272976,0.124521587,0.104843446,0.113717208,0.232609248,0.096272976,0.124521587,0.257592223
UBXN4,0.838024258,0.956903914,1.614380347,1.110312702,1.083211976,0.838024258,0.956903914,1.614380347,1.110312702,1.438525795
AC011893.3,0.004242681,0,0,0,0,0.004242681,0,0,0,0
MCM6,0.037854802,0.022368911,0.023537139,0.037549716,0.016102227,0.037854802,0.022368911,0.023537139,0.037549716,0.018393748
DARS,0.687828808,0.541744062,0.790701822,0.627098233,0.652959361,0.687828808,0.541744062,0.790701822,0.627098233,0.561593497
AC093391.2,0.014416222,0.014421234,0.012604163,0.012705673,0.009903326,0.014416222,0.014421234,0.012604163,0.012705673,0.002492414
CXCR4,7.416518681,4.558633141,9.254332299,7.746790234,6.647640784,7.416518681,4.558633141,9.254332299,7.746790234,6.756099276
HNMT,0.131729876,0.515980708,0.171338436,0.179437887,0.252799715,0.131729876,0.515980708,0.171338436,0.179437887,0.289749861
SPOPL,0.028005621,0.021040339,0.027913088,0.010982069,0.037049941,0.028005621,0.021040339,0.027913088,0.010982069,0.031571924
KYNU,0.202530444,0.445051757,0.3293977,0.238345346,0.407504577,0.202530444,0.445051757,0.3293977,0.238345346,0.315713657
ARHGAP15,1.58309266,0.855463456,1.291771285,1.627286869,1.161383014,1.58309266,0.855463456,1.291771285,1.627286869,1.214524738
GTDC1,0.050290289,0.064037929,0.072776371,0.08397917,0.062327122,0.050290289,0.064037929,0.072776371,0.08397917,0.082092058
ZEB2,0.296651592,0.579300125,0.434041638,0.381868308,0.435734216,0.296651592,0.579300125,0.434041638,0.381868308,0.465463089
ZEB2-AS1,0.032069129,0.094224625,0.046735257,0.067929369,0.061870958,0.032069129,0.094224625,0.046735257,0.067929369,0.083338635
ACVR2A,0.021519262,0.027921499,0.023342784,0.023530779,0.031248539,0.021519262,0.027921499,0.023342784,0.023530779,0.020839424
ORC4,0.27457919,0.140224227,0.129248228,0.169728071,0.17288034,0.27457919,0.140224227,0.129248228,0.169728071,0.18796745
MBD5,0.057265865,0.029268469,0.049627001,0.091184091,0.075274896,0.057265865,0.029268469,0.049627001,0.091184091,0.05569572
EPC2,0.087538538,0.097684587,0.065813597,0.065890748,0.090941454,0.087538538,0.097684587,0.065813597,0.065890748,0.08258863
KIF5C,0.006898695,0.007795136,0.014161939,0.015411607,0.020466394,0.006898695,0.007795136,0.014161939,0.015411607,0.011947603
MMADHC,0.589463429,0.519640021,1.301198135,0.677431585,0.557773317,0.589463429,0.519640021,1.301198135,0.677431585,0.569722001
RBM43,0.078562303,0.073799319,0.086047965,0.094424456,0.086041922,0.078562303,0.073799319,0.086047965,0.094424456,0.074371895
NMI,0.710855117,0.958661514,0.797226154,0.836003641,0.945661122,0.710855117,0.958661514,0.797226154,0.836003641,0.891868492
RIF1,0.090388574,0.092669611,0.123810437,0.09874504,0.07697529,0.090388574,0.092669611,0.123810437,0.09874504,0.086794404
NEB,0.003972984,0.004489247,0.005290258,0.005332864,0.013901138,0.003972984,0.004489247,0.005290258,0.005332864,0.008115024
ARL5A,0.953387108,0.885051278,0.982494532,1.00765545,0.849724936,0.953387108,0.885051278,0.982494532,1.00765545,1.012668253
STAM2,0.03237845,0.03478062,0.03505045,0.029178502,0.019929801,0.03237845,0.03478062,0.03505045,0.029178502,0.02713087
FMNL2,0.021435192,0.024220556,0.0285422,0.024101639,0.048148071,0.021435192,0.024220556,0.0285422,0.024101639,0.023180249
PRPF40A,0.525249105,0.516541419,0.510458698,0.619151731,0.693296284,0.525249105,0.516541419,0.510458698,0.619151731,0.483787787
ARL6IP6,0.332663715,0.288132515,0.361335918,0.374516911,0.306562368,0.332663715,0.288132515,0.361335918,0.374516911,0.294078898
NR4A2,1.112642454,1.157422167,1.102855437,1.08928075,1.127748126,1.112642454,1.157422167,1.102855437,1.08928075,1.136311497
GPD2,0.017652499,0.03494344,0.019231576,0.031488512,0.045246218,0.017652499,0.03494344,0.019231576,0.031488512,0.027335191
ERMN,0.007168459,0.008099953,0.009545218,0,0.004243112,0.007168459,0.008099953,0.009545218,0,0.009936363
CYTIP,2.316304016,1.670828767,2.121242819,2.010771161,2.195819019,2.316304016,1.670828767,2.121242819,2.010771161,2.201826518
ACVR1C,0.043961653,0.009295039,0.006088514,0.006137549,0,0.043961653,0.009295039,0.006088514,0.006137549,0.003815852
ACVR1,0.051728715,0.049451281,0.043583086,0.059472674,0.03991022,0.051728715,0.049451281,0.043583086,0.059472674,0.053485088
PKP4,0.035779951,0.014920856,0,0,0,0.035779951,0.014920856,0,0,0.02271197
WDSUB1,0.131163552,0.13091127,0.163688741,0.14685963,0.140513023,0.131163552,0.13091127,0.163688741,0.14685963,0.114714355
BAZ2B,0.132196501,0.182846044,0.148627019,0.157149987,0.108749992,0.132196501,0.182846044,0.148627019,0.157149987,0.168382326
AC009506.1,0.011315453,0.049687271,0.009544336,0.009621203,0.01277682,0.011315453,0.049687271,0.009544336,0.009621203,0.012559581
AC009961.3,0.021643896,0.00256223,0.003019406,0.009636463,0.008957992,0.021643896,0.00256223,0.003019406,0.009636463,0.015066035
MARCH7,0.526078952,0.33191715,0.45547701,0.512845866,0.456809731,0.526078952,0.33191715,0.45547701,0.512845866,0.469064966
CD302,0.242143234,0.619333089,0.28515285,0.260037115,0.442739323,0.242143234,0.619333089,0.28515285,0.260037115,0.346366911
LY75,0.056957601,0.045566469,0.041153572,0.04135438,0.035223722,0.056957601,0.045566469,0.041153572,0.04135438,0.065598233
RBMS1,0.644069304,0.538424371,0.495515896,0.595846426,0.550739169,0.644069304,0.538424371,0.495515896,0.595846426,0.654045435
TANK,0.526699577,0.595497336,0.732698937,0.558819951,0.632136136,0.526699577,0.595497336,0.732698937,0.558819951,0.607322159
AC009299.3,0.019627616,0.005282578,0,0.005628016,0,0.019627616,0.005282578,0,0.005628016,0.004864809
PSMD14,0.584833476,0.395907691,0.582682861,0.44786094,0.395652515,0.584833476,0.395907691,0.582682861,0.44786094,0.70550987
SLC4A10,0.038386761,0.041443436,0.048838136,0.173643586,0.03480349,0.038386761,0.041443436,0.048838136,0.173643586,0.086322511
DPP4,0.162071056,0.08489892,0.094458322,0.199569336,0.107255919,0.162071056,0.08489892,0.094458322,0.199569336,0.120932546
IFIH1,0.143988397,0.164511998,0.156330236,0.103649084,0.141780585,0.143988397,0.164511998,0.156330236,0.103649084,0.117281618
GCA,0.615243505,1.373044919,0.833681398,0.562214858,1.059289107,0.615243505,1.373044919,0.833681398,0.562214858,1.036527511
COBLL1,0.044176291,0.058975206,0.154210197,0.058333721,0.07746635,0.044176291,0.058975206,0.154210197,0.058333721,0.074289205
SLC38A11,0.006289308,0.007106563,0.029621369,0.008604371,0.011426482,0.006289308,0.007106563,0.029621369,0.008604371,0.016603891
GALNT3,0.036826873,0.048085705,0.055007884,0.049586713,0.040139455,0.036826873,0.048085705,0.055007884,0.049586713,0.046497976
TTC21B,0.061497142,0.037418833,0.052119046,0.029906241,0.036574591,0.061497142,0.037418833,0.052119046,0.029906241,0.026482524
STK39,0.039065381,0.033824628,0.038282612,0.044294179,0.022707206,0.039065381,0.033824628,0.038282612,0.044294179,0.031765544
CERS6,0.065247313,0.05214931,0.050339574,0.036726458,0.054762732,0.065247313,0.05214931,0.050339574,0.036726458,0.048712951
DHRS9,0.010354126,0.02024227,0.012379315,0.012479014,0.016571953,0.010354126,0.02024227,0.012379315,0.012479014,0.010334098
FASTKD1,0.034181908,0.016818205,0.02066491,0.071981413,0.027615551,0.034181908,0.016818205,0.02066491,0.071981413,0.054006853
PPIG,0.957602271,0.760724567,0.956047734,0.846189929,0.788657396,0.957602271,0.760724567,0.956047734,0.846189929,0.84218706
PHOSPHO2,0.025419645,0.016397442,0.024936868,0.019581874,0.00973411,0.025419645,0.016397442,0.024936868,0.019581874,0.015720056
KLHL23,0.007756485,0,0,0,0,0.007756485,0,0,0,0.003462838
SSB,1.04937675,0.949548913,1.093039605,1.252414667,1.350581649,1.04937675,0.949548913,1.093039605,1.252414667,1.149030612
METTL5,0.581712943,0.439210677,0.562406642,0.607386986,0.500284731,0.581712943,0.439210677,0.562406642,0.607386986,0.521279915
UBR3,0.087101622,0.072412622,0.092392923,0.087808661,0.090123679,0.087101622,0.072412622,0.092392923,0.087808661,0.093692446
GORASP2,0.331275983,0.21963255,0.271180579,0.281896672,0.210822825,0.331275983,0.21963255,0.271180579,0.281896672,0.304289012
TLK1,0.094183003,0.069331895,0.094223736,0.089230778,0.095944456,0.094183003,0.069331895,0.094223736,0.089230778,0.09333245
METTL8,0.120898361,0.117352887,0.200504851,0.157745793,0.165011751,0.120898361,0.117352887,0.200504851,0.157745793,0.150298278
DCAF17,0.04504645,0.048185205,0.070884565,0.06350545,0.058514793,0.04504645,0.048185205,0.070884565,0.06350545,0.049632458
CYBRD1,0.028203984,0.05657484,0.069325418,0.078301408,0.103049047,0.028203984,0.05657484,0.069325418,0.078301408,0.037983324
DYNC1I2,0.228271603,0.244376926,0.201063593,0.203735815,0.237436393,0.228271603,0.244376926,0.201063593,0.203735815,0.193808005
SLC25A12,0.189106503,0.029482199,0.0397189,0.108648105,0.103858296,0.189106503,0.029482199,0.0397189,0.108648105,0.233411634
HAT1,0.19961849,0.126181832,0.153924713,0.185633356,0.19447803,0.19961849,0.126181832,0.153924713,0.185633356,0.177965629
METAP1D,0.085143808,0.04055917,0.040318418,0.041006411,0.060573058,0.085143808,0.04055917,0.040318418,0.041006411,0.056175051
ITGA6,0.108314784,0.035765782,0.04347597,0.044019492,0.041160887,0.108314784,0.035765782,0.04347597,0.044019492,0.050633023
AC078883.3,0.030593842,0.012220995,0.03017011,0.0215179,0.007118735,0.030593842,0.012220995,0.03017011,0.0215179,0.028403716
AC093818.1,0.0191526,0.017894252,0.023139644,0.01371847,0.007118735,0.0191526,0.017894252,0.023139644,0.01371847,0.034948621
PDK1,0.107663937,0.06465894,0.097338034,0.09890676,0.098567463,0.107663937,0.06465894,0.097338034,0.09890676,0.126357459
MLTK,0.045954535,0.111722338,0.046346372,0.048202782,0.061102027,0.045954535,0.111722338,0.046346372,0.048202782,0.064957968
CDCA7,0.010501223,0.011295543,0.019367491,0.038780618,0.013356149,0.010501223,0.011295543,0.019367491,0.038780618,0.026856112
SP3,0.185439751,0.190220513,0.18391317,0.230273977,0.157630538,0.185439751,0.190220513,0.18391317,0.230273977,0.235785902
OLA1,0.638431719,0.694346727,0.578542045,0.455344826,0.502340206,0.638431719,0.694346727,0.578542045,0.455344826,0.631018573
CIR1,0.535747659,0.729456347,0.558072088,0.526787277,0.559743331,0.535747659,0.729456347,0.558072088,0.526787277,0.683602983
SCRN3,0.04368506,0.048244531,0.054785053,0.034110852,0.034100829,0.04368506,0.048244531,0.054785053,0.034110852,0.061766618
GPR155,0.28007895,0.121789211,0.137269019,0.130084604,0.18685122,0.28007895,0.121789211,0.137269019,0.130084604,0.173994052
WIPF1,0.996107415,0.752113012,0.942950862,1.195834151,1.050195175,0.996107415,0.752113012,0.942950862,1.195834151,1.057760704
AC010894.5,0.018050542,0.023315843,0.024035342,0.024228915,0.032175653,0.018050542,0.023315843,0.024035342,0.024228915,0.021471926
CHRNA1,0.009854434,0,0,0,0,0.009854434,0,0,0,0.004524273
CHN1,0.009123244,0.002792052,0,0.005609201,0.007448939,0.009123244,0.002792052,0,0.005609201,0.006919689
