,mix1,mix2,mix3,mix4,mix5,mix6,mix7,mix8,mix9,mix10
TBK1,0.159714302,0.079696637,0.136472631,0.196124491,0.158185594,0.159714302,0.079696637,0.136472631,0.196124491,0.133304716
RASSF3,0.263458257,0.277266958,0.223553842,0.246105257,0.294923585,0.263458257,0.277266958,0.223553842,0.246105257,0.282721748
GNS,0.153771281,0.398131611,0.195060784,0.207434842,0.2886843,0.153771281,0.398131611,0.195060784,0.207434842,0.351624771
TBC1D30,0.00198059,0.002237955,0.002637271,0.00265851,0.003530464,0.00198059,0.002237955,0.002637271,0.00265851,0.002060968
LEMD3,0.090286154,0.055416595,0.109125294,0.095252922,0.094470104,0.090286154,0.055416595,0.109125294,0.095252922,0.062745753
MSRB3,0.006798683,0.002684589,0.003163597,0.003189076,0.004235047,0.006798683,0.002684589,0.003163597,0.003189076,0.00247228
LLPH,0.378269861,0.348024025,0.268196165,0.320871409,0.317908138,0.378269861,0.348024025,0.268196165,0.320871409,0.352255831
TMBIM4.1,1.540261173,2.198550368,1.909097259,1.834149618,1.98898406,1.540261173,2.198550368,1.909097259,1.834149618,2.273796959
IRAK3,0.067548196,0.157704885,0.053745825,0.05846973,0.090999885,0.067548196,0.157704885,0.053745825,0.05846973,0.105512431
HELB,0.075587807,0.047941311,0.046386702,0.045247581,0.043547535,0.075587807,0.047941311,0.046386702,0.045247581,0.035108813
CAND1,0.391795551,0.222614321,0.46261475,0.365889121,0.376836199,0.391795551,0.222614321,0.46261475,0.365889121,0.375477703
DYRK2,0.091974358,0.073569958,0.086715881,0.119667417,0.067324736,0.091974358,0.073569958,0.086715881,0.119667417,0.092090413
IFNG-AS1,0.073403141,0.049751532,0.09973072,0.096786517,0.091768893,0.073403141,0.049751532,0.09973072,0.096786517,0.106169169
IFNG,0.088394759,0.076960404,0.084567523,0.202514596,0.072940169,0.088394759,0.076960404,0.084567523,0.202514596,0.137364637
MDM1,0.123499663,0.062436704,0.09214639,0.089716654,0.100432668,0.123499663,0.062436704,0.09214639,0.089716654,0.104424577
RP11-81H14.2,0.093311904,0.096651674,0.105691171,0.143069764,0.16985945,0.093311904,0.096651674,0.105691171,0.143069764,0.119565398
RAP1B,2.20689693,1.699134401,1.833133033,2.38971324,2.262948713,2.20689693,1.699134401,1.833133033,2.38971324,2.070444793
RP11-637A17.2,0.025995442,0.011370094,0.037145241,0.027431607,0.036428782,0.025995442,0.011370094,0.037145241,0.027431607,0.022957097
NUP107,0.273567412,0.19937542,0.355528971,0.279071397,0.276105999,0.273567412,0.19937542,0.355528971,0.279071397,0.259810659
SLC35E3,0.133164832,0.110936916,0.138680966,0.062128401,0.072942255,0.133164832,0.110936916,0.138680966,0.062128401,0.102728707
MDM2,0.078701591,0.066729388,0.08778358,0.069547426,0.077927093,0.078701591,0.066729388,0.08778358,0.069547426,0.08548975
CPM,0.044307205,0.099127803,0.066067695,0.054420079,0.064825777,0.044307205,0.099127803,0.066067695,0.054420079,0.055647254
CPSF6,0.396874434,0.27197592,0.387669377,0.39154635,0.30550333,0.396874434,0.27197592,0.387669377,0.39154635,0.344279136
LYZ,23.28860108,104.6068997,32.16001957,32.21689696,44.66752778,23.28860108,104.6068997,32.16001957,32.21689696,46.71225815
RP11-1143G9.4,0.960711833,0.790448474,0.863792831,0.864470626,0.778813055,0.960711833,0.790448474,0.863792831,0.864470626,0.882475036
YEATS4,0.32331214,0.169600452,0.272249481,0.286647975,0.221094906,0.32331214,0.169600452,0.272249481,0.286647975,0.260822415
FRS2,0.04932065,0.040394889,0.057145503,0.055727918,0.052921438,0.04932065,0.040394889,0.057145503,0.055727918,0.038842961
CCT2,0.74475289,0.530255465,0.71407859,0.657893401,0.520887109,0.74475289,0.530255465,0.71407859,0.657893401,0.68149849
RP11-588G21.2,0.007263356,0.008207182,0.017712388,0.013326422,0.017697299,0.007263356,0.008207182,0.017712388,0.013326422,0.013841835
RAB3IP,0.087939782,0.07366785,0.080072443,0.075288779,0.081847719,0.087939782,0.07366785,0.080072443,0.075288779,0.036359209
RP11-611E13.2,0.177499113,0.125428007,0.199184607,0.179932724,0.195319632,0.177499113,0.125428007,0.199184607,0.179932724,0.163627015
CNOT2,0.437896059,0.344389105,0.320799569,0.298357244,0.2964579,0.437896059,0.344389105,0.320799569,0.298357244,0.291718154
KCNMB4,0.029511863,0.02326666,0.026332202,0.016906025,0.022450961,0.029511863,0.02326666,0.026332202,0.016906025,0.021270161
ZFC3H1,0.158009732,0.162408197,0.163235392,0.154373225,0.120241037,0.158009732,0.162408197,0.163235392,0.154373225,0.146620957
THAP2,0.237298585,0.177691483,0.177801177,0.209373234,0.188463567,0.237298585,0.177691483,0.177801177,0.209373234,0.258466202
TMEM19,0.122803642,0.070350509,0.257859484,0.174080553,0.173759916,0.122803642,0.070350509,0.257859484,0.174080553,0.20315958
RAB21,0.142891802,0.146768246,0.13512861,0.154391816,0.173313372,0.142891802,0.146768246,0.13512861,0.154391816,0.129996883
TBC1D15,0.14640305,0.097941577,0.13167785,0.160356471,0.122304498,0.14640305,0.097941577,0.13167785,0.160356471,0.166890301
ATXN7L3B,0.170067659,0.168841161,0.187131855,0.278772434,0.208232149,0.170067659,0.168841161,0.187131855,0.278772434,0.163345844
RP11-56G10.2,0.004826255,0,0,0.005907931,0,0.004826255,0,0,0.005907931,0
CAPS2,0,0.01060803,0.011346938,0.019039013,0.015189929,0,0.01060803,0.011346938,0.019039013,0.002331054
GLIPR1L2,0,0,0.008306662,0,0,0,0,0.008306662,0,0.006491471
GLIPR1,0.934554544,1.491943984,1.167209694,1.085532406,1.278731978,0.934554544,1.491943984,1.167209694,1.085532406,1.300477697
KRR1,0.304072236,0.26412176,0.37274724,0.366048469,0.292204887,0.304072236,0.26412176,0.37274724,0.366048469,0.336781071
PHLDA1,0.114404118,0.065403487,0.069144366,0.166289877,0.105025018,0.114404118,0.065403487,0.069144366,0.166289877,0.07268666
RP11-290L1.3,0.010612568,0.007765935,0.011259831,0.009225305,0.012251074,0.010612568,0.007765935,0.011259831,0.009225305,0.012690789
NAP1L1,5.433239342,4.160755911,5.089559657,4.109045802,5.048008848,5.433239342,4.160755911,5.089559657,4.109045802,4.698692496
BBS10,0.008551546,0.010166854,0.016790606,0.016925833,0.022477265,0.008551546,0.010166854,0.016790606,0.016925833,0.016097978
OSBPL8,0.316518343,0.375662778,0.379591019,0.367244952,0.434852898,0.316518343,0.375662778,0.379591019,0.367244952,0.320437537
ZDHHC17,0.08095584,0.060104529,0.100678372,0.090099207,0.078856423,0.08095584,0.060104529,0.100678372,0.090099207,0.077392408
CSRP2,0.003278689,0,0.007004513,0,0,0.003278689,0,0.007004513,0,0
PAWR,0.06252625,0.062699381,0.181873729,0.034382497,0.045659465,0.06252625,0.062699381,0.181873729,0.034382497,0.076430923
PPP1R12A,0.711314528,0.520398455,0.691011919,0.75592152,0.673622886,0.711314528,0.520398455,0.691011919,0.75592152,0.698642387
LIN7A,0.020712089,0.094096213,0.061282383,0.059358277,0.083742917,0.020712089,0.094096213,0.061282383,0.059358277,0.052555466
CCDC59,0.779295978,0.650993362,0.915368578,0.803182306,0.8215704,0.779295978,0.650993362,0.915368578,0.803182306,0.756049682
METTL25,0.071659334,0.039389371,0.050030559,0.054696112,0.052573278,0.071659334,0.039389371,0.050030559,0.054696112,0.062874645
TMTC2,0.020857312,0.059529959,0.006703685,0.006757674,0.014077247,0.020857312,0.059529959,0.006703685,0.006757674,0.018874419
C12orf29,0.164724701,0.071584407,0.104587633,0.115585252,0.095821355,0.164724701,0.071584407,0.104587633,0.115585252,0.139256528
CEP290,0.075422433,0.063464981,0.110279954,0.106742156,0.058502618,0.075422433,0.063464981,0.110279954,0.106742156,0.104502954
TMTC3,0.003408316,0.007834086,0.004538371,0.016646457,0.009127144,0.003408316,0.007834086,0.004538371,0.016646457,0.009358267
DUSP6,0.38325741,0.883945722,0.443385468,0.382853586,0.663189619,0.38325741,0.883945722,0.443385468,0.382853586,0.593533126
POC1B,0.07704573,0.054222359,0.075394107,0.081115968,0.096271928,0.07704573,0.054222359,0.075394107,0.081115968,0.091030771
RP11-734K2.4,0.010447696,0.005096723,0.014789489,0.021373882,0,0.010447696,0.005096723,0.014789489,0.021373882,0.02017175
ATP2B1,0.508545431,0.574184464,0.65603226,0.531733462,0.651019467,0.508545431,0.574184464,0.65603226,0.531733462,0.581688349
LINC00936,1.716925772,3.725313199,1.897589695,1.699387885,2.240873179,1.716925772,3.725313199,1.897589695,1.699387885,2.439188638
C12orf79,0.193670013,0.125710402,0.225734131,0.183490746,0.193085816,0.193670013,0.125710402,0.225734131,0.183490746,0.16280574
BTG1,16.10535082,10.75433771,14.70946469,13.24011229,12.08238739,16.10535082,10.75433771,14.70946469,13.24011229,12.956769
RP11-796E2.4,0.796334343,0.574544332,0.720230367,0.586880995,0.540732638,0.796334343,0.574544332,0.720230367,0.586880995,0.690581489
RP11-693J15.5,0.083307704,0.085663045,0.323512992,0.144865926,0.174415547,0.083307704,0.085663045,0.323512992,0.144865926,0.1773859
EEA1,0.10194364,0.105315277,0.079783739,0.091256538,0.077345802,0.10194364,0.105315277,0.079783739,0.091256538,0.085646169
RP11-511B23.1,0.009461304,0.007062147,0.015301052,0.022608349,0.01114082,0.009461304,0.007062147,0.015301052,0.022608349,0.005453788
NUDT4,0.090953192,0.077257167,0.079292493,0.066021165,0.049730065,0.090953192,0.077257167,0.079292493,0.066021165,0.087276145
UBE2N,0.859439473,0.717429529,0.897542695,0.915156044,0.969667,0.859439473,0.717429529,0.897542695,0.915156044,0.901834446
MRPL42,0.426294814,0.392420833,0.469350446,0.517456517,0.604518297,0.426294814,0.392420833,0.469350446,0.517456517,0.200237764
SOCS2,0.063307549,0.051322298,0.049063679,0.052322315,0.041789669,0.063307549,0.051322298,0.049063679,0.052322315,0.032196413
CRADD,0.098967933,0.107514863,0.097161186,0.092012344,0.071506126,0.098967933,0.107514863,0.097161186,0.092012344,0.072508084
PLXNC1,0.080370355,0.120355469,0.119268819,0.100799869,0.141028856,0.080370355,0.120355469,0.119268819,0.100799869,0.114046807
CCDC41,0.03238459,0.016850491,0.036375579,0.043494097,0.032026214,0.03238459,0.016850491,0.036375579,0.043494097,0.047581704
TMCC3,0.01603912,0.031630804,0.018435932,0.004487736,0.00595965,0.01603912,0.031630804,0.018435932,0.004487736,0.015177279
NDUFA12,1.159487437,1.166346147,1.307269053,1.47427751,1.51699799,1.159487437,1.166346147,1.307269053,1.47427751,1.241175096
NR2C1,0.252535375,0.260478419,0.392190618,0.092189744,0.09002427,0.252535375,0.260478419,0.392190618,0.092189744,0.280028292
FGD6,0.005589436,0.011727418,0,0.006205649,0.004408932,0.005589436,0.011727418,0,0.006205649,0.005726114
VEZT,0.178135749,0.152046815,0.176482436,0.161988463,0.159053416,0.178135749,0.152046815,0.176482436,0.161988463,0.173388801
METAP2,0.541627292,0.430675724,0.57467742,0.461931057,0.390421804,0.541627292,0.430675724,0.57467742,0.461931057,0.526768723
USP44,0.039455761,0.011655954,0.021000076,0.013846335,0.018387735,0.039455761,0.011655954,0.021000076,0.013846335,0.024755778
SNRPF,0.727592486,0.642649621,0.731759655,0.822794778,0.768139447,0.727592486,0.642649621,0.731759655,0.822794778,0.718834158
AMDHD1,0.006806711,0.014112585,0.004924401,0.00496406,0.008045729,0.006806711,0.014112585,0.004924401,0.00496406,0.011779776
HAL,0.025072651,0.043118498,0.034499916,0.034777767,0.050417414,0.025072651,0.043118498,0.034499916,0.034777767,0.028270164
LTA4H,0.865321655,1.269336099,1.247104865,0.851433418,1.112435245,0.865321655,1.269336099,1.247104865,0.851433418,1.054814828
ELK3,0.12856894,0.129222527,0.113306675,0.1482143,0.099439021,0.12856894,0.129222527,0.113306675,0.1482143,0.115069296
CDK17,0.153851034,0.102007382,0.186045665,0.164004926,0.125562832,0.153851034,0.102007382,0.186045665,0.164004926,0.131779753
NEDD1,0.11294679,0.078295091,0.091820391,0.098024906,0.089997105,0.11294679,0.078295091,0.091820391,0.098024906,0.114958795
RP11-181C3.1,0.003690037,0.007384166,0.004913498,0.009102318,0.004886325,0.003690037,0.007384166,0.004913498,0.009102318,0.006692263
TMPO-AS1,0.034918654,0.054182982,0.03181265,0.034486783,0.06088062,0.034918654,0.054182982,0.03181265,0.034486783,0.060491001
TMPO,0.312734207,0.341422347,0.324277893,0.305564557,0.33906295,0.312734207,0.341422347,0.324277893,0.305564557,0.343685355
SLC25A3,3.676680756,3.876868555,3.66009172,3.644135663,3.775151033,3.676680756,3.876868555,3.66009172,3.644135663,3.805034062
IKBIP,0.214273618,0.3673491,0.245650485,0.221786544,0.235690822,0.214273618,0.3673491,0.245650485,0.221786544,0.271312756
APAF1,0.077548707,0.135197967,0.066555207,0.07763948,0.05808588,0.077548707,0.135197967,0.066555207,0.07763948,0.085108206
ANKS1B,0.023539786,0,0,0,0,0.023539786,0,0,0,0.005816561
UHRF1BP1L,0.075605242,0.093260152,0.072953547,0.071903492,0.062511196,0.075605242,0.093260152,0.072953547,0.071903492,0.090164821
ACTR6,0.128587304,0.1081745,0.251268089,0.175893035,0.156332978,0.128587304,0.1081745,0.251268089,0.175893035,0.245907987
SCYL2,0.103604541,0.113360233,0.102669171,0.095858891,0.120218794,0.103604541,0.113360233,0.102669171,0.095858891,0.089224124
UTP20,0.039977521,0.031878169,0.037190131,0.029419296,0.03745512,0.039977521,0.031878169,0.037190131,0.029419296,0.038093516
ARL1,0.282949083,0.214161553,0.25373613,0.25599089,0.262534085,0.282949083,0.214161553,0.25373613,0.25599089,0.215289364
CHPT1,0.537919691,0.692250723,0.825501436,0.653894534,0.719140819,0.537919691,0.692250723,0.825501436,0.653894534,0.548621111
SYCP3,0.009256869,0.007610135,0.004924401,0.00496406,0,0.009256869,0.007610135,0.004924401,0.00496406,0.003848309
GNPTAB,0.156135957,0.177924697,0.25131798,0.262835324,0.184293976,0.156135957,0.177924697,0.25131798,0.262835324,0.172576187
DRAM1,0.050953721,0.095862167,0.082395801,0.09862527,0.109849499,0.050953721,0.095862167,0.082395801,0.09862527,0.065360594
CCDC53,0.418643381,0.425546443,0.539561393,0.568364827,0.494593368,0.418643381,0.425546443,0.539561393,0.568364827,0.50447278
NUP37,0.100790546,0.094317463,0.115834654,0.165554709,0.147446415,0.100790546,0.094317463,0.115834654,0.165554709,0.111569942
PARPBP,0.010342706,0.005762997,0.006810439,0.018496784,0.018324294,0.010342706,0.005762997,0.006810439,0.018496784,0.014324367
C12orf42,0.067454945,0.070579263,0.139919586,0.037229087,0.012768848,0.067454945,0.070579263,0.139919586,0.037229087,0.057942643
NT5DC3,0.009645097,0.009348818,0.00784654,0.002478364,0.003346848,0.009645097,0.009348818,0.00784654,0.002478364,0.003875091
HSP90B1,1.302346333,1.18036599,1.335525223,1.642318137,1.41697804,1.302346333,1.18036599,1.335525223,1.642318137,1.174382965
C12orf73,0.054650938,0.050740135,0.046582499,0.065843713,0.068627147,0.054650938,0.050740135,0.046582499,0.065843713,0.05078077
TDG,0.540361359,0.183582667,0.301253098,0.26560902,0.311442397,0.540361359,0.183582667,0.301253098,0.26560902,0.604149671
HCFC2,0.204338783,0.046157213,0.084656847,0.054831052,0.067808841,0.204338783,0.046157213,0.084656847,0.054831052,0.075777656
NFYB,0.108004365,0.065020907,0.107686922,0.105705124,0.04809981,0.108004365,0.065020907,0.107686922,0.105705124,0.138199672
TXNRD1,0.123117664,0.148815528,0.159508538,0.166890897,0.172819611,0.123117664,0.148815528,0.159508538,0.166890897,0.155843614
EID3,0.093635191,0.051822776,0.101611323,0.101843473,0.08689459,0.093635191,0.051822776,0.101611323,0.101843473,0.06714971
CHST11,0.283550391,0.310112651,0.313673258,0.282055838,0.272470125,0.283550391,0.310112651,0.313673258,0.282055838,0.289100133
SLC41A2,0,0.01261007,0.00210823,0,0,0,0.01261007,0.00210823,0,0.001647534
C12orf45,0.245685432,0.14859213,0.16323522,0.130299093,0.153518599,0.245685432,0.14859213,0.16323522,0.130299093,0.180460626
KIAA1033,0.232664713,0.226835362,0.451459773,0.269865771,0.321007169,0.232664713,0.226835362,0.451459773,0.269865771,0.293073126
APPL2,0.040007947,0.022275878,0.026250535,0.043253575,0.043169988,0.040007947,0.022275878,0.026250535,0.043253575,0.018896986
C12orf75,0.651873652,0.502524968,0.74110315,1.297848305,0.851384291,0.651873652,0.502524968,0.74110315,1.297848305,0.786024353
NUAK1,0.005927682,0.006697946,0.007893052,0.021113893,0.019148518,0.005927682,0.006697946,0.007893052,0.021113893,0.006168244
CKAP4,0.10932627,0.255060716,0.162746698,0.136007316,0.2286923,0.10932627,0.255060716,0.162746698,0.136007316,0.160916488
TCP11L2,0.092708283,0.066098527,0.0971203,0.046255605,0.07062141,0.092708283,0.066098527,0.0971203,0.046255605,0.100233164
POLR3B,0.008309418,0.016720395,0.017015581,0.011153581,0.007624171,0.008309418,0.016720395,0.017015581,0.011153581,0.015852835
RIC8B,0.036121952,0.043630667,0.028454074,0.040461001,0.038090926,0.036121952,0.043630667,0.028454074,0.040461001,0.046533824
RP11-412D9.4,0.025529009,0.011961962,0.014096321,0.061377201,0.026387882,0.025529009,0.011961962,0.014096321,0.061377201,0.021614486
C12orf23,0.172547922,0.096265111,0.188034639,0.120290616,0.043397359,0.172547922,0.096265111,0.188034639,0.120290616,0.113463236
MTERFD3,0.047841433,0.028157472,0.031692203,0.050759376,0.035295622,0.047841433,0.028157472,0.031692203,0.050759376,0.047602367
CRY1,0.03856717,0.03256559,0.024061638,0.069410533,0.025839331,0.03856717,0.03256559,0.024061638,0.069410533,0.048440464
BTBD11,0.033512189,0.023914016,0.02484965,0.029224977,0.037330038,0.033512189,0.023914016,0.02484965,0.029224977,0.043775339
PWP1,0.245585417,0.179389917,0.548676392,0.325767745,0.276025451,0.245585417,0.179389917,0.548676392,0.325767745,0.339523311
PRDM4,0.100026335,0.080752237,0.096833831,0.104771269,0.10506214,0.100026335,0.080752237,0.096833831,0.104771269,0.098925949
CMKLR1,0.024307458,0.070353507,0.028619088,0.028849578,0.015306769,0.024307458,0.070353507,0.028619088,0.028849578,0.035972271
FICD,0.022789622,0.017973351,0.006766046,0.027764826,0.00785256,0.022789622,0.017973351,0.006766046,0.027764826,0.021846191
SART3,0.090012422,0.050223647,0.048649944,0.062048918,0.051313041,0.090012422,0.050223647,0.048649944,0.062048918,0.049552119
ISCU,2.575666024,2.429338566,2.923755356,2.670199209,2.69653008,2.575666024,2.429338566,2.923755356,2.670199209,2.647236051
SELPLG,0.83251751,0.924187974,0.698506308,0.918132038,1.032525714,0.83251751,0.924187974,0.698506308,0.918132038,0.917783319
CORO1C,0.220237352,0.345161174,0.24459971,0.210296252,0.26819485,0.220237352,0.345161174,0.24459971,0.210296252,0.28465432
SNORA40.1,0,0,0,0,0,0,0,0,0,0
SSH1,0.027633528,0.053999192,0.004913498,0.018282582,0.003346848,0.027633528,0.053999192,0.004913498,0.018282582,0.030897738
USP30,0.144329511,0.031663694,0.031779928,0.044114034,0.034640446,0.144329511,0.031663694,0.031779928,0.044114034,0.021413968
USP30-AS1,0.128657322,0.136947159,0.109628593,0.147634544,0.130732861,0.128657322,0.136947159,0.109628593,0.147634544,0.122313335
ALKBH2,0.15122365,0.17006263,0.217101179,0.142824086,0.149939342,0.15122365,0.17006263,0.217101179,0.142824086,0.186029749
UNG,0.122396255,0.109625718,0.137535457,0.183153514,0.149073889,0.122396255,0.109625718,0.137535457,0.183153514,0.15423423
ACACB,0.006922692,0.017763682,0.009217966,0.015512232,0.003959421,0.006922692,0.017763682,0.009217966,0.015512232,0.016358854
KCTD10,0.022619957,0.041683569,0.032610194,0.064835084,0.072047607,0.022619957,0.041683569,0.032610194,0.064835084,0.045359225
UBE3B,0.076178184,0.070836618,0.050100517,0.098219295,0.084417475,0.076178184,0.070836618,0.050100517,0.098219295,0.096060405
