Name,CD8.T.cells,CD4.T.cells,NK.cells,B.cells,monocytic.lineage,neutrophils,fibroblasts,endothelial.cells
LOC200030 ,2838.0,3147.0,2337.0,1160.0,2408.0,1997.0,5153.0,190.0
LOC201725 ,292.0,729.0,468.0,631.0,365.0,544.0,166.0,108.0
LOC202786,2773.0,2153.0,3734.0,1047.0,5330.0,2309.0,4512.0,1952.0
LOC202908,2268.0,2322.0,1966.0,2118.0,7067.0,17193.0,2405.0,289.0
LOC220213,959.0,822.0,349.0,1145.0,1189.0,1076.0,980.0,249.0
LOC23117 ,532.0,1857.0,1057.0,1164.0,1511.0,672.0,687.0,106.0
LOC253782,339.0,599.0,506.0,494.0,514.0,323.0,889.0,171.0
LOC283153,3320.0,2757.5,2333.5,1317.5,4389.5,2975.0,3373.0,701.0
LOC283431,37.0,70.0,48.0,59.0,172.0,50.0,968.0,504.0
LOC283431 ,114.0,213.0,231.0,363.0,282.0,237.0,948.0,666.0
LOC283989 ,5110.0,2477.0,5357.0,356.0,717.0,437.0,269.0,297.0
LOC284018,243.0,745.0,448.0,225.0,424.0,423.0,738.0,278.0
LOC284336 ,845.6666666666666,877.0,547.0,1212.0,2654.0,476.6666666666667,1978.3333333333333,199.33333333333334
LOC285628,86.0,54.0,82.0,78.0,323.0,73.0,3856.0,276.0
LOC286088 ,198.0,139.0,488.0,257.0,449.0,29.0,828.0,252.0
LOC286163,1688.0,1258.0,1054.0,656.0,3942.0,2404.0,1242.0,508.0
LOC339493,2381.0,2582.0,2074.0,2028.0,8069.0,19452.0,2652.0,293.0
LOC339541 ,1528.5,2418.5,267.5,519.5,813.5,197.0,64.5,8.0
LOC339745,402.0,572.0,523.0,886.0,1899.0,2596.0,1106.0,195.0
LOC341720 ,404.0,461.0,392.0,855.0,1663.0,807.0,10771.0,127.0
LOC342616,2006.0,1422.0,1546.0,510.0,303.0,429.0,287.0,105.0
LOC348235,604.0,774.0,486.0,289.0,352.0,207.0,195.0,84.0
LOC51061,1493.0,1198.0,2643.0,969.0,1566.0,794.0,1570.0,603.0
LOC51061 ,147.0,208.0,253.0,213.0,89.0,238.0,92.0,91.0
LOC51122,498.0,535.0,375.0,289.0,693.0,451.0,1536.0,551.0
LOC51320,912.0,775.0,1786.0,757.0,267.0,145.0,195.0,27.0
LOC51762,2276.0,2770.3333333333335,3528.0,740.6666666666666,3484.3333333333335,3120.6666666666665,4726.666666666667,474.3333333333333
LOC54103 ,1207.0,1392.0,5620.0,4674.0,2527.0,415.0,2800.0,1010.0
LOC55580,47.0,48.0,70.0,53.0,1944.0,35.0,1512.0,1203.0
LOC56854,2162.0,2541.0,1158.0,1127.0,662.0,826.0,622.0,110.0
LOC56902,571.0,636.5,1013.5,1576.0,443.0,2192.5,651.0,130.5
LOC64744,6999.0,7342.0,3779.0,4582.0,9983.0,18690.0,3656.0,1248.0
LOC64744 ,2008.0,3569.0,1487.0,3146.0,3732.0,4250.0,1367.0,152.0
LOC91526,3531.5,2236.5,2389.5,1871.0,2655.5,3592.0,694.0,537.5
LOC91947,344.0,293.0,595.0,1014.0,3193.0,1182.0,6620.0,7647.0
LOC91966,1092.3333333333333,859.6666666666666,1177.3333333333333,791.0,722.3333333333334,495.0,607.6666666666666,99.33333333333333
LOC92162 ,501.0,578.0,453.0,947.0,879.0,2605.0,1612.0,139.0
LOC92799,864.0,711.0,1122.0,260.0,2545.0,4761.0,3906.0,293.0
LOC93082,157.0,414.0,185.0,117.0,303.0,228.0,1643.0,25.0
LPXN,4366.0,3147.0,4127.0,1940.0,3062.0,1159.0,6292.0,1460.0
LRMP,483.0,510.0,797.0,912.0,832.0,2501.0,54.0,185.0
LRP10 ,640.0,901.0,924.0,411.5,451.0,4051.5,2060.0,199.0
LRRFIP1,2736.25,2390.25,2200.25,1173.0,4298.75,5825.5,2737.5,1219.25
LRRN3,1813.0,910.0,27.0,214.0,47.0,108.0,24.0,32.0
LRRN4,2903.0,2805.0,1580.0,1697.0,2474.0,3461.0,1543.0,273.0
LSP1,1627.0,1578.0,2124.0,675.0,3434.0,5030.0,741.0,1523.0
LST1,493.1666666666667,1070.5,190.66666666666666,212.5,4669.166666666667,11793.0,494.8333333333333,774.1666666666666
LTA,46.0,27.0,13.0,29.0,15.0,32.0,18.0,6.0
LTB,9789.0,13204.0,678.0,7010.0,306.0,6177.0,149.0,57.0
LTB4R ,974.0,691.0,1127.0,905.0,2341.0,4128.0,1663.0,167.0
LUC7L2 ,650.0,927.0,777.0,240.0,532.0,98.0,827.0,426.0
LY75,1797.0,1603.0,1704.0,943.0,797.0,1585.0,69.0,108.0
LY9 ,6015.0,2904.0,1691.0,2584.0,53.0,222.0,198.0,811.0
LY96,270.0,357.0,85.0,274.0,2864.0,6621.0,1339.0,452.0
LYAR,2174.0,611.0,1229.0,301.0,1013.0,455.0,1060.0,218.0
LYN,284.3333333333333,1068.3333333333333,2613.3333333333335,2464.6666666666665,5426.0,14877.0,8150.666666666667,528.6666666666666
LYRIC,1702.0,1487.6666666666667,1715.0,1274.6666666666667,1572.6666666666667,550.6666666666666,1007.0,589.0
LZK1,4283.0,2649.0,2032.0,1485.0,3019.0,2810.0,4373.0,287.0
LZTFL1,443.0,263.0,456.0,77.0,207.0,111.0,142.0,149.0
Lectin,122.0,154.0,151.0,576.0,224.0,371.0,526.0,1898.0
M6PR,1438.0,1341.0,1810.0,328.0,2450.0,328.0,4374.0,856.0
MAD,58.0,90.0,135.0,75.0,217.0,2436.0,229.0,4.0
MAD2L1,561.0,309.0,268.0,319.0,42.0,158.0,52.0,26.0
MAF,403.0,236.0,629.0,150.0,167.0,148.0,138.0,378.0
MAFB,369.0,919.0,490.5,583.0,8573.0,652.0,14427.0,3706.0
MAFF,513.0,428.0,561.0,97.0,503.0,381.0,7428.0,1381.0
MAK3P,1734.0,1199.5,1581.0,797.5,1618.0,1477.5,1751.0,612.0
MAK3P ,1305.0,670.0,1601.0,1127.0,1202.0,1050.0,1274.0,138.0
MAN1A1,277.0,166.0,557.0,538.0,222.0,577.0,104.0,127.0
MAN2A1,1201.0,1171.0,754.0,850.0,1092.0,397.0,430.0,481.0
MANEA,396.0,501.0,464.0,618.0,528.0,257.0,343.0,165.0
MAP3K4,767.0,704.5,634.5,536.0,742.5,94.5,3461.5,485.0
MAP3K8,411.0,134.0,1297.0,1128.0,1526.0,1513.0,3623.0,184.0
MAP4K1,1437.0,1519.0,665.0,175.0,232.0,49.0,17.0,49.0
MAPKAP1,845.0,1115.0,769.0,902.0,831.0,586.0,738.0,320.0
MARCKS,82.66666666666667,166.66666666666666,101.0,597.6666666666666,1647.6666666666667,2023.3333333333333,5049.666666666667,316.3333333333333
MBD2,2461.0,2140.0,1729.0,1742.0,3869.0,2361.0,2054.0,332.0
MBD4,2278.0,1970.0,2329.0,2948.0,2650.0,3196.0,3070.0,683.0
MBD6,1094.0,852.0,937.0,385.0,1951.0,5131.0,2785.0,541.0
MBNL1,5208.5,6440.5,5714.0,2969.0,3688.5,3513.5,1083.0,734.5
MBP,4208.0,2727.5,7750.0,713.0,3063.0,8766.0,3263.0,842.5
MCFP ,1544.0,1806.0,1225.0,547.0,3419.0,822.0,3242.0,2601.0
MCL1,399.5,369.0,313.0,580.5,570.5,1474.0,819.5,55.5
MCL1 ,1074.0,833.0,1063.0,769.0,7174.0,5999.0,1796.0,184.0
MCM10,94.0,391.0,155.0,282.0,62.0,189.0,44.0,38.0
MCM2,595.0,553.0,973.0,1092.0,144.0,332.0,301.0,37.0
MCM5,713.0,578.0,755.0,922.0,590.0,253.0,291.0,155.0
MCM6,1217.0,784.0,1052.0,67.0,224.0,56.0,198.0,107.0
MCM7,691.0,848.0,693.0,802.5,403.0,354.0,170.0,86.5
MCOLN1 ,7288.0,3660.0,1721.0,201.0,74.0,138.0,175.0,6.0
MCOLN2,1098.0,315.0,200.0,384.0,877.0,162.0,8067.0,477.0
MDA5,260.0,195.0,164.0,261.0,469.0,260.0,618.0,104.0
MDS010,765.5,550.0,694.5,568.0,603.5,384.0,321.0,238.0
MEF2A ,503.0,609.0,789.0,1337.0,2027.0,999.0,1545.0,826.0
MEFV,78.0,135.0,467.0,1613.0,383.0,2412.0,193.0,49.0
MELK,133.0,119.0,186.0,150.0,50.0,110.0,55.0,21.0
MFNG,2809.0,2981.0,2115.0,1171.0,1710.0,1331.0,347.0,423.0
MGAT2,1018.5,501.5,1147.0,700.0,1076.0,407.5,1410.5,244.0
MGC10120,5483.0,4024.0,3272.0,4228.0,6373.0,6178.0,11292.0,1489.0
MGC10500 ,2984.0,2171.0,2571.0,1755.5,2163.5,8086.5,892.0,211.0
MGC11115,828.0,898.0,364.0,45.0,1968.0,1797.0,4417.0,565.0
MGC14126 ,241.0,368.0,180.0,37.0,250.0,2831.0,261.0,111.0
MGC15523,440.0,612.0,595.0,962.0,797.0,1046.0,1215.0,267.0
MGC15606,658.0,887.0,551.0,695.0,615.0,613.0,536.0,174.0
MGC15619,2211.0,1915.0,2813.0,10011.0,6889.0,7401.0,1512.0,2453.0
MGC15763,5817.0,5303.0,1101.0,531.0,592.0,604.0,445.0,98.0
MGC16044,4957.0,4310.0,1458.0,1031.0,245.0,832.0,430.0,237.0
MGC16353,1410.0,1640.0,918.0,1407.0,953.0,8081.0,704.0,120.0
MGC19764,5749.666666666667,2803.6666666666665,4402.333333333333,676.0,1632.6666666666667,636.0,3489.0,717.3333333333334
MGC20700,546.0,769.5,384.0,247.0,694.0,168.0,1082.5,686.5
MGC21854,8335.0,5339.0,5711.0,5831.0,8614.0,7692.0,2823.0,823.0
MGC21854 ,3711.0,1389.0,3574.0,1317.0,4875.0,1949.0,1007.0,191.0
MGC23244,1564.0,2263.0,1808.0,558.0,365.0,429.0,360.0,106.0
MGC23909,2708.0,3345.0,2137.0,1058.0,7250.0,3598.0,5668.0,1626.0
MGC24001 ,316.0,310.0,319.0,117.0,75.0,169.0,235.0,95.0
MGC24133,3706.0,4365.0,8154.0,1993.0,14496.0,1814.0,1984.0,6189.0
MGC26226,285.0,554.0,248.0,679.0,423.0,605.0,1140.0,265.0
MGC2647,3057.0,1989.0,3016.0,558.0,2798.0,3478.0,709.0,273.0
MGC26717,993.5,1034.5,740.5,650.0,1011.0,515.5,1020.0,152.0
MGC27044,451.0,484.0,836.0,348.0,358.0,153.0,648.0,1191.0
MGC2865,746.0,524.0,1134.0,156.0,1727.0,59.0,1635.0,421.0
MGC3036,1450.0,579.0,857.0,399.0,401.0,286.0,171.0,93.0
MGC3067,885.0,678.0,1095.0,644.5,630.5,325.0,1064.5,165.0
MGC33602,2635.0,1273.0,2299.0,394.0,4257.0,452.0,516.0,1188.0
MGC33864,1875.0,2599.0,1298.0,510.0,1927.0,1669.0,2272.0,415.0
MGC39350,1203.0,1004.0,1179.0,747.0,2034.0,1944.0,2580.0,163.0
MGC39372,859.0,586.0,501.0,1791.0,1019.0,889.0,3537.0,62.0
MGC39820 ,2358.0,2598.0,1447.0,295.0,3910.0,5044.0,457.0,140.0
MGC39830,2437.0,2477.5,2388.0,1296.5,1727.0,5509.0,2090.0,264.5
MGC4342,2024.0,1516.0,6444.0,718.0,3260.0,5757.0,2053.0,255.0
MGC4368,715.0,546.0,783.0,657.0,1079.0,2076.0,601.0,294.0
MGC45731,451.0,774.0,768.0,1184.0,1801.0,1156.0,6860.0,818.0
MGC45871,8697.0,8274.0,5973.0,437.0,7659.0,15828.0,1055.0,210.0
MGC4677,2856.0,1592.0,2221.0,279.0,2279.0,4128.0,4403.0,853.0
MGC4796,330.0,171.0,309.0,91.0,1072.0,3350.0,2989.0,297.0
MGC5244,2661.0,2588.0,1183.0,255.0,337.0,230.0,257.0,81.0
MGC5306,3002.0,3296.0,1294.0,1605.0,1441.0,1147.0,1188.0,750.0
MGC5618,493.5,627.0,386.5,304.5,2334.0,14040.5,15515.0,872.5
MGC57827 ,221.0,2650.0,550.0,1119.0,562.0,903.0,229.0,258.0
MGC61571,5440.0,698.0,5651.0,89.0,782.0,101.0,1110.0,527.0
MGC62018 ,917.0,1030.0,478.0,521.0,861.0,361.0,712.0,242.0
MGC7036,1398.0,1409.0,1067.0,229.0,7885.0,5087.0,11704.0,1149.0
MGC72104 ,625.0,697.0,866.0,2437.0,443.0,3615.0,922.0,194.0
MGC8721 ,5197.0,2880.0,818.0,1482.0,1152.0,529.0,158.0,54.0
MGC9726,151.0,271.0,327.0,727.0,284.0,574.0,722.0,2073.0
MGEA5 ,1021.0,1455.0,1482.0,1831.0,653.0,1031.0,427.0,56.0
MKI67,269.0,306.0,392.0,651.0,179.0,578.0,185.0,52.0
MKI67IP,2464.0,1882.5,1425.0,819.5,1779.5,413.5,1242.5,365.5
MLL3,2220.0,1370.0,2792.0,1308.0,4228.0,3530.0,3586.0,437.0
MMP1,4.0,12.0,9.0,66.0,377.0,39.0,3716.0,14.0
MMP12,81.0,82.0,163.0,648.0,81.0,441.0,110.0,6452.0
MMP14,30.0,32.0,16.5,96.5,199.0,60.5,2477.5,133.0
MMP19,14.0,23.0,24.0,56.0,205.0,48.0,3674.0,416.0
MMP9,269.0,303.0,488.0,479.0,2154.0,5531.0,30482.0,5003.0
MMPL1,210.0,187.0,511.0,249.0,437.0,4656.0,130.0,325.0
MNDA,78.0,180.0,426.0,104.0,11507.0,31199.0,381.0,572.0
MO25,2320.0,2496.0,1371.0,820.0,2033.0,2172.0,1397.0,645.0
MOB4A,686.0,629.0,668.0,384.0,1709.0,200.0,2364.0,457.0
MOBKL2A ,4049.0,4582.0,5156.0,1522.0,8336.0,11240.0,8072.0,675.0
MPEG1,383.0,905.0,567.0,2273.0,32437.5,5844.5,5604.0,3761.5
MPPE1,678.3333333333334,701.0,740.0,291.3333333333333,577.6666666666666,3021.6666666666665,96.33333333333333,95.66666666666667
MRPS10,1273.0,910.0,976.0,786.0,1394.0,551.0,3819.0,371.0
MS4A6A,118.33333333333333,156.33333333333334,197.33333333333334,384.6666666666667,5566.0,552.3333333333334,228.0,1074.0
MS4A7,159.0,302.0,347.0,457.0,3181.0,272.0,3833.0,1871.0
MSC,76.0,51.0,37.0,63.0,116.0,137.0,1058.0,189.0
MSCP,320.57142857142856,424.42857142857144,234.28571428571428,370.85714285714283,1240.0,6298.0,6210.571428571428,73.28571428571429
MSCP ,586.0,631.0,601.0,798.0,865.0,2939.0,3690.0,76.0
MSN ,783.0,692.0,1074.0,1096.0,1058.0,1378.0,1848.0,80.0
MST4,1978.0,1662.0,3100.0,905.0,844.0,1105.0,1853.0,26.0
MTF1,1063.0,531.0,479.0,75.0,3047.0,908.0,9366.0,414.0
MTHFD2,582.0,428.0,807.0,292.0,1211.0,214.0,3045.0,372.0
MTND6,775.0,892.0,683.0,4785.0,760.0,1365.0,1007.0,244.0
MX1,529.0,674.0,399.0,838.0,1344.0,776.0,738.0,309.0
MX2,945.0,1242.0,766.0,1518.0,2146.0,5008.0,746.0,182.0
MYBL1,1801.0,798.0,3769.0,298.0,26.0,124.0,17.0,50.0
MYH9 ,112.0,230.0,553.0,2499.0,166.0,4501.0,225.0,33.0
MYLIP,6528.0,4528.0,3690.75,3158.25,1527.0,3641.75,236.75,130.0
MYO1F,2482.0,1737.0,6407.0,668.0,7666.0,12387.0,3271.0,404.0
MYO1G,4450.0,3324.5,5272.5,1668.5,3775.5,1054.0,3330.0,81.0
MYO1G ,638.0,704.0,739.0,243.0,529.0,63.0,619.0,28.0
NAGA,296.5,406.0,350.5,549.0,2052.0,427.5,458.5,599.0
NAGK,750.0,723.0,741.0,974.0,5093.0,2761.0,2351.0,394.0
NAGPA,539.0,548.0,296.0,363.0,758.0,78.0,562.0,968.0
NALP12,484.0,622.0,638.0,220.0,3763.0,4200.0,748.0,241.0
NALP7,193.0,156.0,83.0,298.0,102.0,161.0,111.0,26.0
NAV1,182.0,191.5,165.5,362.0,316.5,355.0,1150.0,88.0
NBS1,695.3333333333334,521.6666666666666,900.6666666666666,658.0,1420.6666666666667,1629.3333333333333,4695.666666666667,197.66666666666666
NCE2,1015.3333333333334,1400.3333333333333,2017.3333333333333,337.0,1122.6666666666667,744.6666666666666,957.6666666666666,481.3333333333333
NCF1,141.0,131.5,253.5,2025.0,3511.0,7214.0,641.0,162.0
NCF2,90.0,485.0,279.0,308.0,13104.0,22335.0,21062.0,1189.0
NCF4,152.5,198.0,196.0,677.5,1650.0,8279.0,711.5,195.5
NCK1,1096.5,763.0,1224.5,746.0,693.0,676.5,671.5,307.5
NCOA3,700.2,730.8,614.6,1099.4,885.8,566.0,1356.6,133.0
NCR3,1363.0,469.0,1760.0,447.0,70.0,246.66666666666666,43.666666666666664,46.0
NDE1,960.0,1155.5,884.5,943.0,1104.5,2076.0,1114.5,148.0
NDFIP2,303.0,3160.5,566.0,372.5,121.0,369.5,456.5,147.0
NDNL2,3404.0,2552.0,1401.0,1048.0,752.0,348.0,631.0,168.0
NEK6,300.0,219.0,645.0,260.0,1300.0,1022.0,3526.0,3216.0
NETO2,234.0,143.0,244.0,298.0,787.0,238.0,794.0,493.0
NFAM1,350.0,456.0,502.0,942.0,4255.0,4877.0,683.0,461.0
NFATC3 ,3371.5,2399.5,4406.0,1728.5,1575.5,1707.0,1145.5,339.0
NFE2,95.0,102.0,96.0,19.0,1465.0,4250.0,85.0,112.0
NFKB1,1491.0,1674.0,860.0,1301.0,1515.0,1135.0,3268.0,408.0
NGLY1,1186.0,1196.0,1064.0,1719.0,798.0,1062.0,771.0,124.0
NIN,6081.0,3862.0,3322.0,2525.0,6442.0,6124.0,1831.0,596.0
NINJ1,470.0,443.0,191.0,21.0,1544.0,3757.0,5323.0,307.0
NK4,6126.0,4668.0,1554.0,23.0,11.0,109.0,24.0,5.0
NKG7,9318.0,4518.0,17314.0,33.0,179.0,346.0,173.0,2.0
NKTR,2147.0,3274.0,2223.0,1911.0,2657.0,818.0,1876.0,354.0
NMI,1565.0,1792.0,1623.0,578.0,2879.0,5694.0,1691.0,335.0
NMT1,1373.0,1389.0,1054.0,705.0,1406.0,414.0,1435.0,133.0
NOD27,10375.0,5005.0,5421.0,2002.0,4444.0,2384.0,1755.0,315.0
NOD3,7846.0,4251.0,9384.0,2210.0,181.0,650.0,173.0,141.0
NOP5/NOP58,4710.0,6202.0,3744.0,2448.0,3226.0,258.0,3283.0,943.0
NOTCH4,4079.0,5131.0,2688.0,1900.0,4040.0,8214.0,2748.0,287.0
NPC1,480.0,244.0,941.0,503.0,616.0,398.0,3627.0,742.0
NPL,89.0,97.0,107.0,45.0,891.0,1974.0,665.0,1022.0
NR3C1,637.5,575.5,1106.0,434.5,1298.0,1213.5,4240.0,182.5
NR4A3,30.5,64.0,53.0,176.5,91.0,114.5,504.0,302.0
NRBF-2,575.0,605.5,558.0,212.0,1071.0,5945.0,1059.0,209.5
NRIP3,178.0,200.0,243.0,717.0,347.0,509.0,3759.0,211.0
NRP1,14.0,11.0,30.0,105.0,295.0,64.0,4027.0,494.0
NRP2,183.0,220.0,138.5,332.5,431.5,452.0,2146.0,213.5
NS1-BP,444.0,314.0,594.0,126.0,395.0,411.0,753.0,165.0
NSMAF,857.5,929.0,709.0,547.0,1304.5,1113.5,3894.0,323.5
NT5C3,2886.0,3893.0,2226.0,3706.0,2572.0,5050.0,2174.0,356.0
NUMB,481.0,522.0,442.0,589.0,1333.0,2823.0,1319.0,132.0
NUP153,1506.0,1272.0,1543.0,1410.0,976.0,1689.0,1085.0,233.0
NUP214,711.0,650.0,643.0,1293.0,2078.0,3717.0,1043.0,59.0
NUP62,187.0,280.0,478.0,178.0,449.0,211.0,349.0,396.0
NUPL1,387.0,814.0,425.0,373.0,708.0,680.0,1153.0,267.0
NUSAP1,198.0,147.5,346.0,295.0,188.5,243.5,146.0,54.0
NYREN18,2679.0,1980.0,2188.0,1258.0,2021.0,1576.0,1470.0,932.5
OAS1,156.0,190.0,183.0,343.0,1081.0,242.0,187.0,179.0
OAS2,843.0,726.0,959.0,1152.0,1200.0,620.0,362.0,140.0
OAS3,515.0,457.0,343.0,434.0,1324.0,486.0,586.0,278.0
OATPRP4,77.0,109.0,139.0,474.0,108.0,335.0,136.0,63.0
OAZ2,819.0,955.0,636.0,1462.0,2444.0,6076.0,1669.0,741.0
OC92906 ,1347.0,1517.0,313.0,79.0,881.0,310.0,1261.0,720.0
OGFRL1 ,331.0,186.0,448.0,643.0,2211.0,2955.0,2449.0,904.0
OK/KNS-CL.4 ,303.0,335.0,349.0,530.0,703.0,518.0,3840.0,282.0
OSBPL10,46.0,81.0,24.0,1423.0,53.0,142.0,31.0,24.0
OSBPL11,1298.0,1085.0,1630.0,1128.0,4779.0,3238.0,4386.0,863.0
OSBPL8,827.0,736.0,960.0,900.0,1599.0,3131.0,3499.0,306.0
OSM,397.0,477.0,270.0,212.0,445.0,1168.0,4477.0,70.0
OSTM1 ,1285.0,763.0,1151.0,432.0,1795.0,1242.0,3078.0,828.0
P101-PI3K,3404.0,1857.0,4624.0,1217.0,4221.0,4762.0,12815.0,915.0
P2RX5,815.0,854.0,280.0,6525.0,182.0,63.0,42.0,71.0
P2RX7,668.0,808.0,1049.0,393.0,4454.0,253.0,7649.0,856.0
P2RY8,14748.0,7620.0,8920.0,5111.0,5079.0,2067.0,392.0,151.0
P2Y10 ,1436.0,1460.0,446.0,1083.0,105.0,1954.0,157.0,95.0
PA2G4,960.0,1023.0,1171.0,528.0,977.0,363.0,1207.0,126.0
PABPC1 ,9492.0,7441.0,4017.0,2548.0,7060.0,1546.0,785.0,254.0
PACAP,255.0,167.5,44.5,257.5,40.0,53.5,23.0,24.0
PAI-RBP1,2202.0,1956.5,2430.0,954.5,1778.5,440.5,1262.0,245.5
PAICS,547.5,600.0,406.5,534.5,237.0,229.0,250.5,112.5
PAK2,882.5,931.5,1025.0,937.0,1162.0,2178.5,1055.5,328.0
PAPOLA,1635.0,1482.0,1016.0,1686.0,1226.0,1029.0,1107.0,76.0
PARVG,2286.5,1589.5,1807.5,1591.0,4340.5,2676.0,1699.0,808.5
PASK,1451.0,1036.0,351.0,704.0,151.0,374.0,141.0,50.0
PAX5 ,127.0,126.0,163.0,3249.0,105.0,249.0,99.0,46.0
PBEF,260.0,331.0,309.0,447.0,1504.0,12046.0,10785.0,543.0
PBEF1 ,43.0,98.0,203.0,70.0,2934.0,4646.0,5281.0,48.0
PC4,3577.0,3447.0,2576.5,1265.0,1929.5,1674.5,1837.5,631.0
PCNA,903.0,541.0,1432.0,240.0,461.0,285.0,663.0,308.0
PDCD1LG1,581.5,768.5,579.5,884.0,1441.0,908.0,13472.0,1754.0
PDE4B,929.0,1084.0,232.0,1946.0,391.0,1391.0,1368.0,41.0
PDK1,2542.0,5708.0,1080.0,1256.0,810.0,1292.0,659.0,185.0
PDL2,37.0,42.0,27.0,54.0,32.0,54.0,52.0,416.0
PDXK,254.0,292.0,229.5,326.5,1215.5,534.5,3301.0,1459.0
PELI1,647.3333333333334,1490.3333333333333,370.6666666666667,1737.3333333333333,2267.6666666666665,5528.0,1504.3333333333333,158.0
PEP1,1878.0,1843.0,1673.0,660.0,1916.0,1380.0,6145.0,1161.0
PFC,20.0,256.0,6.0,13.0,3924.0,2265.0,973.0,3.0
PFKFB3,254.0,276.0,195.0,107.0,790.0,566.0,6165.0,78.0
PGD,591.0,718.0,845.0,270.0,4469.0,3153.0,8822.0,1744.0
PGK1,2300.0,4885.0,1754.0,545.0,4641.0,3088.0,3455.0,1273.0
PHC2,927.0,1194.0,994.0,1129.0,1634.0,7662.0,1686.0,252.0
PHCA,263.0,254.5,327.5,216.5,1426.0,282.0,1175.0,947.5
PHF19 ,901.0,2075.3333333333335,621.6666666666666,285.6666666666667,679.6666666666666,262.0,640.6666666666666,131.66666666666666
PI3,67.5,70.5,113.0,256.5,176.5,2547.0,2910.5,25.5
PI4KII,541.0,607.0,719.0,938.0,663.0,678.0,1647.0,374.0
PIAS1 ,1922.0,1990.0,2095.0,1545.0,2298.0,3703.0,1107.0,81.0
PICALM,428.5,482.0,792.0,447.5,1445.5,2781.0,743.0,746.0
PIK3CD,5066.0,4449.0,4008.0,3098.0,4056.0,9127.0,980.0,390.0
PIK3CG ,3338.0,1435.0,4793.0,1980.0,3231.0,3704.0,1405.0,869.0
PILRA,106.0,319.0,121.0,183.0,2961.5,3522.5,7281.5,333.0
PIM1,2001.0,2331.0,1813.0,724.0,922.0,1619.0,4495.0,256.0
PIM2,839.0,1461.0,646.0,1412.0,322.0,1180.0,1079.0,57.0
PIP5K2A ,11802.0,7293.0,11178.0,1467.0,3667.0,2414.0,1191.0,1099.0
PISD,158.0,282.0,318.0,100.0,914.0,2065.0,640.0,33.0
PITPN,500.0,450.0,540.0,512.0,999.0,2635.0,1819.0,145.0
PLA2G7,34.0,60.0,87.0,259.0,2518.0,146.0,16601.0,2388.0
PLA2G7 ,10.0,18.0,14.0,94.0,464.0,30.0,3189.0,975.0
PLAUR,164.33333333333334,254.0,146.66666666666666,274.3333333333333,1831.3333333333333,1472.3333333333333,10540.333333333334,636.3333333333334
PLCG2 ,29.0,139.0,218.0,842.0,27.0,2091.0,23.0,6.0
PLD1 ,158.0,63.0,125.0,192.0,481.0,67.0,2545.0,120.0
PLD3 ,428.0,555.0,537.0,283.0,1122.0,227.0,466.0,1187.0
PLDN,2095.0,1803.5,1422.0,947.5,2289.5,595.0,2008.0,2266.5
PLEK,1837.0,879.5,5044.0,918.0,3262.5,4576.0,8156.0,708.5
PLEKHB2,328.0,351.0,710.0,175.0,1455.0,643.0,4038.0,234.0
PLXDC2 ,107.66666666666667,112.0,184.33333333333334,259.6666666666667,1880.6666666666667,777.3333333333334,564.3333333333334,1110.3333333333333
PLXNC1,137.5,160.0,153.0,164.0,1186.0,2233.5,571.5,122.5
PMAIP1,1066.5,840.0,881.0,1763.0,1450.5,904.5,1835.0,70.5
PMS1 ,2219.0,2252.0,1892.0,1949.0,2237.0,893.0,880.0,632.0
PNOC,123.0,178.0,152.0,2297.0,230.0,374.0,116.0,26.0
POLE3,1687.0,1697.0,1808.0,1442.0,1073.0,551.0,542.0,261.0
POLR1B,1020.0,785.0,666.0,453.0,626.0,197.0,320.0,285.0
POU2AF1,358.0,363.0,49.0,4485.0,65.0,336.0,47.0,21.0
PP2135,2778.0,2029.0,2286.0,507.0,10439.5,12695.5,577.0,790.0
PPBP,66.0,65.0,13.0,246.0,350.0,975.0,7689.0,301.0
PPHLN1,9527.0,6066.0,3461.0,2413.0,4809.0,2172.0,4087.0,1040.0
PPIF,237.5,401.0,234.0,269.5,1914.5,1193.0,10513.5,601.0
PPM1F,422.0,432.0,486.0,277.0,1962.0,2038.0,658.0,446.0
PPP1R2,1694.0,2195.0,843.0,1018.5,657.0,890.5,722.5,125.5
PPT1,2408.0,3022.0,1398.0,1231.0,8154.0,6674.0,4022.0,990.0
PRAM-1,18.0,113.0,80.0,19.0,6588.0,1338.0,706.0,1709.0
PRC1 ,144.0,74.0,150.0,207.0,59.0,72.0,80.0,27.0
PRDM1,1926.0,1132.0,2303.0,930.0,926.0,2197.0,4382.0,765.0
PRDM2,1119.0,1286.0,1136.0,2578.0,733.0,835.0,787.0,169.0
PREX1,3167.5,1260.5,6271.5,916.5,3911.0,10893.5,2431.5,306.5
PRF1,8311.0,4082.0,20893.0,536.0,164.0,856.0,159.0,37.0
PRG2,412.5,365.0,353.5,562.5,1224.5,424.0,4402.0,182.0
PRICKLE1 ,289.0,325.0,816.0,1539.0,389.0,2144.0,569.0,102.0
PRKCH,3662.0,3707.0,4826.0,418.0,305.0,527.0,570.0,77.5
PRKCQ ,2551.0,2547.0,1819.0,696.0,171.0,635.0,166.0,66.0
PRKX,1225.0,1505.0,1751.0,1130.0,775.0,446.0,241.0,248.0
PRO1073,3873.0,9969.0,2908.6,2838.2,5824.4,4067.2,6324.4,1186.0
