Name,CD8.T.cells,CD4.T.cells,NK.cells,B.cells,monocytic.lineage,neutrophils,fibroblasts,endothelial.cells
TRPV2,932.0,472.0,341.0,118.0,263.0,113.0,424.0,604.0
TSBF1,939.0,839.0,601.0,472.0,298.0,192.0,209.0,43.0
TTYH2,311.5,145.5,163.5,150.0,904.5,182.5,430.0,226.0
TXNDC5 ,138.0,350.0,376.0,560.0,211.0,480.0,260.0,110.0
TXNRD1,846.0,789.0,1469.0,662.0,2061.0,2013.0,11479.0,817.0
TYMS,568.0,436.0,1152.0,485.0,144.0,316.0,124.0,97.0
TncRNA,651.0,922.0,2122.0,240.0,13647.0,2048.0,14114.0,948.0
U2AF1L2,461.0,773.0,514.0,521.0,5039.0,1173.0,3534.0,331.0
U5-116KD,5682.0,3577.0,4301.0,1344.0,7080.0,823.0,7743.0,1114.0
UBD,16.0,20.0,27.0,128.0,31.0,107.0,20.0,26.0
UBE2C,395.0,441.0,436.0,662.0,354.0,708.0,347.0,77.0
UBE2D1,397.0,292.0,447.0,397.0,1950.0,2742.0,1618.0,197.0
UBE2G1,1920.3333333333333,1332.3333333333333,1355.6666666666667,1059.3333333333333,1235.3333333333333,1263.3333333333333,843.3333333333334,178.33333333333334
UBE2J1,986.0,901.6666666666666,926.5,1253.8333333333333,1581.8333333333333,1890.0,1770.0,290.1666666666667
UBE2S,483.0,533.0,421.0,319.0,407.0,335.0,1056.0,213.0
UBN1,804.0,806.0,1264.0,753.0,1327.0,3960.0,1780.0,212.0
UBXD2,1714.0,1108.0,1444.0,1160.0,1505.0,1433.0,3088.0,243.0
UCP2,8721.0,10895.0,13302.0,5782.0,9148.0,1788.0,7024.0,2461.0
UGCG,147.0,279.0,288.0,330.0,236.0,289.0,2308.0,126.0
UHRF1,234.0,2002.0,600.0,100.0,94.0,224.0,40.0,84.0
UNC84B,3448.0,3238.0,4796.0,1305.0,1225.0,970.0,892.0,253.0
UNC93B1,144.0,296.0,265.0,953.0,2794.0,1430.0,488.0,765.0
UPP1,386.0,636.0,427.0,30.0,868.0,145.0,4446.0,609.0
URP2 ,4200.0,3282.0,4177.0,1059.0,7791.0,4272.0,19302.0,1141.0
USP1,1252.0,927.0,1497.0,977.0,805.0,819.0,748.0,137.0
USP10,642.0,934.0,478.0,398.0,1054.0,4550.0,559.0,363.0
USP15,668.5,1031.0,636.0,1067.0,2163.5,5389.0,1216.0,345.5
USP15 ,593.0,947.0,630.0,612.0,2022.0,1419.0,947.0,111.0
USP16,1900.0,1052.0,1341.0,701.0,1439.0,602.0,2102.0,636.0
USP18,173.0,161.0,198.0,39.0,59.0,58.0,36.0,42.0
USP3,1259.0,2126.0,1447.0,1508.0,3305.0,2268.0,2451.0,287.0
Ufm1 ,1035.0,535.0,602.0,477.0,781.0,138.0,1215.0,202.0
VASP,785.0,1269.0,1819.0,1059.0,3100.0,4519.0,4874.0,1103.0
VDP ,700.0,622.0,932.0,310.0,636.0,239.0,856.0,224.0
VIL2,1183.0,885.0,702.0,2167.0,528.0,330.0,276.0,129.0
VLIG-1 ,423.0,507.0,1284.0,811.0,490.0,591.0,352.0,143.0
VMP1,1254.0,1037.0,1078.0,629.0,4312.0,16442.0,2814.0,562.0
VNN2,414.0,363.0,317.0,456.0,2961.0,19069.0,1299.0,19.0
VPREB3,57.0,125.0,175.0,2047.0,95.0,123.0,58.0,34.0
WAS,5620.0,6470.0,7139.0,3136.0,6975.0,13509.0,4426.0,598.0
WASPIP,2779.6666666666665,1968.0,2656.6666666666665,1168.3333333333333,1603.0,3495.3333333333335,639.0,268.3333333333333
WBSCR19,242.0,399.0,648.0,1876.0,309.0,2767.0,345.0,51.0
WBSCR22,1451.0,1460.0,1153.0,903.0,804.0,421.0,835.0,174.0
WBSCR5,205.0,379.0,2497.0,2207.0,3663.0,5659.0,2365.0,177.0
WDFY1,984.0,1328.0,1389.0,831.0,1923.0,895.0,3806.0,662.0
WDR1,856.0,913.0,832.0,401.0,606.0,612.0,518.0,385.0
WDR4,326.0,360.0,167.0,57.0,100.0,48.0,162.0,196.0
WHSC1L1,9026.0,7196.0,4409.0,5954.0,5875.0,7152.0,4176.0,494.0
WHSC1L1 ,1074.0,1785.0,1124.0,1161.0,1288.0,400.0,1083.0,83.0
WIG1 ,2803.0,1905.0,3299.0,1604.0,2527.0,1135.0,1463.0,1167.0
WNT10A,333.0,572.0,164.0,496.0,362.0,348.0,300.0,140.0
WNT5A,43.0,97.0,105.0,244.5,336.5,184.0,3486.5,195.5
WSX1,1096.0,1085.0,859.0,599.0,972.0,311.0,393.0,244.0
WTAP,1568.0,1597.5,1253.5,1065.5,1349.5,759.0,4187.0,237.5
XAF1 ,2722.0,2504.0,3039.0,983.0,4264.0,759.0,1235.0,755.0
XCL1,550.0,258.0,3186.0,75.0,27.0,72.0,88.0,35.0
XCL2,602.0,208.0,2779.0,31.0,9.0,26.0,12.0,3.0
XPO5,591.0,754.0,555.0,44.0,542.0,64.0,969.0,247.0
XPO6,2005.5,2157.0,1699.0,2114.0,1456.0,7399.5,1335.0,272.0
XTP2,1650.5,1571.5,1538.0,1059.0,1564.0,904.0,2622.0,351.0
YME1L1 ,2168.0,1658.0,2190.0,908.0,2602.0,861.0,2024.0,78.0
YPEL1,580.5,220.5,2306.0,523.5,98.5,219.0,73.5,44.0
YWHAB,4074.0,4051.0,5021.0,2145.0,5519.0,4815.0,4190.0,520.0
YY1,7622.0,6717.0,6095.0,2706.0,8022.0,8698.0,7923.0,985.0
ZAP70,3043.0,3150.0,4480.0,42.0,43.0,99.0,44.0,20.0
ZBED2,120.0,78.0,129.0,549.0,109.0,257.0,97.0,47.0
ZBP1,904.0,189.0,857.0,162.0,130.0,455.0,30.0,9.0
ZBTB1,2993.0,3364.0,1325.0,1861.0,941.0,485.0,638.0,234.0
ZC3HAV1,5369.0,6117.0,3736.0,2388.5,1985.5,1650.5,1222.5,301.0
ZCCHC2,1625.0,2440.0,2060.0,1310.0,2420.0,1979.0,3932.0,1636.0
ZCCHC6 ,607.0,594.0,1010.0,896.0,1298.0,2544.0,1241.0,91.0
ZDHHC18 ,600.0,576.0,626.0,278.0,372.0,3919.0,408.0,102.0
ZFHX1B ,213.0,71.5,849.0,182.0,4052.5,457.0,4198.5,504.5
ZFP36L2,3031.0,2958.0,1111.0,932.0,1041.0,706.0,95.0,166.0
ZFYVE16,105.5,157.5,345.0,284.0,598.0,569.0,3093.5,197.0
ZNF101 ,3696.0,2725.0,1934.0,1096.0,718.0,1004.0,616.0,205.0
ZNF137 ,2271.0,1010.0,6245.0,638.0,502.0,148.0,500.0,206.0
ZNF147,2593.0,3184.0,2776.0,1846.0,7291.0,9086.0,12202.0,658.0
ZNF207 ,913.0,1252.0,2018.0,585.0,1462.0,710.0,1698.0,207.0
ZNF217,867.0,611.0,742.0,465.0,1630.0,2059.0,1063.0,430.0
ZNF267 ,728.0,671.0,647.0,793.0,1033.0,736.0,2508.0,73.0
ZNF367 ,594.0,1371.0,388.0,345.0,92.0,230.0,75.0,31.0
ZNF620 ,143.0,132.5,76.0,143.5,1146.5,1154.0,2687.5,761.0
ZNFN1A1,2796.0,3682.0,3827.0,2046.0,2132.0,1420.0,586.0,97.0
ZNFN1A3 ,4078.5,1174.0,3751.5,1730.5,93.5,177.5,92.5,78.0
ZNRF1,326.0,948.5,238.0,190.0,686.0,268.0,410.5,146.0
ZNRF2 ,510.0,641.0,942.0,644.0,1161.0,434.0,3319.0,260.0
ZP3 ,381.0,248.0,229.0,65.0,395.0,115.0,3116.0,100.0
ZWINT,352.0,425.0,695.0,761.0,163.0,457.0,167.0,91.0
a1/3GTP,304.0,385.0,574.0,428.0,1700.0,558.0,271.0,5858.0
cAMP-REBP,2370.0,1640.0,1842.0,534.0,2175.0,3450.0,1805.0,337.0
cig5,382.5,597.5,450.5,399.0,1186.0,719.5,9004.5,87.0
hIAN2,4542.5,2812.5,5531.5,127.5,2791.5,380.0,115.0,146.5
hIAN7,3852.0,3047.0,3365.0,34.0,4664.0,462.0,155.0,228.0
hIk-1,8708.5,6408.0,8404.5,2399.5,4516.5,3509.5,1224.0,424.5
helios-3,1336.0,595.0,1671.0,97.0,14.0,61.0,19.0,71.0
