,CYFZ,FY2H,FLWA,453W,684C,CZJE,925L,9JD4,G4YW,4DUY,36TS,CR3L
MRC1,2.146231143,0.79298548,0.763891459,0,0,1.857811572,0.448833369,0.19573369,0.335978185,0.58783775,0.326055721,1.115228332
SLC39A12-AS1,2.188871687,1.545300893,1.42166485,1.243288907,2.207332423,1.258747317,2.389911147,1.452587839,0.720227072,1.101420789,1.570191323,2.014173695
CACNB2,2.261800814,3.621326274,3.568960744,1.776728939,3.390996383,3.3536101,1.065567433,1.787621858,2.11625674,2.462980617,1.843313879,1.318128146
RP11-499P20.2,17.93042442,18.07702273,19.80668015,18.62567724,22.06281846,14.81863079,14.42586439,12.70021972,14.29041807,18.22833182,11.37044829,16.78559003
NSUN6,28.38908448,19.82131982,29.02873343,20.50359501,42.19276189,19.81939055,20.24025671,19.65788669,25.73931144,23.5529774,12.87027022,18.6592027
ARL5B,13.92307868,17.41947937,6.32335497,10.33784324,6.039062317,13.66967335,4.868744805,3.850958562,3.894439911,5.061990406,22.6935644,18.29021263
MALRD1,0,1.109446279,0,1.833356481,0,0,0,0,0,0,0.777539995,0
RP11-354E11.2,2.176786858,2.033424096,1.628894012,2.540105174,4.827161988,4.597448852,5.976725985,1.853118627,0.743858999,4.321128463,3.23478945,6.361795668
PLXDC2,40.67423974,77.13340337,68.04174849,65.59431181,61.32573563,73.24619838,75.55225667,41.04136705,69.18258239,71.45316685,65.17936053,75.21924888
RP11-575A19.2,3.405497829,5.555787179,3.545541771,11.21503661,6.239062125,0,4.082220856,1.777531983,2.130515467,1.256134135,2.808991354,2.688385584
MLLT10,14.0190292,15.74384674,15.00631797,17.48187038,20.15240865,14.57415475,19.26875815,21.46598373,21.07462324,18.18450213,20.89225288,17.83179616
DNAJC1,27.5677687,25.61081367,19.89436611,29.36546012,14.89413245,18.3186013,24.11043468,20.04110093,19.46339657,19.24318286,22.75860828,22.12051886
COMMD3,96.64607849,93.16059521,99.49913834,91.83411916,117.7087015,63.16310939,91.69691536,95.05754495,103.8977616,115.2231147,63.59414071,73.70891187
COMMD3-BMI1,45.42591639,32.24609323,11.63948188,20.11187946,42.38295861,30.488803,19.79240726,14.82869685,22.63320509,28.87909351,27.52581931,28.75540979
BMI1,13.32424219,10.95249607,17.24803274,28.69468188,11.88001353,13.12742237,23.59945259,12.14237987,26.43793479,17.96799402,11.67716,18.21528209
SPAG6,0,0,1.397015695,0.185922138,0,0,0.216349964,0,0,0,1.038634791,0
PIP4K2A,308.527299,383.5577678,220.309183,383.7725147,386.7267089,297.5566435,278.7305372,236.3928011,194.3689615,164.5313436,246.6453628,267.5327133
RP11-142L16.2,2.022214838,1.361280201,0.57482866,1.371430671,2.141472025,4.057004062,5.86523601,7.226321864,7.249028328,7.16867011,2.78301878,3.441221595
MSRB2,2.174037903,1.913829024,6.305709866,1.469542019,6.33929773,3.09449911,5.722046548,8.145834613,3.106173332,4.373444096,3.322394351,2.84979367
OTUD1,7.887941354,6.223821537,8.876001436,6.091332038,3.923552366,5.983953882,4.329399942,1.947882111,4.752220362,1.164239723,5.296849115,2.89775947
KIAA1217,0,0,0.080589613,0,0.189090439,0.375092806,0.275565349,0.014798625,0.058971556,0,0,0.157964935
ARHGAP21,10.52599887,5.630790993,15.48788763,9.486302971,16.36305605,12.30229629,8.266443004,7.2796027,9.08480846,12.10285687,10.25671147,9.380082669
PRTFDC1,0.180983034,3.803306702,5.936131328,3.632342943,4.479363591,0.151418336,1.802287441,3.899380938,0.64163983,1.640570418,1.805950541,2.339450178
ENKUR,29.23088392,16.12135768,44.28093367,10.27466843,7.687967422,20.01881852,21.58565651,7.034448489,13.06012183,13.3165705,10.97728949,5.911532568
THNSL1,2.438455695,1.126073201,4.4351412,3.642943484,2.906779441,0.678516975,5.04835275,6.283574052,2.510088212,4.680921648,1.613942388,2.871743131
APBB1IP,58.69157449,49.91331598,50.77640064,62.72137454,52.85832506,59.4610311,67.44488261,49.90747949,49.83155048,40.13487919,67.80161468,58.09368631
PDSS1,7.089828264,5.842493701,5.721653588,4.686992671,9.831059705,3.583030872,6.19790895,8.227710732,7.724018665,4.815976392,4.322151805,6.572568457
ABI1,146.4687048,141.7234219,166.3986459,157.8844243,154.6330548,148.2053668,133.9810092,117.3550935,128.831863,135.2372287,102.866287,118.911761
LINC00202-1,1.163275386,1.02429686,0.425457954,0.952218025,3.668634837,1.395004463,3.128786224,0.977675468,1.602999369,0.700817053,1.120612088,1.551666618
ANKRD26,3.427877747,2.124518713,4.162964742,4.673923482,7.653887339,3.81679804,6.125257269,4.896461223,4.984129385,5.592874847,2.106211746,4.117709108
YME1L1,53.8610694,57.05807656,50.78870653,62.03184706,69.35237886,53.00691074,34.53096197,34.08831119,35.22522549,37.69168458,39.49183544,47.25945374
MASTL,3.428567485,9.461024598,4.73554623,6.670875342,3.956636948,6.169520423,3.721460028,5.62774488,3.351769721,2.79380989,7.715192401,5.481403169
ACBD5,24.48613864,26.33325839,26.67769688,30.80079182,20.37350733,31.52888204,22.65271047,17.33148318,19.46063119,17.57195495,17.16834308,19.90668294
RAB18,145.6034963,152.8659807,161.2817358,163.071387,142.3294809,141.8040102,134.4884034,107.5066162,144.8785055,128.1097153,128.1445757,145.7588351
MPP7,27.08271545,20.74303947,22.39260237,43.96697233,25.84260288,27.27016487,26.59173839,32.17262473,28.48407701,34.98424796,26.01512226,47.67251365
WAC-AS1,10.46543092,8.415161139,7.942653908,16.77821096,8.851884599,5.804300368,6.804361341,6.863727597,11.40529532,7.48127363,9.4310691,4.30923808
WAC,82.09138057,89.50683741,117.8727438,81.48842993,74.54225115,112.8622616,91.06510982,78.70263652,93.97557901,78.35440156,82.25087357,86.57136748
SVIL-AS1,24.10584398,27.04190602,21.75404902,42.49827745,12.37750053,27.33539706,27.62092291,53.69606073,36.78067987,24.73030201,29.22049151,26.74317571
SVIL,22.15545631,33.44723137,24.46692565,21.88442089,30.79734467,26.439078,68.58650117,32.64826821,26.9403818,25.07791732,26.34500344,36.4421829
RP11-305E6.4,1.185915001,0.664483936,1.520830734,2.467253994,1.627758957,0.797164676,1.470559824,0.435651741,1.208204036,1.03868628,0.769675215,0.812012216
MTPAP,41.76352905,66.79249381,48.25428353,71.76231518,44.74947528,69.91808166,41.2568566,32.97315835,32.39600323,40.65640971,50.05313131,45.42906507
MAP3K8,94.33878836,65.98062291,72.14186012,61.38384263,63.58623464,135.9980998,66.61754321,29.207693,42.63724075,42.47135366,82.36500992,143.028894
SVILP1,1.099189971,0.527260345,0.744328012,0.191457676,0.620317222,0.88891883,2.769835091,1.326039866,0.558347457,1.836638861,0.51924387,2.510118256
ZNF438,8.515177326,10.56098803,4.057275819,12.53423132,8.435053858,7.965768315,7.926047977,8.037252691,11.70853215,11.10296252,5.922797081,8.466933143
ZEB1-AS1,3.735732846,2.035373767,4.493145429,1.543496292,3.340391821,1.390514946,6.11406758,3.605544095,5.105579096,2.918051089,3.208613167,6.878796535
ZEB1,11.42608394,9.684404823,13.31539118,13.24985583,19.85194874,17.65677983,19.1210773,13.43794315,10.42112242,11.28254986,15.66152325,32.27783088
ARHGAP12,17.31213808,10.41556296,14.73398235,22.96663809,17.06213705,16.86344308,14.55160831,15.37939125,12.13153312,17.44729267,13.03471922,18.93871486
KIF5B,49.68469407,55.46664257,57.89404595,63.53468871,61.4430539,54.53956339,36.60914326,38.31632763,37.34949088,35.9391751,48.1633239,47.6456403
EPC1,55.36772993,57.71977972,72.88724532,75.7487371,73.32552321,76.12585141,41.41938138,38.85459794,36.44697887,43.85420893,79.05228392,71.92899129
CCDC7,7.090366622,14.99592259,16.33278931,6.171651046,25.66594646,10.77801373,26.09117398,13.30084718,15.9485863,9.108116448,15.17918715,16.22685276
RP11-479G22.8,0.963861307,0.244745809,1.929980375,8.56541911,3.121724305,1.794383451,0.660614233,1.772709188,1.551347867,0.923340121,4.009962808,1.12182134
ITGB1,245.2100592,246.4966469,194.3651102,222.6696065,210.1197998,166.9146832,260.9046805,226.5380377,160.9639722,191.2017702,178.5562506,134.3295948
RP11-342D11.3,7.71875748,3.293112894,4.599259094,8.025048857,10.18973844,7.619114745,11.42667195,10.7002092,4.858054011,8.7683044,4.191842341,4.127865015
NRP1,1.460324544,4.759538548,9.343576673,4.82239235,7.248907547,5.939303812,2.97419733,4.502194151,2.611611468,4.880648456,2.811220151,3.101928687
PARD3,1.82511571,3.371591441,6.382474848,1.861003984,1.082354065,6.914075872,2.471108805,2.888068126,1.458076725,1.984997269,1.333509747,1.275149707
CUL2,41.07930582,31.63399839,38.08672807,48.01858644,33.77775845,33.82899819,37.46912944,31.81887548,31.4220925,37.27654205,22.14845135,26.8094225
CREM,47.89485861,55.39421617,45.56186172,54.73182273,36.47711643,118.1040598,16.10429843,22.56454233,21.21239104,18.9156707,76.09656318,100.197976
CCNY,28.97734148,35.99265497,28.09461919,28.76867382,25.9252852,34.6470643,38.8845824,20.99128301,32.13719987,32.76395931,27.59746166,34.22513548
RP11-324I22.4,4.863833442,2.777284803,3.891219438,1.683807819,3.736795212,5.724977727,6.388077281,2.925317737,3.378118876,5.802682931,5.038370451,2.852637801
NAMPTP1,59.55734479,112.2087649,32.47541181,52.84158865,57.13624203,101.5304587,10.48061208,7.853889184,7.550163988,21.1609226,63.0505235,61.63680933
RP11-258F22.1,8.576292356,3.074698187,5.065107239,6.557765141,6.294317506,4.197795461,5.578394582,3.272788245,4.322055974,3.724769019,4.269818918,6.459644572
ZNF248,9.095079078,6.792449277,7.960532928,15.02329324,12.16408044,9.148008362,10.51396954,9.329463958,6.361175981,10.16421905,4.534706853,11.81264086
ZNF25,13.32525626,15.41926207,11.19604542,15.80979434,13.34846287,12.31223163,15.69301402,8.34671373,7.058280591,15.79671193,7.647553634,16.36163943
ZNF33A,23.55996764,15.65130938,19.25650475,23.30579473,22.67267199,26.06256612,41.55966715,25.55753604,27.48052313,35.79271084,28.37635391,27.71439397
ZNF37A,6.335568576,7.833278665,4.750999152,5.923751357,10.06906055,6.155378429,10.01954147,9.464971506,9.651930407,7.420992734,5.498575821,9.103651159
RP11-508N22.2,1.36237928,1.075326765,1.048677816,1.659844766,0.841243746,0.784755134,2.930710716,2.412165926,1.174017427,2.540917189,1.220151367,1.752594579
HSD17B7P2,9.077649815,4.964002628,8.352133671,4.045118622,4.112860413,5.157606377,6.959240714,5.102318211,3.705655615,5.925468475,4.225511695,2.042478127
RP11-291L22.9,0.347009288,0.214864223,0.047338459,0.402393189,0.445967364,0.084259874,0.414213343,0.240818734,0.323872068,0.85272098,0.303948344,0.625157267
IGKV1OR10-1,0,0,0,0,8.75977238,0,0,7.293079425,4.579402561,5.768350521,3.167903398,0
RP11-313J2.1,0.860580271,0.104300269,1.512639949,2.109416331,0.175452558,0.589624997,0.112381819,0.156194559,0.097558546,0.096563204,0.074252288,0.128735305
ZNF37BP,17.94146408,13.66906023,21.7891963,24.36574186,19.60276496,9.065126633,17.89330985,14.66499606,13.36238213,13.60508341,9.752556794,20.64891834
ZNF33B,25.97574121,14.41946279,26.58141053,33.09072729,24.54487606,31.72577121,40.61383927,18.96110793,20.2017068,23.2962267,17.4393407,16.70316247
BMS1,10.61850263,11.43235687,9.229336836,15.76580728,12.75296805,10.16370135,11.4442794,11.43659494,7.718526983,8.793227697,6.666931766,14.52056091
RET,0.022574385,0,0,0.574092109,0.421245274,0.430754824,0.566775758,0.933276094,0.201218348,0.699092353,0.637627428,0
CSGALNACT2,35.838578,45.08495934,48.29998032,60.16383011,34.19783231,36.92216088,31.95491742,28.4252171,32.44359919,34.76631042,46.00456252,37.96635054
RASGEF1A,1.419097272,0.953027323,8.789220063,4.892926819,0.355894212,3.834549877,7.410479077,4.748110684,6.127118433,3.934966336,3.541757474,3.627855246
HNRNPF,266.4368011,255.4323124,268.9285804,277.0815091,274.6350148,222.2668979,281.2177795,277.416535,293.0461899,316.3521595,207.1943847,183.728101
ZNF487,13.57368125,10.07952315,14.72087025,17.32857377,12.94535604,15.98228033,14.74284027,19.30228459,12.70957628,8.275126408,14.11129085,22.50289421
ZNF239,0.60899467,0.75496615,0.743874271,1.020677097,3.247284277,3.445884849,1.885477909,2.805033014,4.270164941,2.260278788,1.272085258,3.174751192
ZNF485,3.254825407,4.551726245,9.678978482,5.127971035,6.095371152,0.860206957,5.166262287,6.497629317,10.34113098,9.096474958,0.845003868,8.906442554
ZNF32,50.43497907,29.71531638,40.46859979,42.01244137,45.25640335,34.83071519,45.50706462,49.84372792,54.45942459,50.8708883,36.12345728,40.9947317
RASSF4,74.63815573,124.5660895,117.3699425,114.498923,111.7422457,95.89820543,89.60803869,73.45407296,88.69735453,95.77642359,98.07443102,80.74609425
C10orf10,1.520224949,0,1.25939063,1.633269737,0.928014013,1.073898627,0.414219154,1.156741856,0,2.51839618,0.662758259,0.574078881
C10orf25,1.700557121,2.015391249,0.774939917,3.633147811,3.009487952,0.987814203,1.337100593,1.596874575,1.610910756,1.341651715,2.22251409,1.311576293
ZNF22,33.073178,26.86123253,38.15024813,35.92970882,31.86267495,31.02858433,30.78221662,31.87726108,32.20810017,34.2428814,14.26056568,33.3563638
OR13A1,0,0,0,0,0,0,0,0,0,0,0,1.222575535
ALOX5,121.6673349,173.2579083,161.0686201,141.6637839,155.6777863,136.9288823,162.4447793,127.0810012,158.6285412,170.5959153,172.6295978,207.2266229
RP11-67C2.2,6.279495179,1.881252799,8.17071314,3.79908695,1.893210008,5.215528879,3.921417838,7.844850277,2.803071166,9.66408444,1.796354252,4.65749445
Mar-08,25.90776468,37.05582323,24.80884911,27.759625,11.89205789,18.16539968,25.60985584,38.12538204,11.90195159,24.45189138,21.83645192,13.72618893
ZFAND4,5.572918796,2.968906337,6.912030503,3.680037524,6.353525012,2.444888354,6.524125997,9.105716111,9.460786574,6.175885898,5.377544298,7.507219863
AGAP10P,1.532583927,0.132853025,0,0.724448202,0.341032026,0.51718322,0.800112127,0.152703585,0.346661452,2.281278737,0.364704427,2.122629291
WASHC2C,47.41807231,56.99000406,49.82530899,69.78168594,52.44914682,47.55111904,54.33139085,52.55426683,43.42065407,52.07495876,33.76208036,57.3958426
AGAP4,22.01632384,14.75043919,27.76793599,17.07193996,14.12768999,24.0001605,38.26375659,24.7556956,39.54097844,14.45974581,10.6182217,24.42752503
PARGP1,4.724769025,3.59386245,4.655787688,8.772138019,8.009563518,7.073608076,8.731538936,8.662657101,6.708844056,9.281830584,2.968286418,10.97799525
TIMM23,62.42603961,92.02819421,59.44097728,87.50450495,84.82784266,60.8251491,47.28239271,49.74021818,55.69639732,44.22547129,47.64483817,68.71260218
NCOA4,502.7154547,449.7509466,415.984601,371.7614725,299.7621007,360.7065796,333.3571288,386.6642611,257.9855262,386.0671111,345.6620412,370.2935364
AGAP7P,0.325568846,2.476641055,1.957799137,3.147399298,2.428096258,2.256608953,2.664134528,2.754445419,1.627203164,4.535223144,2.552307819,3.396296272
ANTXRLP1,2.492201998,0.999260926,1.377867022,1.152738258,2.956980361,2.36323112,3.593384299,3.690211933,2.501786806,2.180945659,1.039988948,5.123996873
SYT15,4.722729946,5.085180948,4.837555933,9.989256263,6.927261513,1.72721416,4.968266014,2.565128101,6.711271676,3.515065783,2.911174999,5.089865795
RP11-38L15.2,3.424959625,2.500204699,7.397675045,9.606334093,10.53437562,5.847006311,3.912762923,2.466783064,3.975119448,3.899800291,5.288517801,3.152577117
FAM35BP,5.873865874,3.273138665,0.686779615,0.585731103,1.7282325,3.932920535,1.420812915,1.394670426,2.03614056,2.799358972,2.684089027,3.228556407
RHEBP1,11.5570576,17.78903748,1.064659699,0,0,4.362749873,0,0,6.391344388,9.408472306,4.175708088,3.281813127
BMS1P1,3.70029381,2.137879633,2.509402375,2.954404639,3.30325831,2.414420156,3.180505089,2.196256111,3.639226007,2.667982223,2.477913075,3.050446229
PTPN20,0.272745107,0.658646846,2.924722696,0.406336781,0.576961078,2.15184439,0.557489258,0.237933561,0.196235071,1.715423141,0.727907555,1.081092669
AGAP9,1.205346234,3.297201822,0.911236527,2.466376035,2.267508163,1.69494374,2.554163798,3.422811372,0.090062056,2.376974636,1.421528666,1.46724812
RP11-144G6.12,9.189614169,12.80556853,2.659550433,13.00532993,10.76965776,6.063366823,10.92250128,8.520205662,1.6551318,11.96243738,7.187405719,10.02336858
BMS1P2,2.734507059,2.981163775,2.931789698,3.502856168,2.492842565,2.243067252,4.151909254,3.959624094,1.574010524,1.581284255,3.161607556,2.916987931
RHEBP2,5.501881833,7.770382849,11.67084691,11.39845127,15.25063159,18.63115807,6.900872232,9.343056773,6.985115678,9.244285614,10.66941913,8.305358067
ABC7-42404400C24.1,1.126699052,1.165878107,0.688388601,0.774840953,0.645933537,0.433258956,0.570926817,0.882871962,0.111054477,1.208630809,0.676268234,0.913535679
MAPK8,21.25269252,13.58872603,10.06932606,18.26871912,25.79909974,24.01521794,18.41204891,17.41006056,18.8890735,15.77505028,26.12574641,16.86747576
ARHGAP22,9.426422287,4.75132864,4.808996898,4.240414541,4.686825009,4.675408365,14.63785334,3.018199807,7.919543403,6.080866312,4.648526335,4.925722987
WDFY4,11.05832776,15.18012139,18.17109118,12.37285459,12.77815299,16.80489722,13.3909035,15.34311688,11.07107657,14.98167124,13.17093313,17.62846015
LRRC18,0,0.322197014,0,0,0.256987364,0.168655328,0.334564627,0.408471902,0.480545783,0.486806799,0.122790225,0.434831159
RP11-523O18.5,1.725824166,0.354702971,0.794282004,1.185655924,2.877819764,1.289904399,2.231160532,1.796847219,2.04885766,1.157088076,0.503308918,2.972517446
VSTM4,0.84776871,0.760010023,0.754082664,0.951329891,0.791785069,2.415116432,1.10289573,2.476284478,0.987157682,0.334080485,0.62139693,3.105664297
C10orf128,57.08297494,20.17416312,29.33027109,48.31798029,43.46801842,54.66535545,37.11555759,35.78611665,40.38060914,20.55364795,27.70327301,27.40379473
ERCC6,9.032303058,8.058667879,5.204111488,9.032221766,8.831566513,12.16897354,15.13743417,10.27910362,12.93760022,7.250385177,9.043711149,13.75569976
PARG,9.40268356,19.90774835,15.66408983,13.44254082,15.52229002,15.74171056,15.54721183,19.07064799,12.90269677,13.84930738,10.00066357,10.70507093
TIMM23B,13.5924558,18.35519552,13.54172831,29.76060603,24.01151055,21.70932779,16.44564999,14.34628265,10.31816795,12.50932121,15.17706335,23.15882362
AGAP6,9.411132599,12.68277311,11.84744411,11.92880609,17.29541864,4.934992271,9.047465129,9.335302578,8.161321862,8.615936561,6.389964699,13.6351787
WASHC2A,45.9075896,43.36183681,43.03440392,46.49162464,41.37259777,40.95077137,31.20765553,29.96313766,26.97581156,36.74253867,32.86771367,49.41747869
ASAH2,0.095992366,1.278996235,0.600206175,5.589928163,2.68783595,1.527032113,3.526053199,0.535837277,0.55300128,0.334989682,0.234140979,2.189345266
SGMS1,25.95146373,31.47342736,23.49858523,24.14999787,26.98038104,26.00459914,32.18750238,22.69341778,22.14892944,23.91368648,35.63385172,36.36862549
RP11-521C22.2,6.013595181,3.097717855,5.197326326,5.038606338,6.111518583,2.184925118,2.395410595,3.998886439,2.82615445,4.398695867,4.772522806,9.69648259
RP11-512N4.2,14.46306218,13.23655965,9.683929449,5.826282696,19.76825425,10.44871999,35.41859816,5.208158168,2.673743833,3.714411783,2.741401528,13.52817057
SGMS1-AS1,0.56344197,0.539757107,1.499864656,0.831663265,0.658986843,1.008670814,1.659050009,0.909579913,1.35732695,0.634889964,1.339130198,2.729461146
BEND3P1,0.15533392,0.035338229,0.03483323,0.106596006,0.232415127,1.58340378,2.292997276,0.164376687,0.612567221,0.184736504,0.254569957,0.09519016
ASAH2B,1.987828095,1.185146406,1.532075869,5.054471263,2.655132364,2.012879463,2.422672094,1.72316413,1.868470136,3.676862119,1.450826666,3.409102924
PRKG1,0,1.248890748,0,0,0,0.050135832,0.259557705,1.001251108,0.464788397,0.429479862,0.56230583,0.035959072
CSTF2T,19.92999349,12.28995523,14.27763769,15.90863545,16.92780626,16.12237675,21.12070552,18.47274996,18.38940904,22.58502367,14.0350216,15.01525803
ZWINT,40.7336702,5.231128591,2.64402434,9.757957938,16.23806777,6.807584176,3.752757692,5.147082986,2.491312356,15.44672156,6.834679699,7.303317227
IPMK,3.848294972,3.534470264,9.285620454,5.031991413,3.5179561,2.968651309,4.580411313,5.230586216,6.235539075,4.680346601,4.419770654,7.65079962
CISD1,13.26373054,5.006049521,6.318191671,11.01844749,10.15484728,8.979179401,11.20258558,10.10436629,10.70789171,7.989410364,5.538608521,3.147033928
UBE2D1,84.62899023,80.12248676,136.941321,72.3987964,89.5206177,95.53242171,57.31069637,72.43312967,84.7865254,78.17236844,115.3371837,51.46682368
TFAM,8.944108743,6.013922442,21.68896729,15.82855333,27.10379808,20.55992944,13.63466031,15.25995649,12.43991739,14.34222371,18.39128283,11.70247866
BICC1,0.657489875,1.386322348,1.16275635,0.206594974,1.875723423,1.463356568,0.265729518,0.71097016,0.461487887,0.36522274,0.081282061,1.381873147
CCDC6,10.67699748,10.52241931,8.728172636,11.86005298,5.828901536,8.676353205,7.06200991,9.552373742,14.84547757,9.483580468,10.49509118,15.38643013
ANK3,10.05990147,8.154766672,8.355508315,5.510759384,12.39775511,8.418787105,13.11324556,4.335029373,11.60614332,5.599021262,9.089371993,9.165414226
ARL4AP1,4.139108027,1.138538545,0.376088615,0,0.567786263,0.658299965,4.701953425,1.367399515,2.885605148,1.452270522,0.179968269,0
CDK1,8.738755183,1.056625207,3.377486208,9.317738991,7.401911257,5.590639423,1.64941613,1.30801256,2.293233318,16.7438877,3.944086585,6.683205588
RHOBTB1,1.444520042,1.131942158,1.181160407,3.236744172,1.214642755,1.922106016,1.592477682,2.188820785,0.806351482,1.175612112,1.366834046,0.762213273
ARID5B,37.77175999,31.07810964,24.76458452,34.73364607,37.5069292,37.07704569,30.04878415,24.33666508,13.42597999,22.59246419,26.04591683,38.57852703
RTKN2,4.105402009,4.619552146,1.986274732,2.004758105,1.913631633,3.739869368,5.314001206,3.727858451,5.447877363,3.837933413,3.058390904,2.283346393
ZNF365,3.96372717,2.931414039,1.277886037,5.314759967,1.779665538,1.619701699,1.896277472,1.745644916,1.322301913,2.646508161,2.188987636,1.141143378
ADO,2.865568173,4.61104444,4.51918729,2.225169664,4.171487496,3.543929022,3.691557672,2.408782613,4.838385307,2.844557336,1.555695648,2.549883178
EGR2,20.37163687,156.3462207,61.38710089,58.71694962,57.37227606,58.17651029,3.007451328,0.669751424,1.181377154,1.467391324,61.8941388,41.35869171
NRBF2,37.04295643,48.88962445,56.27534224,57.64538647,48.78754054,42.91600749,39.24274809,44.64143034,46.4634567,61.30333401,35.90865942,46.61551152
JMJD1C,66.6122883,54.71415574,85.74146607,60.88465942,70.24092353,136.8707893,102.7796375,70.79270186,74.74482105,89.48720051,122.0706976,131.0146505
REEP3,10.17459132,8.110445474,12.01782042,20.21276996,29.75453376,23.83541486,10.38735372,7.925625144,10.90255852,10.95719715,7.916463079,12.32079962
LINC01515,7.07446918,7.120272915,7.723297196,6.338216566,9.526533519,4.091388587,7.406509624,7.82427745,4.609383606,3.525280824,3.914278565,7.304842926
SIRT1,8.853877306,11.63810442,17.56626265,15.88748809,12.42962119,12.53920556,6.430456183,8.58636514,8.311871613,4.62073052,12.21386903,11.675835
HERC4,41.26353115,39.98732835,48.28020651,38.74340291,50.49090898,26.59894972,59.82015761,36.81313511,40.39664272,50.68129358,26.71796462,31.59976152
PBLD,3.469996905,6.07902521,5.993850579,2.428065409,2.74080241,4.692796438,2.848806222,5.687907749,4.698622753,4.146118963,1.421159441,5.62514242
HNRNPH3,133.6888194,113.3884119,129.0586916,141.9836309,140.2312459,169.2924788,156.9842071,149.1903348,168.3196836,160.1987649,150.5974013,174.839317
RUFY2,8.478153539,8.588696185,8.850338047,12.1217488,13.2570554,10.11713563,14.45601624,13.4789069,12.37785063,7.051641816,10.96523436,11.42085611
DNA2,1.764705715,3.882226504,3.983940837,3.805157139,1.669284723,5.043938256,1.539561923,5.098741299,1.153454819,1.823291656,0.92766164,0.642283417
SLC25A16,12.41448228,11.91051787,12.90468596,11.52050762,8.27955315,7.064168803,7.738258747,10.0371771,8.825179026,9.554940777,6.393337375,5.643568058
TET1,0.67563803,0.187866596,1.101351219,0.765267911,0.610063592,1.866201369,0.718130352,1.091654918,0.84790653,0.94211607,0.734296187,0.957141117
RP11-119F7.5,1.628662418,1.011300868,0.633305743,0.581077281,0.806703866,0.595673531,0.538655913,0.202097617,1.27847887,0.630002073,0,1.394180635
CCAR1,77.12874469,63.22921561,61.72886845,97.71130369,89.91425973,66.34048111,94.4045057,72.76313724,95.10743196,87.76974249,67.84952645,100.0676487
DDX50,36.00615263,44.55121372,58.53721827,47.57338121,42.05504539,30.5392788,30.39217976,35.04577212,26.39953235,39.60179844,24.97232632,35.3799772
DDX21,36.71512724,44.435939,49.76783577,36.46733297,44.68195606,53.30825946,19.98377704,27.47852331,25.1498894,24.66732186,48.75234179,34.66064407
KIF1BP,15.99946124,9.468884416,14.45538317,5.623912954,12.9207807,14.13885422,15.15133397,16.98049827,15.6110746,24.1662859,8.390000107,10.49584927
SRGN,1956.536499,2093.792012,1611.369754,1864.764835,1474.58408,2520.364038,993.8622377,815.343389,931.4776316,933.2739172,2734.560394,2104.521008
VPS26A,50.50039144,62.2396628,61.17902996,69.43287355,50.20754155,63.28998367,44.35315133,40.39665483,42.37314002,43.64608875,48.09874875,44.42745639
SUPV3L1,27.45219401,22.60693818,19.36705683,25.56947019,33.50211873,32.75179511,24.70111265,21.08066078,30.38350958,26.00044384,19.41926434,29.94146447
HKDC1,1.956553564,4.357159881,0.71420344,1.632570033,3.280801647,0.718497649,2.927198241,3.541103608,0.434169435,3.333636018,1.57081655,0.592098431
HK1,109.42688,149.389441,112.1470921,133.4690169,121.1275195,118.9285206,111.3676832,103.4809056,106.9359055,127.4949769,116.5913118,151.1174268
TSPAN15,1.073149428,1.026134216,4.261528015,5.105221847,4.429468036,3.304339108,0.379356523,2.911884886,5.198959213,0.731933355,1.527360609,3.542591196
C10orf35,2.773669795,2.564801912,2.91342573,1.29066836,5.669584974,7.881856693,1.332451947,4.584399624,5.411255859,3.240097124,1.222471527,2.711985914
COL13A1,0.658044347,0,3.216154406,1.768377026,0,2.955691213,0.59975321,0,1.055337143,0.569623998,0.279809071,1.085589933
H2AFY2,3.550611049,4.466467853,6.119468955,1.757252033,2.291522539,3.441976788,3.600461658,1.31064328,4.434770143,2.377992631,2.482498302,3.279605516
AIFM2,0.752730152,1.544126221,3.3450521,4.347456224,2.800869571,1.471989904,2.058491966,3.531396606,2.528590184,1.26116601,0.769314451,2.416239538
TYSND1,11.49116204,5.825188506,16.23140506,10.69577797,11.15514121,8.351584657,7.509023491,11.61123122,7.359795858,8.516434331,8.222776419,7.34591012
SAR1A,219.1464455,158.4512369,188.498266,232.4369858,225.7357279,191.7354923,119.072966,136.4011032,123.8521564,107.1697711,122.9876686,216.2403829
PPA1,112.8189257,166.0695958,91.06949217,105.9434327,140.1315391,193.8551601,112.8287363,103.1908781,124.3896041,155.4265497,134.0416703,123.0134181
NPFFR1,0.47052311,0.376198526,0.183024665,0.584257982,0.273414631,0.412059771,0.432525968,0.218876097,0.265556061,1.02278556,0.269702955,0.388918703
LRRC20,2.925354381,1.585958622,1.519379593,1.582516679,2.644567603,0.178228065,1.130778605,0.839805831,1.394175336,2.582164954,0.782848131,1.171847304
EIF4EBP2,29.03905497,22.97402553,28.89912016,28.80019318,22.23161918,31.35562176,34.99960933,35.7326379,33.3253586,35.8606653,30.00327167,30.43534654
PALD1,0.085747253,0.082798767,0.571310611,0.853173683,0.556385845,0.614775328,0.32220599,0.974210686,0.135061594,1.038930617,0.236529649,0.97477927
