,CYFZ,FY2H,FLWA,453W,684C,CZJE,925L,9JD4,G4YW,4DUY,36TS,CR3L
SNRNP48,12.60772871,10.09106844,8.550197841,10.22559524,7.454254299,8.012438846,9.270670363,8.219966275,12.64645876,12.55390298,8.082808725,10.61013824
BMP6,3.053589667,2.315881578,7.159649198,2.610823889,0.768878748,3.554055693,2.695098926,3.112854429,2.943693222,2.203916319,0.802054092,1.465020992
TXNDC5,4.782366645,3.142130633,25.79529689,5.54438713,28.40668244,6.115624499,10.3393712,30.22047324,46.57254971,31.70824411,3.951751128,10.61801863
BLOC1S5-TXNDC5,3.688701135,4.60E-08,0.011471187,3.47896063,13.64650414,6.211325391,1.09E-06,0,2.12E-05,0.000945327,5.175835107,3.329863075
BLOC1S5,25.60451594,24.21211534,28.8910597,32.02501096,26.05716077,25.20605635,28.55906856,31.92400075,23.1619164,30.85080425,15.21153056,20.42377636
EEF1E1,49.97463621,35.71112021,44.99981905,36.91749502,54.64160806,37.26511167,42.77092003,48.76397121,57.82223223,49.95720055,28.16453134,52.80525381
SLC35B3,14.62938129,12.89732522,13.49887729,16.64883473,19.1597383,13.95942856,14.94691356,16.81449199,14.33919346,15.09601082,11.43647599,14.79279449
GCNT2,8.968512729,13.37568142,7.375589713,6.271716321,8.725854605,8.550099276,8.929907591,5.573558691,7.79451971,5.466590245,6.819738328,10.57873552
PAK1IP1,14.1667253,30.57922022,31.43308556,22.33661597,23.61206439,26.83284668,19.80648638,19.79963046,21.39175651,19.347011,12.42305614,17.28249714
TMEM14C,50.92854555,46.16943586,38.45658902,29.50525984,46.44514332,66.00262762,67.30742991,35.76804406,47.43457019,40.52709494,39.92826927,44.40361432
TMEM14B,89.46717684,84.09450159,71.97310533,67.42159112,82.34308716,117.9771331,84.82868819,81.64084399,86.24224319,65.72879298,70.34757169,81.53624879
MAK,2.26170058,1.179650173,1.349950868,2.693068807,1.188914801,1.058139405,1.414501632,1.136326955,1.139127005,1.9165861,0.952168332,0.739753491
SYCP2L,2.11000687,3.421135434,0.079945748,0.998279405,5.656986447,2.116866468,0.098146557,1.217493499,0.431470416,1.540305449,1.302537323,0.042443171
ELOVL2,0,0.023763141,0,0.119448688,0,0.020755786,0,0,0,0,0,0
SMIM13,1.019073614,1.137016536,1.82120306,1.496062409,0.872699019,2.287619644,0.908505802,0.554562977,0.652254589,0.88192128,0.688429792,0.709366429
NEDD9,70.63046928,80.95820483,59.88036032,86.01875407,76.05371179,83.17722476,88.54981217,55.39822923,59.9408036,84.35555648,102.5059921,99.30637322
TMEM170B,5.017934262,7.543669245,6.937157011,9.552150404,6.333992188,8.456702926,4.801176534,5.51895442,6.049027784,4.259691302,6.329541556,5.676273193
ADTRP,5.894484819,3.797650167,15.13839327,10.0189881,19.57187008,6.433635526,1.455458097,9.582744986,5.661849969,12.47852194,7.361217703,10.37111278
AMD1P4,1.72850882,2.978732657,3.609571518,3.421145311,2.236884103,3.183465079,3.670435729,1.515644804,1.667056219,1.754550411,1.788851514,3.51412947
HIVEP1,7.872830254,4.126678668,8.918018941,8.556933901,5.208046134,6.50542965,5.035912489,7.315888057,8.6967865,9.607667868,8.918579625,6.285094574
EDN1,1.130897029,0.446395545,0.244452749,0.648453129,0,0.259741399,1.029842514,0.404161994,0.231170658,0.998032529,0.141742088,0.601823406
