gene,naive.B.cells,CD4.T.cells,CD8.T.cells,NK.cells,neutrophils,monocytes,fibroblasts,endothelial.cells
TTC38,19.34253613,16.46657588,17.471983,464.11499,16.83838825,23.72108242,0,0
OSGIN1,0.491821875,0.59115275,0.389728425,0.6979905,4.822270046,14.81767108,0,0
CXCR2P1,4.492887375,0,0.254807,0.582706,3.4877975,98.8820805,0,0
CAV2,1.05550125,0.95462875,0.83958075,0.92951975,2.21295625,0.634137592,41.27,49.87
CHI3L1,2.786178125,0.455958,0.514372,0.800934,554.5931575,0.550993075,401.97,1427.9225
CORO2B,4.3904375,0,0,0,0,0,0,0
PPFIA4,1.834490366,0.624601925,0.227050975,0.491850775,0.110290096,9.637734733,0,0
NCALD,4.652583681,19.20573205,54.69209985,185.2071555,2.553945477,3.005413611,32.905,0
IGFBP4,6.027426875,0.68951325,0.1512665,3.043355,0,0.118764433,237.72,749.195
PKIB,4.0729859,2.61008575,3.585377675,1.270462,0,3.940918217,0,0
COL26A1,0.181983875,0,0,0,0.08737725,0,0,0
CD207,0.050186125,0,0.014376475,0,0,0.09913725,0,0
STAP1,199.277095,8.34006325,1.706172142,23.394649,0.3723545,1.0207544,0,2.7125
COL5A3,0,0.051923,0.026518,0.1703695,0,0,80.52,0
PTGER3,0.392104875,0.128969075,0.0927025,0.35745275,0.188936675,0.031792892,0,21.8425
PTCH1,13.8682055,18.86730915,38.71808932,86.2877891,0.15089255,1.031746506,2.89,0
HAPLN3,2.87465735,78.22788,76.20030625,7.99328375,0.02245115,1.407301708,65.1675,91.4875
TAS1R3,6.538516875,0.65855175,0.8561785,0.965547,0.157514125,0.309954433,0,0
TFPI,5.568519912,5.50470685,6.142732125,4.8016479,4.100965175,3.304493858,95.42,107.7
CYP27A1,2.774387875,0,0.132185825,0.13127215,41.28043,27.8395455,15.9275,121.45
ANAPC1P1,0.721742687,0.97813225,7.7874945,0.503591,0.173692225,0.151341392,0,0
ROBO1,1.686312503,0.309222975,5.752105007,0.74651554,0.435312925,0.504658701,33.13,33.685
CNTN4,0.075005175,0.039002075,0.03799325,0.098349475,0.041195825,0.056592517,1.0925,18.3875
INHBA,0.072916363,0.036794425,0.015826675,0.09589985,0.3439066,0.2117041,0,0
SLC12A3,0.700083675,0.05217585,0.1287923,0.39011255,0.36006935,0.092851058,2.71,0
FBN2,0.615957925,0,0,0,0.5038065,5.733498871,0,0
SERTAD1,8.55369875,6.8578975,6.67606,28.875825,9.154345,12.05328167,124.215,30.505
IQCA1,0.181335642,0.140669345,4.343811056,0,0,0.006728658,0,0.9425
TMEM176A,10.20714513,0.4219515,0.120711,0.60011,1.42986225,41.55182897,290.18,73.26
RAP2A,2.356888738,2.1897495,2.75774875,14.469305,0.357021075,6.671081167,10.68,5.1925
CCDC175,0,0,0,0,0.07634175,0.132156583,0,0
MS4A7,52.78552086,1.255595,1.04823655,6.04183475,3.11375375,958.6235675,3.0975,0.245
PPP1R3B,4.900711,6.04711,5.49295175,4.399445,76.8770575,3.478314,9.0275,7.4875
PHACTR2,2.611050075,14.332021,5.991932,7.62087325,7.419179475,15.61187473,22.2675,3.6375
CBX2,0.15542375,0,0.1423316,0.0493745,0.0133958,0.644629333,0,0
PCSK5,1.647267537,29.8175105,39.3527045,9.303604925,2.819724875,6.371311142,1,1.33
GLB1L2,0.876924875,1.144235889,1.632689,11.69662275,0.1621252,0.27523275,7.1275,0
KCNH7,0.080641,0,0,0,2.59925875,0.11879065,0,0
TLR1,28.50979917,11.89956879,8.423970447,18.33603011,360.9165148,82.24953263,0,0.2325
CLEC4C,2.808494375,1.42763,0.83483275,1.0596675,4.62167725,1.793785583,1.26,0
SLCO4C1,1.800172625,1.280376,1.395567,46.424925,25.4553,2.1280965,0,0.735
SMIM5,1.63798125,0.85403685,1.3389235,0.39295585,0.3567407,1.039384142,0.79,1.6225
ST6GAL2,0.2585777,0.46794295,0.37751225,0.3019573,0.3199297,0.19785535,0.5125,1.1775
VSIG4,1.385856588,0.0277085,0,0,1.35924925,11.21809811,0,0
IKZF2,5.66912474,6.29863652,8.853300513,26.45327787,0.474096235,0.409794942,0,1.79
KIAA1217,0.03767175,0,0,0,0,0.001726792,43.8425,16
FASLG,1.310650375,0.95749575,0.82465625,98.006934,0.564414,1.097957833,0,0
IL31RA,0.045102113,0.036571375,0.143801925,0.082669425,0.082819875,1.214886976,0.5925,1.3525
RNASE4,3.967504581,0.1772421,1.12007575,0.18528925,0.216072725,16.9833977,8.71,35.84
MMP28,0.259429875,12.267499,12.54116,0.1297965,0,0.315484715,0,0
ADAMTS1,1.105950186,1.62648021,0.24352975,34.9302625,0.3096715,1.00593052,143.58,0
CERK,9.6836375,22.50189625,26.76433,25.49313575,18.3400475,23.3678155,0.625,0.48
HAVCR1,0.376967125,34.33944,45.71201075,15.53784722,0.38325925,2.312811792,2.62,0.7075
CASP5,1.21399985,0.0740615,0.19900375,0.38513525,48.21526878,38.96680592,0,0
HOPX,36.60438011,10.2906908,6.915051587,366.008713,3.15947781,5.606608565,0,0
PTENP1,0.0253147,0.018250775,0.0252931,0.100050625,0.0940792,0.312664767,0,0
FHIT,10.05431677,204.4462738,22.04236998,4.866852039,0.7060277,6.776973317,2.33,7.4
HOXA6,0.203871125,0.466593,0.2509905,0.7523315,0.01660855,0.1011085,0,0
ADAM6,0,0,0,0,0,0,0,0
UBD,0.014294,0,0,0,0.210038,0.052212425,366.1025,229.3875
WDR63,0.128808963,0.578349875,0.009793375,1.842666715,0,0.030473583,0,0
DFNA5,6.11213085,0.921831125,1.350257225,0.8424552,0.038670275,1.973162092,0,1.835
ADAM28,569.3534062,0.068462575,0.1559308,25.7612383,24.86606425,10.39678389,0,0
FYN,50.26582247,274.2912595,264.6736815,666.2646772,3.163256,108.3401971,0.2375,22.045
LRRC32,0.644608938,0.01922935,0,0.038951225,0,1.436615731,129.32,0
MAML2,7.093097625,35.297155,35.93287,6.6110575,9.00253825,4.410397958,0,3.245
NRGN,0.813507838,0.2804935,0.16487,0.0551985,0.37084175,2.410341333,0,0
FAM177B,28.68010425,0.589044,0.88596325,0.29173925,0.72107185,0.223680083,0,0
DYTN,0,0,0,0,0,0,0,0
EGFEM1P,0.249522175,0.45398975,0.177902,0.200395925,0.285517,0.245820475,144.5475,0.495
CYP1B1,10.55245138,0.2089991,0.209120125,0.368856525,11.129276,95.77557,44.66,0
FMNL2,4.978210988,4.6695579,6.048483275,5.792081,4.1889628,27.17435807,0,15.8575
SNX22,75.57437916,2.03132075,2.2046285,2.68210025,3.077889475,4.916213992,65.4025,3.3225
MARC2,14.02219575,0,0,0.103085917,0,0.34108775,86.6925,16.46
TCTEX1D1,0.2840045,0.017408025,0,0.9221565,0,1.356885567,0,0
KIRREL3,1.01332875,1.125402,0.618690875,4.098203925,5.09928895,1.248091842,0,1.4225
RBM11,3.949897625,13.4586595,26.80118578,0.05748975,0.6794192,0,0,24.9725
GPR27,0,0,0,0.03730425,22.500195,0.444082133,0,0
FAAH2,1.876747625,35.246725,12.883775,0.01572085,0,0.005400758,0,0
RIN2,4.455060188,0.16956475,0.13749885,0.242158,1.55794895,51.99868875,85.89,62.8025
NCR3LG1,0.214368375,0.397430675,0.7040585,1.06757025,0.0244135,1.380780225,0,0
GATM,13.04225686,1.25558075,1.822013725,1.645247425,0.32301935,3.739039936,4.3775,20.6
TTYH2,3.828137575,6.593967605,2.915130925,14.11700675,0.809723775,87.56368113,3.255,0
NCAM1,0.555829363,0.8247157,0.239691025,163.7804076,0.98152475,2.291777062,5.5775,0
ZNF80,0.50947157,0.260298613,0.88485735,3.430134405,0.1374518,0.041251325,2.21,4.075
HSBP1L1,5.38282817,36.9961,31.29995825,10.24553975,5.718539174,4.392592667,0,7.2075
PNOC,62.969531,0,0,0.085987,0,1.2978855,0,0
TREM2,0.151205,0,0,0,0.237451,0.1846415,11.36,0
CRTAM,1.653994875,15.87863425,75.4035125,28.88246883,3.80739,12.86037917,11.8375,17.62
NT5E,62.749811,8.9185685,86.20474,1.87984925,0.08945825,0.73432435,0,0.7325
TPPP3,1.049815375,0,0,0.215097,1.1667995,46.85911033,0,0
CES1,5.377608063,0.0162782,0.01467945,1.85199925,0.19056275,40.7154221,0,18.255
DSC2,0.822786113,0.106246775,0.1178349,0.13160225,68.795345,5.799435592,0,9.165
PPP1R17,0.129568388,0,0,0.151599253,0.0761855,20.06247758,0,0
PDGFRB,1.926006169,0.078689,0.5500685,39.238299,0.775711575,4.048529575,180.09,0
SEMA3G,0.316734875,0,0,0,0,0.017206125,0,139.5725
TMCC3,12.76918488,1.325866025,0.62697525,33.532509,107.30748,19.31918996,0,3.445
TDRD6,0.464297688,0,0.124222275,0,0,1.198034167,0,0
SLC7A3,0.1672294,0.1131405,5.80506825,0,0,0,0,0
CYYR1,0.100634,0,0,0,0.5172005,0.118130117,0,69.7925
SNX30,4.882278,4.572864,5.30513,3.84399525,5.357014,17.16224583,0,0
P2RX6,0.834560513,1.57940355,5.5148375,0.807147225,0.58154125,0.382364467,0,0
SLC16A10,0.905994375,6.548809302,8.03261675,0.56712625,0.38843075,0.423603583,0,4.015
CD93,7.643615,0.08494965,0.13559135,4.809055,80.229725,68.54775,0,58.2725
CLEC17A,97.44263875,0.2203262,0.34718375,0.306236319,14.697445,1.898183167,0,0
DSEL,0.170429,0.30620775,4.830545,0.2699315,0.308261,0.164137917,1.06,26.0125
NCR3,31.34419611,6.546055,15.86384561,126.72097,1.30596185,2.566483476,0,0
CLIC2,1.854586675,0.34535825,0.8133643,1.6679805,1.680262476,11.33511575,26.5375,2.6775
S1PR5,3.438372535,6.125950388,0.928977668,514.5459208,0.564912,4.024076815,4.915,0.285
VIT,0.110363125,0,0,5.79475,0.10769025,0.064254258,260.61,0
PARK2,5.727807325,14.7117445,10.21549886,3.06168,0.8355905,1.504561417,9.0075,3.18
UPK3A,0.53137785,0,0,0.4162815,1.2350085,9.001348333,0,0
CD40,177.1650025,4.304031922,2.988896159,6.433294512,0.4709074,23.86776784,65.865,18.1
DAB2IP,0,0,0,0,0,0.006381625,13.775,0
SYN3,9.050353713,0.527148,0.8542365,1.8463425,2.27083225,1.379490467,0,0
CACHD1,0.004912098,5.50522225,4.165148613,0.02193725,0.260736662,0.069987088,1.1825,0.67
LINC00475,0,0.82285475,0,0.39805375,0,0,0,0
CA4,0.11757325,0,0,0,100.9021475,0.081283667,0,0
ANKRD34B,0.123172925,0,0,0,8.12277,0.780603575,13.145,0
LEF1-AS1,0.417053,48.25449575,26.981117,0.348413,0.265712,0.239313883,0,21.0175
SH2D1A,1.874959475,76.2775755,59.1919575,185.905205,0.2612345,1.419493,0,0
MPP2,0.081105188,2.324482385,5.090072176,0,0,0.002564967,0,1.485
TMEM171,0,0,0,0.71242375,0,0,0,0
LINC00299,3.133813125,1.349553525,1.098691025,53.26119,2.7792915,3.666767942,0,0
REN,0,0,0,0,0,0,0,0
PYHIN1,22.71571166,41.1648875,8.538826379,411.9852055,4.58365875,5.12561045,0,0
PDCD1,1.912255875,1.91848525,0.59888525,0.46229,0,0.197878617,0,0
CAV1,2.309096113,0,0,0,0,0,127.21,1088.325
LTK,3.271368088,1.08587475,0,0.494963375,0.223009,0.060142833,0,0
ITLN1,0.09520065,0,0,0.282301,0,9.81675275,0,0
SCARA5,0.201984388,0,0,0.33573975,0,0.007930225,0,0
ABHD5,10.03200778,8.498403,6.722462,18.0915495,190.483846,42.86590333,4.585,0
FRAT2,1.796354375,1.4062245,1.720775,1.81338,61.2754,4.023433333,0,0
LDB2,0.064557793,0.7249775,0,18.73362025,0,0,0,116.0525
BCL11A,546.7069789,3.2170835,1.15668265,5.84958499,9.341050225,71.0670645,0,0
CRYM-AS1,1.580643862,1.1325815,1.3663535,0.83081175,1.0718801,0.9244458,6.235,7.52
NMUR1,0.956343875,0.967871,0.34778075,79.4123,0.748713,1.147484667,38.1475,0.9825
MIXL1,1.800300625,0.87467175,0.786846,0.51663625,0.8584145,0.473391083,0,0
NRG1,6.200801743,0.78415675,0.307013,0.359622925,1.204137075,31.11272344,0,0
EHD3,24.56183375,3.3080375,2.58966,9.8038075,0.6936435,5.1851925,8.585,0
MACROD2,22.52366,2.177791,2.686543,2.480608575,7.8303415,2.38323175,2.52,0
SPTSSB,0.558452875,0.23649325,0,60.61291125,0,0.645152775,2.075,0
C1QA,1.003517125,0,0,0.0943925,0.16482765,73.31133167,0,89.325
IL4I1,1.344579638,0.588125,0.908130425,0.8749525,0.1268845,5.2221025,0,35.405
TMEM154,134.4201898,38.0476675,33.01924675,9.26649125,527.4612925,98.93979333,0,16.42
MMP17,8.048117388,0.02038875,0.08596905,0.0459593,0.158316125,6.035245621,0,0
KCNMB1,1.643641375,1.084220825,1.2993535,1.36279,1.31903635,16.29197083,0,0
LRG1,2.747099875,0.847459,0.90247725,1.0764945,501.79725,6.820130083,10.075,14.725
FCRL5,138.2027388,1.507359225,1.50845375,1.771659625,1.815549325,1.500079864,0,0
CISH,2.570493413,110.44021,69.23515,52.24409285,13.94087893,17.12650863,0,0
CD1D,23.663825,0.012926375,0.01165875,1.2056935,5.436855,81.96834167,0.185,10.3925
CNR1,3.188436154,0,0,0,0.435325,0,0,0
CTTNBP2NL,2.662573375,0.909350075,0.9529477,0.893332175,0.7403315,5.930544834,4.1525,77.555
SERPING1,8.75096931,0,0.054764152,0.40998597,179.3332693,64.49614306,579.96,155.545
DAPK2,11.21990289,6.54543075,5.9879876,19.0506925,113.2528245,6.534861786,0,1.3675
NRP1,1.081312107,1.16408875,1.163884425,1.25158325,0.67202165,4.381869393,23.0175,66.5475
LAMP5,3.187134,0.0170429,0,0.509879,0.042879475,0.5940235,0,0
DPYSL3,0,0,0,0,0,0.023061808,82.6875,0
NPAS2,0.179809038,2.5516505,4.437108375,0.17239575,0.2435706,0.233082833,0.5875,3.1075
LGALS12,1.450955488,0.0197711,0.066752225,0.15166425,3.064195253,9.047802667,0,0
CSTA,2.55871075,0,0.07100425,0.14571725,54.2200235,35.35558075,44.6825,0
ANO5,0.11077635,0.003642325,0,0,0.00412645,0.955277608,0,2.93
KCNA5,0.014009625,0.06542475,0,0,0.0308595,0.013781892,0,4.045
AGBL3,7.098858438,12.8256353,52.98225075,7.28308985,0.1265932,0.583704717,0,0
GLDC,5.415450782,2.08280775,3.61191925,1.6230531,0.651319125,0.784489792,0,0
ZBTB8A,0.9806145,1.215924,1.2577075,1.10360525,1.4673905,1.00608825,36.6675,22.2
MME,5.518011805,1.785651595,2.134399472,1.841835905,687.9693335,1.771682493,0,2.8425
OXCT2,0.937498625,0,0,0.0690585,0,0.0335831,0,10
EPX,0.1543432,0.23438555,0.1799705,0.1511624,0.03579375,0.157614142,0,0
PDZRN3,0,0,0,0,0,0,0,0
PPP2R2B,2.148060963,3.815630027,2.549169362,124.6816313,0.6769811,1.233458633,5.715,0.335
SLC35F3,0.07513725,0.11368525,0,0,0,0.037863658,0,0
EPHA2,0.023147125,0,0,0.22030435,0,0.0655717,33.435,0
LEKR1,3.8031147,3.666979,5.0605945,1.9333335,0.823187175,8.496968475,0,0
AADAT,0.127873069,0.05334125,0.0405215,0.126692907,0.069713555,0.06256918,1.14,0
CDK2AP1,3.042694127,0.40478805,0.81476225,1.12872575,2.092500001,62.47660433,77.91,21.1675
TSHZ2,1.556074429,15.571505,1.30143665,0.348543125,0.21688945,0.344705408,3.2675,2.4275
ENHO,0.23106455,0.32718325,0.0275275,0.0690225,0,0.646987083,0,0
AK5,3.489667512,41.04099225,36.74720886,10.76867525,0.12495295,2.430943825,0,0
C9orf47,0.050899661,0.005695985,0.005707263,0,0,0.746139367,2.2975,0
OR2A4,0,0,0,0.07821375,0,0,8.9625,0
KCNK13,0.0690255,0,0,0,0,0.361687133,0,0
KIR3DL2,0.896626125,1.500756575,0.215115075,168.894165,0.41597775,1.593577425,0,0
TECPR2,2.457104125,4.9411685,5.410534825,5.51051425,61.4816075,5.858330617,0,1.3175
RNF165,0.255287025,0.267720025,0.35917375,9.118839,0.44776425,0.411070192,0,0
CTLA4,0.073339263,13.77106325,6.62065775,0.01577475,0,0.338409783,0,2.24
ELL3,32.89387425,2.88355725,2.92727075,0.605113125,0.207642,0.927803742,0,0
FAM134B,2.000961821,36.87911675,37.258506,0.9355033,1.78338735,1.943286365,1.4975,0.6275
MTMR11,8.3539995,1.5377506,1.20229025,1.175227575,0.74240725,148.3211378,0,4.74
KIR2DS4,0.982198875,0.537266525,0.0378415,143.662125,0.49308075,1.161028758,0,0
ZNF860,22.281705,0.0691419,0.01649025,0.29613275,0.0145576,0.04376795,0,10.8625
KCNG1,8.245072375,0.17148475,0.33175175,0.243688,0.2934155,0.213902392,10.265,0
MLF1,0.852662453,1.457341407,4.141474252,3.040936475,0.29442665,0.446134117,0,32.195
NEFL,0,1.43184275,0,0,0,0,0,0
CACNA2D3,0.687072713,0,0,0.28092665,0.3593785,10.24069104,0,0
DSC1,0,12.45278825,28.2282475,0.007956231,0.009265326,0.00909848,0.0625,0
HKDC1,0,10.00484525,7.108784,0.1905016,0.028019675,0,68.3075,0
IL1R2,0.708951813,0,0.10097075,0.3169449,521.418815,3.769717725,0,0
MDGA2,0.0471237,0.0203092,0.008067125,0.0330575,0,0.051547717,0,0
MDS2,18.53631538,141.8874625,84.5435575,0.7153135,0.71640375,0.504256825,0,0
NDRG2,13.93815983,41.73433336,42.39073443,19.12473644,7.092349425,14.1657229,89.41,43.155
ABCB4,29.9877137,0.227855375,0.64861,1.93850625,0.12057325,0.382367258,4.1525,6.0625
ALDH1A2,10.0686593,1.19017975,1.41977875,3.64622225,417.0002215,83.24061158,0,0
CD200R1L,0.467370575,0,0.073031,0.0774775,0.353115475,0.0171755,0,0
CYP24A1,0.3368076,0.0611965,0.05343685,0.213973625,0.03967125,0.0308537,0,0
MAP1A,0.073529968,0.19779965,0.15267925,0.199034675,0.317991175,0.046446323,5.4225,0
CCRL2,6.455628506,1.33365925,2.874648501,1.2154695,9.376131426,51.04052217,0,0
ZMYND15,0.0386681,0.018499875,0.277721175,0,1.2437495,3.550293315,0,0
KCNH8,23.36629625,0,0.20876885,0,0,0,0.4625,0
DKK3,0.05309275,0.945491,11.00046601,0.542737802,0,0,46.355,0
CEACAM22P,1.3217,1.154159,1.17206575,1.4984025,1.1290265,0.957260667,21.7,14.2875
LGALS17A,0.389752388,7.73435515,0.66523375,0.499092275,0.150260675,0.227781825,0,0
SASH1,0.349565288,0.0262376,0.042684,0.0562806,0.07715785,11.60321404,5.92,0.7475
GPRC5B,0.04985675,7.696502521,0.28957125,0,0,0.653904583,46.15,139.395
ZDHHC18,4.115953,2.539622,7.88869525,8.018945,264.4371748,6.483114333,2.1875,0
EPHB6,20.19348186,54.7009735,19.21261616,2.618381128,11.52510695,7.508154442,0,0
GFPT2,0,0.84385925,0.0640735,1.86640665,0,0.032332833,0,0
CD22,699.3299873,2.935178252,2.89358055,6.122480381,6.446722,8.751988928,0,0
PZP,0.441770396,2.8192185,1.914304,19.99030225,0.008581,0.462347967,0,0
SH2D1B,4.152963,0.0268995,0.05139375,587.5289,1.4403615,51.11935682,0,0
TSPAN15,0.077577,2.010711504,0.95743475,1.4286935,0,0.5886356,0,41.5025
COL6A2,0.908787838,6.603500508,8.68649515,20.66471129,0.05404475,0.270242192,73.69,12.235
KCTD12,2.064664625,0.28312265,0.94628375,0.335466,5.7340025,19.2555225,0,3.1475
CSF1R,31.01663713,2.0624301,3.287449833,6.37241125,51.794644,1121.598784,0,0
AXIN2,5.40972295,24.99278355,7.484072995,0.60597425,0.007961475,0.028542792,39.0575,7.0175
YPEL1,5.3364365,1.2747205,1.78820225,21.585125,2.2493225,0.960474083,3.6025,5.425
CTGF,2.61805425,0.08191695,0.07188605,0.01488085,0.1664975,0.048749183,375.5875,84.545
RXFP1,0,0.1413265,0.1264865,0.09214225,0.09463825,0.220465742,0,0
C10orf105,0.084152625,0.1573395,0.17558525,0.21681275,6.082707774,9.142517417,0,0
HPSE,7.743655425,4.420441067,4.477120399,2.600602328,25.50375711,33.29416398,6.57,22.6675
IL4,0.989839,0,0,0,2.19790225,0.06869775,0,0
SLC9C2,0.003539688,0,0,0,0,0,0,0
FCRLA,421.034217,0.246236325,0.24922675,1.2126938,0.694287875,0.300108117,274.245,0
FAM129B,0.581720602,0.373650125,0.42393005,0.38379525,0,4.054111333,10.8525,0.765
MLC1,1.33508995,0.68609875,0.24534455,105.9201325,0.203834675,14.37236683,0,0
KIR2DL4,0.433530338,0.1741215,0.135278,66.5870125,1.5528305,3.357801167,0,0
C8G,0.231120625,0.42101625,0.2040615,11.20237975,0,0.34411325,0,25.7825
LRRC36,1.797901813,1.868862825,2.642455775,2.49739245,1.278061,1.557943528,0,0
SEC14L2,6.615330981,49.62092204,68.8734395,6.594974075,0.437385,3.244619293,12.8375,6.645
CD300E,24.79463875,0.1643094,0.22694475,1.52002425,2.509394,421.5392332,0,0
DUSP16,4.201391375,14.68773204,14.308272,5.6296785,3.60218875,1.535811333,1.755,0
ABCB1,7.766394263,5.559369569,36.46687803,94.3337238,0.55134,0.966712717,0,0
CLEC5A,1.23964875,0.17561225,0.19902675,0,2.175956928,7.866399813,0,0
LINC00544,1.33034,2.614345,1.99343475,0,0,0,0,0
ICOSLG,9.5128685,1.17670175,1.0223095,0.37603625,0.337501,1.74110515,0,6.25
CADM1,3.412833694,1.37141205,0.483243875,24.03289805,0.61849575,0.867709112,15.535,355.05
CD40LG,0.307795625,155.7396825,1.231766001,0.7520935,0.15067185,0.233551225,0,0.7375
DNAH8,1.277040723,0,0.0018621,0.00571715,0,0.005887532,0.4725,0
CALML4,2.752607155,0.37230975,3.19003245,1.04859925,6.458814881,32.38893158,0,2.68
MRC1,0.141602325,0.0047054,0,0.048745,0.0654605,0.627415083,0,0
CLEC9A,0.007965637,0,0.0173499,0.29812675,4.7488225,0.238042492,0,0
RGS1,81.79180287,141.8372435,86.203645,110.566503,1.989381775,24.8291699,0,62.64
CD200,100.9279351,9.098244,4.101626582,1.662528193,3.857061985,1.180142155,10.605,14.71
KLHDC7A,0,0,0,0,0,0,0,0
OSBPL10,60.074515,1.410174,2.34426075,0.82471375,0.41731875,0.530565089,2.7775,0
F13A1,16.33409662,0.197945,0,1.8343542,4.8617468,71.09679633,0,0
CYP4F3,4.554994088,1.7394675,4.48172325,2.516453,235.890521,2.753911931,0,0
IL1RL1,0.133963488,0.13073165,0.099555875,0.4684729,0.1909865,0.052418658,5.4725,1.4375
HSD3B7,1.412964768,1.749835012,1.893842526,2.456035001,4.00204751,2.281804256,3.3775,72.44
SHB,0.03738775,0,0,0.0811295,0,0.094517333,0,0.4325
FBLN7,0.190882988,19.27274268,0.758628125,0.270995425,0.1787555,0.118231833,47.3475,0
DNASE1L3,1.308488577,0.511480775,0.405842375,1.500642,0.371794175,1.079019083,0,0
VNN3,2.149619949,1.567615,1.97112875,2.85512395,432.5313608,12.52474003,0,0
GNA14,0.273875975,0,0.0926,0.03672525,0,0.016213283,59.96,7.2175
PAPSS2,3.70244111,1.8657075,2.9183125,2.666344576,2.427218607,46.94295106,24.475,0
LGR6,0.683189775,3.469332021,0.328030896,92.9018795,0.15111025,1.020514501,0,0
LY96,8.179635683,3.31381775,2.4547115,0.06382125,157.9781625,26.49396442,0,127.035
HTR7,0.004711386,0.8366281,0.76251475,0.100091245,0,1.122974492,0,0
SLC24A4,2.0546682,0.476020975,0.48521855,0.54456,7.09021175,45.06695683,7.3225,18.5775
IL1R1,0.207014463,0.1918074,0.25396995,0.702421925,20.682759,0.4200903,4.6175,50.815
MPP3,0.249945112,0.679732075,0.29382265,0.050450025,0.05862975,0.75091745,0,6.38
KIF5C,1.652399575,1.881418,1.1666884,0.440681075,0.303259025,0.797830292,0,0
MIAT,11.41366259,3.353051539,16.49273596,51.61651393,0.622856418,1.301702718,0,0.325
DGKK,0.204151625,0,0,5.3818925,0,0.035081333,0,0
RASD1,0.45696875,0.34825625,0.18574575,0.59322775,0.143127325,1.345806833,40.4725,8.5175
CRYM,1.5438879,0,0,0,0.0405915,0.027991917,0,0
SHD,0.213844375,1.2528825,0,0.0669365,0,0.005520208,0,0
PTGFRN,0.017395038,0.699840225,0.04390475,0.1332709,0,0.357520425,28.06,1.385
CD34,0.216743775,0.18793075,0.210808,0.27083075,0.1531435,0.183421108,0,335.93
NOSIP,50.62789027,524.47702,377.543708,74.52446213,61.08927275,40.02476738,57.97,90.485
AP3M2,15.10328809,83.06881177,29.138289,22.54324619,2.9121104,6.770979,30.9675,0
MYCT1,0.1986938,0.466987225,0.3878175,0.329253375,1.00634275,0.210454333,0,32.16
WHAMMP2,1.021240438,8.84154875,10.789434,7.406164,0.86660125,0.685761583,6.1125,6.5075
FLT4,0.19118545,1.715856825,5.844667876,0.301623825,0.39373675,0.230523742,0.4725,110.015
ASIC1,0,0.451369188,3.527183034,0,0,0.010449833,0,0
CPM,15.51812169,6.907764225,5.915725838,6.657217475,6.313377575,32.63569085,22.54,1.87
COL4A3,23.73958075,0.9387162,1.27053725,0.8849607,0,0.20049755,0,0
SDS,1.090795875,0.9501045,1.55311025,1.23399725,1.902855,1.533706417,0,0
KIR2DL1,0.960757713,0.27711025,0,88.5113375,0.630824,0.90711051,0,0
KRT5,0.052533375,0.160624,0,0.57871775,0,0.237498258,0,0
TMTC2,1.731007158,1.846682475,1.348299275,0.395399725,0.8994195,9.294981233,2.2975,0
CFH,0.0549797,0.795806,0.54558745,0.998692525,0.26473075,0.517479492,338.985,66.155
FREM1,0,0,0,0,0,0.000871992,2.2525,0
ACE,2.563639943,1.0608565,2.20438245,0.802279,1.15453075,4.492661085,0,83.73
CSNK1A1L,0.015618725,0.02276045,0,0,8.770755,0.0115026,0,0
GK5,11.53395377,15.26377582,12.53298953,124.407237,4.129691,16.68673214,13.4925,9.6375
ADPRM,29.2523175,93.09463251,81.464365,12.526475,6.786165,10.89723726,0,26.5425
PLEKHH2,0.742534438,6.39437425,4.77566475,0.6917872,0.49262245,0.456564408,38.0125,2.21
GUCY2D,0.049407113,0,0,0.006981775,0.173203575,0.232821825,0,0
CD33,16.0670137,0.50144275,0.39237725,8.0633357,28.71620175,239.8687053,0,0
PTPRK,42.64006842,3.046693975,44.00211163,1.708375,1.12021075,1.268940667,5.235,38.045
BNC2,0.700202619,0.256599233,0.1899627,20.05317424,0.15669405,0.274570992,19.9775,17.455
OR6N1,0,0,0,0,0,0,0,0
SEZ6L,0.389070725,0,0,0.391177475,0,11.55652197,0,0
HPGD,5.52364402,17.09453875,27.04091677,23.3162993,3.423649542,2.05537773,0,24.885
KLRC4,0.727360375,1.2599075,71.36795,120.4992,0.257957,0.805319833,0,0
CLEC6A,1.086533288,0,0,0,1.4236011,7.600821067,0,0
ZNF876P,1.298605875,1.46655575,0.6456835,12.21526,0.306389,0.6163665,3.76,4.1125
LILRA4,9.37621525,0.113622,0.021725,7.291661,3.20085,4.45209825,0,0
PTX4,0.040758413,0,0,0,0,3.206286761,0,0
KIR2DL3,1.407102875,0.43629805,0.4535245,192.313,0.51903625,1.767854167,0,0
CD163,34.83673007,23.99177528,35.6951225,22.89458343,14.55547769,121.0174298,0,0
BLK,269.0679787,0.35698795,0.355458475,1.038662025,0.4201453,0.115202617,0,0
AUTS2,27.3041092,1.529325825,0.8557742,46.5538455,0.7793511,0.491776867,0,0
FCER2,300.7724571,0.051068175,0.495573788,0.39940925,1.15175775,2.988387899,0,0
CD79A,959.2038375,4.227816,22.4253025,1.55544725,1.1639825,1.263567594,0,0
TRIM51,0,0,0,0,0,0.008427,7.12,0
LYNX1,0,0.0633301,0.055123833,0.01280925,0.007079433,1.820691487,0,0
KBTBD11,0.162456925,1.13947825,1.29770325,0.21508865,1.22792825,1.588978333,0,0
