Symbol,B.cells,CD4.T.cells,CD8.T.cells,endothelial.cells,fibroblasts,monocytic.lineage,neutrophils,NK.cells
SCN9A,19.93821724,33.30832176,12.78110238,107.1842593,47.64786686,18.82193805,18.30218832,23.54195391
CXCR2,18.47726076,189.119559,63.77128819,30.60359544,19.02833813,419.3982689,20068.90585,444.3753247
FPR2,206.0490447,90.8430331,61.99841609,42.40442554,71.65772403,1201.487448,4619.699754,132.7562825
EBI3,22.47267426,67.92423812,26.10302319,34.70122174,18.18328284,827.709063,25.43531629,295.8574575
CHI3L2,758.4010228,397.3864247,570.2866485,468.4811716,184.072154,269.7136055,477.963362,559.6102697
LTC4S,15.94140096,48.40391088,77.15014781,71.04686784,67.8966689,30.54372767,19.20872859,27.84480782
IFNG,356.4815329,2186.304457,389.0970588,219.8431885,157.5065743,182.4754687,389.7594941,10992.45382
IL12B,157.2774422,86.54986296,80.84309162,91.01799261,66.37684436,375.1831223,215.2899486,746.0519201
TRAV21,138.9486269,433.100708,447.8822965,130.2468131,79.05499712,73.74495141,160.9228,71.80833188
CXCL12,115.2984761,56.65418461,41.63539547,38.74904354,2226.839625,43.09169557,99.37863694,55.60509139
NIPSNAP3B,1906.823551,162.243186,210.8017169,292.1248562,153.7858754,161.9506005,806.5949589,230.1716567
MBL2,137.2930204,26.68072327,32.91068036,17.07905699,26.42628994,16.89276189,110.2269454,26.06050015
DPEP2,825.2584672,947.9136706,644.3682619,23.52628262,19.60630322,1743.856505,6289.783572,830.7249885
NTN3,27.8696237,31.99025515,20.84041337,14.0778431,20.17705958,23.44790479,64.98816327,23.67836531
Mar-03,965.4759304,186.6772884,177.5989895,600.1145326,330.9600437,245.8024439,377.7579435,305.3554904
CEACAM8,129.4066451,145.244608,330.345283,27.93089984,15.29941234,14.64768373,219.4421508,1679.037033
PLA2G7,235.1748618,265.9748328,61.26598821,89.79270415,66.6472889,3240.551661,169.9550238,202.5557226
LOC645166,15.52897804,38.55878897,24.40837786,211.3326768,2407.384758,37.67754801,33.77287888,70.29587374
RRP9,25.09588299,274.1493975,188.4141932,88.45508722,255.1567893,85.70476743,16.23392122,296.7598615
OLFML3,377.4501836,71.89871399,137.6801492,424.8221796,4787.517349,175.4005682,216.4401697,78.1254914
NFE2,15.73695074,452.9572872,146.909007,32.09765042,37.88255276,1936.600483,5855.420088,210.7530541
Sep-05,16.82722216,65.45788107,18.1390178,29.92078114,69.15763045,22.28127689,31.96557506,19.58428801
OSM,12.65529955,100.701213,61.82528123,22.35260689,13.07596815,87.21145778,175.507962,287.0646971
CCR10,94.28304239,253.0810364,202.6435139,88.79072321,164.6750731,121.2618486,117.6413612,120.3168277
SLC7A10,85.46260522,65.42082658,55.04949172,73.29484951,50.11598806,58.02114359,98.75740774,48.40391088
FES,24.87906008,237.0696242,20.67237247,41.02360571,54.4403629,1295.761061,833.2025862,596.6241359
HDC,351.862232,239.5204127,207.2397944,233.7908539,183.1257702,202.3738357,248.1177149,291.5551126
CCR7,5545.968424,4862.943502,6391.017024,272.7656838,141.9111243,929.6226422,871.7793436,832.223507
ASGR2,48.37777981,346.3572612,60.15394486,45.97469144,35.59777468,2096.950878,75.71432061,45.56382189
CD1D,380.1594642,763.6950614,34.68365945,64.111102,38.6065651,3504.261488,212.237615,38.65145705
P2RX1,234.7325756,317.8936537,254.4748417,205.8344404,198.5306914,1033.604016,1283.993389,193.8847727
NMBR,764.0702479,86.81964677,90.59092503,186.6351229,125.1816632,143.1063251,526.2767378,91.98286061
NAALADL1,23.83289022,162.587166,193.0673037,16.1156173,43.25515348,52.19747496,27.73523502,417.8734423
CCL22,72.14125951,57.74647333,77.65104434,112.5050116,64.18601456,397.3864247,201.7717459,161.1821618
TRPM4,14.79246382,17.05700891,15.67632829,69.43323405,91.6581996,24.49822565,17.30178466,12.61797749
PSG5,353.3808675,81.92755813,195.9165209,423.5756199,5930.434484,197.8271261,113.3636458,178.7739971
IL17A,19.99906604,29.96944594,6.847328891,14.54812312,6.786095347,7.526597034,15.9139648,11.63781322
KLRF1,256.1475918,1501.395476,1576.649415,34.50018427,47.59763868,152.1695518,252.9421923,9649.806733
COL6A3,75.93247455,477.963362,282.101825,103.6555904,27751.02396,34.90344646,115.0540184,87.80121935
IL5,26.00842017,225.4909663,46.52044079,25.88024093,55.50627861,42.42192568,21.01356333,46.71736257
KRT34,50.47988042,20.17705958,19.79725451,87.66283462,1090.508835,19.83371011,49.91180923,18.44774335
RGS4,11.63781322,8.767842745,12.18796356,115.767291,949.6617484,12.17022881,15.92812615,11.62745315
APOBEC3A,122.0533026,543.2020192,103.425727,64.03038376,104.4673322,2025.86594,5877.051234,787.6366342
MAK,40.43297867,63.71943136,17.92583717,20.77338981,34.90344646,104.0065912,1395.881392,52.88597472
ALOX5,440.8167047,76.55888743,45.97469144,13.89248362,29.09721183,267.4898622,523.6963112,87.21145778
CCL5,20.42349981,6976.680223,10593.84047,78.27275095,43.09169557,299.7350908,194.8577386,18892.46268
CYP27A1,51.07256777,330.8896443,66.83465384,101.5290253,75.56701639,1111.924289,84.2256588,49.92986362
CD244,111.8957741,594.7789847,781.885063,51.59574147,72.75019525,1118.687925,141.1411068,2077.270505
IGFBP3,168.0145726,136.0697328,196.3233806,788.1286503,25521.36026,84.08194735,183.9850605,53.65389704
CLCA3P,45.71902969,15.81941471,25.25759302,36.72085354,17.79975358,13.99858486,18.71111377,16.64330192
RPL10L,185.7635077,413.9991267,436.4602643,321.1904331,232.1136771,219.4421508,61.73628451,164.3675
MYB,105.5602619,51.38818279,84.58221743,25.94083889,36.11643976,68.74449004,124.3722833,41.45875156
CD300A,6.217198549,101.6627086,127.8125976,9.279647731,10.41668309,134.7683871,249.0620534,87.87306701
COL16A1,43.83789465,64.29172819,66.89938588,44.14974514,1283.993389,26.97295384,77.55071995,59.8081663
HHEX,4450.951744,367.0894308,189.0095808,1463.154635,131.857816,2171.129492,1655.567235,336.2524339
DENND5B,70.84379645,29.69836693,22.63095208,34.74247326,92.18994023,20.26997927,19.34152297,52.67269323
TAGLN,725.653207,267.3073446,144.0044401,779.9453616,21014.46205,526.7090055,166.2591219,111.1011606
CCDC102B,23.7556479,16.40120644,40.33729428,10.01593487,20.88920051,14.42190485,9.092559262,33.03001097
CCL23,44.8457235,32.44770619,32.1826112,63.80551001,35.23499599,63.35272224,62.93234586,58.41107256
CSF3R,151.9603806,366.0893466,65.24506965,54.78904575,90.98711467,3228.750665,15921.83926,235.6246858
TEC,20.85716716,17.43327007,25.34282763,33.8035873,20.43300511,29.89941254,21.98991711,32.94744936
ORC1,72.49101555,251.2532995,100.4017851,87.70079669,251.2532995,82.40718178,40.53746397,290.500427
KLRC4,114.6615578,96.98318511,625.4482589,30.19004028,29.65084933,39.412914,100.701213,428.5033518
TPM2,9.511515448,28.73861126,12.34571571,33.05405389,425.0826162,9.927790673,10.03239197,28.23615621
CDHR1,66.89938588,91.50753335,63.18253309,20.84041337,22.85141878,21.56303734,37.56641666,285.9821339
NPIPB15,155.451374,112.5293206,177.3127679,46.81426007,118.4794546,77.62954233,66.15325431,207.1445406
CRTAM,114.1741827,510.7073733,2146.484434,86.81964677,32.06367157,333.9510318,162.2829605,1037.832838
IGKC,12.39685302,10.78649807,17.24263741,6.919458707,12.58060095,13.51193644,14.53306993,10.9195557
FGF5,14.85115382,11.20446501,19.14790723,27.26415127,1224.981123,15.76847753,16.97234825,13.35682005
HNMT,78.60962951,22.16932687,18.55818854,38.05462804,37.30475105,117.5078746,39.7442715,21.69095947
TRAV13-2,83.55315938,388.7580135,518.4936374,54.75161514,57.42491559,77.99672904,90.22817055,68.34148421
TRAV9-2,264.7898142,614.1089394,429.5964387,134.1161705,77.97894046,132.9274052,244.6788595,88.60388367
EMR3,137.3631208,165.1032332,135.7097325,37.33185383,64.77733994,538.8584697,3790.500778,94.8638144
FAIM3,9045.221057,2755.738673,4266.655976,181.4229628,79.15796046,97.73218896,303.12372,1363.308493
Sep-08,18.36151159,58.91148827,21.89446014,318.2593414,704.9861026,19.51155674,22.63095208,21.30526753
GPR97,280.1775995,188.961981,180.3692265,206.5224735,204.9404181,132.3947648,2417.370193,726.3098304
IL7,439.5889112,75.21757653,79.97444853,53.8019122,72.03098211,133.1993246,34.25067984,44.9597725
BFSP1,21.35848658,54.85357076,52.69235144,87.38077867,45.33285606,49.06014948,28.89126429,55.87937564
HAPLN1,11.83680874,19.68606917,9.319206146,46.90963064,996.8811296,17.20476711,16.76756181,15.23701996
CD79B,7512.696252,676.3775383,322.1604241,127.1285913,42.31090334,259.2090876,316.7741965,344.602639
SPOCK2,936.2342874,1468.094707,2087.517399,176.3249499,237.5050693,322.9604737,417.9655326,751.0553463
CXorf57,58.26547793,34.15910655,70.77498077,10.36825098,10.85068159,10.75632299,19.44554957,37.73482219
C11orf80,160.1943056,107.6807152,40.2143292,170.8156428,54.18784575,17.18198375,18.82193805,57.37175778
MS4A3,184.3288789,209.4413995,239.0851074,116.685045,42.57242496,47.33760318,362.9980262,1136.219254
MAP9,17.74588378,73.09370646,165.6138085,6.486297862,88.07943584,4.646145584,12.61797749,41.63539547
FPR3,460.5249503,161.7475,181.8993228,278.8768391,122.3067247,366.6801421,676.5899474,171.8371308
STMN2,25.51216728,23.85029194,23.08073274,18.01967974,865.6394565,29.09721183,40.01261852,16.09061204
CCL20,56.31457241,492.1757078,51.84589923,415.5559103,18.12480335,1254.027798,31.15717203,129.6418979
PAX7,72.79273748,40.90132,41.51707505,44.54700595,58.73338588,40.55844816,46.04386162,44.54700595
VILL,125.1816632,485.4823456,813.3446295,36.74664679,94.26811044,341.1806251,54.95496325,350.4275685
CD72,3589.045485,163.1180874,115.5597833,34.80237442,22.55145541,36.44648162,17.79975358,195.8745445
GGT5,25.80440524,19.94564666,32.89632438,126.1547432,55.25424968,57.32465324,28.18606654,33.20337347
LOC100653049,50.47988042,20.17705958,19.79725451,87.66283462,1090.508835,19.83371011,49.91180923,18.44774335
CD2,663.3005442,8498.806279,9522.276285,247.3098641,284.4539867,363.8672696,1092.9721,6259.169123
ADAM28,1114.312594,48.70093521,14.63101185,15.51921226,12.55075893,57.44120081,34.48978856,125.4238979
NR4A3,99.42076727,76.00751737,34.26912099,106.6532408,68.28905346,64.53477013,59.83153086,107.7437278
CD79A,12420.65395,514.7216037,722.9962126,549.9546044,155.7157106,267.0787834,384.1201254,217.6019608
PADI4,9.874840253,24.9893575,14.65684458,10.88370079,10.36825098,66.22583022,158.7962504,33.86425135
MS4A1,20822.80573,665.722144,441.7624455,441.7624455,140.5026339,188.2683521,750.7458743,213.6343984
PLCH2,76.10912613,117.4347342,65.42082658,81.16770924,153.5157627,98.09318332,133.4044524,227.6672032
ETS1,873.6769426,1493.382399,766.627348,460.5249503,348.2698757,174.3781452,145.698926,896.1245375
ASGR1,53.65389704,172.1353609,21.63294405,185.9780973,54.11441804,1074.627824,79.29222329,28.8214277
IL2RB,2900.708348,5321.491628,4652.899946,621.1683777,412.6987091,563.9560593,2133.440202,22244.03955
HAS2,173.9679555,39.82215859,59.76349023,97.26100288,3443.535351,50.4652848,191.5905295,82.8122894
DSC1,145.244608,174.751806,696.335125,42.99600827,67.23745288,51.52410141,89.60464505,50.40403876
COLQ,67.59708356,197.3643151,292.6461972,63.06674573,73.70013611,73.27310325,75.76868056,537.8384805
ANGPT4,47.90116464,102.9472871,106.1364299,70.58322348,88.94325207,34.17062443,51.01489184,41.54822424
CXCR5,272.8188641,127.9626821,54.12358383,21.61971689,23.78075842,34.26912099,71.25730767,29.13201713
RAB23,22.16090973,56.11008951,31.76477316,109.8703644,1272.907032,52.62494083,54.6040284,47.48603343
KIR3DL2,42.6322027,228.9468502,189.9678257,34.30627766,36.23617441,34.95296447,81.77400051,2366.151963
LEF1,34.30627766,208.004159,249.7128143,17.21653456,24.77535603,21.70429494,29.39498541,52.34055438
PRG2,109.0722866,115.0905394,105.2847534,84.08194735,55.20007332,122.7392345,103.3082863,95.92411066
