,Lin-_1,Lin-_2,MNC_1,MNC_2
209233_at,839.9234362,829.3814882,474.4827513,489.1009715
209234_at,245.0666251,258.3040073,786.136153,731.2069113
209235_at,190.905223,195.9642891,156.4611461,153.0839767
209236_at,156.4734856,195.4117107,191.9200868,210.5728355
209237_s_at,91.9076705,97.809934,91.9198706,90.34825765
209238_at,276.0731584,283.9407625,2024.699393,1878.111022
209239_at,580.6375299,585.5242873,886.7255799,909.2947418
209240_at,6703.430815,6265.223491,6804.820211,5966.404366
209241_x_at,209.7782913,232.8970755,281.5038262,283.5332479
209242_at,160.6450107,187.474404,64.74906493,70.70189415
209243_s_at,38.48561026,26.68061882,16.92177689,26.41023781
209244_s_at,67.0460207,80.84132518,129.9771495,149.5869382
209245_s_at,21.57158732,23.13168074,37.76990303,36.89045665
209246_at,155.9543273,147.1791164,92.18516063,99.79901617
209247_s_at,299.8510176,312.7968149,184.3347153,204.3681914
209248_at,4330.121508,3936.731259,5240.685804,4369.654267
209249_s_at,2117.700346,1979.999317,2719.326684,2260.878191
209250_at,387.9203426,398.4864239,812.877029,728.928179
209251_x_at,7551.772705,7432.308429,4873.297038,4231.153472
209252_at,856.8348985,797.3535122,1062.604944,974.3685922
209253_at,128.8010643,122.4781291,89.14990266,91.67285281
209254_at,100.6566811,90.69006418,81.31469099,91.95348008
209255_at,766.6916268,777.7589228,706.2525341,700.0978896
209256_s_at,1096.31989,1071.378521,929.0873613,810.4136141
209257_s_at,682.8997208,639.5599728,400.1103598,375.7754889
209258_s_at,1450.325344,1320.932756,825.5307232,798.1590753
209259_s_at,440.4523155,457.5257866,311.6406537,299.7869388
209260_at,42.11119802,44.46891335,71.34048369,75.45303416
209261_s_at,64.36057083,68.74832247,71.7821215,64.17094022
209262_s_at,400.0789792,417.3409148,125.1991052,162.688419
209263_x_at,178.3913941,178.3632223,93.20501379,89.45568587
209264_s_at,136.3697622,155.1178475,74.41073478,86.64912646
209265_s_at,2287.660279,2021.300768,1455.408934,1366.069024
209266_s_at,25.15548418,27.00502779,28.76366188,22.64866912
209267_s_at,2172.717508,1896.191158,397.5274429,403.5981764
209268_at,758.3542578,723.2364894,700.0920048,664.2573671
209269_s_at,390.2229693,379.1401653,585.6720712,579.5915519
209270_at,41.35937384,39.48511332,36.43492475,35.47615842
209271_at,1930.909042,1700.970659,1549.145808,1376.993164
209272_at,1814.159585,1654.936749,1440.569367,1285.971857
209273_s_at,511.6176349,430.7963094,522.5116176,515.796648
209274_s_at,387.1898051,379.4579805,487.3344008,448.9158674
209275_s_at,445.8506991,427.033564,538.6966198,533.0882428
209276_s_at,1998.687815,1785.499543,5317.029654,4827.243931
209277_at,13.65840085,21.22205853,14.55063936,16.07074387
209278_s_at,27.38129782,20.33194087,18.49709255,22.06040975
209279_s_at,335.4814949,321.6340784,157.0413118,192.3547005
209280_at,123.2575945,117.0702479,149.025798,126.7207282
209281_s_at,107.3701648,114.8878849,185.7747342,206.7105669
209282_at,538.5357253,557.3483026,1031.912884,1011.622267
209283_at,35.21028831,28.1269429,20.91330523,23.711825
209284_s_at,350.2704602,370.5945085,337.6972132,377.6209503
209285_s_at,2581.946255,2378.271226,3030.205683,2619.039039
209286_at,657.1065188,653.6955525,2757.939064,2370.936367
209287_s_at,144.8893119,166.5630586,490.8656463,551.6141831
209288_s_at,502.1241092,525.8974227,2465.373745,1911.454683
209289_at,75.98407076,92.73604097,33.03195945,37.51518234
209290_s_at,146.5335142,173.5899129,51.97575088,76.1106819
209291_at,21.656459,25.69453336,16.10992389,18.80958613
209292_at,12.25367156,12.31641102,8.584226717,13.34629569
209293_x_at,50.02880663,54.03525954,51.74804736,57.69681311
209294_x_at,46.40322688,64.5639437,113.3507287,98.21306548
209295_at,1815.77045,1697.37862,4654.695168,3972.963251
209296_at,925.143656,1046.191448,3037.7742,2545.331997
209297_at,245.5235807,234.5316788,527.746847,488.6666724
209298_s_at,93.03039981,82.83297642,179.4957577,175.9104374
209299_x_at,424.1425863,418.8223555,412.4526168,403.8142768
209300_s_at,248.8472549,244.6868289,378.7078033,407.7245224
209301_at,900.4143285,993.9964849,634.7232762,660.4754357
209302_at,1955.613308,1846.459227,906.2354873,910.5536239
209303_at,3318.167916,3215.100933,1324.831421,1133.11124
209304_x_at,184.2300895,187.2126698,926.3732168,941.2776526
209305_s_at,173.5401849,179.151401,724.7886902,730.5751036
209306_s_at,409.6212257,362.7983565,395.4579247,401.7292977
209307_at,303.3643629,316.2611707,276.4415362,324.4093221
209308_s_at,1322.022145,1353.166082,2207.501686,1754.386985
209309_at,25.67672315,25.28373177,11.20561013,15.55894073
209310_s_at,2810.284122,2761.354123,6689.807907,5706.589577
209311_at,448.3062066,450.0751089,211.4447992,214.302858
209312_x_at,10591.68945,10325.93782,13897.60215,12725.72891
209313_at,1475.864076,1595.277906,883.3427941,794.96722
209314_s_at,324.2343979,351.1577726,178.4452876,177.6187417
209315_at,625.9019914,618.0885835,387.406412,399.4018035
209316_s_at,815.4087835,775.2304562,369.1475233,370.0379428
209317_at,930.312508,889.2122238,442.6112535,449.0339653
209318_x_at,1101.150924,1043.763304,430.5640807,435.7658379
209320_at,466.6771953,470.3241181,224.5251669,245.2445263
209321_s_at,633.6332696,714.1226213,329.4575395,322.3173701
209322_s_at,171.9019671,181.5177814,183.1836185,162.8226299
209323_at,1558.597683,1473.314239,1314.436156,1274.303954
209324_s_at,87.83959125,78.785023,95.96251984,115.0063989
209325_s_at,44.4782222,53.87975183,58.50753665,72.04512201
209326_at,616.1430616,594.3178998,584.348203,568.0438143
209327_s_at,2285.300996,2104.845484,1544.207927,1426.297008
209328_x_at,183.3762594,182.953116,157.8938719,167.565226
209329_x_at,1447.673285,1327.717498,1071.423983,1009.092724
209330_s_at,1267.100579,1187.331704,747.4320361,745.1534435
209331_s_at,3135.528614,2975.085613,3823.800437,3331.173939
209332_s_at,3970.972812,3653.336375,4963.854063,4247.21181
209333_at,388.4431428,356.0425544,793.4435207,758.9979222
209334_s_at,298.240148,297.5042677,252.8751998,256.4961522
209335_at,15.10392888,12.05796681,10.25876304,17.86176106
209336_at,511.0989823,506.2971558,338.966312,346.6016163
209337_at,3039.813654,2792.493029,1990.447722,1596.435891
209338_at,291.64239,288.2473261,270.2360662,273.3500767
209339_at,610.0191483,589.9734107,853.4739159,876.6043672
209340_at,996.5866143,945.7588709,486.6347169,454.8899901
209341_s_at,1717.213305,1645.830736,1608.387291,1440.526936
209342_s_at,230.1618042,250.4523258,260.7447014,282.145831
209343_at,19.6085772,26.19139599,23.58190089,31.18008961
209344_at,2055.078551,1937.022669,1490.984143,1355.523173
209345_s_at,219.1264281,219.6548694,284.6503422,328.9718175
209346_s_at,77.52359544,66.43845005,76.90330962,89.49809839
209347_s_at,53.52351847,47.38261586,52.41388225,46.80854561
209348_s_at,573.6857563,623.2959219,660.7268725,611.0311456
209349_at,409.2610551,441.9691195,218.5490873,234.3050046
209350_s_at,513.6711502,492.4658278,669.9876051,676.1359194
209351_at,28.70467971,28.68786607,34.45146211,26.67491405
209352_s_at,193.3607421,184.0848242,194.2085247,216.4608003
209353_s_at,16.91444896,19.38360898,16.43568228,18.99175059
209354_at,469.3972576,447.1681644,807.9183129,749.4456685
209355_s_at,20.2513855,15.99959394,18.65607622,20.37974567
209356_x_at,162.8159679,109.4565854,166.2345248,212.1822302
209357_at,534.9131416,534.6735172,591.8305092,549.2750983
209358_at,2542.968612,2432.933656,2288.870976,1962.153818
209359_x_at,152.6143393,169.4432127,105.6002667,124.9889019
209360_s_at,4759.100303,4208.38098,2335.854611,2135.254667
209361_s_at,97.24158087,85.00157949,73.38015584,79.55987746
209362_at,360.8945994,358.3017792,223.9306754,227.0869138
209363_s_at,157.1116562,196.2305545,116.5306249,129.3061499
209364_at,138.6114611,143.8707914,100.7346396,124.8764653
209365_s_at,110.6976348,110.2362408,76.72552513,76.91513008
209366_x_at,345.9537453,325.9854961,260.0882562,297.7780061
209367_at,950.2807812,918.4118278,2102.51799,1846.132228
209368_at,117.3055578,121.9138382,262.2823303,284.0950688
209369_at,314.6042807,288.0831516,5377.315847,4633.20342
209370_s_at,174.2866974,177.4233201,501.8828285,519.8938204
209371_s_at,31.90394039,33.42573818,61.44183151,72.44349555
209372_x_at,136.0293949,157.5763469,107.252969,134.7914214
209373_at,145.8151696,166.2959814,60.58587456,61.88383163
209374_s_at,1036.591544,1057.51861,3148.00676,2786.815581
209375_at,242.3091062,251.9453622,383.4520561,441.4690117
209376_x_at,1848.131436,1737.853126,1978.991476,1835.855134
209377_s_at,4466.8554,3962.289062,2851.421463,2315.939606
209378_s_at,127.0931709,105.6739479,175.4730531,182.7617908
209379_s_at,262.6955539,288.8470055,904.2603776,842.1469847
209380_s_at,426.3656378,395.487051,454.7032871,475.2116371
209381_x_at,169.610608,152.4435783,117.601806,111.6386587
209382_at,686.7706936,639.7007202,412.7597097,431.1614357
209383_at,383.8940938,389.8922584,598.9446946,614.3651072
209384_at,1127.546979,1023.520417,979.9514107,888.1347049
209385_s_at,170.0238073,169.642981,117.3254214,151.7973815
209386_at,301.3206712,278.6881389,85.22844969,77.3137162
209387_s_at,43.53975981,53.49391385,30.67640099,33.49873956
209388_at,888.7430534,870.1738414,1007.98213,946.4130205
209389_x_at,3045.149183,2915.699137,3695.270697,3273.253107
209390_at,633.7418459,611.3429931,654.4225174,581.7739663
209391_at,225.8811194,231.3792444,207.120185,226.5795245
209392_at,566.7337215,513.8047403,204.0199335,213.6950005
209393_s_at,1157.039977,1073.637684,1009.61867,1026.639109
209394_at,753.7192431,738.7697987,422.3461736,419.968784
209395_at,127.1190095,154.6013231,6825.272486,5964.198616
209396_s_at,119.3624351,114.3073317,3956.094752,3362.05045
209397_at,1070.346888,1054.159679,1509.272265,1292.013349
209398_at,2449.67875,2162.495506,1836.631624,1666.237345
209399_at,137.4102346,144.5940225,120.1571679,109.8441164
209400_at,43.7733126,47.37931728,44.64331212,47.60224035
209401_s_at,48.02705344,37.4779821,34.81328444,33.19487218
209402_s_at,130.5543659,133.0948602,113.9517167,120.9571461
209403_at,391.0561196,407.5555839,589.9416948,592.4953784
209404_s_at,98.30702463,106.5882865,113.1562484,123.0205457
209405_s_at,254.4819107,247.1961716,211.6041506,230.9675819
209406_at,96.22581601,117.0372801,71.41796623,75.00244545
209407_s_at,191.4294351,186.4214986,129.8825671,148.2481147
209408_at,201.140779,189.7366792,90.89057531,87.13942773
209409_at,2013.748592,1781.326611,768.224548,696.4796999
209410_s_at,326.9540021,309.9982359,181.7342324,191.5683853
209411_s_at,766.4723934,758.4738435,860.9419345,854.2224951
209412_at,1294.551935,1095.376475,2260.083298,1966.555668
209413_at,125.3643349,123.8844894,49.5368228,48.40047166
209414_at,153.5250484,146.68416,177.3327565,150.8115023
209415_at,236.2480487,236.4389832,254.7404917,254.4449107
209416_s_at,126.9445833,123.0059372,123.6535483,138.8968479
209417_s_at,395.0269031,412.1412084,696.4857162,685.8248764
209418_s_at,1278.081533,1178.913343,1429.814207,1342.111591
209419_at,12.04004352,14.45085489,11.74242319,14.29437369
209420_s_at,206.2542678,198.4819838,299.8880235,342.218149
209421_at,706.4801833,696.3464613,287.976308,330.6185888
209422_at,1474.879993,1423.361086,1228.185935,1101.798369
209423_s_at,79.11223484,92.13412063,102.5876009,109.2202165
209424_s_at,95.73430571,93.35553049,75.94866494,82.20061581
209425_at,137.0981611,128.7607818,107.8577177,119.16582
209426_s_at,158.9431299,140.7815769,104.4871933,114.5302007
209427_at,151.342302,169.0077245,115.1639741,118.5186971
209428_s_at,178.0823591,183.6066425,165.9066955,185.6923395
209429_x_at,1862.797737,1874.069601,1531.42982,1363.28216
209430_at,1651.302397,1445.671531,1737.343764,1547.960602
209431_s_at,1682.996748,1478.862536,864.2689918,761.3134264
209432_s_at,194.2604465,220.8116904,146.9520573,174.1820405
209433_s_at,2454.571602,2241.825603,698.2493509,656.1836145
209434_s_at,515.0432795,544.9941647,269.6224211,251.4752841
209435_s_at,6234.13873,5391.717557,5801.095359,4720.495029
209436_at,79.60367989,79.84633929,59.95174256,79.6924287
209437_s_at,19.51721096,17.84068676,16.15119327,19.65321741
209438_at,200.1496496,233.3290687,217.9903327,227.9022248
209439_s_at,852.6830299,844.1148347,904.5309154,932.0625769
209440_at,318.8091884,355.2150875,202.123144,232.7446353
209441_at,102.974602,99.39864319,83.07531416,101.1131421
209442_x_at,61.25630937,58.0354369,50.11933229,64.40123445
209443_at,49.87025295,62.20065086,60.35627976,57.2051181
209444_at,947.7193898,938.053338,669.3330929,629.4164796
209445_x_at,964.2046099,861.0734057,894.4133444,857.4921189
209446_s_at,59.48712131,62.59014758,114.827118,120.4797591
209447_at,500.4836484,493.3773277,1614.418829,1584.761277
209448_at,845.6152586,785.0123271,1689.688184,1563.849281
209449_at,616.6895319,621.0785012,253.2758337,259.6666205
209450_at,1640.712894,1563.635097,981.7842661,981.7806219
209451_at,346.4750579,327.2263885,1160.723738,933.5251044
209452_s_at,2156.527012,2023.722589,1725.191297,1589.471435
209453_at,184.0826955,192.5373666,334.071699,358.9375347
209454_s_at,19.77039407,17.11955685,19.37576884,24.53198194
209455_at,1856.948475,1732.565735,1876.772591,1651.233501
209456_s_at,47.99647274,52.44786598,45.72779683,63.80195032
209457_at,178.3998156,207.3271806,115.0155632,118.9702377
209458_x_at,4379.296769,4344.590054,27110.576,27096.92334
209459_s_at,499.1740983,475.012933,881.1910598,769.0065297
209460_at,345.2198519,360.7488301,685.2213332,649.412636
209461_x_at,221.7883067,207.6067273,106.0644924,107.0496016
209462_at,30.60632291,37.58904955,40.75094116,37.60139792
209463_s_at,472.255705,481.7042702,664.3915899,682.8426992
209464_at,325.2946959,340.5409819,168.9264175,175.8751362
209465_x_at,35.65934425,43.92462085,38.69059085,47.6474915
209466_x_at,38.65503622,38.90912857,34.27737152,42.29416009
