	Lin-_1	MNC_1
210055_at	19.54615474	12.22143207
210056_at	29.98558117	30.80282164
210057_at	61.74685096	80.98566157
210058_at	49.75333595	169.3093476
210059_s_at	58.72532708	231.5673015
210060_at	244.1762757	146.4278301
210061_at	104.9741308	111.6848537
210062_s_at	437.3414115	498.1680356
210063_at	59.01225465	83.68829773
210064_s_at	23.4522961	23.41200177
210065_s_at	14.22531717	13.23577926
210066_s_at	11.24725362	9.872749305
210067_at	13.8961655	10.06131611
210068_s_at	13.64461461	16.99829873
210069_at	853.1375464	912.9530267
210070_s_at	306.4993905	371.5323529
210072_at	30.07061555	26.36165644
210073_at	71.53362908	21.77795256
210074_at	34.72360258	36.59987737
210075_at	1013.322852	1585.275588
210076_x_at	87.14521756	66.42587044
210077_s_at	58.92980319	67.18462248
210078_s_at	39.64505965	37.89896308
210079_x_at	27.59583829	33.5237871
210080_x_at	52.88879738	58.30666686
210081_at	193.8941233	441.3160443
210082_at	34.51107752	47.24767187
210083_at	40.76729377	38.58312201
210084_x_at	1696.837969	135.6446427
210085_s_at	35.57169892	32.27183206
210086_at	43.57018804	48.32329907
210087_s_at	83.08249023	111.1523128
210088_x_at	789.3608122	1110.024649
210089_s_at	59.1668862	64.17005426
210090_at	30.69268704	31.45381301
210091_s_at	13.23761697	10.97425032
210092_at	1021.096272	700.8367266
210093_s_at	956.1501251	746.5679418
210094_s_at	157.2756887	124.7832905
210095_s_at	36.87420498	36.08942867
210096_at	15.17136099	12.3049559
210097_s_at	1642.740698	1025.780142
210098_s_at	554.1147149	407.0934596
210099_at	63.43995025	69.35065413
210100_s_at	121.3203642	145.0369614
210101_x_at	883.1830992	1998.903217
210102_at	784.5467835	322.5681611
210103_s_at	21.4934063	31.34039619
210104_at	509.0684095	435.742445
210105_s_at	1165.753569	3241.279884
210106_at	140.7537972	163.0289388
210107_at	17.47604947	15.70109865
210108_at	23.3277169	37.85048221
210109_at	66.12519696	70.40730566
210110_x_at	6309.499951	5664.834827
210111_s_at	511.7458686	455.5528388
210112_at	224.376875	272.7274022
210113_s_at	243.6594731	1372.384177
210114_at	193.5356997	107.7059559
210115_at	214.4994955	78.09784919
210116_at	158.423401	817.2092478
210117_at	80.93631427	140.1322315
210118_s_at	22.97090685	23.92966561
210119_at	73.40738197	4333.339045
210120_s_at	65.25243045	66.93482524
210121_at	19.54155866	15.6678518
210122_at	40.16858808	45.61435239
210123_s_at	71.26440936	81.14205828
210124_x_at	101.9999785	89.1134874
210125_s_at	2664.170427	1346.196675
210126_at	41.16554051	50.00629559
210127_at	98.04481014	55.9502378
210128_s_at	267.5754766	632.0556733
210129_s_at	310.4453462	397.3115723
210130_s_at	144.8472657	127.6258078
210131_x_at	2208.517412	1766.180948
210132_at	98.40644995	90.61795863
210133_at	25.52527742	34.10724691
210134_x_at	42.97390773	56.06168284
210135_s_at	14.49949185	28.4314243
210136_at	691.2164138	2026.592613
210137_s_at	366.0053881	184.0988391
210138_at	24.96140812	22.0239157
210139_s_at	552.3962409	183.2948626
210140_at	1109.564439	8502.324112
210141_s_at	35.43641562	24.80885128
210142_x_at	1752.831005	4557.720608
210143_at	12.19374395	11.26398501
210144_at	141.9224131	161.2446569
210145_at	242.3665101	124.7414295
210146_x_at	258.9001537	6335.146049
210147_at	11.1688048	10.10983452
210148_at	26.64632455	53.18877818
210149_s_at	2587.581471	1676.933822
210150_s_at	111.4236003	106.3217109
210151_s_at	112.6867977	81.23365614
210152_at	123.5743683	301.5842465
210153_s_at	401.4474507	579.1836611
210154_at	258.2523034	323.1745107
210155_at	20.5216416	21.13250147
210156_s_at	1023.000492	1359.668689
210157_at	326.9144215	157.1011067
210158_at	15.14958283	14.21380005
210159_s_at	50.70835916	74.36782721
210160_at	81.20752771	87.17657659
210161_at	112.0573619	135.7221515
210162_s_at	256.2367878	236.2035473
210163_at	17.70222397	13.37745332
210164_at	2350.102292	8659.482478
210165_at	97.75173975	133.2231786
210166_at	54.6902023	1170.674498
210167_s_at	27.57397979	26.00496389
210168_at	21.84302187	23.68702248
210169_at	72.78599525	64.2555817
210170_at	15.79246265	10.30881297
210171_s_at	39.10149077	35.43521155
210172_at	165.2270821	257.6218516
210173_at	42.71204006	106.1907176
210174_at	15.2386425	12.04434855
210175_at	105.7077976	62.4241835
210176_at	240.4903068	2972.849143
210177_at	21.53028782	20.98567859
210178_x_at	497.0385355	353.655806
210179_at	16.0956351	14.47249971
210180_s_at	461.2333874	247.6384925
210181_s_at	22.72470761	31.97355842
210182_at	82.00930199	47.98811888
210183_x_at	2650.956539	2760.416626
210184_at	327.430879	5695.03011
210185_at	141.8058456	127.4271944
210186_s_at	332.7673309	582.3637475
210187_at	241.4878892	343.9058355
210188_at	144.606803	154.604752
210189_at	71.43776778	223.0205476
210190_at	70.53708794	267.2349094
210191_s_at	329.6654031	273.2828814
210192_at	133.9657203	110.2191233
210193_at	14.41680632	12.17136691
210194_at	17.78699036	12.08821156
210195_s_at	14.18220424	11.14440534
210196_s_at	13.98670088	11.94798884
210197_at	65.79238998	73.89892683
210198_s_at	10.97562463	10.71184797
210199_at	37.21899575	46.43228618
210200_at	80.21799933	122.4871195
210201_x_at	1196.430364	1545.414078
210202_s_at	304.6433526	376.8831386
210203_at	54.87376357	57.89814916
210204_s_at	98.11592692	154.5420009
210205_at	115.1512487	281.7548091
210206_s_at	155.7681267	96.67273386
210208_x_at	2491.004192	2198.592698
210210_at	45.66126356	64.43107633
210211_s_at	9870.525301	7098.843993
210212_x_at	1348.363244	860.1772322
210213_s_at	1812.974266	992.6635086
210214_s_at	78.59362667	67.82411741
210215_at	3054.647191	566.8163712
210216_x_at	223.9039121	166.9599718
210218_s_at	442.5988036	1379.431824
210219_at	14.11136387	17.11823153
210220_at	52.72049973	73.57762393
210221_at	39.8676155	25.47495533
210222_s_at	40.9411631	289.7961141
210223_s_at	162.3249081	233.8693966
210224_at	176.7891565	217.366586
210225_x_at	211.3937847	5723.399781
210226_at	56.31155392	67.45800549
210227_at	53.12497163	18.98454344
210228_at	34.9040901	42.9042726
210229_s_at	24.44443432	25.48360778
210230_at	216.523514	211.7676407
210231_x_at	1516.260217	1285.936514
210232_at	124.2562101	81.32332506
210233_at	102.0402769	158.4867923
210234_at	61.84916504	77.25649604
210235_s_at	93.84296095	104.8458364
210236_at	129.5348805	103.1316933
210237_at	59.95876509	68.93211189
210239_at	22.11200259	20.95619935
210240_s_at	120.5374071	496.7253839
210241_s_at	355.8929213	298.3183013
210242_x_at	678.7058125	2302.001104
210243_s_at	283.3352581	392.9964052
210244_at	134.283086	4740.291766
210245_at	55.88317463	55.5400545
210246_s_at	28.00651382	33.81971047
210247_at	20.74986706	115.2151805
210248_at	31.6890872	46.64035222
210249_s_at	1000.427681	1859.489841
210250_x_at	2637.599307	1213.175749
210251_s_at	262.5983066	152.0035442
210252_s_at	1306.69897	749.4946442
210253_at	103.0409924	138.4276808
210254_at	1403.577587	2418.526964
210255_at	209.2643557	94.56990744
210256_s_at	59.37457567	66.5793405
210257_x_at	193.8639353	392.8202329
210258_at	28.54383311	18.47500465
210259_s_at	33.42508021	42.19458666
210260_s_at	603.7232502	1353.447016
210261_at	17.85043767	21.11121921
210262_at	91.92648925	339.1606988
210263_at	73.8004343	105.58345
210264_at	73.8425563	102.095655
210265_x_at	51.26192861	61.60131296
210266_s_at	1635.465357	1620.735676
210267_at	38.3202342	41.7256972
210268_at	53.28973022	37.19423758
210269_s_at	213.2843693	236.7072114
210270_at	52.76836141	46.90394457
210271_at	27.43568179	41.63503528
210272_at	21.56969288	22.86390846
210273_at	16.42309494	21.98563533
210274_at	16.44569364	15.2998113
210275_s_at	1526.840123	1947.576307
210276_s_at	131.4020621	168.7323559
210277_at	224.437859	136.1949963
210278_s_at	159.7910898	99.93413963
210279_at	132.8486347	858.4133439
210280_at	157.3088589	256.6197313
210281_s_at	232.4045128	142.1831322
210282_at	34.43290041	35.8969481
210283_x_at	997.1838765	722.3245706
210284_s_at	172.2956698	240.5963672
210285_x_at	312.3902732	239.2037018
210286_s_at	15.1381035	10.37593698
210287_s_at	26.47513451	25.72041292
210288_at	187.2302441	194.1376294
210289_at	45.5986311	41.29568631
210290_at	147.0068716	78.18209984
210291_s_at	280.7290886	158.2726521
210292_s_at	16.66447443	12.24675349
210293_s_at	317.5422825	628.3648261
210294_at	50.19553282	55.78072919
210295_at	31.5364694	36.62855418
210296_s_at	482.3177588	564.6719126
210297_s_at	19.22368807	15.17893472
210298_x_at	152.4612365	57.60286525
210299_s_at	357.0518534	85.21321791
210300_at	52.65893528	62.73265034
210301_at	22.44411617	25.79696728
210302_s_at	22.23835358	27.55684321
210303_at	20.63198149	18.32687473
210304_at	67.76922761	59.34865723
210305_at	39.46619341	54.73804008
210306_at	280.5886385	132.2161141
210307_s_at	57.06480463	77.82779841
210309_at	53.58939129	50.68752794
210310_s_at	59.26294828	58.96923756
210311_at	45.94224005	52.51156408
210312_s_at	1611.134389	1370.299081
210313_at	509.22252	227.6470062
210314_x_at	210.1190945	679.4884232
210315_at	15.20827166	15.20342882
210316_at	68.4615106	80.46506376
210317_s_at	392.649055	184.1865298
210318_at	66.8696601	63.426782
210319_x_at	17.38421419	15.08086949
210320_s_at	241.3076087	202.4559947
210321_at	135.0492752	2987.15582
210322_x_at	121.0468508	145.5037351
210323_at	81.64072054	104.7063636
210324_at	53.41268762	54.02527641
210325_at	18.61993062	90.59903214
210326_at	31.62780402	38.99034598
210327_s_at	40.05242228	41.18365043
210328_at	109.7574869	143.5617792
210329_s_at	29.09256266	28.2501197
210330_at	15.28814404	13.14786769
210331_at	12.97833714	11.23769685
210332_at	58.98333201	62.14827447
210333_at	37.27523567	35.26438527
210334_x_at	172.1225799	117.8795873
210335_at	18.86888308	14.95728449
210336_x_at	315.7587195	178.8790996
210337_s_at	238.1178343	222.7970029
210338_s_at	8226.725182	5919.51831
210339_s_at	27.92111926	36.34626253
210340_s_at	99.21267752	1276.083107
210341_at	59.65080173	109.9253341
210342_s_at	38.15937613	44.11861128
210343_s_at	53.35387404	57.70920468
210344_at	67.33763721	71.1139281
210345_s_at	37.62594095	50.52310161
210346_s_at	701.9571707	1718.673085
210347_s_at	1769.477279	619.3283735
210348_at	28.97697488	29.88853268
210349_at	34.70807021	145.5160892
210350_x_at	200.9379108	343.7983431
210352_at	25.72336049	29.8404975
210353_s_at	24.4150901	31.5978286
210354_at	21.48172397	105.8000128
210355_at	35.52419493	21.88707986
210356_x_at	48.86735674	698.5755632
210357_s_at	221.9736354	273.1720282
210358_x_at	380.9964034	120.9235026
210359_at	51.9258312	48.37344461
210360_s_at	51.61665624	33.2128406
210361_s_at	96.25562663	158.5722498
210362_x_at	55.68617836	53.87150006
210363_s_at	26.52683115	17.49945832
210364_at	45.81872713	55.94393278
210365_at	594.1338311	194.142093
210366_at	14.54579248	13.45750448
210367_s_at	25.25110947	141.7008715
210368_at	25.52412447	22.19186142
210369_at	51.43942401	55.24501475
210370_s_at	56.04065884	241.07456
210371_s_at	521.4381613	424.1035167
210372_s_at	64.47646063	47.0581957
210373_at	120.9698432	171.9160643
210374_x_at	35.20349183	21.78241928
210375_at	101.8910897	39.90762186
210376_x_at	64.53423781	50.18594933
210377_at	331.7741446	88.9540651
210378_s_at	607.6588132	571.2853788
210379_s_at	92.66319754	98.37700769
210380_s_at	25.39892659	25.42580844
210381_s_at	31.04145158	33.42849157
210382_at	29.83969067	30.73347242
210383_at	14.38440385	14.35863553
210384_at	38.43204466	40.78902672
210385_s_at	134.6375007	115.1049047
210386_s_at	382.0074569	688.0996647
210387_at	1125.438285	450.1712695
210388_at	113.011386	135.1140218
210389_x_at	328.3972247	239.7406381
210390_s_at	15.74980506	13.61248241
210391_at	27.84459246	27.43842511
210392_x_at	41.1464715	53.45897681
210393_at	14.71524306	15.52128447
210394_x_at	14.56135567	16.11696267
210395_x_at	911.3205919	1341.444672
210396_s_at	1736.319324	1961.042558
210397_at	42.16375924	39.73658288
210398_x_at	30.46884429	37.13378224
210399_x_at	47.59761109	36.42247073
210400_at	65.97140683	71.00318345
210401_at	3142.449697	1382.807914
210402_at	15.6912988	12.31516157
210403_s_at	22.8550739	19.4245913
210404_x_at	27.21710277	26.77772182
210405_x_at	43.6706326	100.7754915
210406_s_at	2265.520495	3005.580198
210407_at	52.84061087	47.92525465
210408_s_at	40.36259513	63.17136371
210409_at	20.01964672	14.30221903
210410_s_at	402.2995098	146.3427471
210411_s_at	30.35537271	30.71555486
210412_at	12.92348047	11.34480478
210413_x_at	15.79789984	13.73876553
210414_at	29.02219049	25.21461792
210415_s_at	306.7630895	158.787468
210416_s_at	561.5713666	278.7201762
210417_s_at	323.9264285	357.6969771
210418_s_at	915.3309488	631.3309359
210419_at	53.16833712	53.92750238
210420_at	34.81824285	31.98275414
210421_s_at	56.85350433	51.07783567
210422_x_at	171.5696907	4299.269787
210423_s_at	125.1482167	5558.676439
210424_s_at	67.64855523	68.01309191
210425_x_at	1142.483366	1135.952179
210426_x_at	109.7388018	311.8887058
210427_x_at	2047.282105	6785.766503
210428_s_at	380.081724	404.5130819
210429_at	619.0429625	1086.342653
210430_x_at	188.1506657	460.5474686
210431_at	44.27980961	53.18217411
210432_s_at	1305.76611	316.7801737
210433_at	33.58137619	39.20187342
210434_x_at	3206.312374	3408.414243
210435_at	53.26066948	62.29780346
210436_at	31.06246295	22.59549285
210437_at	26.87783869	21.68616226
210438_x_at	263.8490327	274.1819775
210439_at	112.3649037	517.3718357
210440_s_at	57.94047148	72.82060263
210441_at	28.61051083	42.89753492
210442_at	75.49331489	92.23955612
210443_x_at	154.8600317	197.0839383
210444_at	28.54654066	19.23759216
210445_at	31.51725693	56.20432013
210446_at	1266.261112	340.6372954
210447_at	12.98622355	10.61366393
210448_s_at	1185.537369	2130.740927
210449_x_at	349.6523381	1030.205521
210450_at	20.0185835	39.27981763
210451_at	78.00096822	21.49019965
210452_x_at	63.0373907	152.7922462
210453_x_at	5835.416318	5176.821404
210454_s_at	16.11324407	16.24049989
210455_at	38.84425936	39.10247215
210456_at	77.33310318	55.02963625
210457_x_at	287.2745571	129.5790349
210458_s_at	110.0899437	183.4377651
210459_at	104.9124008	146.0606346
210460_s_at	3945.850294	3184.876703
210461_s_at	1745.027319	2149.769683
210462_at	18.80968623	15.24861513
210463_x_at	684.020019	388.8975107
210464_at	14.05276811	14.69443136
210465_s_at	79.93747275	74.04687902
210466_s_at	2832.533795	1317.329667
210467_x_at	15.13527373	13.43187383
210469_at	43.64091218	47.81379562
210470_x_at	2199.404674	1304.497501
210471_s_at	69.05745308	50.94045233
210472_at	24.0109199	30.0035478
210473_s_at	386.5002117	121.2157446
210474_s_at	230.7798771	309.3451811
210475_at	21.16542461	20.26561183
210476_s_at	52.92696263	62.75741152
210477_x_at	61.47174848	57.51944642
210479_s_at	117.3027622	362.2946188
210480_s_at	27.80216655	24.84871863
210481_s_at	23.35723212	21.66180552
210482_x_at	370.4380644	249.5758146
210483_at	77.1633209	197.8311385
210484_s_at	44.18628228	562.8949243
210486_at	136.0573432	111.523469
210487_at	120.6136283	61.04162544
210491_at	45.79839217	48.83657787
210492_at	88.07607976	60.75486948
210493_s_at	97.49108689	74.98858432
210495_x_at	92.34201331	57.25242796
210496_at	17.87046193	17.05939245
210497_x_at	16.77823237	23.01376226
210498_at	46.08220375	107.6405307
210499_s_at	225.4878348	285.4236357
210500_at	15.97769528	12.1628318
210501_x_at	8105.199574	5841.948745
210502_s_at	844.5294912	471.2776605
210503_at	20.04405573	19.3431652
210504_at	1748.903546	574.9775817
210505_at	12.59437493	13.2863328
210506_at	51.85738478	153.4980834
210507_s_at	69.53438799	108.7618818
210508_s_at	41.1907457	36.55999802
210510_s_at	42.75274833	42.37116227
210511_s_at	73.73616497	82.47021713
210512_s_at	288.4479743	668.3294211
210513_s_at	58.61803159	71.11554746
210514_x_at	675.6510685	2028.940446
210515_at	58.42761507	84.28827909
210516_at	21.67949064	22.98451522
210517_s_at	51.3681803	65.33500682
210518_at	32.28437528	33.8341827
210519_s_at	151.5631081	63.05132603
210520_at	41.01217068	46.4199134
210521_s_at	16.45823893	15.64244673
210523_at	14.88236095	13.37545076
210524_x_at	398.1695516	444.4099472
210525_x_at	14.35585354	11.78207104
210527_x_at	392.9691731	566.6121901
210528_at	34.74626356	54.15248256
210529_s_at	118.4348352	54.16443344
210530_s_at	297.8463212	193.8862884
210531_at	155.3292683	102.5936876
210532_s_at	9596.811874	7376.501113
210533_at	12.1929249	12.12502424
210534_s_at	84.16309541	41.05464976
210535_at	70.53669373	63.91436864
210536_s_at	15.79446008	15.56772598
210537_s_at	161.61318	97.26436869
210538_s_at	232.0589951	837.8357806
210539_at	125.708933	112.0691889
210540_s_at	201.9862858	235.6229737
210541_s_at	262.8225926	352.0833357
210542_s_at	77.8374933	247.4385479
210543_s_at	311.3089954	221.7877549
210544_s_at	64.70175233	56.10624693
210545_at	26.47419412	34.20395524
210546_x_at	107.8645499	71.97568069
210547_x_at	555.470685	219.3458321
210548_at	68.87542805	87.82997155
210549_s_at	107.1729256	123.1523047
210550_s_at	23.78787849	16.8310683
210551_s_at	50.1818357	54.42850132
210552_s_at	45.39993263	54.40321439
210553_x_at	43.11826737	45.37285259
210554_s_at	1508.566386	1432.226548
210555_s_at	415.3087343	492.0579471
210556_at	25.24432058	27.03280992
210557_x_at	85.37473326	71.39872539
210558_at	20.75087445	16.23526594
210559_s_at	168.6789719	95.64503753
210560_at	34.45298089	51.26841877
210561_s_at	458.1425335	950.8742532
210562_at	14.01244325	12.271384
210563_x_at	599.3000569	1878.814249
210564_x_at	318.4970002	1363.663226
210565_at	75.0171892	95.87083279
210567_s_at	346.2298094	241.831258
210568_s_at	264.7973498	391.4912893
210569_s_at	58.38594509	418.8830105
210570_x_at	287.9981396	237.3184323
210571_s_at	121.0613493	61.71537758
210572_at	15.08990351	9.541608156
210573_s_at	294.5162143	209.2925413
210574_s_at	1812.689385	827.5549205
210575_at	28.85382324	25.50104461
210576_at	31.90132348	26.20694195
210577_at	15.28015606	20.0621583
210578_at	27.96226582	24.26812802
210579_s_at	26.35929352	67.70216037
210580_x_at	1813.654758	2436.672565
210581_x_at	67.99009017	78.20728443
210582_s_at	247.4551527	1738.830066
210583_at	37.77155358	45.4011727
210584_s_at	26.43072767	37.86966483
210585_s_at	36.96965322	24.41742907
210586_x_at	162.1925526	484.1484439
210587_at	36.71303297	25.06225139
210588_x_at	7248.020463	5993.492529
210589_s_at	699.1906673	765.111227
210592_s_at	3192.229189	9728.702737
210593_at	34.6964653	26.08509745
210594_x_at	103.5453711	120.1261116
210595_at	36.55787265	30.91360254
210596_at	2748.751776	2629.058878
210597_x_at	70.10186243	96.68904137
210598_at	92.05967908	209.7287226
210599_at	102.4522842	110.3546217
210600_s_at	43.87169028	17.75905675
210601_at	14.00269336	14.07625567
210602_s_at	25.43142351	28.37795036
210603_at	18.34806985	14.83937914
210604_at	25.11709642	21.5464474
210605_s_at	333.8029852	192.6704884
210606_x_at	81.97367458	1169.809098
210607_at	210.4372063	704.6127216
210608_s_at	60.05827226	53.50689707
210609_s_at	599.2929583	405.2946837
210610_at	39.47636147	172.9786505
210611_s_at	13.23329544	11.26469782
210612_s_at	91.63477127	136.1944753
210613_s_at	1860.027189	437.0119355
210614_at	13.48139887	14.49247483
210615_at	25.84488119	25.64635896
210616_s_at	1541.266504	1187.732069
210617_at	35.52400506	24.30926859
210618_at	47.79102942	40.06924065
210619_s_at	54.88337787	54.97606902
210620_s_at	87.32367876	97.48556737
210621_s_at	357.7124361	341.0440547
210622_x_at	239.4252194	199.144667
210623_at	378.0777009	319.7290456
210624_s_at	209.591748	99.13520672
210625_s_at	89.27215713	62.49927772
210626_at	49.30420987	42.3085809
210627_s_at	834.1587293	706.1338239
210628_x_at	154.6691531	113.3996393
210629_x_at	1725.645931	4452.863841
210630_s_at	134.0894101	95.13679921
210631_at	58.64604122	25.67169289
210632_s_at	43.74238358	53.64277348
210633_x_at	319.0754117	294.7502113
210634_at	61.30226628	50.27053224
210635_s_at	72.66972877	67.83162502
210636_at	24.19968509	29.16297651
210637_at	64.28965962	54.93417026
210638_s_at	1786.448231	3543.823114
210639_s_at	174.3660118	146.6992379
210640_s_at	55.64104589	92.9707699
210641_at	15.393878	15.45691102
210642_at	55.62028438	59.89246932
210643_at	46.79106385	64.78032184
210644_s_at	1135.470819	912.0489836
210645_s_at	3593.835472	2095.69978
210646_x_at	28054.49313	24826.02119
210647_x_at	219.7454298	167.4815621
210648_x_at	4489.605125	6476.870044
210649_s_at	185.2856596	222.2425647
210650_s_at	21.76234408	13.91860981
210651_s_at	34.08997328	34.96816798
210652_s_at	47.71427434	49.71168869
210653_s_at	274.6361346	112.9988902
210654_at	39.76673461	36.48865596
210655_s_at	137.2633718	287.8497307
210656_at	128.4515726	175.0128808
210657_s_at	100.6674106	72.95996794
210658_s_at	246.1849345	275.4185821
210659_at	54.00691429	87.13403377
210660_at	89.34864763	1557.243903
210661_at	11.74682194	14.43471733
210662_at	27.0345609	64.75491964
210663_s_at	144.6578326	529.6023285
210664_s_at	542.1398063	83.34769437
210665_at	128.775366	20.20399015
210666_at	89.08363045	127.9762578
210667_s_at	319.2977231	183.5653894
210669_at	23.84707148	18.2767273
210670_at	36.02547944	34.49109218
210671_x_at	71.51342861	60.88152089
210672_s_at	191.8993271	150.1071418
210673_x_at	113.1505346	133.3629713
210674_s_at	13.89872671	16.1535645
210675_s_at	14.92591891	17.1581589
210676_x_at	258.952734	290.1643936
210677_at	75.71514593	104.8253452
210678_s_at	214.148589	217.4344296
210679_x_at	909.1479997	1069.942797
210680_s_at	17.05924631	24.23667098
210681_s_at	1230.89508	2465.312116
210682_at	60.20229604	57.96216677
210683_at	28.89874231	20.33776753
210684_s_at	38.02675448	44.43099811
210685_s_at	592.8825934	509.0041228
210686_x_at	818.024423	991.8123317
210687_at	94.94594143	38.37066135
210688_s_at	226.9695062	77.06599323
210689_at	31.86418236	36.29493926
210690_at	21.32193671	92.29099366
210691_s_at	1102.536196	717.7329432
210692_s_at	176.9738404	110.128345
210693_at	81.48335859	74.95000104
210694_s_at	334.2326446	225.0723727
210695_s_at	360.502409	116.9178151
210697_at	55.5385426	24.94900373
210698_at	13.06231733	14.98956693
210699_at	389.5911145	216.1963026
210701_at	74.3888446	68.74274057
210702_s_at	15.18653895	16.73898573
210703_at	12.05685265	10.53795985
210704_at	28.03771814	28.16505712
210705_s_at	899.4934636	733.5428703
210706_s_at	497.0876288	1283.08619
210707_x_at	570.5865348	283.6733279
210708_x_at	32.58655689	29.7074419
210709_at	14.76011138	10.56049067
210710_at	44.98790982	52.16993777
210711_at	61.5170603	85.4013667
210712_at	12.47374977	11.00592274
210713_at	13.99626934	12.67936281
210714_at	40.21513311	29.07583525
210715_s_at	1581.750655	631.0737023
210716_s_at	65.98524451	139.5420333
210717_at	21.51194049	21.67851701
210718_s_at	173.0034552	181.65953
210719_s_at	368.4867329	227.7491795
210720_s_at	309.454198	168.4622525
210721_s_at	12.52144642	10.48156589
210722_at	25.69211517	22.01515793
210723_x_at	49.68847055	54.42296051
210724_at	36.83597038	706.7141419
210726_at	62.47398192	57.16466044
210727_at	22.50524042	22.44583884
210728_s_at	39.08727715	43.23143584
210729_at	12.0722797	9.900958714
210730_s_at	24.3231255	20.21648679
210731_s_at	69.74674532	103.0134727
210732_s_at	257.8341117	340.2549792
210733_at	405.96021	492.3450576
210734_x_at	360.9746985	343.4252064
210735_s_at	55.87806558	54.61413142
210736_x_at	18.36762443	21.65911164
210737_at	45.14075205	63.38359262
210738_s_at	14.56987493	11.17862554
210739_x_at	32.75940105	50.95649052
210740_s_at	1053.105677	1658.339431
210741_at	21.29255673	17.56136364
210742_at	81.03762591	210.8769148
210743_s_at	101.1677944	154.7241984
210744_s_at	153.1564898	353.0248917
210745_at	31.44450585	33.2613953
210746_s_at	227.4667563	3118.541984
210747_at	22.76509656	20.58605494
210748_at	485.0608298	385.2076791
210749_x_at	56.3311892	89.61079196
210750_s_at	47.97659816	48.46526934
210751_s_at	22.53649359	21.99292123
210752_s_at	287.0704992	372.1866588
210753_s_at	40.37865729	42.42764434
210754_s_at	1053.039883	2873.636017
210755_at	61.00965276	45.76354001
210756_s_at	188.0833546	383.4891738
210757_x_at	359.7570186	227.7154372
210758_at	120.7771917	110.3346586
210759_s_at	3983.341593	2694.13474
210760_x_at	75.51681121	65.69358183
210761_s_at	35.35637835	35.13423538
210762_s_at	678.203076	86.01374377
210763_x_at	145.43456	453.4639887
210764_s_at	55.78792553	43.90882107
210765_at	145.2820738	123.4956562
210766_s_at	2971.967631	1292.983407
210767_at	20.87833142	20.55675353
210768_x_at	402.3558155	411.1077937
210769_at	49.71078056	55.99706959
210770_s_at	54.98647742	62.76718706
210771_at	26.34078579	20.68731247
210772_at	35.26463145	867.8633179
210773_s_at	29.32975291	523.3609072
210774_s_at	7372.883283	11127.59525
210775_x_at	162.0443978	144.4380483
210776_x_at	2118.380973	1090.289566
210778_s_at	119.1870774	92.83290082
210779_x_at	264.1867547	158.9101275
210780_at	48.27352752	68.80939327
210781_x_at	39.96876829	43.62961401
210782_x_at	86.31054429	103.4005157
210783_x_at	119.5469011	86.36452951
210784_x_at	248.8535498	6560.032157
210785_s_at	593.3196614	3266.749861
210786_s_at	383.3708222	503.7868587
210787_s_at	102.2973602	171.0473099
210788_s_at	2507.975657	4829.72249
210789_x_at	52.70713774	566.9533571
210790_s_at	126.094172	186.8696729
210791_s_at	171.1879504	89.91189185
210792_x_at	396.2336567	272.6100283
210793_s_at	629.5883541	515.0133312
210794_s_at	1129.153014	301.4269684
210795_s_at	83.54593631	66.46170524
210796_x_at	42.80297528	29.57602552
210797_s_at	37.52102806	147.7053552
210798_x_at	32.58965008	31.00997258
210799_at	22.00424286	22.95602876
210800_at	53.96087095	54.65112633
210801_at	70.35198413	48.41349524
210802_s_at	502.9080492	212.2014138
210803_at	28.98275604	46.39754427
210804_x_at	26.28337898	46.03556277
210805_x_at	31.63699288	20.94036865
210806_at	133.6523821	72.31068018
210807_s_at	37.54487435	46.56000484
210808_s_at	18.08991491	18.02414845
210809_s_at	16.67130102	14.43171631
210810_s_at	28.57740005	23.68103544
210811_s_at	755.2220116	442.9081639
210812_at	93.83838783	127.1297916
210813_s_at	235.3488904	266.5865434
210814_at	15.47227152	16.55151694
210815_s_at	62.40949098	32.40686883
210816_s_at	50.80045455	40.45375179
210817_s_at	1522.040204	1461.99444
210818_s_at	50.07714032	68.86279894
210819_x_at	24.61243547	24.89702808
210820_x_at	127.6570315	92.80446435
210821_x_at	73.60190365	56.99291374
210822_at	94.90186875	94.8119123
210823_s_at	53.4765861	65.52536374
210824_at	72.57870225	130.3140075
210825_s_at	6184.045098	1900.698952
210826_x_at	502.8561995	343.7676358
210827_s_at	40.72393287	44.28489631
210828_s_at	51.37442872	59.26618769
210829_s_at	1434.978351	435.541548
210830_s_at	728.6569545	186.1553495
210831_s_at	35.00059592	28.22391289
210832_x_at	25.30871058	17.88336027
210833_at	13.20942323	11.65375264
210834_s_at	16.68983041	12.36976389
210835_s_at	1481.219006	1394.427309
210836_x_at	46.17152177	44.59122491
210837_s_at	101.9902952	92.74936672
210838_s_at	49.61516041	62.18409436
210839_s_at	232.4883719	123.8637954
210840_s_at	292.3064912	1513.336502
210841_s_at	47.92780677	43.91488114
210842_at	21.53989876	18.5143441
210843_s_at	94.95732234	82.90462861
210844_x_at	2073.898769	1365.978373
210845_s_at	187.2448631	2097.445173
210846_x_at	94.34955407	85.89278353
210847_x_at	158.2374929	401.0086855
210848_at	80.70615006	54.3298728
210849_s_at	720.7189301	551.57056
210850_s_at	19.84088482	16.77895701
210852_s_at	107.3670872	26.97551465
210853_at	20.08161636	16.68843229
