	Lin-_1	MNC_1
203304_at	565.4120551	208.0693348
203305_at	1383.637314	2004.769069
203306_s_at	477.5257656	818.1660612
203307_at	403.5903838	314.8341048
203308_x_at	242.8915793	265.5331535
203309_s_at	140.6019296	186.5041472
203310_at	570.0538148	732.9664728
203311_s_at	114.8004666	138.68733
203312_x_at	2516.629894	3137.896131
203313_s_at	214.7013452	206.3119599
203314_at	699.5072607	462.9707506
203315_at	682.8337653	864.9899434
203316_s_at	7632.443324	3717.435399
203317_at	412.6528546	831.4754135
203318_s_at	120.7669073	148.141485
203319_s_at	69.61523027	85.06651477
203320_at	1071.564117	1602.599603
203321_s_at	261.0675644	183.8797752
203322_at	1162.872966	751.3296953
203323_at	52.29972695	38.8406709
203324_s_at	82.15117005	75.79996032
203325_s_at	172.2973146	35.69037086
203326_x_at	194.4338502	207.316518
203327_at	1171.366052	629.8599639
203328_x_at	187.9901863	147.9050248
203329_at	207.3127514	87.90186408
203330_s_at	314.4645503	463.2706444
203331_s_at	208.495236	201.6118964
203332_s_at	2086.028592	1828.52778
203333_at	774.6981987	337.5821612
203334_at	495.0931873	667.1491257
203335_at	478.8547738	138.9694021
203336_s_at	1236.661544	855.2542015
203337_x_at	229.119212	224.7196088
203338_at	717.4609814	634.1701388
203339_at	405.2856736	290.7244742
203340_s_at	675.9126905	533.9521964
203341_at	2548.251597	1282.425675
203342_at	196.9697973	200.2787008
203343_at	257.9655695	209.5570175
203344_s_at	774.4699089	262.1453648
203345_s_at	723.3864447	385.16555
203346_s_at	411.1050602	272.1232939
203347_s_at	430.8146015	260.5727537
203348_s_at	60.4384432	31.31235166
203349_s_at	286.4018543	68.41516504
203350_at	657.3122525	765.381207
203351_s_at	1101.982411	775.6575474
203352_at	198.1799265	163.4341771
203353_s_at	1158.747027	1104.25352
203354_s_at	25.48747535	17.2081745
203355_s_at	84.46479968	44.97048913
203356_at	184.4002197	204.8064035
203357_s_at	102.468967	134.7224854
203358_s_at	2018.448229	786.8022738
203359_s_at	942.6675941	1027.658526
203360_s_at	443.6956403	410.7735199
203361_s_at	407.8724299	352.8851291
203362_s_at	1653.465854	485.2972167
203363_s_at	160.0480789	200.5532534
203364_s_at	461.3316769	470.8410952
203365_s_at	145.2026245	91.16679673
203366_at	938.1723685	936.9267342
203367_at	139.8748048	86.46306527
203368_at	428.8670007	339.2415867
203369_x_at	198.2404773	368.5392806
203370_s_at	392.2465873	1006.80318
203371_s_at	1613.46186	2863.376385
203372_s_at	1420.223937	290.0433803
203373_at	2859.96315	814.9704982
203374_s_at	1027.740034	745.1847126
203375_s_at	1364.790753	1053.251084
203376_at	1073.692259	1131.757116
203377_s_at	141.9773457	200.1532006
203378_at	1086.395436	1259.538718
203379_at	1384.195577	3506.14843
203380_x_at	5133.404511	4349.32781
203381_s_at	101.6744787	97.53737397
203382_s_at	152.722616	116.7365744
203383_s_at	169.1589579	234.6745921
203384_s_at	339.0262983	424.2138472
203385_at	793.7961005	3190.082856
203386_at	2082.933565	2785.951416
203387_s_at	442.9420396	678.0614139
203388_at	343.8793682	2093.76588
203389_at	177.0071179	164.6696537
203390_s_at	206.2127508	162.1159586
203391_at	797.6597323	585.5931217
203392_s_at	805.3738425	837.820019
203393_at	17.17370387	16.67474208
203394_s_at	157.9886856	102.8370518
203395_s_at	296.3886645	182.4671909
203396_at	2952.060545	1840.084104
203397_s_at	136.5932985	676.8886621
203398_s_at	26.86429945	27.3595517
203399_x_at	24.0290132	31.48138473
203400_s_at	37.58428583	42.40552124
203401_at	1701.830618	745.6235536
203402_at	960.4855031	1105.634928
203403_s_at	609.3222771	858.2952115
203404_at	164.9415964	64.18105917
203405_at	777.2932331	191.407393
203406_at	383.5641004	293.54383
203407_at	39.05289936	35.74906856
203408_s_at	810.4560574	1407.315109
203409_at	717.3745804	836.4503675
203410_at	567.8633708	544.059394
203411_s_at	287.3398886	133.5438886
203412_at	537.4341592	392.9766936
203413_at	79.97582153	1624.671543
203414_at	2300.434224	1967.486701
203415_at	1019.068094	715.5071146
203416_at	7355.071724	13012.75952
203417_at	185.7532451	52.49202045
203418_at	141.9042362	73.76337808
203419_at	201.2254058	235.043807
203420_at	659.7840863	1309.547498
203421_at	100.3817016	291.7697479
203422_at	221.9102797	119.5000325
203423_at	29.71067156	30.36932744
203424_s_at	46.22758242	43.47008381
203425_s_at	41.39080588	48.75737046
203426_s_at	52.87283058	52.16024662
203427_at	848.0595468	624.0743385
203428_s_at	728.0753967	502.9443094
203429_s_at	1568.576253	1555.877871
203430_at	1992.245706	2798.400964
203431_s_at	354.73633	140.6785552
203432_at	588.657251	289.9918387
203433_at	726.7559388	1939.873474
203434_s_at	69.17346289	344.6439901
203435_s_at	158.8937808	1199.12895
203436_at	1378.822261	821.3502458
203437_at	444.6165925	494.605145
203438_at	16.84892244	15.53361842
203439_s_at	29.0853813	33.00808177
203440_at	281.6427971	54.98007059
203441_s_at	41.52636343	27.73540972
203442_x_at	236.7871128	265.4234083
203443_at	43.47570549	44.76268461
203444_s_at	39.40580877	26.8227295
203445_s_at	5597.39373	6788.224541
203446_s_at	131.9674945	75.36530059
203447_at	731.4356554	773.4965044
203448_s_at	894.2775231	682.8725051
203449_s_at	640.9886432	453.9844729
203450_at	608.6371951	346.435179
203451_at	409.8534646	204.0266428
203452_at	1076.989787	838.8835352
203453_at	24.60965716	35.26403469
203454_s_at	2191.697843	1306.113889
203455_s_at	1545.441297	6520.591123
203456_at	373.9531839	344.7061013
203457_at	121.2952322	226.160838
203458_at	103.429158	93.74117197
203459_s_at	1545.141085	1616.337221
203460_s_at	579.3878618	1398.841569
203461_at	14.68602984	16.66629775
203462_x_at	1020.83053	458.1106031
203463_s_at	78.9290916	96.94055044
203464_s_at	99.49593986	127.0703578
203465_at	350.9779757	156.3098823
203466_at	1377.626783	756.5351385
203467_at	244.7396592	419.3618365
203468_at	795.9236468	637.4731247
203469_s_at	454.517213	374.6942824
203470_s_at	373.6245405	644.4176009
203471_s_at	2383.311167	3291.244116
203472_s_at	33.5144241	36.89654126
203473_at	42.42568023	43.3608266
203474_at	1492.743856	1405.325256
203475_at	16.73265575	18.06168687
203476_at	58.35571251	35.58204053
203477_at	30.05490464	21.83205088
203478_at	1784.351287	906.659452
203479_s_at	196.3719323	153.9874638
203480_s_at	1208.650454	1032.630433
203481_at	362.0335534	367.578528
203482_at	342.9379997	342.4736733
203483_at	23.69704646	23.65825202
203484_at	2358.97892	1398.892172
203485_at	52.32783257	470.2039895
203486_s_at	471.6109683	378.4647335
203487_s_at	492.9692304	471.7330277
203488_at	97.1340415	79.91487262
203489_at	278.6685548	206.9423558
203490_at	333.489481	518.8800991
203491_s_at	519.0797802	256.0428321
203492_x_at	413.3118128	264.3342111
203493_s_at	743.2296764	531.9851881
203494_s_at	1923.544909	1151.450274
203495_at	181.3403079	151.310237
203496_s_at	209.5633905	185.4047174
203497_at	488.0193772	411.3831067
203498_at	23.77089728	15.31911098
203499_at	49.61140306	40.10475781
203500_at	839.5904617	522.5878557
203501_at	164.954655	301.8941155
203502_at	252.5110757	2787.951652
203503_s_at	147.9315291	94.03399836
203504_s_at	122.9019257	163.006314
203505_at	82.98355209	80.32341821
203506_s_at	851.4827236	515.3430102
203507_at	57.16807932	157.0764213
203508_at	417.0999585	6236.635095
203509_at	1011.909514	4746.757408
203510_at	26.34840226	21.73790652
203511_s_at	648.0160339	914.154996
203512_at	1008.63815	981.2083383
203513_at	1112.66742	1750.537276
203514_at	378.419039	965.958898
203515_s_at	1363.64783	573.0995122
203516_at	70.59822616	56.49817664
203517_at	700.4126945	377.1522597
203518_at	285.9679062	2149.356997
203519_s_at	848.4513106	737.6006403
203520_s_at	198.0268478	271.020595
203521_s_at	324.881611	438.4963353
203522_at	456.1716011	459.987921
203523_at	1082.53178	5583.834176
203524_s_at	611.1505509	243.4261278
203525_s_at	152.387518	262.5758475
203526_s_at	90.9363129	183.2010573
203527_s_at	70.46262045	95.12672874
203528_at	4459.521072	7881.681441
203529_at	2098.596616	2863.197874
203530_s_at	797.5532923	849.3753273
203531_at	779.9607224	679.2610904
203532_x_at	104.898544	88.61275105
203533_s_at	83.03634061	87.76506873
203534_at	980.805835	928.5506458
203535_at	603.4092922	16993.21798
203536_s_at	330.1507329	273.1478662
203537_at	921.2697326	920.208662
203538_at	1328.485295	756.8642924
203539_s_at	29.5235585	29.24155705
203540_at	17.68881466	14.38690238
203541_s_at	29.0792611	37.49846467
203542_s_at	142.6205147	153.5800275
203543_s_at	118.7909285	123.4624472
203544_s_at	893.3360256	528.5501959
203545_at	956.9807512	458.2684771
203546_at	252.2840276	199.842987
203547_at	308.840735	1435.662067
203548_s_at	19.02193593	18.87657204
203549_s_at	36.9049315	53.05906155
203550_s_at	642.2764569	286.8080513
203551_s_at	728.054319	467.1278815
203552_at	811.5965773	583.8244116
203553_s_at	330.3273932	207.1386161
203554_x_at	1404.043855	414.2958361
203555_at	591.8674341	947.466893
203556_at	1176.652891	1899.962451
203557_s_at	407.3199665	132.9922629
203558_at	202.7160115	119.3181219
203559_s_at	44.98200054	91.31363258
203560_at	407.1352613	113.3237376
203561_at	1209.287553	10404.12579
203562_at	20.10611554	48.02376729
203563_at	24.97805426	67.93082237
203564_at	459.7742318	228.6482886
203565_s_at	361.2425946	195.3286048
203566_s_at	741.642472	601.7850416
203567_s_at	521.5816776	1283.727732
203568_s_at	117.1674272	234.7932161
203569_s_at	2038.855465	1693.684649
203570_at	44.7030106	45.93284607
203571_s_at	28.21147551	31.27433749
203572_s_at	257.9300365	229.721469
203573_s_at	245.4303727	251.3649309
203574_at	1159.122733	3175.007625
203575_at	473.6668874	260.3867832
203576_at	348.8747224	157.5604368
203577_at	476.7234056	227.602037
203578_s_at	237.2159011	281.0241174
203579_s_at	295.320882	476.546246
203580_s_at	721.4724212	2091.375082
203581_at	1363.795264	761.1552468
203582_s_at	351.0554206	243.0493021
203583_at	877.7656625	1227.881021
203584_at	532.4289499	704.7930164
203585_at	556.654917	401.3506218
203586_s_at	41.59387306	43.70270529
203587_at	15.81239314	11.83373044
203588_s_at	2112.861251	763.6061345
203589_s_at	511.934357	235.2027192
203590_at	255.8932481	314.3595831
203591_s_at	650.113705	8473.852165
203592_s_at	111.3620866	147.8736106
203593_at	917.8262398	693.6476758
203594_at	859.9895949	772.5921947
203595_s_at	148.2073632	223.7764251
203596_s_at	263.0532659	445.0788792
203597_s_at	284.5483896	240.5205762
203598_s_at	287.2403672	372.4198431
203599_s_at	246.5109978	264.8351
203600_s_at	366.0958176	353.0030691
203601_s_at	86.90434355	104.169256
203602_s_at	241.3475866	227.5703103
203603_s_at	1255.003106	1808.898966
203604_at	420.4735649	1974.644316
203605_at	896.4840621	917.5656111
203606_at	4556.364631	2584.388321
203607_at	458.21504	292.5094066
203608_at	742.9440974	431.7191083
203609_s_at	91.77589705	77.02231435
203610_s_at	135.2607185	412.3007274
203611_at	1020.144848	758.5269366
203612_at	243.7474873	98.02063539
203613_s_at	860.4293781	648.6742175
203614_at	553.1629288	446.4189899
203615_x_at	1764.057668	4359.595456
203616_at	1467.983787	1238.469915
203617_x_at	644.4073359	381.1730752
203618_at	45.81031776	61.1782361
203619_s_at	33.78093653	42.37034265
203620_s_at	1060.008307	1481.841378
203621_at	4249.631738	2944.263748
203622_s_at	247.934978	181.0564041
203623_at	72.6159626	74.79709906
203624_at	1477.146541	1838.430342
203625_x_at	2091.855594	1039.201622
203626_s_at	38.65337066	29.24478267
203627_at	150.2291126	159.1522413
203628_at	276.2216967	419.0906052
203629_s_at	290.0615953	234.9617089
203630_s_at	220.7772719	189.0923503
203631_s_at	23.89194988	23.74283478
203632_s_at	25.11390029	73.64065569
203633_at	1114.266734	228.9816855
203634_s_at	352.562556	90.62031316
203635_at	713.0004976	827.6761842
203636_at	50.11392615	26.80885656
203637_s_at	29.99592223	17.36675356
203638_s_at	56.3992006	127.2104498
203639_s_at	23.75634898	37.42663173
203640_at	1334.942723	1245.083131
203641_s_at	60.7288802	45.60769223
203642_s_at	166.3601004	81.48820476
203643_at	182.9589694	161.0886139
203644_s_at	330.008948	490.3223801
203645_s_at	32.3187739	1353.081528
203646_at	363.3735524	247.35447
203647_s_at	279.8784632	212.283223
203648_at	726.5021719	747.2050763
203649_s_at	41.76154328	29.49819726
203650_at	94.6124021	75.49142697
203651_at	333.5163253	925.3262525
203652_at	193.5136275	245.5301747
203653_s_at	186.2127119	109.1262613
203654_s_at	1392.681816	891.870498
203655_at	720.1636823	612.9423003
203656_at	615.2262786	1070.410096
203657_s_at	196.7504571	82.14499569
203658_at	399.0519552	367.2703664
203659_s_at	1153.620952	844.9415
203660_s_at	2561.157271	2597.461059
203661_s_at	217.4188541	282.0428707
203662_s_at	597.2229198	475.0118442
203663_s_at	6855.675509	3309.971971
203664_s_at	1003.510168	511.216012
203665_at	32.45575823	249.9672084
203666_at	34.86140563	23.05532362
203667_at	2602.772913	1699.14121
203668_at	338.724635	259.0067043
203669_s_at	183.027869	282.4656833
203670_at	161.3288673	207.7633195
203671_at	139.7141225	121.9553841
203672_x_at	1849.085844	1892.975356
203673_at	42.14770292	50.55650485
203674_at	81.67197314	147.285889
203675_at	6858.975866	2093.315784
203676_at	55.39807488	98.77259694
203677_s_at	248.7426147	136.6143578
203678_at	1083.298368	608.1208733
203679_at	509.0923858	368.7052664
203680_at	1109.030937	503.5357347
203681_at	77.49179205	52.94043057
203682_s_at	210.7806117	86.56439341
203683_s_at	113.2224569	72.45000746
203684_s_at	82.7213903	105.4565078
203685_at	523.9989328	767.7246143
203686_at	613.5461866	325.307416
203687_at	45.77853546	49.27311545
203688_at	737.8738363	246.6794812
203689_s_at	1156.495177	2009.382419
203690_at	987.0457852	906.2446949
203691_at	53.48983976	206.2380797
203692_s_at	1672.56384	1144.90736
203693_s_at	4876.964175	4019.312082
203694_s_at	662.2826955	718.9286359
203695_s_at	62.42871017	51.34894491
203696_s_at	519.8477012	288.0293594
203697_at	15.85327217	16.6040071
203698_s_at	14.78489116	11.48089063
203699_s_at	13.47901615	10.1744316
203700_s_at	18.25781369	18.83575091
203701_s_at	667.1171605	361.2735347
203702_s_at	313.1368787	402.7084187
203703_s_at	105.6602397	119.7169556
203704_s_at	4477.98788	3058.591385
203705_s_at	92.92589515	24.42049693
203706_s_at	199.3448808	28.10714599
203707_at	400.2935992	280.7821871
203708_at	792.0361822	2209.630804
203709_at	572.2250501	717.2250758
203710_at	810.7757557	529.7422589
203711_s_at	635.0910996	305.2384764
203712_at	992.3722685	385.3777195
203713_s_at	131.8739991	198.9723695
203714_s_at	1794.898435	919.0267106
203715_at	801.0934793	407.4284912
203716_s_at	70.36437967	134.2596669
203717_at	126.8704032	348.4478225
203718_at	404.8965197	594.5079363
203719_at	947.604913	395.0009118
203720_s_at	1265.093404	547.2509457
203721_s_at	1535.515421	841.9764301
203722_at	226.4237402	197.7811772
203723_at	2086.409136	3128.051779
203724_s_at	124.0983886	68.9816166
203725_at	1666.404455	2696.774707
203726_s_at	31.11634503	22.38098454
203727_at	335.8330232	391.9163453
203728_at	368.7937667	324.3165223
203729_at	4322.53843	4775.235346
203730_s_at	196.7600913	197.0732757
203731_s_at	156.6157248	170.5835217
203732_at	530.2513917	707.4092546
203733_at	362.079477	315.6384002
203734_at	1167.818312	1271.162839
203735_x_at	1258.769568	451.6403196
203736_s_at	30.94610154	24.87423129
203737_s_at	834.2297345	386.1880692
203738_at	398.8936479	442.7085482
203739_at	671.2176121	2359.402664
203740_at	826.055839	612.3012378
203741_s_at	1646.758343	2569.570211
203742_s_at	121.5979431	67.64905911
203743_s_at	2525.327449	2186.644344
203744_at	639.351635	176.6464731
203745_at	107.9578109	230.7683065
203746_s_at	219.7657888	240.4398777
203747_at	54.48528149	164.6284211
203748_x_at	650.5521189	2130.113363
203749_s_at	119.1545531	295.2003099
203750_s_at	170.6049262	308.932811
203751_x_at	222.5641027	159.8443066
203752_s_at	11118.667	10350.66312
203753_at	1113.786135	347.9339903
203754_s_at	107.5966915	108.3996517
203755_at	260.4002937	113.8336881
203756_at	394.271379	85.17629741
203757_s_at	67.7666274	451.9146263
203758_at	194.1778899	234.6279035
203759_at	130.1779979	234.1134589
203760_s_at	640.991273	1222.972498
203761_at	2664.70157	4418.581831
203762_s_at	291.3510672	90.28016615
203763_at	395.4413372	134.5125179
203764_at	353.3471288	142.8786411
203765_at	692.5815647	3061.835319
203766_s_at	40.53981761	47.25036217
203767_s_at	56.16582037	81.84705228
203768_s_at	28.95075193	34.74060044
203769_s_at	34.55904732	67.97145791
203770_s_at	45.27405642	53.38154603
203771_s_at	779.3195538	489.204087
203772_at	850.1679691	504.1262229
203773_x_at	1385.962849	888.1874742
203774_at	818.1570865	483.5721406
203775_at	456.5683311	220.4692258
203776_at	391.8057122	505.1842795
203777_s_at	115.4707213	142.6537846
203778_at	2097.727868	2714.001603
203779_s_at	29.76156061	41.2991924
203780_at	84.12675966	222.5293845
203781_at	1165.328808	1018.370751
203782_s_at	337.8304655	241.1507472
203783_x_at	79.53006181	103.1680889
203784_s_at	35.41102969	43.79804264
203785_s_at	283.14188	223.348694
203786_s_at	175.3748409	39.72978014
203787_at	2119.416492	825.5847309
203788_s_at	51.43564124	38.08685777
203789_s_at	132.7315775	61.00930103
203790_s_at	353.0748311	175.4809958
203791_at	792.5952309	694.267912
203792_x_at	55.72799767	58.57801683
203793_x_at	120.6193642	120.7309357
203794_at	343.5583257	62.80827015
203795_s_at	393.2347201	176.1992898
203796_s_at	292.1937134	131.5059822
203797_at	18.05535589	15.23040464
203798_s_at	14.73034765	11.40405297
203799_at	1639.296183	3712.699652
203800_s_at	1132.435013	655.3100776
203801_at	577.1867699	385.2764688
203802_x_at	1120.081045	1204.586973
203803_at	58.67234298	47.92220222
203804_s_at	3135.18856	2418.73678
203805_s_at	570.5573772	496.0864585
203806_s_at	133.0833479	150.5756339
203807_x_at	88.4662102	38.32426585
203808_at	37.24257062	36.33214769
203809_s_at	38.31971483	30.42165472
203810_at	101.3835175	91.0906321
203811_s_at	36.82422234	43.0567738
203812_at	64.02953023	73.5435306
203813_s_at	39.06904978	46.93503564
203814_s_at	425.7134793	1165.211211
203815_at	138.4751139	72.99539189
203816_at	699.4007006	445.6864028
203817_at	852.3151651	240.1671967
203818_s_at	1012.380546	515.3529079
